Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1432C-11H-7-A,0,34,99.75,100.09,,clay [Leg339],,clay ,clay ,95,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,silt [Leg339],,silt ,silt ,5,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,7,A
349-U1432C-11H-7-A,34,39,100.09,100.14,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,erosive,sub-horizontal,thin bed [B01],graded bedding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,7,A
349-U1432C-11H-7-A,39,43,100.14,100.18,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,,,,,planar,sub-horizontal,thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,7,A
349-U1432C-11H-7-A,43,46,100.18,100.21,,clayey silt [MMK88],,clayey silt ,clayey silt ,,GLEY 1 3/10Y (very dark greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,7,A
349-U1432C-11H-7-A,46,79,100.21,100.54,,clay [Leg339],,clay ,clay ,,GLEY 1 4/10Y (dark greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,moderately well [BP01],,,,,,,,,,,,,,,,medium bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,11,H,7,A
349-U1432C-12H-1-A,0,31,100.5,100.81,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,1,A
349-U1432C-12H-1-A,31,101,100.81,101.51,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,1,A
349-U1432C-12H-1-A,101,111,101.51,101.61,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,1,A
349-U1432C-12H-1-A,111,150,101.61,102.0,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,,color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,1,A
349-U1432C-12H-2-A,0,11,102.0,102.11,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,11,14,102.11,102.14,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,14,46,102.14,102.46,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,46,49,102.46,102.49,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,49,121,102.49,103.21,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,121,125,103.21,103.25,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,125,141,103.25,103.41,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,141,143,103.41,103.43,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-2-A,143,150,103.43,103.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,2,A
349-U1432C-12H-3-A,0,24,103.5,103.74,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,24,31,103.74,103.81,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,31,49,103.81,103.99,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,49,51,103.99,104.01,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,51,85,104.01,104.35,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,85,87,104.35,104.37,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,87,104,104.37,104.54,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thin bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,104,106,104.54,104.56,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,106,132,104.56,104.82,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,132,134,104.82,104.84,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,sub-horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-3-A,134,145,104.84,104.95,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,3,A
349-U1432C-12H-4-A,0,43,105.0,105.43,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-4-A,43,45,105.43,105.45,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-4-A,45,61,105.45,105.61,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-4-A,61,63,105.61,105.63,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-4-A,63,110,105.63,106.1,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-4-A,118,136,106.18,106.36,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10Y (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-4-A,136,150,106.36,106.5,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,,color banding,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,4,A
349-U1432C-12H-5-A,0,88,106.5,107.38,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-5-A,88,90,107.38,107.4,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-5-A,90,118,107.4,107.68,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-5-A,118,121,107.68,107.71,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-5-A,121,131,107.71,107.81,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-5-A,131,133,107.81,107.83,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,horizontal,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-5-A,133,150,107.83,108.0,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,5,A
349-U1432C-12H-6-A,0,42,108.0,108.42,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-6-A,42,45,108.42,108.45,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,inclined,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-6-A,45,60,108.45,108.6,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-6-A,60,63,108.6,108.63,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,curved,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-6-A,63,99,108.63,108.99,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,gradational,sub-horizontal,medium bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-6-A,99,101,108.99,109.01,,silt [Leg339],,silt ,silt ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [BP01],,,,,,,,,,100,,,,erosive,curved,thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-6-A,101,120,109.01,109.2,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,,color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,6,A
349-U1432C-12H-7-A,0,63,109.2,109.83,,clay [Leg339],,clay ,clay ,100,GLEY 1 5/10GY (greenish gray),moderately consolidated [B84],clay [W22_1],1,clay [W22_1],1,well [BP01],,,,,,,,,,100,,,,,,thick bed [B01],color banding,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1432,C,12,H,7,A
