Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W
368-U1501D-3R-3-A,0,123,446.09,447.32,,silty sand [Leg339],with clay [2014],silty sand,silty sand with clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with abundant sand-sized quartz and glauconite grains and few small shell fragments,,,very thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,3,R,3,A
368-U1501D-3R-4-A,0,52,447.32,447.84,,silty sand [Leg339],with clay [2014],silty sand,silty sand with clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with abundant sand-sized quartz and glauconite grains and few small shell fragments,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,3,R,4,A
368-U1501D-3R-CC-A,0,40,447.84,448.24,,silty sand [Leg339],with clay [2014],silty sand,silty sand with clay,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderate [2014],,,with abundant sand-sized quartz and glauconite grains; rare mica and pyrite,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,3,R,CC,A
368-U1501D-4R-1-A,0,36,452.6,452.96,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,65,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,granule [W22_2],8,moderate [BP01],,,with abundant shell fragments up to 1 cm in size;wood fragment; quartz-rich with glauconite grains,planar,horizontal,,massive [BJ84],none [DB86],0,,,,,,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,35,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [2014],,,"large angular clasts of finer sandstone embedded into darker coarser grained sandstone; both sandstone contain abundant shell fragments; quartz and other felsic minerals dominate, but glauconite is still present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,4,R,1,A
368-U1501D-4R-1-A,36,99,452.96,453.59,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,"with abundant shell fragments; quartz and other felsic minerals dominate, but glauconite is still present",,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,4,R,1,A
368-U1501D-4R-2-A,0,65,453.59,454.24,,sandstone [Leg339],with clay [2014],sandstone,sandstone with clay,,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,moderate [BP01],,,"with abundant shell fragments; quartz and other felsic minerals dominate, but glauconite is still present; weak medium beds by subtle variations in grain size/composition",,,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,4,R,2,A
368-U1501D-4R-CC-A,0,14,454.24,454.38,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,granule [W22_2],8,moderate [BP01],,,with abundant shell fragments up to 1 cm in size; quartz-rich with glauconite grains,,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,4,R,CC,A
368-U1501D-5R-1-A,0,22,462.2,462.42,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,granule [W22_2],8,moderate [2014],,,"Granule size shell fragments, calcite vein at 43 cm.",,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,5,R,1,A
368-U1501D-5R-1-A,22,45,462.42,462.65,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 7/N (light gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderately well [BP01],,,,erosive,curved,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,5,R,1,A
368-U1501D-6R-CC-A,0,13,471.8,471.93,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,moderately well [BP01],,,,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,6,R,CC,A
368-U1501D-7R-1-A,0,57,481.4,481.97,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,well [2014],,,Coarse sand size pyrite patch. Calcite vein 43-45 cm.,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,7,R,1,A
368-U1501D-7R-1-A,57,64,481.97,482.04,,clayey silt [MMK88],with organic matter,clayey silt,clayey silt with organic matter,,5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,well [2014],,,thin lamination of organic matter,,,thin lamina [B01],parallel lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,7,R,1,A
368-U1501D-7R-1-A,64,69,482.04,482.09,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,coarse sand [W22_2],6,well [2014],,,Coarse sand size pyrite patch. Calcite vein 43-45 cm.,planar,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,7,R,1,A
368-U1501D-7R-1-A,69,72,482.09,482.12,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],coarse sand [W22_2],6,granule [W22_2],8,well [2014],,,,planar,horizontal,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,7,R,1,A
368-U1501D-7R-1-A,72,93,482.12,482.33,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,medium sand [W22_2],5,well [2014],,,,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,7,R,1,A
368-U1501D-8R-1-A,0,43,491.0,491.43,,clayey silt [MMK88],with organic matter,clayey silt,clayey silt with organic matter,,5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderately well [BP01],,,Thin lamination of organic rich layers within clayey silt.,gradational,horizontal,thin lamina [B01],cross-lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,8,R,1,A
368-U1501D-8R-1-A,43,106,491.43,492.06,,clayey silt [MMK88],with organic matter,clayey silt,clayey silt with organic matter,,5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,moderate [2014],,,"Small pebble size clast (wood?) at 55-56 cm. Medium lamination of organic rich layer at 45-46 cm. Thin alternating lamination of organic rich, dark gray clayey silt and dark brownish thin layers.",,,medium bed [B01],interlamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,8,R,1,A
368-U1501D-8R-2-A,0,53,492.06,492.59,,clayey silt [MMK88],with organic matter,clayey silt,clayey silt with organic matter,,5Y 4/1 (dark gray),slightly consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,Thin lamination of organic rich layers alternating with clayey silt.,,,thin lamina [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,8,R,2,A
368-U1501D-9R-1-A,0,117,500.6,501.77,,clayey silt [MMK88],with organic matter,clayey silt,clayey silt with organic matter,,5Y 3/1 (very dark gray),slightly consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,Small pebble size clast (wood?) at 21-22 cm.,,,thin lamina [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,9,R,1,A
368-U1501D-10R-1-A,0,93,510.2,511.13,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,,GLEY 1 5/N (gray),lithified [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [2014],,,,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,10,R,1,A
368-U1501D-11R-CC-A,0,5,519.7,519.75,,silt [Leg339],with organic matter,silt,silt with organic matter,,GLEY 1 3/N (very dark gray),moderately consolidated [B84],silt [W22_1],2,silt [W22_1],2,well [2014],,,,,,thick bed [B01],wavy lamination,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,11,R,CC,A
368-U1501D-11R-CC-A,5,10,519.75,519.8,,silt [Leg339],with organic matter,silt,silt with organic matter,,GLEY 1 3/N (very dark gray),well consolidated [B84],very fine sand [W22_2],3,fine sand [W22_2],4,well [2014],,,,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,11,R,CC,A
368-U1501D-12R-CC-A,0,11,529.3,529.41,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,organic matter in lenses,,,,,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,12,R,CC,A
368-U1501D-13R-1-A,0,23,539.0,539.23,,silty sand [Leg339],with calcite,silty sand,silty sand with calcite,,GLEY 1 6/N (gray),lithified [B84],very fine sand [W22_2],3,medium sand [W22_2],5,well [2014],,,,,,,massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,13,R,1,A
368-U1501D-13R-1-A,23,27,539.23,539.27,,silty sand [Leg339],with calcite,silty sand,silty sand with calcite,,GLEY 1 6/N (gray),lithified [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,organic matter in clasts between 23-27 cm,,,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,13,R,1,A
368-U1501D-13R-1-A,27,29,539.27,539.29,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,,planar,horizontal,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,13,R,1,A
368-U1501D-13R-1-A,29,79,539.29,539.79,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],very fine sand [W22_2],3,medium sand [W22_2],5,well [2014],,,,planar,horizontal,thick bed [B01],massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,13,R,1,A
368-U1501D-13R-1-A,79,94,539.79,539.94,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,veins at the contact to the overlying sandstone,,,medium bed [B01],massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,13,R,1,A
368-U1501D-13R-CC-A,0,9,539.94,540.03,,sandstone [Leg339],with calcite,sandstone,sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,,,,,massive [BJ84],none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,13,R,CC,A
368-U1501D-14R-1-A,0,4,548.6,548.64,,silty sandstone [Leg339],with calcite,silty sandstone,silty sandstone with calcite,,GLEY 1 6/N (gray),lithified [B84],very fine sand [W22_2],3,medium sand [W22_2],5,well [2014],,,,,,,massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,14,R,1,A
368-U1501D-14R-1-A,4,34,548.64,548.94,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,glauconite,,,medium bed [B01],fining upward,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,14,R,1,A
368-U1501D-14R-1-A,34,67,548.94,549.27,,sandy silt [Leg339],,sandy silt,sandy silt,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],silt [W22_1],2,medium sand [W22_2],5,well [2014],,,pyrite and glauconite,erosive,curved,,,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,14,R,1,A
368-U1501D-14R-1-A,67,69,549.27,549.29,,sand [Leg339],,sand,sand,,GLEY 1 4/10Y (dark greenish gray),well consolidated [B84],coarse sand [W22_2],6,coarse sand [W22_2],6,well [2014],,,glauconite,,,,,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,14,R,1,A
368-U1501D-15R-1-A,0,4,558.2,558.24,,silty sandstone [Leg339],,silty sandstone,silty sandstone,,GLEY 1 6/N (gray),lithified [B84],,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,1,A
368-U1501D-15R-1-A,4,48,558.24,558.68,,sandy silt [Leg339],,sandy silt,sandy silt,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,pyrite patches and glauconite,erosive,curved,thick bed [B01],massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,1,A
368-U1501D-15R-1-A,48,50,558.68,558.7,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 7/10GY (light greenish grey),well consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,well [2014],,,,,,,,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,1,A
368-U1501D-15R-1-A,50,150,558.7,559.7,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,with glauconite,,,thick bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,1,A
368-U1501D-15R-2-A,0,10,559.7,559.8,,sand [Leg339],,sand,sand,,GLEY 1 6/10GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,well [2014],,,with glauconite,planar,inclined,,massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
368-U1501D-15R-2-A,10,30,559.8,560.0,,silty sand [Leg339],,silty sand,silty sand,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],medium sand [W22_2],5,coarse sand [W22_2],6,moderate [2014],,,with glauconite,planar,inclined,medium bed [B01],coarsening upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
368-U1501D-15R-2-A,30,58,560.0,560.28,,sand [Leg339],,sand,sand,,GLEY 1 5/10GY (greenish gray),well consolidated [B84],coarse sand [W22_2],6,granule [W22_2],8,poor [2014],,,with glauconite,irregular,curved,medium bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
368-U1501D-15R-2-A,58,62,560.28,560.32,,silt [Leg339],,silt,silt,,GLEY 1 6/5GY (greenish gray),well consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,with glauconite,planar,inclined,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1501,D,15,R,2,A
