Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1483C-30H-2-A,0,124,267.24,268.48,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,2,A,
363-U1483C-30H-2-A,124,144,268.48,268.68,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,2,A,
363-U1483C-30H-3-A,0,82,268.68,269.5,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,3,A,
363-U1483C-30H-3-A,82,122,269.5,269.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,3,A,
363-U1483C-30H-3-A,123,152,269.91,270.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,3,A,
363-U1483C-30H-4-A,0,25,270.2,270.45,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,4,A,
363-U1483C-30H-4-A,25,94,270.45,271.14,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,4,A,
363-U1483C-30H-4-A,94,147,271.14,271.67,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,4,A,
363-U1483C-30H-5-A,0,68,271.67,272.35,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,5,A,
363-U1483C-30H-5-A,68,126,272.35,272.93,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,5,A,
363-U1483C-30H-5-A,126,141,272.93,273.08,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,5,A,
363-U1483C-30H-6-A,0,12,273.08,273.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 5/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,6,A,
363-U1483C-30H-6-A,12,147,273.2,274.55,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,6,A,
363-U1483C-30H-7-A,0,6,274.55,274.61,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,7,A,
363-U1483C-30H-7-A,6,65,274.61,275.2,nannofossil-bearing foraminiferal-rich [X363],clay [Leg210],nannofossil-bearing foraminiferal-rich clay,,10GY 5/1 (greenish gray),heavy [DB86],,,,,,SSD,,,,,,,,,,,,,363,U1483,C,30,H,7,A,
363-U1483C-30H-7-A,65,137,275.2,275.92,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,End of SSD,,,,,,,,,,,,,363,U1483,C,30,H,7,A,
363-U1483C-30H-CC-A,0,28,275.92,276.2,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,30,H,CC,A,
363-U1483C-31H-1-A,0,54,275.3,275.84,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,1,A,
363-U1483C-31H-1-A,54,92,275.84,276.22,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,1,A,
363-U1483C-31H-1-A,92,108,276.22,276.38,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,1,A,
363-U1483C-31H-2-A,0,52,276.38,276.9,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,2,A,
363-U1483C-31H-2-A,52,131,276.9,277.69,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,2,A,
363-U1483C-31H-3-A,0,30,277.69,277.99,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,3,A,
363-U1483C-31H-3-A,30,64,277.99,278.33,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,3,A,
363-U1483C-31H-3-A,64,89,278.33,278.58,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,3,A,
363-U1483C-31H-3-A,89,122,278.58,278.91,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,3,A,
363-U1483C-31H-3-A,122,143,278.91,279.12,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,3,A,
363-U1483C-31H-4-A,0,87,279.09,279.96,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,4,A,
363-U1483C-31H-4-A,87,142,279.96,280.51,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,4,A,
363-U1483C-31H-5-A,0,71,280.51,281.22,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,5,A,
363-U1483C-31H-5-A,71,147,281.22,281.98,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,5,A,
363-U1483C-31H-6-A,0,150,281.98,283.48,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,6,A,
363-U1483C-31H-7-A,0,86,283.48,284.34,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,7,A,
363-U1483C-31H-8-A,0,58,284.34,284.92,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,8,A,
363-U1483C-31H-CC-A,0,22,284.92,285.14,foraminifer-rich [X363],nannofossil clay [X363],foraminifer-rich nannofossil clay,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1483,C,31,H,CC,A,
