Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1407C-1H-3-A,342,U1407,C,1,1-3,H,3,A,22.0,37.0,3.22,3.37,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,
342-U1407C-1H-3-A,342,U1407,C,1,1-3,H,3,A,37.0,72.0,3.37,3.72,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-3-A,342,U1407,C,1,1-3,H,3,A,72.0,78.0,3.72,3.78,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 5/2 (grayish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-3-A,342,U1407,C,1,1-3,H,3,A,78.0,95.0,3.78,3.95,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-3-A,342,U1407,C,1,1-3,H,3,A,95.0,150.0,3.95,4.5,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,0.0,13.0,4.5,4.63,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,13.0,47.0,4.63,4.97,,clay [Leg339],,clay ,2.5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,47.0,51.0,4.97,5.01,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/1 (gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,51.0,87.0,5.01,5.37,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,87.0,104.0,5.37,5.54,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,104.0,111.0,5.54,5.61,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,111.0,114.0,5.61,5.64,,clay [Leg339],,clay ,2.5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1407C-1H-4-A,342,U1407,C,1,1-4,H,4,A,114.0,150.0,5.64,6.0,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-5-A,342,U1407,C,1,1-5,H,5,A,0.0,25.0,6.0,6.25,,clay [Leg339],,clay ,5YR 5/4 (reddish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1407C-1H-5-A,342,U1407,C,1,1-5,H,5,A,25.0,31.0,6.25,6.31,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-5-A,342,U1407,C,1,1-5,H,5,A,31.0,54.0,6.31,6.54,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 6/3 (pale brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-1H-5-A,342,U1407,C,1,1-5,H,5,A,54.0,79.0,6.54,6.79,foraminiferal [Leg339],sand [Leg339],,foraminiferal  sand ,10YR 6/2 (light brownish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,foraminiferal   sand ,sand ,,,,,,
342-U1407C-1H-5-A,342,U1407,C,1,1-5,H,5,A,79.0,100.0,6.79,7.0,,clay [Leg339],,clay ,10YR 5/4 (yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1407C-1H-6-A,342,U1407,C,1,1-6,H,6,A,0.0,47.0,7.0,7.47,,clay [Leg339],,clay ,10YR 5/4 (yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1407C-1H-6-A,342,U1407,C,1,1-6,H,6,A,47.0,59.0,7.47,7.59,,,,,,,nodule,manganese,,,,fills the entire core width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407C-1H-CC-A,342,U1407,C,1,1-CC,H,CC,A,0.0,5.0,7.59,7.64,,,,,,,nodule,manganese,,,,fills the entire core width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407C-1H-CC-A,342,U1407,C,1,1-CC,H,CC,A,5.0,11.0,7.64,7.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,10YR 5/4 (yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1407C-3H-1-A,342,U1407,C,3,3-1,H,1,A,0.0,150.0,10.7,12.2,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 7/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1407C-3H-2-A,342,U1407,C,3,3-2,H,2,A,0.0,40.0,12.2,12.6,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 7/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1407C-3H-2-A,342,U1407,C,3,3-2,H,2,A,40.0,150.0,12.6,13.7,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 7/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1407C-3H-2-A,342,U1407,C,3,3-2,H,2,A,109.0,117.0,13.29,13.37,,,,,,,nodule,manganese,,,,fills the entire core width,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1407C-3H-3-A,342,U1407,C,3,3-3,H,3,A,0.0,93.0,13.7,14.63,nannofossil [Leg339],clay [Leg339],,nannofossil  clay ,2.5Y 7/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil   clay ,clay ,,,,,,
342-U1407C-3H-3-A,342,U1407,C,3,3-3,H,3,A,93.0,150.0,14.63,15.2,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-3H-4-A,342,U1407,C,3,3-4,H,4,A,0.0,91.0,15.2,16.11,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 6/3 (light yellowish brown),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-3H-4-A,342,U1407,C,3,3-4,H,4,A,91.0,150.0,16.11,16.7,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-3H-5-A,342,U1407,C,3,3-5,H,5,A,0.0,101.0,16.7,17.71,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-3H-6-A,342,U1407,C,3,3-6,H,6,A,0.0,62.0,17.71,18.33,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-3H-CC-A,342,U1407,C,3,3-CC,H,CC,A,0.0,8.0,18.33,18.54,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-1-A,342,U1407,C,4,4-1,H,1,A,13.0,150.0,20.33,21.7,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,0.0,30.0,21.7,22.0,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,30.0,47.0,22.0,22.17,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,47.0,84.0,22.17,22.54,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,84.0,95.0,22.54,22.65,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze with silt [Leg339],2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze  with silt [Leg339],,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,95.0,139.0,22.65,23.09,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,139.0,143.0,23.09,23.13,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-2-A,342,U1407,C,4,4-2,H,2,A,143.0,150.0,23.13,23.2,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-3-A,342,U1407,C,4,4-3,H,3,A,0.0,89.0,23.2,24.09,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-3-A,342,U1407,C,4,4-3,H,3,A,89.0,100.0,24.09,24.2,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-3-A,342,U1407,C,4,4-3,H,3,A,100.0,150.0,24.2,24.7,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-4-A,342,U1407,C,4,4-4,H,4,A,0.0,150.0,24.7,26.2,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-5-A,342,U1407,C,4,4-5,H,5,A,0.0,44.0,26.2,26.64,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-5-A,342,U1407,C,4,4-5,H,5,A,44.0,48.0,26.64,26.68,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-5-A,342,U1407,C,4,4-5,H,5,A,48.0,150.0,26.68,27.7,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-6-A,342,U1407,C,4,4-6,H,6,A,0.0,87.0,27.7,28.57,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-6-A,342,U1407,C,4,4-6,H,6,A,87.0,88.0,28.57,28.58,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-6-A,342,U1407,C,4,4-6,H,6,A,88.0,150.0,28.58,29.2,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-7-A,342,U1407,C,4,4-7,H,7,A,0.0,24.0,29.2,29.44,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-7-A,342,U1407,C,4,4-7,H,7,A,24.0,25.5,29.44,29.455,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-7-A,342,U1407,C,4,4-7,H,7,A,25.5,31.5,29.455,29.515,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-7-A,342,U1407,C,4,4-7,H,7,A,31.5,32.5,29.515,29.525,,nannofossil ooze [Leg339],with silt [Leg339],nannofossil ooze  with silt ,2.5Y 8/4 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with silt ,,,,,,
342-U1407C-4H-7-A,342,U1407,C,4,4-7,H,7,A,32.5,53.0,29.525,29.73,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-4H-CC-A,342,U1407,C,4,4-CC,H,CC,A,0.0,18.0,29.73,29.91,,nannofossil ooze [Leg339],,nannofossil ooze ,2.5Y 8/3 (pale yellow),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1407C-5H-1-A,342,U1407,C,5,5-1,H,1,A,0.0,150.0,29.7,31.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,"Dispersed ocre colored Fe-oxides throughout; light tan horizons at 96 and 107 cm. Sulfide mottles present throughout, particularly between 0-60 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-5H-2-A,342,U1407,C,5,5-2,H,2,A,0.0,150.0,31.2,32.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,"Dispersed ocre colored Fe-oxides throughout; light tan horizons at 9, 116 and 131 cm. Sulfide mottles present throughout, particularly between 0-60 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-5H-3-A,342,U1407,C,5,5-3,H,3,A,0.0,150.0,32.7,34.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,"Dispersed ocre colored Fe-oxides throughout; light tan horizons at 61-64, 127, and 132 cm. Sulfide mottles present throught, particularly between 42-92 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-5H-4-A,342,U1407,C,5,5-4,H,4,A,0.0,150.0,34.2,35.7,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,Light tan horizons at 75 and 86 cm. Heavily bioturbated with slightly darker mottles visible from 0-37 cm and rare sulfides present at 78-90 cm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
342-U1407C-5H-5-A,342,U1407,C,5,5-5,H,5,A,0.0,150.0,35.7,37.2,,nannofossil ooze [Leg339],with foraminifers [Leg339],nannofossil ooze  with foraminifers ,10YR 7/3 (very pale brown),,,,heavy_339 [DB91],5,,"Light tan horizons at 33, 54 and 136  cm. Heavily bioturbated with slightly darker mottles visible visible throughout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with foraminifers ,,,,,,
