Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
339-U1390B-6H-6-A,339.0,U1390,B,6.0,6-6,H,6,A,0.0,150.0,54.54,56.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments (129 cm), speck (23, 106-112 and 120 cm), pyritized burrow (35-37, 78, 84 and 97 cm), forams patch (91 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-7-A,339.0,U1390,B,6.0,6-7,H,7,A,0.0,43.0,56.04,56.47,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments (4 cm), speck (17 cm), specks (29-31 cm) (contain benthic forams), 41-42, specks",100.0,100.0,,,,,,,,
339-U1390B-6H-7-A,339.0,U1390,B,6.0,6-7,H,7,A,43.0,50.0,56.47,56.54,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,few [A48],,Small shell fragments,100.0,100.0,,,,,,,,
339-U1390B-6H-7-A,339.0,U1390,B,6.0,6-7,H,7,A,50.0,105.0,56.54,57.09,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Specks (53-59 and 75-98 cm), shell fragments (73 and 104 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-7-A,339.0,U1390,B,6.0,6-7,H,7,A,105.0,120.0,57.09,57.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams present, specks (110-112 cm)",100.0,100.0,,,,,,,,
339-U1390B-6H-CC-A,339.0,U1390,B,6.0,6-CC,H,CC,A,0.0,8.0,57.25,57.33,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Specks (3 cm),100.0,100.0,,,,,,,,
339-U1390B-6H-CC-A,339.0,U1390,B,6.0,6-CC,H,CC,A,8.0,27.0,57.33,57.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Burrow-filled silt,100.0,100.0,,,,,,,,
339-U1390B-7H-1-A,339.0,U1390,B,7.0,7-1,H,1,A,0.0,20.0,56.6,56.8,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,uncertain boundary or contact,,,,,,sparse_339 [DB91],2.0,,,"Fall-in, black specks: few",100.0,100.0,,,,,,,,
339-U1390B-7H-1-A,339.0,U1390,B,7.0,7-1,H,1,A,20.0,140.0,56.8,58.0,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare shell, few black specks, shell fragments (72 and 73 cm), pyritized burrows (75-77 cm)",100.0,100.0,,,,,,,,
339-U1390B-7H-2-A,339.0,U1390,B,7.0,7-2,H,2,A,0.0,86.0,58.0,58.86,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,present [A48],,"forams present, black specks (common), and patches (129-131 cm)",100.0,100.0,,,,,,,,
339-U1390B-7H-2-A,339.0,U1390,B,7.0,7-2,H,2,A,86.0,102.0,58.86,59.02,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2.0,,,,100.0,100.0,,,,,,,,
339-U1390B-7H-2-A,339.0,U1390,B,7.0,7-2,H,2,A,102.0,140.0,59.02,59.4,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Black specks (common), forams present, black specks & patches (127-131 cm)",100.0,100.0,,,,,,,,
339-U1390B-7H-3-A,339.0,U1390,B,7.0,7-3,H,3,A,0.0,144.0,59.4,60.84,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Black Specks, pyritized burrow",100.0,100.0,,,,,,,,
339-U1390B-7H-4-A,339.0,U1390,B,7.0,7-4,H,4,A,0.0,146.0,60.84,62.3,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,Few black specks forams present,100.0,100.0,,,,,,,,
339-U1390B-7H-5-A,339.0,U1390,B,7.0,7-5,H,5,A,0.0,98.0,62.3,63.28,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Few black specks, rare shell, shell fragments (47 cm)",100.0,100.0,,,,,,,,
339-U1390B-7H-6-A,339.0,U1390,B,7.0,7-6,H,6,A,0.0,139.0,63.28,64.67,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare black specks, rare shells (16-17 cm: scaphopod), Forams present",100.0,100.0,,,,,,,,
339-U1390B-7H-7-A,339.0,U1390,B,7.0,7-7,H,7,A,0.0,124.0,64.67,65.91,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare black specks, rare shells (10 and 95 cm), forams present",100.0,100.0,,,,,,,,
339-U1390B-7H-CC-A,339.0,U1390,B,7.0,7-CC,H,CC,A,0.0,104.0,65.91,66.95,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare shell fragments (27 and 78 cm), few black specks",100.0,100.0,,,,,,,,
339-U1390B-8H-1-A,339.0,U1390,B,8.0,8-1,H,1,A,0.0,87.0,66.1,66.97,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Common black specks, forams present, rare shell",100.0,100.0,,,,,,,,
339-U1390B-8H-1-A,339.0,U1390,B,8.0,8-1,H,1,A,87.0,96.0,66.97,67.06,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,common [A48],,"Common shells, few black speck",100.0,100.0,,,,,,,,
339-U1390B-8H-1-A,339.0,U1390,B,8.0,8-1,H,1,A,96.0,115.0,67.06,67.25,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,"Few black specks, sand-filled burrows (104 and 108-111 cm)",100.0,100.0,,,,,,,,
339-U1390B-8H-1-A,339.0,U1390,B,8.0,8-1,H,1,A,115.0,121.0,67.25,67.31,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,common [A48],,"Common shells, few black specks",100.0,100.0,,,,,,,,
339-U1390B-8H-1-A,339.0,U1390,B,8.0,8-1,H,1,A,121.0,141.0,67.31,67.51,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Shell fragments (135 cm), common black specks (125 cm), forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-2-A,339.0,U1390,B,8.0,8-2,H,2,A,0.0,48.0,67.51,67.99,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,"Common black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-2-A,339.0,U1390,B,8.0,8-2,H,2,A,48.0,70.0,67.99,68.21,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Few shells, few black specks",100.0,100.0,,,,,,,,
339-U1390B-8H-2-A,339.0,U1390,B,8.0,8-2,H,2,A,70.0,141.0,68.21,68.92,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Sand-filled burrows (72-75 and 78-79 cm), common black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-3-A,339.0,U1390,B,8.0,8-3,H,3,A,0.0,142.0,68.92,70.34,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Few black specks, rare shells (38 cm), forams present
 ",100.0,100.0,,,,,,,,
339-U1390B-8H-4-A,339.0,U1390,B,8.0,8-4,H,4,A,0.0,84.0,70.34,71.18,,mud [Leg339],with biogenic carbonate [Leg339],mud ,mud  with biogenic carbonate ,mud   with biogenic carbonate ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Few black patches (69-70 and 82-83 cm),  ",100.0,100.0,,,,,,,,
339-U1390B-8H-4-A,339.0,U1390,B,8.0,8-4,H,4,A,84.0,89.0,71.18,71.23,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,sparse_339 [DB91],2.0,,,,100.0,100.0,,,,,,,,
339-U1390B-8H-4-A,339.0,U1390,B,8.0,8-4,H,4,A,89.0,144.0,71.23,71.78,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams present, few black specks, Black patch (pyritized burrow?; 95-97 cm), slightly more silty ( few shell fragments: 100-111 cm)",100.0,100.0,,,,,,,,
339-U1390B-8H-5-A,339.0,U1390,B,8.0,8-5,H,5,A,0.0,48.0,71.78,72.26,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,"Few black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-5-A,339.0,U1390,B,8.0,8-5,H,5,A,48.0,58.0,72.26,72.36,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,,,,,,slight_339 [DB91],3.0,,,Abundant black specks (top),100.0,100.0,,,,,,,,
339-U1390B-8H-5-A,339.0,U1390,B,8.0,8-5,H,5,A,58.0,88.0,72.36,72.66,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,"Few black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-5-A,339.0,U1390,B,8.0,8-5,H,5,A,88.0,93.0,72.66,72.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"few shell, common black specks",100.0,100.0,,,,,,,,
339-U1390B-8H-5-A,339.0,U1390,B,8.0,8-5,H,5,A,93.0,146.0,72.71,73.24,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Few shell fragments, few black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-6-A,339.0,U1390,B,8.0,8-6,H,6,A,0.0,144.0,73.24,74.68,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-8H-7-A,339.0,U1390,B,8.0,8-7,H,7,A,0.0,23.0,74.68,74.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Slightly more silty, shell fragments (14 cm(, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-7-A,339.0,U1390,B,8.0,8-7,H,7,A,23.0,66.0,74.91,75.34,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 4/1 (dark gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3.0,few [A48],,"Few black specks(24-26 cm), few shells",100.0,100.0,,,,,,,,
339-U1390B-8H-7-A,339.0,U1390,B,8.0,8-7,H,7,A,66.0,88.0,75.34,75.56,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Slightly more silty, forams present",100.0,100.0,,,,,,,,
339-U1390B-8H-CC-A,339.0,U1390,B,8.0,8-CC,H,CC,A,0.0,55.0,75.56,76.11,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Few black specks, forams present, greenish",100.0,100.0,,,,,,,,
339-U1390B-9H-1-A,339.0,U1390,B,9.0,9-1,H,1,A,0.0,62.0,75.6,76.22,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,few [A48],,"Few shell, few black specks",100.0,100.0,,,,,,,,
339-U1390B-9H-1-A,339.0,U1390,B,9.0,9-1,H,1,A,62.0,101.0,76.22,76.61,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Few shell, few black specks",100.0,100.0,,,,,,,,
339-U1390B-9H-1-A,339.0,U1390,B,9.0,9-1,H,1,A,101.0,140.0,76.61,77.0,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,normal grading,,,,,slight_339 [DB91],3.0,rare [A48],,"Rare shells, common black speck and patches (111 and 121 cm)",100.0,100.0,,,,,,,,
339-U1390B-9H-2-A,339.0,U1390,B,9.0,9-2,H,2,A,0.0,141.0,77.0,78.41,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Few shell fragments (scaphopod), common black patches, forams present, black patches ( 24 and 134 cm)",100.0,100.0,,,,,,,,
339-U1390B-9H-3-A,339.0,U1390,B,9.0,9-3,H,3,A,0.0,111.0,78.41,79.52,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,irregular contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Common black specks, few shell fragments, forams present, less sandy more silty (20-24 and 88-90 cm)",100.0,100.0,,,,,,,,
339-U1390B-9H-3-A,339.0,U1390,B,9.0,9-3,H,3,A,111.0,132.0,79.52,79.73,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,few [A48],,"Common black specks, forams present, silt-filled burrows (120 cm)",100.0,100.0,,,,,,,,
339-U1390B-9H-4-A,339.0,U1390,B,9.0,9-4,H,4,A,0.0,29.0,79.73,80.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,"Common black specks, forams present",100.0,100.0,,,,,,,,
339-U1390B-9H-4-A,339.0,U1390,B,9.0,9-4,H,4,A,29.0,49.0,80.02,80.22,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,abundant black specks,100.0,100.0,,,,,,,,
339-U1390B-9H-4-A,339.0,U1390,B,9.0,9-4,H,4,A,49.0,57.0,80.22,80.3,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,sharp contact,,,,,,slight_339 [DB91],3.0,,,Abundant black specks,100.0,100.0,,,,,,,,
339-U1390B-9H-4-A,339.0,U1390,B,9.0,9-4,H,4,A,57.0,74.0,80.3,80.47,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,2.5Y 5/1 (gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Common black specks, rare shell fragments (69 cm), forams present",100.0,100.0,,,,,,,,
339-U1390B-9H-4-A,339.0,U1390,B,9.0,9-4,H,4,A,74.0,141.0,80.47,81.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Common black specks, rare shell fragments (102 cm), forams present",100.0,100.0,,,,,,,,
339-U1390B-9H-5-A,339.0,U1390,B,9.0,9-5,H,5,A,0.0,141.0,81.14,82.55,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,rare [A48],,"Common black specks, forams present, rare shell fragments (62 cm)",100.0,100.0,,,,,,,,
339-U1390B-9H-6-A,339.0,U1390,B,9.0,9-6,H,6,A,0.0,36.0,82.55,82.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Few black specks,100.0,100.0,,,,,,,,
339-U1390B-9H-6-A,339.0,U1390,B,9.0,9-6,H,6,A,36.0,45.0,82.91,83.0,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,few [A48],,Few shells,100.0,100.0,,,,,,,,
339-U1390B-9H-6-A,339.0,U1390,B,9.0,9-6,H,6,A,45.0,69.0,83.0,83.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,2.5Y 5/1 (gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,rare [A48],,"Silty patches, forams, rare shells",100.0,100.0,,,,,,,,
339-U1390B-9H-6-A,339.0,U1390,B,9.0,9-6,H,6,A,69.0,110.0,83.24,83.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Rare black patches, forams",100.0,100.0,,,,,,,,
339-U1390B-9H-7-A,339.0,U1390,B,9.0,9-7,H,7,A,0.0,72.0,83.65,84.37,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 5/1 (greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Few black forams, forams",100.0,100.0,,,,,,,,
