Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58
339-U1390B-17H-4-A,339.0,U1390,B,17.0,17-4,H,4,A,70.0,98.0,150.89,151.17,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,bioturbated boundary or contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-4-A,339.0,U1390,B,17.0,17-4,H,4,A,98.0,146.0,151.17,151.65,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams and black specks present.,100.0,100.0,,,,,,,,
339-U1390B-17H-4-A,339.0,U1390,B,17.0,17-4,H,4,A,146.0,150.0,151.65,151.69,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,0.0,10.0,151.69,151.79,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,10.0,24.0,151.79,151.93,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,24.0,39.0,151.93,152.08,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,39.0,55.0,152.08,152.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,55.0,78.0,152.24,152.47,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),very fine sand [W22_2],3.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,78.0,94.0,152.47,152.63,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,94.0,141.0,152.63,153.1,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-5-A,339.0,U1390,B,17.0,17-5,H,5,A,141.0,151.0,153.1,153.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-6-A,339.0,U1390,B,17.0,17-6,H,6,A,0.0,17.0,153.2,153.37,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-6-A,339.0,U1390,B,17.0,17-6,H,6,A,17.0,44.0,153.37,153.64,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-6-A,339.0,U1390,B,17.0,17-6,H,6,A,44.0,69.0,153.64,153.89,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-6-A,339.0,U1390,B,17.0,17-6,H,6,A,69.0,150.0,153.89,154.7,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-7-A,339.0,U1390,B,17.0,17-7,H,7,A,0.0,151.0,154.7,156.21,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-8-A,339.0,U1390,B,17.0,17-8,H,8,A,0.0,70.0,156.21,156.91,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-9-A,339.0,U1390,B,17.0,17-9,H,9,A,0.0,50.0,156.91,157.41,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-17H-CC-A,339.0,U1390,B,17.0,17-CC,H,CC,A,0.0,24.0,157.41,157.65,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,fine sand [W22_2],4.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-18H-1-A,339.0,U1390,B,18.0,18-1,H,1,A,0.0,43.0,156.1,156.53,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-18H-1-A,339.0,U1390,B,18.0,18-1,H,1,A,43.0,49.0,156.53,156.59,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-18H-1-A,339.0,U1390,B,18.0,18-1,H,1,A,49.0,51.0,156.59,156.61,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate [Leg339],sandy mud   with biogenic carbonate [Leg339],100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,,100.0,100.0,,,,,,,,
339-U1390B-18H-1-A,339.0,U1390,B,18.0,18-1,H,1,A,51.0,61.0,156.61,156.71,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-18H-1-A,339.0,U1390,B,18.0,18-1,H,1,A,61.0,144.0,156.71,157.54,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Patches of forams common.,100.0,100.0,,,,,,,,
339-U1390B-18H-2-A,339.0,U1390,B,18.0,18-2,H,2,A,0.0,126.0,157.54,158.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present. Patches of forams common. Slight light green mottle. ,100.0,100.0,,,,,,,,
339-U1390B-18H-3-A,339.0,U1390,B,18.0,18-3,H,3,A,0.0,6.0,158.8,158.86,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-3-A,339.0,U1390,B,18.0,18-3,H,3,A,6.0,28.0,158.86,159.08,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-3-A,339.0,U1390,B,18.0,18-3,H,3,A,28.0,60.0,159.08,159.4,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-3-A,339.0,U1390,B,18.0,18-3,H,3,A,60.0,145.0,159.4,160.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-3-A,339.0,U1390,B,18.0,18-3,H,3,A,145.0,155.0,160.25,160.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-4-A,339.0,U1390,B,18.0,18-4,H,4,A,0.0,46.0,160.35,160.81,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-4-A,339.0,U1390,B,18.0,18-4,H,4,A,46.0,63.0,160.81,160.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-4-A,339.0,U1390,B,18.0,18-4,H,4,A,63.0,148.0,160.98,161.83,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-5-A,339.0,U1390,B,18.0,18-5,H,5,A,0.0,142.0,161.83,163.25,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-6-A,339.0,U1390,B,18.0,18-6,H,6,A,0.0,6.0,163.25,163.31,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-6-A,339.0,U1390,B,18.0,18-6,H,6,A,6.0,72.0,163.31,163.97,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,irregular contact,,,,,,slight_339 [DB91],3.0,rare [A48],,Shell fragments and forams present.,100.0,100.0,,,,,,,,
339-U1390B-18H-6-A,339.0,U1390,B,18.0,18-6,H,6,A,72.0,111.0,163.97,164.36,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-18H-CC-A,339.0,U1390,B,18.0,18-CC,H,CC,A,0.0,31.0,164.36,164.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,5GY 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Mottled. Forams and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-19H-1-A,339.0,U1390,B,19.0,19-1,H,1,A,0.0,18.0,165.6,165.78,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-2-A,339.0,U1390,B,19.0,19-2,H,2,A,0.0,93.0,165.78,166.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-2-A,339.0,U1390,B,19.0,19-2,H,2,A,93.0,138.0,166.71,167.16,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-3-A,339.0,U1390,B,19.0,19-3,H,3,A,0.0,134.0,167.16,168.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-4-A,339.0,U1390,B,19.0,19-4,H,4,A,0.0,17.0,168.5,168.67,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-4-A,339.0,U1390,B,19.0,19-4,H,4,A,17.0,56.0,168.67,169.06,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 3/1 (very dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,color contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-4-A,339.0,U1390,B,19.0,19-4,H,4,A,56.0,60.0,169.06,169.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-4-A,339.0,U1390,B,19.0,19-4,H,4,A,60.0,138.0,169.1,169.88,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,"Shell fragments, forams, and pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-4-A,339.0,U1390,B,19.0,19-4,H,4,A,138.0,141.0,169.88,169.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-5-A,339.0,U1390,B,19.0,19-5,H,5,A,0.0,25.0,169.91,170.16,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-5-A,339.0,U1390,B,19.0,19-5,H,5,A,25.0,133.0,170.16,171.24,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3.0,,,"Shell fragments, forams, and pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-5-A,339.0,U1390,B,19.0,19-5,H,5,A,133.0,143.0,171.24,171.34,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-5-A,339.0,U1390,B,19.0,19-5,H,5,A,143.0,144.0,171.34,171.35,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-6-A,339.0,U1390,B,19.0,19-6,H,6,A,0.0,70.0,171.35,172.05,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-6-A,339.0,U1390,B,19.0,19-6,H,6,A,70.0,109.0,172.05,172.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,Forams present.,100.0,100.0,,,,,,,,
339-U1390B-19H-6-A,339.0,U1390,B,19.0,19-6,H,6,A,109.0,149.0,172.44,172.84,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,normal grading,,,,,slight_339 [DB91],3.0,,,Forams present and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-19H-7-A,339.0,U1390,B,19.0,19-7,H,7,A,0.0,49.0,172.84,173.33,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100.0,10Y 4/1 (dark greenish gray),silt [W22_1],2.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,gradational contact,inverse grading,,,,,slight_339 [DB91],3.0,,,Forams present and pyrite filled burrows present. ,100.0,100.0,,,,,,,,
339-U1390B-19H-7-A,339.0,U1390,B,19.0,19-7,H,7,A,49.0,148.0,173.33,174.32,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-8-A,339.0,U1390,B,19.0,19-8,H,8,A,0.0,140.0,174.32,175.72,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-19H-CC-A,339.0,U1390,B,19.0,19-CC,H,CC,A,0.0,36.0,175.72,176.08,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,medium sand [W22_2],5.0,,,,,,,,,,,,,100.0,,,,,,,slight_339 [DB91],3.0,,,"Forams present, often in patches. Pyrite filled burrows present. ",100.0,100.0,,,,,,,,
339-U1390B-20H-1-A,339.0,U1390,B,20.0,20-1,H,1,A,0.0,118.0,175.1,176.28,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100.0,10Y 4/1 (dark greenish gray),clay [W22_1],1.0,very fine sand [W22_2],3.0,,,,,,,,,,,,,100.0,,,,,,,,,,,Disturbed core,100.0,100.0,,,,,,,,
