Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1488A-2H-2-A,0,14,7.4,7.54,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,2,A,,,,
363-U1488A-2H-2-A,14,145,7.54,8.85,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,2,A,,,,
363-U1488A-2H-3-A,0,23,8.9,9.13,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,3,A,,,,
363-U1488A-2H-3-A,23,73,9.13,9.63,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,3,A,,,,
363-U1488A-2H-3-A,73,140,9.63,10.3,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,3,A,,,,
363-U1488A-2H-4-A,0,110,10.4,11.5,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,4,A,,,,
363-U1488A-2H-4-A,110,133,11.5,11.73,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,4,A,,,,
363-U1488A-2H-4-A,133,145,11.73,11.85,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,4,A,,,,
363-U1488A-2H-5-A,0,27,11.9,12.17,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,5,A,,,,
363-U1488A-2H-5-A,27,85,12.17,12.75,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,5,A,,,,
363-U1488A-2H-5-A,85,145,12.75,13.35,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,5,A,,,,
363-U1488A-2H-6-A,0,28,13.4,13.68,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,6,A,,,,
363-U1488A-2H-6-A,28,66,13.68,14.06,foraminifer-bearing clay-rich [X363],nannofossil ooze [Leg339],foraminifer-bearing clay-rich nannofossil ooze,,10Y 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,6,A,,,,
363-U1488A-2H-6-A,66,140,14.06,14.8,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,6,A,,,,
363-U1488A-2H-7-A,0,70,14.9,15.6,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,7,A,,,,
363-U1488A-2H-CC-A,0,18,15.6,15.78,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,2,H,CC,A,,,,
363-U1488A-3H-1-A,0,15,15.4,15.55,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,1,A,,,,
363-U1488A-3H-1-A,15,20,15.55,15.6,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,1,A,,,,
363-U1488A-3H-1-A,20,145,15.6,16.85,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,1,A,,,,
363-U1488A-3H-2-A,0,49,16.9,17.39,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,2,A,,,,
363-U1488A-3H-2-A,49,52,17.39,17.42,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,2,A,,,,
363-U1488A-3H-2-A,52,145,17.42,18.35,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,2,A,,,,
363-U1488A-3H-3-A,0,140,18.4,19.8,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,3,A,,,,
363-U1488A-3H-4-A,0,73,19.9,20.63,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,4,A,,,,
363-U1488A-3H-4-A,73,81,20.63,20.71,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,N 7 (light gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,4,A,,,,
363-U1488A-3H-4-A,81,117,20.71,21.07,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,4,A,,,,
363-U1488A-3H-4-A,117,118,21.07,21.08,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,4,A,,,,
363-U1488A-3H-4-A,118,145,21.08,21.35,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,4,A,,,,
363-U1488A-3H-5-A,0,145,21.4,22.85,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,5,A,,,,
363-U1488A-3H-6-A,0,36,22.9,23.26,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,6,A,,,,
363-U1488A-3H-6-A,36,37,23.26,23.27,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,6,A,,,,
363-U1488A-3H-6-A,37,140,23.27,24.3,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,6,A,,,,
363-U1488A-3H-7-A,0,65,24.4,25.05,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,3,H,7,A,,,,
363-U1488A-3H-CC-A,0,18,25.05,25.23,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,5cm long pyrite infilled burrow,,,,,,,,,,,,,363,U1488,A,3,H,CC,A,,,,
363-U1488A-4H-1-A,0,145,24.9,26.35,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,1,A,,,,
363-U1488A-4H-2-A,0,28,26.4,26.68,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,2,A,,,,
363-U1488A-4H-2-A,28,145,26.68,27.85,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,2,A,,,,
363-U1488A-4H-3-A,0,28,27.9,28.18,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,3,A,,,,
363-U1488A-4H-3-A,28,92,28.18,28.82,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,3,A,,,,
363-U1488A-4H-3-A,92,127,28.82,29.17,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,3,A,,,,
363-U1488A-4H-3-A,127,140,29.17,29.3,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,3,A,,,,
363-U1488A-4H-4-A,0,53,29.4,29.93,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,4,A,,,,
363-U1488A-4H-4-A,53,63,29.93,30.03,foraminifer-bearing [X363],nannofossil clay [X363],foraminifer-bearing nannofossil clay,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,4,A,,,,
363-U1488A-4H-4-A,63,145,30.03,30.85,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,4,A,,,,
363-U1488A-4H-5-A,0,145,30.9,32.35,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,5,A,,,,
363-U1488A-4H-6-A,0,140,32.4,33.8,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,6,A,,,,
363-U1488A-4H-7-A,0,64,33.9,34.54,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,7,A,,,,
363-U1488A-4H-CC-A,0,25,34.54,34.79,clay-rich foraminifer-rich [X363],nannofossil ooze [Leg339],clay-rich foraminifer-rich nannofossil ooze,,10Y 8/1 (light greenish gray),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,4,H,CC,A,,,,
363-U1488A-5H-1-A,0,145,34.4,35.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,1,A,,,,
363-U1488A-5H-2-A,0,36,35.9,36.26,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,2,A,,,,
363-U1488A-5H-2-A,36,80,36.26,36.7,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5Y 7/1 (light gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,2,A,,,,
363-U1488A-5H-2-A,80,145,36.7,37.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,2,A,,,,
363-U1488A-5H-3-A,0,140,37.4,38.8,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,3,A,,,,
363-U1488A-5H-4-A,0,145,38.9,40.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,4,A,,,,
363-U1488A-5H-5-A,0,43,40.4,40.83,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5Y 8/1 (white),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,5,A,,,,
363-U1488A-5H-5-A,43,145,40.83,41.85,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,5,A,,,,
363-U1488A-5H-6-A,0,53,41.9,42.43,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,N 8 (white),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,6,A,,,,
363-U1488A-5H-6-A,53,140,42.43,43.3,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,6,A,,,,
363-U1488A-5H-7-A,0,69,43.4,44.09,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,7,A,,,,
363-U1488A-5H-CC-A,0,25,44.09,44.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,10Y 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,5,H,CC,A,,,,
363-U1488A-6H-1-A,0,144,43.9,45.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,1,A,,,,
363-U1488A-6H-2-A,0,144,45.4,46.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,2,A,,,,
363-U1488A-6H-3-A,0,139,46.9,48.29,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,3,A,,,,
363-U1488A-6H-4-A,0,144,48.4,49.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,4,A,,,,
363-U1488A-6H-5-A,0,145,49.9,51.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,5,A,,,,
363-U1488A-6H-6-A,0,139,51.4,52.79,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,6,A,,,,
363-U1488A-6H-7-A,0,70,52.9,53.6,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,7,A,,,,
363-U1488A-6H-CC-A,0,18,53.6,53.78,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,6,H,CC,A,,,,
363-U1488A-7H-1-A,0,144,53.4,54.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,1,A,,,,
363-U1488A-7H-2-A,0,144,54.9,56.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,2,A,,,,
363-U1488A-7H-3-A,0,139,56.4,57.79,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,3,A,,,,
363-U1488A-7H-4-A,0,144,57.9,59.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,4,A,,,,
363-U1488A-7H-5-A,0,144,59.4,60.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,5,A,,,,
363-U1488A-7H-6-A,0,139,60.9,62.29,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,6,A,,,,
363-U1488A-7H-7-A,0,65,62.4,63.05,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,7,A,,,,
363-U1488A-7H-CC-A,0,22,63.05,63.27,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,7,H,CC,A,,,,
363-U1488A-8H-1-A,0,144,62.9,64.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,1,A,,,,
363-U1488A-8H-2-A,0,144,64.4,65.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,2,A,,,,
363-U1488A-8H-3-A,0,139,65.9,67.29,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,3,A,,,,
363-U1488A-8H-4-A,0,144,67.4,68.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,4,A,,,,
363-U1488A-8H-5-A,0,145,68.9,70.35,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,5,A,,,,
363-U1488A-8H-6-A,0,130,70.4,71.7,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,6,A,,,,
363-U1488A-8H-CC-A,0,40,71.7,72.1,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,8,H,CC,A,,,,
363-U1488A-9H-1-A,0,144,72.4,73.84,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,1,A,,,,
363-U1488A-9H-2-A,0,144,73.9,75.34,clay-rich [X363],foraminifer-nannofossil ooze [X363],clay-rich foraminifer-nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1488,A,9,H,2,A,,,,
