Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,Lithology Prefix,Lithology Principal Name,Texture Rank,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
356-U1461B-33F-CC-A,0,6,258.56,258.62,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,gray,,,,,,,,,"Unlithified, gray, homogeneous wackestone with very fine grained sand size grains",,,,356,U1461,B,33,F,CC,A,,,,
356-U1461B-33F-CC-A,6,16,258.62,258.72,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,33,F,CC,A,,,,
356-U1461B-34F-1-A,0,150,258.9,260.4,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, gray, homogeneous packstone with very fine sand size grains",,,,356,U1461,B,34,F,1,A,,,,
356-U1461B-34F-2-A,0,150,260.4,261.9,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, dark gray, homogeneous packstone with fine sand size grains and strong odor (petroleum?)",,,,356,U1461,B,34,F,2,A,,,,
356-U1461B-34F-3-A,0,111,261.9,263.01,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, dark gray homogeneous packstone with fine sand size grains",,,,356,U1461,B,34,F,3,A,,,,
356-U1461B-34F-4-A,0,60,263.01,263.61,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, dark gray, homogenous packstone with fine grained sand size grains",,,,356,U1461,B,34,F,4,A,,,,
356-U1461B-34F-CC-A,0,10,263.61,263.71,,,,,,,,,,,,,,,,,all to pal,,,,356,U1461,B,34,F,CC,A,,,,
356-U1461B-35F-1-A,0,150,263.6,265.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, dark gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,35,F,1,A,,,,
356-U1461B-35F-2-A,0,150,265.1,266.6,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, dark gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,35,F,2,A,,,,
356-U1461B-35F-3-A,0,111,266.6,267.71,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark gray,,,,,,,,,"Unlithified, dark gray, homogeneous packstone with fine sand size grains. Scattered intervals of partially lithified packstone",,,,356,U1461,B,35,F,3,A,,,,
356-U1461B-35F-4-A,0,24,267.71,267.95,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,35,F,4,A,,,,
356-U1461B-35F-4-A,24,30,267.95,268.01,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,35,F,4,A,,,,
356-U1461B-35F-4-A,30,59,268.01,268.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, packstone with partially cemented intervals and concretions, fine sand size grains",,,,356,U1461,B,35,F,4,A,,,,
356-U1461B-35F-CC-A,0,16,268.3,268.46,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, packstone with fine sand size grains",,,,356,U1461,B,35,F,CC,A,,,,
356-U1461B-35F-CC-A,16,26,268.46,268.56,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,35,F,CC,A,,,,
356-U1461B-36F-1-A,0,72,268.3,269.02,partially lithified,,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,Partially lithfied and unlithified dark greenish gray packstone with fine sand size grains,,,,356,U1461,B,36,F,1,A,,,,
356-U1461B-36F-1-A,72,150,269.02,269.8,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Lithified and partially lithified, dark greenish gray packstone",,,,356,U1461,B,36,F,1,A,,,,
356-U1461B-36F-2-A,0,150,269.8,271.3,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,Partially lithified dark greenish gray wackestone interbedded with unlithified dark gray mudstone. Odor to petroleum? Wackestone contains fine sand size grains,,,,356,U1461,B,36,F,2,A,,,,
356-U1461B-36F-3-A,0,111,271.3,272.41,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,Partially lithified dark greenish gray wackestone interbedded with unlithified dark gray mudstone. Wackestone has fine sand grains. Odor to petroleum?,,,,356,U1461,B,36,F,3,A,,,,
356-U1461B-36F-4-A,0,65,272.41,273.06,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Lithified interbedded with unlithified, dark greenish gray wackestone with sand size grains",,,,356,U1461,B,36,F,4,A,,,,
356-U1461B-36F-CC-A,0,8,273.06,273.14,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,dark greenish gray,,,,,,,,,"Partially and unlithified, dark greenish gray wackestone with fine sand size grains",,,,356,U1461,B,36,F,CC,A,,,,
356-U1461B-36F-CC-A,8,18,273.14,273.24,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,36,F,CC,A,,,,
356-U1461B-37F-1-A,0,40,273,273.4,partially lithified,,wackestone [E&K72; D62],2,,wackestone,neritic,dark greenish gray,,,,,,,,,"Partially lithified and unlithified, dark greenish gray wackestone",,,,356,U1461,B,37,F,1,A,,,,
356-U1461B-37F-1-A,40,94,273.4,273.94,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,neritic,dark gray,,,concretion [BJ80],,common [B06],4,,,"Unlithified, dark gray wackestone with gravel size concretions and with glauconite (not very abundant), Bioturbation is common. Gravel size concretions of a white granular material that could be the cream mudstone beneath.",,,,356,U1461,B,37,F,1,A,,,,
356-U1461B-37F-1-A,94,150,273.94,274.5,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,neritic,olive gray,gastropod,,concretion [BJ80],,complete [B06],6,,,"Unlithified, olive gray mixed with cream, wackestone with macrofossils, and with glauconite (more abundant than above). Gastropod cast (2 cm long). Gravel size concretions of a white granular material that could be the cream mudstone beneath.",,,,356,U1461,B,37,F,1,A,,,,
356-U1461B-37F-1-A,94,150,273.94,274.5,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,37,F,1,A,,,,
356-U1461B-37F-1-A,94,150,273.94,274.5,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,B,37,F,1,A,,,,
356-U1461B-37F-2-A,0,40,274.5,274.9,unlithified [Leg194],glauconite rich,wackestone [E&K72; D62],2,,glauconite rich wackestone,neritic,cream,,,,,common [B06],4,,,"Unilthified with partially lithiified intervals and gravel size concretions of cream wackestone. Bioturbation is common and noted by green, glauconite rich patches within the cream lithology",,,,356,U1461,B,37,F,2,A,,,,
356-U1461B-37F-2-A,40,140,274.9,275.9,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,neritic,cream,,,,,moderate [B06],3,,,"Unlithified, cream mudstone with partially lithified zones. Bioturbation is moderate and noted by green, glauconite rich burrows.",,,,356,U1461,B,37,F,2,A,,,,
356-U1461B-37F-2-A,140,150,275.9,276,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,37,F,2,A,,,,
356-U1461B-37F-3-A,0,42,276,276.42,unlithified [Leg194],glauconite rich,mudstone [E&K72; D62],1,with glauconite [2014],glauconite rich mudstone,neritic,cream,,,,,common [B06],4,,,"Unlithified, cream mudstone with abundant glauconite filled burrows noted by their green color. Bioturbation is common",,,,356,U1461,B,37,F,3,A,,,,
356-U1461B-37F-3-A,42,150,276.42,277.5,unlithified [Leg194],,mudstone [E&K72; D62],1,with glauconite [2014],mudstone with glauconite,neritic,cream,,,,,moderate [B06],3,,,"Unlithified, cream mudstone with partially lithified zones. Bioturbation is moderate and noted by green, glauconite rich burrows.",,,,356,U1461,B,37,F,3,A,,,,
356-U1461B-37F-CC-A,0,10,277.5,277.6,partially lithified,,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Partially lithified, cream mudstone",,,,356,U1461,B,37,F,CC,A,,,,
356-U1461B-37F-CC-A,10,20,277.6,277.7,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,37,F,CC,A,,,,
356-U1461B-38F-1-A,0,150,277.7,279.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream homogeneous mudstone with rare burrows noted by green glauconite infill. Partially lithified interval 72-76 cm",,,,356,U1461,B,38,F,1,A,,,,
356-U1461B-38F-2-A,0,150,279.2,280.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream mudstone",,,,356,U1461,B,38,F,2,A,,,,
356-U1461B-38F-3-A,0,110,280.7,281.8,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream mudstone. Lithified layer of same material 37-41 cm",,,,356,U1461,B,38,F,3,A,,,,
356-U1461B-38F-4-A,0,52,281.8,282.32,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream, homogeneous mudstone",,,,356,U1461,B,38,F,4,A,,,,
356-U1461B-38F-CC-A,0,9,282.32,282.41,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,cream,,,,,,,,,"Unlithified, cream homogeneous mudstone",,,,356,U1461,B,38,F,CC,A,,,,
356-U1461B-38F-CC-A,9,19,282.41,282.51,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,38,F,CC,A,,,,
356-U1461B-39F-1-A,0,47,282.4,282.87,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,cream,,,,,,,,,"Unlithified, cream wackestone withsmall pebble size lithic grains of carbonate cement, cemented mudstone and glauconite rich burrows. Bivalve fragments rare",,,,356,U1461,B,39,F,1,A,,,,
356-U1461B-39F-1-A,47,90,282.87,283.3,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,neritic,cream,bivalve,,,,,,,,"Unlithified, cream grainstone with small to large pebble size lithic grains of carbonate cement, cemented mudstone and glauconite rich burrows. Macrofossils present: bivalve, gastropod, equinoderm, scaphopod",,,,356,U1461,B,39,F,1,A,,,,
356-U1461B-39F-1-A,47,90,282.87,283.3,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1461,B,39,F,1,A,,,,
356-U1461B-39F-1-A,47,90,282.87,283.3,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,B,39,F,1,A,,,,
356-U1461B-39F-1-A,47,90,282.87,283.3,,,,,,,,,scaphopod,,,,,,,,,,,,356,U1461,B,39,F,1,A,,,,
356-U1461B-39F-1-A,90,150,283.3,283.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,cream,,,,,,,,,"Unlithified, cream wackestone with small pebble size lithic grains of carbonate cement, cemented mudstone and glauconite rich burrows. Bivalve fragments rare",,,,356,U1461,B,39,F,1,A,,,,
356-U1461B-39F-CC-A,0,10,283.9,284,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,39,F,CC,A,,,,
356-U1461B-39F-CC-A,10,35,284,284.25,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,neritic,cream,gastropod,,,,,,,,"Unlithified, cream wackestone with pebble size lithic grains of carbonate cement, cemented mudstone and glauconite rich burrows. Sea urchin spines, bivalves, gastropod",,,,356,U1461,B,39,F,CC,A,,,,
356-U1461B-39F-CC-A,10,35,284,284.25,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,B,39,F,CC,A,,,,
356-U1461B-39F-CC-A,10,35,284,284.25,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1461,B,39,F,CC,A,,,,
356-U1461B-40X-1-A,0,150,284.2,285.7,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Ranging from unlithified to partially lithified to lithified, off white mudstone",,,,356,U1461,B,40,X,1,A,,,,
356-U1461B-40X-2-A,0,150,285.7,287.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithifed, to partially lithified to lithified intervals off white mudstone. Bivalve fragment in lithified interval 93-96 cm",,,,356,U1461,B,40,X,2,A,,,,
356-U1461B-40X-3-A,0,140,287.2,288.6,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,off white,,,,,,,,,"Unlithified to partially lithified, off white homogeneous mudstone",,,,356,U1461,B,40,X,3,A,,,,
356-U1461B-40X-3-A,140,150,288.6,288.7,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,40,X,3,A,,,,
356-U1461B-40X-4-A,0,150,288.7,290.2,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,neritic,cream,,,,,,,,,"Unlithfied, cream, homogeneous mudstone with rare lithified zones",,,,356,U1461,B,40,X,4,A,,,,
356-U1461B-40X-5-A,0,148,290.2,291.68,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified to partially lithified, creamy gray mudstone. At base of Section slightly glauconitic and a benthic foram",,,,356,U1461,B,40,X,5,A,,,,
356-U1461B-40X-CC-A,0,16,291.68,291.84,unlithified [Leg194],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray mudstone",,,,356,U1461,B,40,X,CC,A,,,,
356-U1461B-40X-CC-A,16,28,291.84,291.96,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,40,X,CC,A,,,,
356-U1461B-41F-1-A,0,31,290.6,290.91,unlithified [Leg194],,grainstone [E&K72; D62],4,,grainstone,neritic,light greenish gray,bivalve,,,,,,,,"Unlithified, light greenish gray gravel size grainstone with lithic fragments (carbonate cement, glauconite rich grains) and macrofossils. It is possible that this is cave in material. There is an overlap in depth with 40X-CC",,,,356,U1461,B,41,F,1,A,,,,
356-U1461B-41F-1-A,0,31,290.6,290.91,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1461,B,41,F,1,A,,,,
356-U1461B-41F-1-A,0,31,290.6,290.91,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,B,41,F,1,A,,,,
356-U1461B-41F-1-A,31,59,290.91,291.19,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,pelagic,light greenish gray,bivalve,,,,,,,,"Unlithified, light greenish gray gravel size wackestone with lithic fragments (carbonate cement, glauconite rich grains) and macrofossils",,,,356,U1461,B,41,F,1,A,,,,
356-U1461B-41F-1-A,31,59,290.91,291.19,,,,,,,,,echinoderm,,,,,,,,,,,,356,U1461,B,41,F,1,A,,,,
356-U1461B-41F-1-A,59,150,291.19,292.1,unlithified [Leg194],,wackestone [E&K72; D62],2,with glauconite [2014],wackestone with glauconite,hemipelagic,creamy gray,,,,,,,,,"Unlithified, creamy gray, homogeneous wackestone with glauconite becoming more abundant towards the base of the Section",,,,356,U1461,B,41,F,1,A,,,,
356-U1461B-41F-2-A,0,150,292.1,293.6,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light brown,,,,,slight [B06],2,,,"Unlithfied, light brown, homogeneous wackestone with v fine sand size grains and slight bioturbation",,,,356,U1461,B,41,F,2,A,,,,
356-U1461B-41F-3-A,0,142,293.6,295.02,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light gray,,,,,common [B06],4,,,"Unlithified, light gray, homogeneous wackestone with very fine grained size grains and scttered glauconite throughout. Bioturbation common",,,,356,U1461,B,41,F,3,A,,,,
356-U1461B-41F-CC-A,0,26,295.02,295.28,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,light gray,,,,,,,,,"Unlithified, light gray, packstone with fine sand size grains",,,,356,U1461,B,41,F,CC,A,,,,
356-U1461B-41F-CC-A,26,36,295.28,295.38,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,41,F,CC,A,,,,
356-U1461B-42F-1-A,0,150,295.3,296.8,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,"Unlihified, dark greenish gray homogeneous packstone with fine sand size grains and strong odor (petroleum?)",,,,356,U1461,B,42,F,1,A,,,,
356-U1461B-42F-2-A,0,150,296.8,298.3,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,"Unlithified,dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,42,F,2,A,,,,
356-U1461B-42F-3-A,0,99,298.3,299.29,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,"Unlithified, dark greenish gray homogeneous packstone with fine sand size grains. Mottled coloration indicates bioturbation",,,,356,U1461,B,42,F,3,A,,,,
356-U1461B-42F-4-A,0,68,299.29,299.97,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,common [B06],4,,,"Unlithified,dark greenish gray homogeneous packstone with fine sand size grains",,,,356,U1461,B,42,F,4,A,,,,
356-U1461B-42F-CC-A,0,12,299.97,300.09,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,42,F,CC,A,,,,
356-U1461B-42F-CC-A,12,22,300.09,300.19,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,42,F,CC,A,,,,
356-U1461B-43F-1-A,0,144,300,301.44,unlithified [Leg194],,packstone [E&K72; D62],3,with glauconite [2014],packstone with glauconite,hemipelagic,dark gray,,,,,,,,,"Unlithified to partially lithified to lithified, dark gray, homogeneous, packstone with glauconite.",,,,356,U1461,B,43,F,1,A,,,,
356-U1461B-43F-1-A,144,150,301.44,301.5,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,43,F,1,A,,,,
356-U1461B-43F-2-A,0,150,301.5,303,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Ulithified to partially lithified, dark greenish gray, homogeneous packstone with sparse scattered glauconite",,,,356,U1461,B,43,F,2,A,,,,
356-U1461B-43F-3-A,0,110,303,304.1,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithified, dark greenish gray, homogeneous packstone",,,,356,U1461,B,43,F,3,A,,,,
356-U1461B-43F-4-A,0,59,304.1,304.69,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithified, dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,43,F,4,A,,,,
356-U1461B-43F-CC-A,0,13,304.69,304.82,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithified, dark greenish gray packstone with fine sand size grains",,,,356,U1461,B,43,F,CC,A,,,,
356-U1461B-43F-CC-A,13,23,304.82,304.92,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,43,F,CC,A,,,,
356-U1461B-44F-1-A,0,150,304.7,306.2,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified intervals, dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,44,F,1,A,,,,
356-U1461B-44F-2-A,0,150,306.2,307.7,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified with partially lithified zones, dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,44,F,2,A,,,,
356-U1461B-44F-3-A,0,154,307.7,309.24,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithified, dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,44,F,3,A,,,,
356-U1461B-44F-CC-A,0,11,309.24,309.35,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,dark greenish gray,,,,,,,,,"Unlithified to partially lithified, dark greenish gray, homogeneous packstone with fine sand size grains",,,,356,U1461,B,44,F,CC,A,,,,
356-U1461B-44F-CC-A,11,21,309.35,309.45,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,44,F,CC,A,,,,
356-U1461B-45F-1-A,0,7,309.4,309.47,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,,,,,"Unlithified but compacted (likely coring disturbance), olive gray packstone",,,,356,U1461,B,45,F,1,A,,,,
356-U1461B-45F-1-A,7,22,309.47,309.62,unlithified [Leg194],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,bivalve,,,,,,,,"Unlithified, olive gray packstone with gravel size lithic clast (cemented carbonate and black grains) with bivalves. Possibly fall in.",,,,356,U1461,B,45,F,1,A,,,,
356-U1461B-45F-1-A,22,150,309.62,310.9,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified and partially lithified zones, olive gray, homogeneous wackestone",,,,356,U1461,B,45,F,1,A,,,,
356-U1461B-45F-2-A,0,140,310.9,312.3,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified to partially lithified, olive gray homogeneous wackestone",,,,356,U1461,B,45,F,2,A,,,,
356-U1461B-45F-2-A,140,150,312.3,312.4,,,,,,,,,,,,,,,,,IW,,,,356,U1461,B,45,F,2,A,,,,
356-U1461B-45F-3-A,0,121,312.4,313.61,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,B,45,F,3,A,,,,
356-U1461B-45F-4-A,0,67,313.61,314.28,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,B,45,F,4,A,,,,
356-U1461B-45F-CC-A,0,6,314.28,314.34,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,,,,,"Unlithified, olive gray, homogeneous wackestone",,,,356,U1461,B,45,F,CC,A,,,,
356-U1461B-45F-CC-A,6,16,314.34,314.44,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,B,45,F,CC,A,,,,
356-U1461B-46F-1-A,0,150,314.1,315.6,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially to unlithified, light olive gray, homogeneous wackestone",,,,356,U1461,B,46,F,1,A,,,,
356-U1461B-46F-2-A,0,146,315.6,317.06,partially lithified,,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially and unlithified, light olive gray, homogeneous wackestone with silt size grains",,,,356,U1461,B,46,F,2,A,,,,
356-U1461B-46F-2-A,146,150,317.06,317.1,,,,,,,,,,,,,,,,,void,,,,356,U1461,B,46,F,2,A,,,,
356-U1461B-46F-3-A,0,111,317.1,318.21,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially and unlithified, light olive gray, homogeneous wackestone with silt size grains",,,,356,U1461,B,46,F,3,A,,,,
356-U1461B-46F-4-A,0,72,318.21,318.93,unlithified [Leg194],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Partially and unlithified, light olive gray, homogeneous wackestone with silt size grains",,,,356,U1461,B,46,F,4,A,,,,
