Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology 1 prefix,Lithology 1 principal name,Lithology 1 suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Lithology 2 prefix,Lithology 2 principal name,Lithology 2 suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
367-U1499A-1H-5-A,0,138,6,7.38,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,5GY 4/1 (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,very thick bed [B01],,moderate [DB86],2,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,1,H,5,A,
367-U1499A-1H-CC-A,0,7,7.38,7.45,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,5GY 4/1 (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,,,medium bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,1,H,CC,A,
367-U1499A-2H-1-A,0,32,7.5,7.82,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,5Y 4/2 (olive gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,irregular,horizontal,medium bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,1,A,
367-U1499A-2H-1-A,32,34,7.82,7.84,,sand [Leg339],with bioclasts,sand,sand with bioclasts,100,,very slightly consolidated [B84],coarse sand [W22_2],6,very coarse sand [W22_2],7,extremely poor [BP01],,,,erosive,horizontal,very thin bed [B01],graded bedding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,1,A,
367-U1499A-2H-1-A,34,72,7.84,8.22,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,5Y 4/2 (olive gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,gradational,horizontal,thick bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,1,A,
367-U1499A-2H-1-A,72,139,8.22,8.89,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,5Y 4/2 (olive gray),very slightly consolidated [B84],clay [W22_1],1,fine sand [W22_2],4,poor [2014],,,,irregular,horizontal,thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,1,A,
367-U1499A-2H-1-A,139,150,8.89,9,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,gradational,horizontal,thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,1,A,
367-U1499A-2H-2-A,0,145,9,10.45,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,very thick bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,2,A,
367-U1499A-2H-3-A,0,150,10.5,12,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,very thick bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,3,A,
367-U1499A-2H-4-A,0,34,12,12.34,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,5Y 5/2 (olive gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,4,A,
367-U1499A-2H-4-A,34,42,12.34,12.42,,silt [Leg339],with bioclasts,silt,silt with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,moderate [2014],,,,planar,horizontal,thin bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,4,A,
367-U1499A-2H-4-A,42,145,12.42,13.45,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay,100,5Y 5/2 (olive gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,4,A,
367-U1499A-2H-5-A,0,16,13.5,13.66,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,irregular,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,16,19.5,13.66,13.695,,silty sand [Leg339],,silty sand,silty sand,100,N 3 (very dark gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,poor [2014],,,,planar,horizontal,very thin bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,19.5,24,13.695,13.74,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,very fine sand [W22_2],3,poor [2014],,,,planar,horizontal,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,24,27,13.74,13.77,,sand [Leg339],with bioclasts,sand,sand with bioclasts,100,N 3 (very dark gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,very poor [BP01],,,,erosive,horizontal,very thin bed [B01],fining upward,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,27,82,13.77,14.32,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,irregular,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,82,88,14.32,14.38,,sand [Leg339],with bioclasts,sand,sand with bioclasts,100,N 3 (very dark gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,very poor [BP01],,,,irregular,horizontal,thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,88,90,14.38,14.4,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,90,92,14.4,14.42,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,very thin bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,92,147,14.42,14.97,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,gradational,horizontal,thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-5-A,147,150,14.97,15,bioclast rich,clay [Leg339],,bioclast rich clay,bioclast rich clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,very thin bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,5,A,
367-U1499A-2H-6-A,0,2,15,15.02,,sand [Leg339],with foraminifers [2014],sand,sand with foraminifers,100,5Y 5/2 (olive gray),very slightly consolidated [B84],fine sand [W22_2],4,medium sand [W22_2],5,poor [2014],,,,planar,horizontal,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,6,A,
367-U1499A-2H-6-A,2,115,15.02,16.15,,clay [Leg339],with bioclasts,clay,clay with bioclasts,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,irregular,horizontal,very thick bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,6,A,
367-U1499A-2H-6-A,115,122,16.15,16.22,,sand [Leg339],with silt [2014],sand,sand with silt,100,N 4 (dark gray),very slightly consolidated [B84],very fine sand [W22_2],3,fine sand [W22_2],4,poor [2014],,,,irregular,horizontal,thin bed [B01],liquefaction,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,6,A,
367-U1499A-2H-6-A,122,145,16.22,16.45,bioclast rich,silty clay [MMK88],,bioclast rich silty clay,bioclast rich silty clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,6,A,
367-U1499A-2H-7-A,0,12,16.5,16.62,bioclast rich,silty clay [MMK88],,bioclast rich silty clay,bioclast rich silty clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,irregular,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,7,A,
367-U1499A-2H-7-A,12,14,16.62,16.64,,silt [Leg339],with bioclasts,silt,silt with bioclasts,100,N 3 (very dark gray),very slightly consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,moderate [2014],,,,irregular,horizontal,very thin bed [B01],,none [DB86],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,7,A,
367-U1499A-2H-7-A,14,73,16.64,17.23,bioclast rich,silty clay [MMK88],,bioclast rich silty clay,bioclast rich silty clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,7,A,
367-U1499A-2H-CC-A,0,10,17.23,17.33,bioclast rich,silty clay [MMK88],,bioclast rich silty clay,bioclast rich silty clay,100,N 4 (dark gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderately well [BP01],,,,gradational,horizontal,medium bed [B01],,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,2,H,CC,A,
367-U1499A-3H-1-A,1,77,17.01,17.77,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,very thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,1,A,
367-U1499A-3H-1-A,77,80,17.77,17.8,,clayey silt [MMK88],,clayey silt,clayey silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [2014],,,,erosive,horizontal,very thin bed [B01],fining upward,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,1,A,
367-U1499A-3H-1-A,80,150,17.8,18.5,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,very thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,1,A,
367-U1499A-3H-2-A,0,145,18.5,19.95,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,thick bed [B01],,moderate [DB86],2,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,2,A,
367-U1499A-3H-3-A,0,150,20,21.5,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,3,A,
367-U1499A-3H-4-A,0,145,21.5,22.95,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,medium bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,4,A,
367-U1499A-3H-5-A,0,150,23,24.5,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,thick bed [B01],,moderate [DB86],2,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,5,A,
367-U1499A-3H-6-A,0,119,24.5,25.69,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 5/10Y (greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,6,A,
367-U1499A-3H-6-A,119,121,25.69,25.71,,silty sand [Leg339],with foraminifers [2014],silty sand,silty sand with foraminifers,100,GLEY 1 5/10Y (greenish gray),very slightly consolidated [B84],silt [W22_1],2,fine sand [W22_2],4,moderate [2014],,,,erosive,horizontal,very thin bed [B01],,slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,6,A,
367-U1499A-3H-6-A,121,145,25.71,25.95,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [2014],,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,6,A,
367-U1499A-3H-7-A,0,6,26,26.06,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,well [BP01],,,,irregular,curved,thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,7,A,
367-U1499A-3H-7-A,6,13,26.06,26.13,,ash(tuff) [MMK88m],,ash(tuff),ash(tuff),100,2.5Y 6/2 (light brownish gray),very slightly consolidated [B84],silt [W22_1],2,silt [W22_1],2,moderate [2014],P [A92],1,,irregular,curved,thin bed [B01],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,7,A,
367-U1499A-3H-7-A,13,69,26.13,26.69,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,7,A,
367-U1499A-3H-CC-A,0,20,26.69,26.89,,clay [Leg339],with silt [2014],clay,clay with silt,100,GLEY 1 4/10Y (dark greenish gray),very slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,moderate [2014],,,,gradational,horizontal,thick bed [B01],,heavy [DB86],3,,,,concretion,glauconite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,U1499,A,3,H,CC,A,
