Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1447A-62X-3-A,0.0,150.0,491.3,492.8,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,62,X,3,A
353-U1447A-62X-4-A,0.0,150.0,492.8,494.3,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,62,X,4,A
353-U1447A-62X-5-A,0.0,150.0,494.3,495.8,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,62,X,5,A
353-U1447A-62X-6-A,0.0,106.0,495.8,496.86,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,62,X,6,A
353-U1447A-62X-7-A,0.0,95.0,496.86,497.81,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,62,X,7,A
353-U1447A-62X-CC-A,0.0,38.0,497.81,498.19,,clayey,nannofossil ooze,,clayey nannofossil ooze,clayey nannofossil ooze,nannofossil ooze,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,62,X,CC,A
353-U1447A-63X-1-A,0.0,150.0,498.0,499.5,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Brownish gray nodule between 80 and 81 cm.,,,,353,U1447,A,63,X,1,A
353-U1447A-63X-2-A,0.0,150.0,499.5,501.0,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,63,X,2,A
353-U1447A-63X-3-A,0.0,150.0,501.0,502.5,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,63,X,3,A
353-U1447A-63X-4-A,0.0,150.0,502.5,504.0,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,63,X,4,A
353-U1447A-63X-5-A,0.0,150.0,504.0,505.5,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Brownish gray nodules between 60 and 64 cm. and between 142 and 144 cm.,,,,353,U1447,A,63,X,5,A
353-U1447A-63X-6-A,0.0,140.0,505.5,506.9,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,63,X,6,A
353-U1447A-63X-7-A,0.0,55.0,506.9,507.45,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,63,X,7,A
353-U1447A-63X-CC-A,0.0,29.0,507.45,507.74,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,63,X,CC,A
353-U1447A-64X-1-A,0.0,150.0,507.7,509.2,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,1,A
353-U1447A-64X-2-A,0.0,150.0,509.2,510.7,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,2,A
353-U1447A-64X-3-A,0.0,150.0,510.7,512.2,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,3,A
353-U1447A-64X-4-A,0.0,150.0,512.2,513.7,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,4,A
353-U1447A-64X-5-A,0.0,150.0,513.7,515.2,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,5,A
353-U1447A-64X-6-A,0.0,122.0,515.2,516.42,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,6,A
353-U1447A-64X-7-A,0.0,71.0,516.42,517.13,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,7,A
353-U1447A-64X-CC-A,0.0,36.0,517.13,517.49,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,64,X,CC,A
353-U1447A-65X-1-A,0.0,150.0,517.4,518.9,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,65,X,1,A
353-U1447A-65X-2-A,0.0,150.0,518.9,520.4,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,65,X,2,A
353-U1447A-65X-3-A,0.0,150.0,520.4,521.9,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,65,X,3,A
353-U1447A-65X-4-A,0.0,150.0,521.9,523.4,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,65,X,4,A
353-U1447A-65X-5-A,0.0,150.0,523.4,524.9,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,65,X,5,A
353-U1447A-65X-6-A,0.0,108.0,524.9,525.98,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,65,X,6,A
353-U1447A-65X-CC-A,0.0,33.0,525.98,526.31,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,Thin nodule (pyritized burrow ?) between 9 and 14 cm.,,,,353,U1447,A,65,X,CC,A
353-U1447A-66X-1-A,0.0,30.0,527.1,527.4,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,1,A
353-U1447A-66X-2-A,0.0,150.0,527.4,528.9,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,2,A
353-U1447A-66X-3-A,0.0,150.0,528.9,530.4,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,3,A
353-U1447A-66X-4-A,0.0,133.0,530.4,531.73,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,4,A
353-U1447A-66X-5-A,0.0,151.0,531.73,533.24,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,5,A
353-U1447A-66X-6-A,0.0,139.0,533.24,534.63,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,6,A
353-U1447A-66X-7-A,0.0,145.0,534.63,536.08,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,7,A
353-U1447A-66X-8-A,0.0,61.0,536.08,536.69,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,8,A
353-U1447A-66X-CC-A,0.0,42.0,536.69,537.11,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,66,X,CC,A
353-U1447A-67X-1-A,0.0,150.0,536.8,538.3,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,1,A
353-U1447A-67X-2-A,0.0,150.0,538.3,539.8,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,2,A
353-U1447A-67X-3-A,0.0,150.0,539.8,541.3,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,3,A
353-U1447A-67X-4-A,0.0,150.0,541.3,542.8,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,4,A
353-U1447A-67X-5-A,0.0,150.0,542.8,544.3,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,5,A
353-U1447A-67X-6-A,0.0,100.0,544.3,545.3,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,6,A
353-U1447A-67X-7-A,0.0,64.0,545.3,545.94,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,67,X,7,A
353-U1447A-67X-CC-A,0.0,45.0,545.94,546.39,,clayey,nannofossil ooze,with glauconite,clayey nannofossil ooze,clayey nannofossil ooze with glauconite,nannofossil ooze with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Large nodule between 4 and 5 cm.,,,,353,U1447,A,67,X,CC,A
353-U1447A-68X-1-A,0.0,28.0,546.5,546.78,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Top 10cm contains darker coloration containing pyrite-rich clay,,,,353,U1447,A,68,X,1,A
353-U1447A-68X-2-A,0.0,138.0,546.78,548.16,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,2,A
353-U1447A-68X-3-A,0.0,140.0,548.16,549.56,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,3,A
353-U1447A-68X-4-A,0.0,142.0,549.56,550.98,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,4,A
353-U1447A-68X-5-A,0.0,144.0,550.98,552.42,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,5,A
353-U1447A-68X-6-A,0.0,150.0,552.42,553.92,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,6,A
353-U1447A-68X-7-A,0.0,131.0,553.92,555.23,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,7,A
353-U1447A-68X-8-A,0.0,78.0,555.33,556.11,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,8,A
353-U1447A-68X-CC-A,0.0,38.0,556.11,556.49,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,68,X,CC,A
353-U1447A-69X-1-A,0.0,151.0,556.2,557.71,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,1,A
353-U1447A-69X-2-A,0.0,151.0,557.71,559.22,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,2,A
353-U1447A-69X-3-A,0.0,150.0,559.22,560.72,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,3,A
353-U1447A-69X-4-A,0.0,138.0,560.72,562.1,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,4,A
353-U1447A-69X-5-A,0.0,150.0,562.1,563.6,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,5,A
353-U1447A-69X-6-A,0.0,131.0,563.6,564.91,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,6,A
353-U1447A-69X-7-A,0.0,80.0,564.91,565.71,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,7,A
353-U1447A-69X-CC-A,0.0,36.0,565.71,566.07,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,69,X,CC,A
353-U1447A-71X-1-A,0.0,37.0,575.6,575.97,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,1,A
353-U1447A-71X-2-A,0.0,139.0,575.97,577.36,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,2,A
353-U1447A-71X-3-A,0.0,144.0,577.36,578.8,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,3,A
353-U1447A-71X-4-A,0.0,150.0,578.8,580.3,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,4,A
353-U1447A-71X-5-A,0.0,150.0,580.3,581.8,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,5,A
353-U1447A-71X-6-A,0.0,150.0,581.8,583.3,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,6,A
353-U1447A-71X-7-A,0.0,117.0,583.3,584.47,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,7,A
353-U1447A-71X-8-A,0.0,61.0,584.47,585.08,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,8,A
353-U1447A-71X-CC-A,0.0,25.0,585.08,585.33,,nannofossil rich,clay,with glauconite,nannofossil rich clay,nannofossil rich clay with glauconite,clay with glauconite,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,71,X,CC,A
353-U1447A-72X-1-A,0.0,150.0,585.3,586.8,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,1,A
353-U1447A-72X-2-A,0.0,151.0,586.8,588.31,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,2,A
353-U1447A-72X-3-A,0.0,151.0,588.31,589.82,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,3,A
353-U1447A-72X-4-A,0.0,151.0,589.82,591.33,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,4,A
353-U1447A-72X-5-A,0.0,151.0,591.33,592.84,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,5,A
353-U1447A-72X-6-A,0.0,102.0,592.84,593.86,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,6,A
353-U1447A-72X-7-A,0.0,89.0,593.86,594.75,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,72,X,7,A
353-U1447A-72X-CC-A,0.0,20.0,594.75,594.95,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,Contains large ~2cm diameter black pyrite patch,,,,353,U1447,A,72,X,CC,A
353-U1447A-73X-1-A,0.0,150.0,595.0,596.5,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,1,A
353-U1447A-73X-2-A,0.0,150.0,596.5,598.0,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,2,A
353-U1447A-73X-3-A,0.0,150.0,598.0,599.5,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,3,A
353-U1447A-73X-4-A,0.0,151.0,599.5,601.01,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,4,A
353-U1447A-73X-5-A,0.0,150.0,601.01,602.51,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,5,A
353-U1447A-73X-6-A,0.0,148.0,602.51,603.99,,biosilica rich,,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,,,,,,,,,,,,,,,,,,,353,U1447,A,73,X,6,A
353-U1447A-73X-6-A,0.0,148.0,602.51,603.99,,nannofossil rich,clay,with biosilica,nannofossil rich clay,nannofossil rich clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,6,A
353-U1447A-73X-7-A,0.0,40.0,603.99,604.39,,biosilica rich,,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,,,,,,,,,,,,,,,,,,,353,U1447,A,73,X,7,A
353-U1447A-73X-7-A,0.0,40.0,603.99,604.39,,nannofossil rich,clay,with biosilica,nannofossil rich clay,nannofossil rich clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,7,A
353-U1447A-73X-CC-A,0.0,48.0,604.39,604.87,,biosilica rich,,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,,,,,,,,,,,,,,,,,,,353,U1447,A,73,X,CC,A
353-U1447A-73X-CC-A,0.0,48.0,604.39,604.87,,nannofossil rich,clay,with biosilica,nannofossil rich clay,nannofossil rich clay with biosilica,clay with biosilica,,gray,GLEY 1 4/10GY (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,73,X,CC,A
353-U1447A-74X-1-A,0.0,150.0,604.7,606.2,,nannofossil rich,clay,with biosilica,nannofossil rich clay,nannofossil rich clay with biosilica,clay with biosilica,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,74,X,1,A
353-U1447A-74X-2-A,0.0,151.0,606.2,607.71,,nannofossil rich,clay,with biosilica,nannofossil rich clay,nannofossil rich clay with biosilica,clay with biosilica,,light gray,GLEY 1 5/5GY (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1447,A,74,X,2,A
