Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithification,MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],"FACIES (neritic, hemipelagic, pelagic)",MAJ lith color (simple),Fossil,Sedimentary structure,Diagenetic structure,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
356-U1461D-5R-3-A,90,142,506.82,507.34,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,grayish green,foraminifera (small benthic),,,,moderate [B06],3,bioturbated,sub-horizontal,Medium sand sized packstone with smaller benthic and planktic foraminifera. Increase in number of glauconite grains.,,,,356,U1461,D,5,R,3,A
356-U1461D-5R-4-A,0,146,507.34,508.8,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray wackestone with abundant bioturbation at the top and decreasing extend of bioturbation towards the base of the core. Bioturbation traces at the top of the core are filled by overlying packstone. Darker green mudstone occurs as thin interlayers. These interlayers can form a flaser bedding like structure that might be due to bioturation.,,,,356,U1461,D,5,R,4,A
356-U1461D-5R-4-A,0,146,507.34,508.8,,,,,,,,,foraminifera (planktic),,,,,,,,,,,,356,U1461,D,5,R,4,A
356-U1461D-5R-5-A,0,139,508.8,510.19,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Olive gray wackestone. Darker green mudstone occurs as thin interlayers. These interlayers can form a flaser bedding like structure that might be due to bioturation.,,,,356,U1461,D,5,R,5,A
356-U1461D-5R-CC-A,0,8,510.19,510.27,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,,,,,356,U1461,D,5,R,CC,A
356-U1461D-5R-CC-A,8,19,510.27,510.38,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,5,R,CC,A
356-U1461D-7R-1-A,0,83,565.0,565.83,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Lithified olive gray wackestone,,,,356,U1461,D,7,R,1,A
356-U1461D-7R-1-A,0,83,565.0,565.83,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,D,7,R,1,A
356-U1461D-7R-2-A,0,74,565.83,566.57,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (large benthic),,,,slight [B06],2,,,Lithified olive gray very fine sand grain size packstone. Fossil bivalves are sporadically present.,,,,356,U1461,D,7,R,2,A
356-U1461D-7R-2-A,0,74,565.83,566.57,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,D,7,R,2,A
356-U1461D-7R-CC-A,0,25,566.57,566.82,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,slight [B06],2,,,,,,,356,U1461,D,7,R,CC,A
356-U1461D-7R-CC-A,25,35,566.82,566.92,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,7,R,CC,A
356-U1461D-8R-1-A,0,148,574.7,576.18,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Lithified olive gray very fine sand grain size packstone. Small benthic and planktonic foraminifers are sporadically present. Patches of bioturbation and glauconite are seen throughout the section.,,,,356,U1461,D,8,R,1,A
356-U1461D-8R-1-A,0,148,574.7,576.18,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,D,8,R,1,A
356-U1461D-8R-2-A,0,143,576.18,577.61,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (planktic),,,,moderate [B06],3,,,Lithified olive gray very fine sand grain size packstone. Includes more bioturbated intervals (zoophycos and chondorites?). Glauconite at low percentage spreads throughout.,,,,356,U1461,D,8,R,2,A
356-U1461D-8R-2-A,0,143,576.18,577.61,,,,,,,,,bivalve,,,,,,,,,,,,356,U1461,D,8,R,2,A
356-U1461D-8R-3-A,0,150,577.61,579.11,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Lithified olive gray very fine sand grain size packstone. Includes abundant bioturbated intervals (zoophycos at the bottom part and chondorites? at the top part). Glauconite at low percentage spreads throughout although a few green patches of more concentration are shown.,,,,356,U1461,D,8,R,3,A
356-U1461D-8R-3-A,0,150,577.61,579.11,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,D,8,R,3,A
356-U1461D-8R-4-A,0,149,579.11,580.6,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,Lithified olive gray very fine sand grain size packstone. Includes abundant bioturbated intervals (zoophycos at the top part and chondorites? throughout). Glauconite at low percentage spreads throughout. Small pore at 49-50cm filled with fine crystals of calcite (dog tooth cement?).,,,,356,U1461,D,8,R,4,A
356-U1461D-8R-4-A,0,149,579.11,580.6,,,,,,,,,gastropod,,,,,,,,,,,,356,U1461,D,8,R,4,A
356-U1461D-8R-5-A,0,144,580.6,582.04,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,Lithified olive gray very fine sand grain size packstone. It includes abundant bioturbated intervals (chondorites? throughout). Glauconite at low percentage spreads throughout.,,,,356,U1461,D,8,R,5,A
356-U1461D-8R-5-A,144,151,582.04,582.11,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,Lithified light olive gray very fine sand grain size packstone. Bioturbated.,,,,356,U1461,D,8,R,5,A
356-U1461D-8R-6-A,0,129,582.11,583.4,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Lithified light olive gray very fine sand grain size packstone. Slightly bioturbated.,,,,356,U1461,D,8,R,6,A
356-U1461D-8R-7-A,0,95,583.4,584.35,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Lithified light olive gray very fine sand grain size packstone. Slightly bioturbated.,,,,356,U1461,D,8,R,7,A
356-U1461D-8R-CC-A,0,19,584.35,584.54,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,Lithified light olive gray very fine sand grain size packstone. Slightly bioturbated.,,,,356,U1461,D,8,R,CC,A
356-U1461D-8R-CC-A,19,30,584.54,584.65,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,8,R,CC,A
356-U1461D-9R-1-A,0,104,584.4,585.44,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite",,,,356,U1461,D,9,R,1,A
356-U1461D-9R-CC-A,0,20,585.44,585.64,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,foraminifera (small benthic),,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite",,,,356,U1461,D,9,R,CC,A
356-U1461D-10R-1-A,0,148,594.1,595.58,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite",,,,356,U1461,D,10,R,1,A
356-U1461D-10R-2-A,0,110,595.58,596.68,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites various sizes) and common glauconite.",,,,356,U1461,D,10,R,2,A
356-U1461D-10R-3-A,0,150,596.68,598.18,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers and possible brachiopod fragment, common bioturbation (chondrites) and sparse glauconite.",,,,356,U1461,D,10,R,3,A
356-U1461D-10R-4-A,0,150,598.18,599.68,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and sparse glauconite.",,,,356,U1461,D,10,R,4,A
356-U1461D-10R-5-A,0,150,599.68,601.18,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite.",,,,356,U1461,D,10,R,5,A
356-U1461D-10R-6-A,0,150,601.18,602.68,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite.",,,,356,U1461,D,10,R,6,A
356-U1461D-10R-7-A,0,106,602.68,603.74,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite.",,,,356,U1461,D,10,R,7,A
356-U1461D-10R-CC-A,0,13,603.74,603.87,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,olive gray,,,,,common [B06],4,,,"Lihtified, olive gray packstone with small benthic foraminifers, common bioturbation (chondrites) and common glauconite.",,,,356,U1461,D,10,R,CC,A
356-U1461D-10R-CC-A,13,23,603.87,603.97,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,10,R,CC,A
356-U1461D-11R-1-A,0,30,603.8,604.1,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray packstone with common bioturbation.",,,,356,U1461,D,11,R,1,A
356-U1461D-11R-1-A,30,35,604.1,604.15,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,creamy gray,,,,,common [B06],4,,,"Lithified, light olive gray to creamy gray cluster of intensely bioturbated packstone with sharp boundaries.",,,,356,U1461,D,11,R,1,A
356-U1461D-11R-1-A,35,102,604.15,604.82,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,sharp,sub-horizontal,"Lihtified ,light olive gray packstone with small benthic foraminifers, common bioturbation and moderate glauconite.",,,,356,U1461,D,11,R,1,A
356-U1461D-11R-1-A,102,113,604.82,604.93,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,planar lamination,,,slight [B06],2,sharp,sub-horizontal,"Lithified, light olive gray packston with parallel laminae and slight bioturbation.",,,,356,U1461,D,11,R,1,A
356-U1461D-11R-1-A,113,150,604.93,605.3,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray packstone with slight bioturbation",,,,356,U1461,D,11,R,1,A
356-U1461D-11R-2-A,0,96,605.3,606.26,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,sharp,sub-horizontal,"Lithified, light olive gray packstone with moderate bioturbation and small benthic forams",,,,356,U1461,D,11,R,2,A
356-U1461D-11R-2-A,96,101,606.26,606.31,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,slight [B06],2,sharp,sub-horizontal,"Lithified, light olive gray packstone with intraclasts and sharp contacts above and below, slight bioturbation",,,,356,U1461,D,11,R,2,A
356-U1461D-11R-2-A,101,150,606.31,606.8,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray packstone with moderate bioturbation with small benthic forams",,,,356,U1461,D,11,R,2,A
356-U1461D-11R-3-A,0,150,606.8,608.3,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray packstone with moderate bioturbation. Chondrites trace fossils",,,,356,U1461,D,11,R,3,A
356-U1461D-11R-4-A,0,150,608.3,609.8,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),intraclasts,,,common [B06],4,,,"Lithified, light olive gray packstone with common bioturbation. Intraclasts between 105-115 cm. Coarse sand filled burrows at 117-121 cm, sparse small benthic forams.",,,,356,U1461,D,11,R,4,A
356-U1461D-11R-5-A,0,133,609.8,611.13,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,foraminifera (small benthic),,,,common [B06],4,,,"Lithified, light grayish geen grading down Section into light brown packstone with common bioturbation. Burrows infilled with coarse sand. Small benthic forams sparse.",,,,356,U1461,D,11,R,5,A
356-U1461D-11R-CC-A,0,32,611.13,611.45,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish green,,intraclasts,,,moderate [B06],3,,,"Lithified, light grayish green packstone with moderate bioturbation. Between 6-10 cm an intraclast noted by sharp boundaries and common bioturbation inside ranging in color from light olive gray to creamy gray.",,,,356,U1461,D,11,R,CC,A
356-U1461D-11R-CC-A,32,42,611.45,611.55,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,11,R,CC,A
356-U1461D-12R-1-A,0,38,613.5,613.88,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray packstone with moderate bioturbation",,,,356,U1461,D,12,R,1,A
356-U1461D-12R-2-A,0,15,613.88,614.03,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,wavy,sub-horizontal,"Lithified, light olive gray packstone with moderate bioturbation",,,,356,U1461,D,12,R,2,A
356-U1461D-12R-2-A,15,34,614.03,614.22,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light olive gray packstone with slight bioturbation, coarser sand size grains and small benthic forams",,,,356,U1461,D,12,R,2,A
356-U1461D-12R-2-A,34,150,614.22,615.38,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,coral (massive),,,,moderate [B06],3,,,"Lithified, light olive gray packstone with moderate bioturbation and coral fragments 63 cm (Mussidae) and gastropod fragment.",,,,356,U1461,D,12,R,2,A
356-U1461D-12R-3-A,0,97,615.38,616.35,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,common [B06],4,,,"Lithified, light olive gray packstone with common bioturbation grading down core to light grayish brown sparse forams.",,,,356,U1461,D,12,R,3,A
356-U1461D-12R-3-A,97,150,616.35,616.88,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish brown,,,,,common [B06],4,,,"Lithified, light grayish brown, packstone with common bioturbation, sparse small benthic forams and glauconite. Color gradation from top to bottom of Section from greenish to brownish",,,,356,U1461,D,12,R,3,A
356-U1461D-12R-4-A,0,150,616.88,618.38,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish brown,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, light grayish brown packstone with moderate bioturbation, small benthic forams and intervals of coarse sand size grains between 56-82 cm, 125-130 cm and infilling burrows.",,,,356,U1461,D,12,R,4,A
356-U1461D-12R-5-A,0,150,618.38,619.88,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,foraminifera (small benthic),,,,moderate [B06],3,,,"Lithified, light olive gray packstone with moderate bioturbation and intervals of coarser sand grains. A contact at 105 and slight color change to light greenish brown.",,,,356,U1461,D,12,R,5,A
356-U1461D-12R-6-A,0,72,619.88,620.6,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light olive gray,,,,,moderate [B06],3,wavy,sub-horizontal,"Lithified, light olive gray packstone with moderate bioturbation and burrows infilled with coarser sand size grains",,,,356,U1461,D,12,R,6,A
356-U1461D-12R-6-A,72,145,620.6,621.33,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish brown,foraminifera (small benthic),,,,slight [B06],2,,,"Lithified, light grayish brown packstone with slight bioturbation (longer burrows up to 20 cm), scattered coarser sand size grains and burrows filled with coarser sand size grains.",,,,356,U1461,D,12,R,6,A
356-U1461D-12R-7-A,0,101,621.33,622.34,lithified [B84],,packstone [E&K72; D62],3,,packstone,hemipelagic,light grayish brown,,,,,slight [B06],2,,,"Lithified, light grayish brown packstone with slight bioturbation, sparse small benthic forams and burrows filled with small sand size grains.",,,,356,U1461,D,12,R,7,A
356-U1461D-12R-7-A,101,112,622.34,622.45,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,12,R,7,A
356-U1461D-13R-1-A,0,150,623.2,624.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,,,,,"Lithified, light olive gray wackestone with slight bioturbation. Sand size interval between 116 and 121 cm with wavy contacts above and beneath. Rare small benthic forams.",,,,356,U1461,D,13,R,1,A
356-U1461D-13R-2-A,0,5,624.7,624.75,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,intraclasts,,,slight [B06],2,wavy,sub-horizontal,"Lithified, light olive gray wackestone with slight bioturbation. A wavy contact is present at 5 cm with mm-size intraclasts above.",,,,356,U1461,D,13,R,2,A
356-U1461D-13R-2-A,5,117,624.75,625.87,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,common [B06],4,scoured,sub-vertical,"Lithified, olive gray wackestone with common bioturbation, sparse small benthic forams. A scoured and subvertical contact at 117 cm. Above common bioturbation.",,,,356,U1461,D,13,R,2,A
356-U1461D-13R-2-A,117,150,625.87,626.2,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation. Interval with coarse sand size grains at 142-145 cm.",,,,356,U1461,D,13,R,2,A
356-U1461D-13R-3-A,0,66,626.2,626.86,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,moderate [B06],3,sharp,sub-horizontal,"Lithified, olive gray wackestone with moderate bioturbation.",,,,356,U1461,D,13,R,3,A
356-U1461D-13R-3-A,66,150,626.86,627.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,moderate [B06],3,,,"Lithified, light olive gray wackestone with moderate bioturbation.",,,,356,U1461,D,13,R,3,A
356-U1461D-13R-4-A,0,150,627.7,629.2,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light grayish brown,,,,,moderate [B06],3,,,"Lithified, light grayish brown wackestone with intervals of coarse sand size grains between 34-37 cm.",,,,356,U1461,D,13,R,4,A
356-U1461D-13R-5-A,0,150,629.2,630.7,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation.",,,,356,U1461,D,13,R,5,A
356-U1461D-13R-6-A,0,112,630.7,631.82,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with very fine sand or coarse silt size grains, slight bioturbation.",,,,356,U1461,D,13,R,6,A
356-U1461D-13R-7-A,0,61,631.82,632.43,lithified [B84],,mudstone [E&K72; D62],1,,mudstone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and coarser sand size grains between 0-32 cm.",,,,356,U1461,D,13,R,7,A
356-U1461D-13R-7-A,61,71,632.43,632.53,,,,,,,,,,,,,,,,,to pal,,,,356,U1461,D,13,R,7,A
356-U1461D-14R-1-A,0,150,632.9,634.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, small benthic forams and unidentified forssil fragments",,,,356,U1461,D,14,R,1,A
356-U1461D-14R-2-A,0,150,634.4,635.9,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with slight bioturbation and sparse small benthic forams",,,,356,U1461,D,14,R,2,A
356-U1461D-14R-3-A,0,150,635.9,637.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,light olive gray,,,,,slight [B06],2,,,"Lithified, light olive gray wackestone with very slight bioturbation and very sparse foraminifers",,,,356,U1461,D,14,R,3,A
356-U1461D-14R-4-A,0,150,637.4,638.9,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, sparse benthic forams and bivalve fragments.",,,,356,U1461,D,14,R,4,A
356-U1461D-14R-5-A,0,150,638.9,640.4,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation, sparse forams",,,,356,U1461,D,14,R,5,A
356-U1461D-14R-6-A,0,111,640.4,641.51,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone with slight bioturbation and sparse small benthic forams, no macrofossils",,,,356,U1461,D,14,R,6,A
356-U1461D-14R-7-A,0,58,641.51,642.09,lithified [B84],,wackestone [E&K72; D62],2,,wackestone,hemipelagic,olive gray,,,,,slight [B06],2,,,"Lithified, olive gray wackestone",,,,356,U1461,D,14,R,7,A
356-U1461D-14R-7-A,58,68,642.09,642.19,,,,,,,,,,,,,,,,,PAL,,,,356,U1461,D,14,R,7,A
