Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
323-U1340A-3H-4-A,323,U1340,A,3,3-4,H,4,A,23,91,18.08,18.76,diatom clay,"Shepard, 1954",,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-3H-4-A,323,U1340,A,3,3-4,H,4,A,91,150,18.76,19.35,diatom clay,"Shepard, 1954",,diatom clay,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-3H-5-A,323,U1340,A,3,3-5,H,5,A,0,33,19.35,19.68,diatom clay,"Shepard, 1954",,diatom clay,100,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-3H-5-A,323,U1340,A,3,3-5,H,5,A,33,150,19.68,20.85,diatom clay,"Shepard, 1954",,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-3H-6-A,323,U1340,A,3,3-6,H,6,A,0,90,20.85,21.75,diatom clay,"Shepard, 1954",,diatom clay,100,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-3H-6-A,323,U1340,A,3,3-6,H,6,A,90,150,21.75,22.35,diatom clay,"Shepard, 1954",foraminifer-rich,foraminifer-rich diatom clay,70,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-3H-6-A,323,U1340,A,3,3-6,H,6,A,90,150,21.75,22.35,diatom ooze,United States Geological Survey,foraminifer-rich,foraminifer-rich diatom ooze,30,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-3H-7-A,323,U1340,A,3,3-7,H,7,A,0,47,22.35,22.82,diatom clay,"Shepard, 1954",foraminifer-rich,foraminifer-rich diatom clay,70,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-3H-7-A,323,U1340,A,3,3-7,H,7,A,0,47,22.35,22.82,diatom ooze,United States Geological Survey,foraminifer-rich,foraminifer-rich diatom ooze,30,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-3H-7-A,323,U1340,A,3,3-7,H,7,A,47,77,22.82,23.12,diatom clay,"Shepard, 1954",,diatom clay,70,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-3H-CC-A,323,U1340,A,3,3-CC,H,CC,A,0,28,23.12,23.4,diatom clay,"Shepard, 1954",,diatom clay,70,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-1-A,323,U1340,A,4,4-1,H,1,A,0,150,22.9,24.4,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-1-A,323,U1340,A,4,4-1,H,1,A,0,150,22.9,24.4,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-2-A,323,U1340,A,4,4-2,H,2,A,0,150,24.4,25.9,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-2-A,323,U1340,A,4,4-2,H,2,A,0,150,24.4,25.9,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-3-A,323,U1340,A,4,4-3,H,3,A,0,150,25.9,27.4,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-3-A,323,U1340,A,4,4-3,H,3,A,0,150,25.9,27.4,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-4-A,323,U1340,A,4,4-4,H,4,A,0,150,27.4,28.9,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-4-A,323,U1340,A,4,4-4,H,4,A,0,150,27.4,28.9,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-5-A,323,U1340,A,4,4-5,H,5,A,0,150,28.9,30.4,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-5-A,323,U1340,A,4,4-5,H,5,A,0,150,28.9,30.4,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-6-A,323,U1340,A,4,4-6,H,6,A,0,150,30.4,31.9,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-6-A,323,U1340,A,4,4-6,H,6,A,0,150,30.4,31.9,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-7-A,323,U1340,A,4,4-7,H,7,A,0,66,31.9,32.56,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-7-A,323,U1340,A,4,4-7,H,7,A,0,66,31.9,32.56,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-4H-CC-A,323,U1340,A,4,4-CC,H,CC,A,0,28,32.56,32.84,diatom ooze,United States Geological Survey,nannofossil-bearing,nannofossil-bearing diatom ooze,40,soft,5Y 4/3,,,,,,,,,,,,
323-U1340A-4H-CC-A,323,U1340,A,4,4-CC,H,CC,A,0,28,32.56,32.84,silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing silt,60,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-1-A,323,U1340,A,5,5-1,H,1,A,0,150,32.4,33.9,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-1-A,323,U1340,A,5,5-1,H,1,A,0,150,32.4,33.9,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-1-A,323,U1340,A,5,5-1,H,1,A,0,150,32.4,33.9,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-2-A,323,U1340,A,5,5-2,H,2,A,0,150,33.9,35.4,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-2-A,323,U1340,A,5,5-2,H,2,A,0,150,33.9,35.4,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-2-A,323,U1340,A,5,5-2,H,2,A,0,150,33.9,35.4,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-3-A,323,U1340,A,5,5-3,H,3,A,0,150,35.4,36.9,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-3-A,323,U1340,A,5,5-3,H,3,A,0,150,35.4,36.9,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-3-A,323,U1340,A,5,5-3,H,3,A,0,150,35.4,36.9,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-4-A,323,U1340,A,5,5-4,H,4,A,0,150,36.9,38.4,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-4-A,323,U1340,A,5,5-4,H,4,A,0,150,36.9,38.4,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-4-A,323,U1340,A,5,5-4,H,4,A,0,150,36.9,38.4,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-5-A,323,U1340,A,5,5-5,H,5,A,0,150,38.4,39.9,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-5-A,323,U1340,A,5,5-5,H,5,A,0,150,38.4,39.9,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-5-A,323,U1340,A,5,5-5,H,5,A,0,150,38.4,39.9,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-6-A,323,U1340,A,5,5-6,H,6,A,0,150,39.9,41.4,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-6-A,323,U1340,A,5,5-6,H,6,A,0,150,39.9,41.4,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-6-A,323,U1340,A,5,5-6,H,6,A,0,150,39.9,41.4,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-7-A,323,U1340,A,5,5-7,H,7,A,0,73,41.4,42.13,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-7-A,323,U1340,A,5,5-7,H,7,A,0,73,41.4,42.13,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-7-A,323,U1340,A,5,5-7,H,7,A,0,73,41.4,42.13,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-5H-CC-A,323,U1340,A,5,5-CC,H,CC,A,0,23,42.13,42.36,diatom ooze,Leg 323,nannofossil-rich,nannofossil-rich diatom ooze,20,stiff,5Y 5/4,,,,,,,,,,,,
323-U1340A-5H-CC-A,323,U1340,A,5,5-CC,H,CC,A,0,23,42.13,42.36,diatom ooze,Leg 323,,diatom ooze,45,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-5H-CC-A,323,U1340,A,5,5-CC,H,CC,A,0,23,42.13,42.36,silt [S54],"Shepard, 1954",diatom-rich,diatom-rich silt,35,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-1-A,323,U1340,A,6,6-1,H,1,A,0,150,41.9,43.4,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-1-A,323,U1340,A,6,6-1,H,1,A,0,150,41.9,43.4,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-1-A,323,U1340,A,6,6-1,H,1,A,0,150,41.9,43.4,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-2-A,323,U1340,A,6,6-2,H,2,A,0,150,43.4,44.9,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-2-A,323,U1340,A,6,6-2,H,2,A,0,150,43.4,44.9,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-2-A,323,U1340,A,6,6-2,H,2,A,0,150,43.4,44.9,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-3-A,323,U1340,A,6,6-3,H,3,A,0,150,44.9,46.4,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-3-A,323,U1340,A,6,6-3,H,3,A,0,150,44.9,46.4,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-3-A,323,U1340,A,6,6-3,H,3,A,0,150,44.9,46.4,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-4-A,323,U1340,A,6,6-4,H,4,A,0,150,46.4,47.9,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-4-A,323,U1340,A,6,6-4,H,4,A,0,150,46.4,47.9,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-4-A,323,U1340,A,6,6-4,H,4,A,0,150,46.4,47.9,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-5-A,323,U1340,A,6,6-5,H,5,A,0,150,47.9,49.4,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-5-A,323,U1340,A,6,6-5,H,5,A,0,150,47.9,49.4,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-5-A,323,U1340,A,6,6-5,H,5,A,0,150,47.9,49.4,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-5-A,323,U1340,A,6,6-5,H,5,A,23,34,48.13,48.24,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,5Y 2.5/1,,,,,,,,,,,,
323-U1340A-6H-6-A,323,U1340,A,6,6-6,H,6,A,0,150,49.4,50.9,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-6-A,323,U1340,A,6,6-6,H,6,A,0,150,49.4,50.9,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-6-A,323,U1340,A,6,6-6,H,6,A,0,150,49.4,50.9,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-7-A,323,U1340,A,6,6-7,H,7,A,0,78,50.9,51.68,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-7-A,323,U1340,A,6,6-7,H,7,A,0,78,50.9,51.68,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-7-A,323,U1340,A,6,6-7,H,7,A,0,78,50.9,51.68,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-6H-CC-A,323,U1340,A,6,6-CC,H,CC,A,0,24,51.68,51.92,diatom clay,"Shepard, 1954",,diatom clay,55,soft,10Y 4/1,,,,,,,,,,,,
323-U1340A-6H-CC-A,323,U1340,A,6,6-CC,H,CC,A,0,24,51.68,51.92,diatom ooze,United States Geological Survey,,diatom ooze,10,soft,5Y 4/4,,,,,diatom rich,,,,,,,
323-U1340A-6H-CC-A,323,U1340,A,6,6-CC,H,CC,A,0,24,51.68,51.92,diatom ooze,United States Geological Survey,,diatom ooze,35,soft,5Y 4/2,,,,,clay rich,,,,,,,
323-U1340A-7H-1-A,323,U1340,A,7,7-1,H,1,A,0,150,51.4,52.9,diatom silt,"Shepard, 1954",nannofossil- and foraminifer-bearing,nannofossil- and foraminifer-bearing diatom silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1340A-7H-2-A,323,U1340,A,7,7-2,H,2,A,0,25,52.9,53.15,diatom silt,"Shepard, 1954",nannofossil- and foraminifer-bearing,nannofossil- and foraminifer-bearing diatom silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1340A-7H-2-A,323,U1340,A,7,7-2,H,2,A,25,50,53.15,53.4,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-7H-2-A,323,U1340,A,7,7-2,H,2,A,50,136,53.4,54.26,diatom silt,"Shepard, 1954",nannofossil- and foraminifer-bearing,nannofossil- and foraminifer-bearing diatom silt,100,soft,5Y 3/2,,,,,,,,,,,,
323-U1340A-7H-2-A,323,U1340,A,7,7-2,H,2,A,136,144,54.26,54.34,diatom ooze,United States Geological Survey,,diatom ooze,100,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-7H-2-A,323,U1340,A,7,7-2,H,2,A,144,150,54.34,54.4,nannofossil diatom ooze,Leg 323,,nannofossil diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,
323-U1340A-7H-3-A,323,U1340,A,7,7-3,H,3,A,0,3,54.4,54.43,nannofossil diatom ooze,Leg 323,,nannofossil diatom ooze,100,soft,5Y 5/3,,,,,,,,,,,,
323-U1340A-7H-3-A,323,U1340,A,7,7-3,H,3,A,3,150,54.43,55.9,diatom ooze,United States Geological Survey,,diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,
323-U1340A-7H-3-A,323,U1340,A,7,7-3,H,3,A,3,150,54.43,55.9,diatom silt,"Shepard, 1954",nannofossil- and foraminifer-bearing,nannofossil- and foraminifer-bearing diatom silt,50,soft,5Y 3/2,,,,,,,,,,,,
323-U1340A-7H-4-A,323,U1340,A,7,7-4,H,4,A,0,147,55.9,57.37,diatom ooze,United States Geological Survey,,diatom ooze,50,soft,5Y 4/2,,,,,,,,,,,,
