Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
359-U1468A-23F-3-A,30,55,153.3,153.55,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,23,F,3,A,
359-U1468A-23F-3-A,55,82,153.55,153.82,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Lepidocyclina, Amphistegina",,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,23,F,3,A,
359-U1468A-23F-3-A,82,122,153.82,154.22,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,"Unlithified large benthic foraminifera-rich GRAINSTONE. Well-sorted, very coarse- to granule-grained.",,,,359,U1468,A,23,F,3,A,
359-U1468A-23F-CC-A,0,10,154.22,154.32,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5Y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich RUDSTONE.,,,,359,U1468,A,23,F,CC,A,
359-U1468A-24F-1-A,0,68,154.7,155.38,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5Y 8/3 (pale yellow),granule,8,foraminifera (large benthic),"Lepidocyclina, Amphistegina",echinoderm,spines,,,,,,,,,,,,,,CAVE IN.,,,,359,U1468,A,24,F,1,A,
359-U1468A-24F-1-A,68,150,155.38,156.2,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/3 (pale yellow),medium sand,5,foraminifera (large benthic),"Lepidocyclina, Amphistegina",shell fragment,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE. Poorly sorted.,,,,359,U1468,A,24,F,1,A,
359-U1468A-24F-2-A,0,50,156.2,156.7,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (A), Lepidocyclina (C), Amphistegina (A)",echinoderm,spines,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE. Poorly sorted.,,,,359,U1468,A,24,F,2,A,
359-U1468A-24F-2-A,50,64,156.7,156.84,large benthic foraminifer rich,wackestone,2,large benthic foraminifer rich wackestone,partially lithified,3,2.5Y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),"Sphaerogypsina globulus (A), Lepidocyclina (C), Amphistegina (A)",echinoderm,spines,,,organic material,,,,,,,,,,,Partially lithified large benthic foraminifera-rich WACKESTONE.,,,,359,U1468,A,24,F,2,A,
359-U1468A-24F-2-A,64,140,156.84,157.6,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (A), Lepidocyclina (C), Amphistegina (A)",echinoderm,spines,,,organic material,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich PACKSTONE. Poorly sorted. Organic matter, GRAINSTONE interlayers (68-73, 93-98, 129-133).",,,,359,U1468,A,24,F,2,A,
359-U1468A-24F-3-A,0,120,157.7,158.9,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (A), Lepidocyclina (C), Amphistegina (A)",echinoderm,spines,calcareous bioclast,,organic material,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE. Poorly sorted.,,,,359,U1468,A,24,F,3,A,
359-U1468A-25F-1-A,0,53,159.4,159.93,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5Y 8/3 (pale yellow),granule,8,foraminifera (large benthic),"Sphaerogypsina globulus (A), Lepidocyclina Â©",,,,,aggregate,,,,,,,,,,,CAVE IN.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,53,84,159.93,160.24,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Lithification varies.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,84,86,160.24,160.26,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),fine sand,4,foraminifera (large benthic),,,,,,organic material,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Organic rich.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,86,100,160.26,160.4,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,100,118,160.4,160.58,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Lithification varies.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,118,129,160.58,160.69,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,129,138,160.69,160.78,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Lithification varies.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,138,143,160.78,160.83,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-1-A,143,150,160.83,160.9,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,25,F,1,A,
359-U1468A-25F-2-A,0,32,160.9,161.22,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE (POORLY WASHED GRAINSTONE).,,,,359,U1468,A,25,F,2,A,
359-U1468A-25F-2-A,32,42,161.22,161.32,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,25,F,2,A,
359-U1468A-25F-2-A,42,58,161.32,161.48,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE (POORLY WASHED GRAINSTONE).,,,,359,U1468,A,25,F,2,A,
359-U1468A-25F-2-A,58,81,161.48,161.71,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,25,F,2,A,
359-U1468A-25F-2-A,81,150,161.71,162.4,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (large benthic),,echinoderm,spines,calcareous bioclast,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE to GRAINSTONE (POORLY WASHED GRAINSTONE).,,,,359,U1468,A,25,F,2,A,
359-U1468A-25F-3-A,0,41,162.4,162.81,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/4 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (C), Lepidocyclina (C), Amphistegina (A)",,,,,organic material,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,25,F,3,A,
359-U1468A-25F-3-A,41,75,162.81,163.15,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/4 (pale yellow),medium sand,5,foraminifera (large benthic),"Sphaerogypsina globulus (C), Lepidocyclina (C), Amphistegina (A)",,,,,organic material,,,,,,,,,,,"Partially lithified large benthic foraminifera-rich PACKSTONE. Mottling with dark color, possible bioturbation.",,,,359,U1468,A,25,F,3,A,
359-U1468A-25F-3-A,75,104,163.15,163.44,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/4 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (C), Lepidocyclina (C), Amphistegina (A)",,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,25,F,3,A,
359-U1468A-25F-3-A,104,131,163.44,163.71,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/4 (pale yellow),medium sand,5,foraminifera (large benthic),"Sphaerogypsina globulus (C), Lepidocyclina (C), Amphistegina (A)",,,,,organic material,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,25,F,3,A,
359-U1468A-25F-CC-A,0,13,163.72,163.85,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,partially lithified,3,2.5y 7/2 (light gray),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (C), Amphistegina (A)",,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,25,F,CC,A,
359-U1468A-26F-1-A,0,38,164.1,164.48,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5y 8/3 (pale yellow),granule,8,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,CAVE IN.,,,,359,U1468,A,26,F,1,A,
359-U1468A-26F-1-A,38,76,164.48,164.86,large benthic foraminifer rich,wackestone,2,large benthic foraminifer rich wackestone,unlithified,1,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich WACKESTONE.,,,,359,U1468,A,26,F,1,A,
359-U1468A-26F-1-A,76,121,164.86,165.31,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,,,,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,26,F,1,A,
359-U1468A-26F-2-A,0,24,165.31,165.55,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Sorting.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,24,28,165.55,165.59,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE. Sorting.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,28,34,165.59,165.65,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5Y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,34,50,165.65,165.81,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,slight,2,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,50,56,165.81,165.87,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,slight,2,,,,Unlithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,56,78,165.87,166.09,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,slight,2,,,,Unlithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,78,106,166.09,166.37,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),,calcareous bioclast,,,,,,normal grading,,,,slight,2,,sharp,horizontal,Unlithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,106,122,166.37,166.53,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,partially lithified,3,2.5Y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),,calcareous bioclast,,red algae,,,,normal grading,,,,,,,,,Partially lithified large benthic foraminifera-rich RUDSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-2-A,122,140,166.53,166.71,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),,calcareous bioclast,,,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,26,F,2,A,
359-U1468A-26F-3-A,0,125,166.81,168.06,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),"Lepidocyclina (flat), Amphistegina (round)",echinoderm,spines,,,,,,,,,,,,,,"Unlithified large benthic foraminifera-rich GRAINSTONE. Poorly sorted, uniform grain size. All large benthic foraminifera are small size.",,,,359,U1468,A,26,F,3,A,
359-U1468A-26F-CC-A,0,8,168.06,168.14,large benthic foraminifer rich,grainstone,4,large benthic foraminifer rich grainstone,unlithified,1,2.5Y 8/3 (pale yellow),coarse sand,6,foraminifera (large benthic),,,,,,,,,,,,,,,,,Partially lithified large benthic foraminifera-rich GRAINSTONE.,,,,359,U1468,A,26,F,CC,A,
359-U1468A-27H-1-A,0,38,168.8,169.18,large benthic foraminifer rich,rudstone,6,large benthic foraminifer rich rudstone,unlithified,1,2.5y 8/2 (pale yellow),granule,8,foraminifera (large benthic),,,,,,,,,,,,,,,,,CAVE IN.,,,,359,U1468,A,27,H,1,A,
359-U1468A-27H-1-A,38,58,169.18,169.38,large benthic foraminifer rich,wackestone,2,large benthic foraminifer rich wackestone,unlithified,1,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),"Sphaerogypsina globulus, Amphistegina",calcareous bioclast,,,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich WACKESTONE.,,,,359,U1468,A,27,H,1,A,
359-U1468A-27H-2-A,0,108,169.38,170.46,large benthic foraminifer rich,wackestone,2,large benthic foraminifer rich wackestone,unlithified,1,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),,,,,,,,,,,,,,,,,Unlithified large benthic foraminifera-rich WACKESTONE.,,,,359,U1468,A,27,H,2,A,
359-U1468A-27H-3-A,0,26,170.46,170.72,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,unlithified,1,2.5y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (F), Lepidocyclina (F), Amphistegina (F)",echinoderm,spines,,,aggregate,,,,,,,,,,,Unlithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,27,H,3,A,
359-U1468A-27H-3-A,26,42,170.72,170.88,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (F), Lepidocyclina (F), Amphistegina (F)",echinoderm,spines,,,aggregate,,,,,,,,,,,Partially lithified large benthic foraminifera-rich PACKSTONE.,,,,359,U1468,A,27,H,3,A,
359-U1468A-27H-3-A,42,55,170.88,171.01,large benthic foraminifer rich,wackestone,2,large benthic foraminifer rich wackestone,partially lithified,3,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),"Sphaerogypsina globulus (F), Lepidocyclina (F), Amphistegina (F)",echinoderm,spines,,,aggregate,,,,,,,,,,,Partially lithified large benthic foraminifera-rich WACKESTONE.,,,,359,U1468,A,27,H,3,A,
359-U1468A-27H-3-A,55,71,171.01,171.17,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (F), Lepidocyclina (F), Amphistegina (F)",echinoderm,spines,,,aggregate,,,,,,,,,,,Partially lithified large benthic foraminifera-rich WACKESTONE. Poorly sorted.,,,,359,U1468,A,27,H,3,A,
359-U1468A-27H-3-A,71,78,171.17,171.24,large benthic foraminifer rich,packstone,3,large benthic foraminifer rich packstone,partially lithified,3,2.5y 8/2 (pale yellow),coarse sand,6,foraminifera (large benthic),"Sphaerogypsina globulus (F), Lepidocyclina (F), Amphistegina (F)",echinoderm,spines,,,aggregate,,,,,,,,,,,Unlithified to partially lithified large benthic foraminifera-rich WACKESTONE. Poorly sorted.,,,,359,U1468,A,27,H,3,A,
359-U1468A-27H-3-A,78,95,171.24,171.41,large benthic foraminifer rich,wackestone,2,large benthic foraminifer rich wackestone,unlithified,1,2.5y 8/2 (pale yellow),very fine sand,3,foraminifera (large benthic),"Sphaerogypsina globulus (F), Lepidocyclina (F), Amphistegina (F)",echinoderm,spines,,,organic material,aggragates,,,,,,,,,,Unlithified large benthic foraminifera-rich WACKESTONE.,,,,359,U1468,A,27,H,3,A,
