Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Ship File Links,Shore File Links,Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Suffix,Minor Lithology Prefix,Lithology Suffix
340-U1400C-2H-CC-A,340,U1400,C,2,2-CC,H,CC,A,3,7,21.65,21.69,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,0,45,21.6,22.05,high [drilling disturbance],6,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,Drilling disturbance,100,40,pebble [W22_2],0,,0,,0,,0,,0,,60,pebble [W22_2],,,angular,0,0,0,0,0,0,0,0,0,0,,,,,No matrix,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,45,56,22.05,22.16,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,56,57,22.16,22.17,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,57,64.5,22.17,22.245,slight [drilling disturbance],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,57,64.5,22.17,22.245,,2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,64.5,79,22.245,22.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,79,80,22.39,22.4,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,80,85,22.4,22.45,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,85,86,22.45,22.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,"Bioturbated, ashfall?",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,86,88,22.46,22.48,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,88,93,22.48,22.53,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,"Bioturbated, ashfall?",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,80,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,93,130,22.53,22.9,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,130,133.5,22.9,22.935,slight [drilling disturbance],,ash [F&S84],100,fine sand [T07],4,,,,,100,Ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,10,83,0,0,5,0,0,2,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,130,133.5,22.9,22.935,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,133.5,136.5,22.935,22.965,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,100,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,136.5,143,22.965,23.03,slight [drilling disturbance],2,ash [F&S84],100,fine medium sand [T07],5,,,,,100,Ashfall,,0,,0,,0,,0,,0,,0,,0,,,,,15,15,10,0,60,0,0,0,0,0,,very well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,136.5,143,22.965,23.03,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400C-3H-1-A,340,U1400,C,3,3-1,H,1,A,143,150,23.03,23.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,0,17,23.1,23.27,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,17,23,23.27,23.33,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,23,29,23.33,23.39,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,29,35,23.39,23.45,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,35,38,23.45,23.48,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,38,40,23.48,23.5,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,40,49,23.5,23.59,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,49,53,23.59,23.63,minimal [drilling disturbance],1,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,53,80,23.63,23.9,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,80,98,23.9,24.08,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,98,113,24.08,24.23,minimal [drilling disturbance],1,ash [F&S84],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,113,142,24.23,24.52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,142,148,24.52,24.58,minimal [drilling disturbance],1,ash [F&S84],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-2-A,340,U1400,C,3,3-2,H,2,A,148,150,24.58,24.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,10,0,0,0,0,85,,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-3H-3-A,340,U1400,C,3,3-3,H,3,A,0,25,24.6,24.85,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Silty Hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-3-A,340,U1400,C,3,3-3,H,3,A,25,151,24.85,26.11,slight to moderate [drilling disturbance],3,muddy sand [Leg183],100,coarse sand [T07],7,,,,,100,Debritic chaotic mixture of hemipelagite and volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,5,0,20,0,0,10,10,50,,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-4-A,340,U1400,C,3,3-4,H,4,A,0,150,26.11,27.61,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Inclined motled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-5-A,340,U1400,C,3,3-5,H,5,A,0,58,27.61,28.19,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,"Mottled hemipelagic sediment, inclined",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-6-A,340,U1400,C,3,3-6,H,6,A,0,104,28.19,29.23,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Massive vilcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,,5,,65,,10,5,5,0,100,moderate [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-CC-A,340,U1400,C,3,3-CC,H,CC,A,0,11,29.23,29.34,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,5,0,65,0,0,0,0,20,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-3H-CC-A,340,U1400,C,3,3-CC,H,CC,A,11,16,29.34,29.39,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-1-A,340,U1400,C,4,4-1,H,1,A,0,15,29.3,29.45,high [drilling disturbance],6,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,30,0,,0,,100,granule [T07],0,,0,,0,,0,,100,,rounded,0,0,5,0,10,0,0,0,0,85,100,moderately well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-4H-1-A,340,U1400,C,4,4-1,H,1,A,15,30,29.45,29.6,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined boundary or contact @ 44 deg.,,,,,,,,,
340-U1400C-4H-1-A,340,U1400,C,4,4-1,H,1,A,30,65,29.6,29.95,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,40,45,0,0,0,5,0,100,well [BP01],absent [alteration],0,,,,,inclined boundary or contact @ 37 deg.,,,,,,,,,
340-U1400C-4H-1-A,340,U1400,C,4,4-1,H,1,A,65,88,29.95,30.18,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined boundary or contact @ 28 deg.,,,,,,,,,
340-U1400C-4H-1-A,340,U1400,C,4,4-1,H,1,A,88,90,30.18,30.2,minimal [drilling disturbance],1,ash [F&S84],100,granule [T07],9,,,,,100,,100,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,0,0,0,0,0,0,0,0,0,0,0,,absent [alteration],0,NO MATRIX!,,,,inclined boundary or contact @ 28 deg.,,,,,,,,,
340-U1400C-4H-1-A,340,U1400,C,4,4-1,H,1,A,90,150,30.2,30.8,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,75,0,0,0,0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-2-A,340,U1400,C,4,4-2,H,2,A,0,40,30.8,31.2,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,,20,100,granule [T07],0,,0,,0,,0,,0,,0,,100,,rounded,10,0,10,0,75,0,0,0,0,5,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-2-A,340,U1400,C,4,4-2,H,2,A,40,150,31.2,32.3,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,10,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,0,7,32.3,32.37,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,7,8,32.37,32.38,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,calcareous sand [Leg210],50,fine sand [T07],4,100,Fine volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,30,0,0,0,10,40,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,8,76,32.38,33.06,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,76,82,33.06,33.12,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],50,fine sand [T07],4,calcareous sand [Leg210],50,fine sand [T07],4,100,Fine volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,10,0,30,0,0,0,10,40,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,82,84,33.12,33.14,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,84,85,33.14,33.15,moderate [drilling disturbance],4,ash [F&S84],100,fine medium sand [T07],5,,,,,100,Volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,80,0,5,0,0,0,100,well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,85,102,33.15,33.32,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,102,107,33.32,33.37,moderate [drilling disturbance],4,ash [F&S84],100,fine medium sand [T07],5,,,,,100,Volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,80,0,5,0,0,0,100,well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
340-U1400C-4H-3-A,340,U1400,C,4,4-3,H,3,A,107,147,33.37,33.77,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-4-A,340,U1400,C,4,4-4,H,4,A,0,38,33.77,34.15,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Contorted hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,10,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-4H-4-A,340,U1400,C,4,4-4,H,4,A,38,38,34.15,34.15,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Volcaniclastic sand layer,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,25,0,10,10,0,45,100,moderately well [BP01],absent [alteration],0,other; oxidized lava,,,,,,,,,,,,,
