Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,Lithology Principal Name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Ship File Links,Shore File Links,Groundmass comments,File Data,Extra Sample ID Data,Lithology Prefix,Minor Lithology Suffix,Minor Lithology Prefix,Lithology Suffix
340-U1400C-16H-CC-A,340,U1400,C,16,16-CC,H,CC,A,0,5,134.17,134.22,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,PAL,,,,,,,,,,,,,
340-U1400C-16H-CC-A,340,U1400,C,16,16-CC,H,CC,A,5,24,134.22,134.41,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,15,0,0,0,0,85,100,moderate [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-17H-1-A,340,U1400,C,17,17-1,H,1,A,0,150,134.1,135.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-17H-2-A,340,U1400,C,17,17-2,H,2,A,0,105,135.6,136.65,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-17H-2-A,340,U1400,C,17,17-2,H,2,A,105,106,136.65,136.66,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,85,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-2-A,340,U1400,C,17,17-2,H,2,A,106,111,136.66,136.71,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-17H-2-A,340,U1400,C,17,17-2,H,2,A,111,114,136.71,136.74,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,0,0,80,0,0,5,0,10,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-2-A,340,U1400,C,17,17-2,H,2,A,114,150,136.74,137.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,0,12,137.1,137.22,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,12,20,137.22,137.3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Fine volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,55,0,10,10,5,15,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,20,45,137.3,137.55,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,45,49,137.55,137.59,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Sandy volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,65,0,10,5,10,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,49,77,137.59,137.87,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,77,78,137.87,137.88,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Sandy volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,65,0,10,5,10,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,78,85,137.88,137.95,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,85,89,137.95,137.99,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Fine volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,75,0,10,0,10,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,89,103,137.99,138.13,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,103,110,138.13,138.2,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Sandy volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,60,0,10,7,8,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,110,134,138.2,138.44,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,134,136,138.44,138.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Fine volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,60,0,10,7,8,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-3-A,340,U1400,C,17,17-3,H,3,A,136,148,138.46,138.58,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,0,33,138.58,138.91,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,33,46,138.91,139.04,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,10,0,85,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,46,86,139.04,139.44,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,86,87,139.44,139.45,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,70,0,0,5,10,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,87,107,139.45,139.65,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,107,111,139.65,139.69,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,20,80,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,111,119,139.69,139.77,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,119,120,139.77,139.78,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,20,80,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,120,125,139.78,139.83,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,125,131,139.83,139.89,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,20,80,0,0,0,0,0,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-4-A,340,U1400,C,17,17-4,H,4,A,131,147,139.89,140.05,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,1,0,0,5,2,92,100,well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,0,47,140.05,140.52,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,47,60,140.52,140.65,slight [drilling disturbance],2,ash [F&S84],100,coarse sand [T07],7,,,,,100,Graded volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,10,0,5,0,80,0,0,0,5,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,60,81,140.65,140.86,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,81,82,140.86,140.87,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Fine volcanic ash ,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,75,0,10,0,10,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,82,95,140.87,141,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,95,96,141,141.01,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Fine volcanic ash ,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,60,0,10,7,8,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-5-A,340,U1400,C,17,17-5,H,5,A,96,146,141.01,141.51,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Fine hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,0,9,141.51,141.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,9,10,141.6,141.61,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,85,0,0,0,0,0,100,moderately well [BP01],absent [alteration],0,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,10,38,141.61,141.89,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,38,55,141.89,142.06,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,75,0,0,15,0,0,100,moderately well [BP01],absent [alteration],0,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,55,99,142.06,142.5,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,99,121,142.5,142.72,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,20,20,0,55,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,includes 10% oxidised massive lava,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,121,144,142.72,142.95,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,144,145,142.95,142.96,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,10,0,85,0,0,0,0,5,100,moderately well [BP01],absent [alteration],0,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-6-A,340,U1400,C,17,17-6,H,6,A,145,147,142.96,142.98,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 30 deg.,,,,,,,,,
340-U1400C-17H-7-A,340,U1400,C,17,17-7,H,7,A,0,12,142.98,143.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 20 deg.,,,,,,,,,
340-U1400C-17H-7-A,340,U1400,C,17,17-7,H,7,A,12,18,143.1,143.16,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,20,0,55,0,0,0,0,25,100,moderately well [BP01],absent [alteration],0,,,,,inclined layers @ 20 deg.,,,,,,,,,
340-U1400C-17H-7-A,340,U1400,C,17,17-7,H,7,A,18,63,143.16,143.61,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 20 deg.,,,,,,,,,
340-U1400C-17H-7-A,340,U1400,C,17,17-7,H,7,A,63,72,143.61,143.7,slight [drilling disturbance],2,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,15,0,10,0,65,0,0,0,0,10,100,moderately well [BP01],absent [alteration],0,,,,,inclined layers @ 20 deg.,,,,,,,,,
340-U1400C-17H-7-A,340,U1400,C,17,17-7,H,7,A,72,83,143.7,143.81,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,inclined layers @ 20 deg.,,,,,,,,,
340-U1400C-17H-CC-A,340,U1400,C,17,17-CC,H,CC,A,0,4,143.81,143.85,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,,,,,,,,
340-U1400C-17H-CC-A,340,U1400,C,17,17-CC,H,CC,A,4,30,143.85,144.11,destroyed [drilling disturbance],8,muddy sand [Leg183],100,coarse sand [T07],7,,,,,100,Muddy sand in core catcher,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,5,0,20,0,0,10,5,60,100,very poor [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-1-A,340,U1400,C,18,18-1,H,1,A,0,130,143.6,144.9,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,20,0,65,0,0,0,0,10,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-1-A,340,U1400,C,18,18-1,H,1,A,130,150,144.9,145.1,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,15,0,0,0,0,0,0,85,100,well [BP01],rare [alteration],2,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,0,7,145.1,145.17,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,7,10,145.17,145.2,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Fine volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,8,0,15,0,70,0,7,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,10,38,145.2,145.48,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,38,41,145.48,145.51,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Fine volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,8,0,15,0,70,0,7,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,41,66,145.51,145.76,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,66,69,145.76,145.79,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Fine volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,8,0,15,0,70,0,7,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,69,97,145.79,146.07,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,97,100,146.07,146.1,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,Fine volcanic ash,0,0,,0,,0,,0,,0,,0,,0,,0,,,8,0,15,0,70,0,7,0,0,0,100,well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-2-A,340,U1400,C,18,18-2,H,2,A,100,150,146.1,146.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Mottled hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,15,5,80,100,moderately well [BP01],absent [alteration],0,,,,,,,,,,,,,,
340-U1400C-18H-3-A,340,U1400,C,18,18-3,H,3,A,0,10,146.6,146.7,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-18H-3-A,340,U1400,C,18,18-3,H,3,A,10,14,146.7,146.74,minimal [drilling disturbance],1,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,85,0,0,0,5,0,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-18H-3-A,340,U1400,C,18,18-3,H,3,A,14,17,146.74,146.77,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,85,0,0,0,5,0,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-18H-3-A,340,U1400,C,18,18-3,H,3,A,17,22,146.77,146.82,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,10,5,85,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
340-U1400C-18H-3-A,340,U1400,C,18,18-3,H,3,A,22,24,146.82,146.84,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Ashfall? or turbidite,0,0,,0,,0,,0,,0,,0,,0,,0,,,5,0,5,0,85,0,0,0,5,0,100,moderately well [BP01],absent [alteration],0,,contorted strata [BJ80],,,Inclined strata,,,,,,,,,
