Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
366-U1498A-3R-2-03,0,11.5,16.295,16.41,IIB,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 6/N (gray),,lithified,,,,,One large piece of partially serpentinized harzburgite cut by one wide serpentine vein (2 mm + 4 mm dark gray halo) and many thin veins. The wide vein is dark black - may be rich in magnetite. Relatively fresh - may be less than 50% serpentine.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,03,
366-U1498A-3R-2-04,0,11,16.41,16.52,IIB,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 1 2.5/N (black),,lithified,,,,,"Large piece of pyroxene-rich dunite. Dark black color, with paler Opx. One large light area may be giant pyroxene.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,04,
366-U1498A-3R-2-05,0,11.5,16.52,16.635,IIB,,,,,,,serpentinized,dunite,clast,serpentinized dunite clast,GLEY 1 2.5/N (black),,lithified,,,,,"Two large pieces of dunite, pyroxene rich. Bottom of piece may grade into harzburgite. Pieces fit together, originally one piece. Thin serpetine veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,05,
366-U1498A-3R-2-06,0,6.5,16.635,16.7,IIB,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/N (very dark gray),,lithified,,,,,Small piece of pyroxene poor harzburgite.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,06,
366-U1498A-3R-2-07,0,6.5,16.7,16.765,IIB,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/N (very dark gray),,lithified,,,,,"Single piece of harzburgite, may grade into dunite on one edge.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,07,
366-U1498A-3R-2-08,0,7.5,16.765,16.84,IIB,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/N (very dark gray),,lithified,,,,,"Single piece of serpentinized harzburgite, cut by thin serpentine veins. Appears to have faint foliation defined by thin shear bands.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,08,
366-U1498A-3R-2-09,0,5,16.84,16.89,IIB,,,,,,,serpentinized,harzburgite,clast,serpentinized harzburgite clast,GLEY 1 3/N (very dark gray),,lithified,,,,,"Single piece of harzburgite, may grade into dunite on one edge.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,09,
366-U1498A-3R-2-10,0,3,16.89,16.92,IIC,,,,,,,mafic,metabasite,clast,mafic metabasite clast,GLEY 1 6/10Y (greenish gray),,lithified,,,,,Two pieces of meta basalt. Pale greenish grey. Fine plag laths with pyroxene and glass(?). Small vesicles up to 2 mm filled with blue clay - saponite? Very low metamorphic grade.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,10,
366-U1498A-3R-2-11,0,5,16.92,16.97,IIC,,,,,,,mafic,metabasite,clast,mafic metabasite clast,GLEY 1 6/10Y (greenish gray),,lithified,,,,,"Single piece of pale grey metabasalt, with clearly visible intergranular to intersertal textures. Small saponite filled vesicles. One side of clast is darker grey, looks like fresh unaltered center of the cobble. Concentric weathering rinds support this interpretation.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,11,
366-U1498A-3R-2-12,0,13,16.97,17.1,IIC,,,,,,,polymictic,breccia,clast,polymictic breccia clast,GLEY 1 4/5G (dark greenish gray),,lithified,,,,,"Single piece of polymict breccia containing clasts of UM rock, vesicular volcanics, green and white serpentine chips, non-vesicular basalts. Several clasts up to 2 cm, most granules (<0.5 cm).",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,12,
366-U1498A-3R-2-13,0,8.5,17.1,17.185,IIC,,,,,,,polymictic,breccia,clast,polymictic breccia clast,GLEY 1 5/10GY (greenish gray),,lithified,,,,,Single piece of polymict breccia with clasts of UM rock and volcanic rock. Volcanic clasts are dominant; up to 2-3 cm in size. One UM clast 3 cm. Many small granules.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,13,
366-U1498A-3R-2-14,0,6,17.185,17.245,IIC,,,,,,,polymictic,breccia,clast,polymictic breccia clast,GLEY 1 5/10GY (greenish gray),,lithified,,,,,Single piece of polymict breccia; clasts less well defined - may be very large. Mostly pale green meta basalts.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,14,
366-U1498A-3R-2-15,0,5,17.245,17.295,IIC,,,,,,,polymictic,breccia,clast,polymictic breccia clast,GLEY 1 5/10GY (greenish gray),,lithified,,,,,Single piece of polymict breccia. Clasts to 2 cm; mostly meta basalt.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,15,
366-U1498A-3R-2-16,0,7,17.295,17.365,IIC,,,,,,,polymictic,breccia,clast,polymictic breccia clast,GLEY 1 5/10GY (greenish gray),,lithified,,,,,Single piece of polymict breccia. Clasts not well defined - matrix is more crystalline. Clasts mostly 1 cm across. Matrix is fine grained material similar to the clasts.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,16,
366-U1498A-3R-2-17,0,3.5,17.365,17.4,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 1 3/N (very dark gray),,lithified,,,,,"Single piece of UM rock, with plumose sprays of fibrous mineral associated with pyroxene - may be antigorite.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,17,
366-U1498A-3R-2-18,0,6,17.4,17.46,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 8/10B (light bluish gray),,lithified,,,,,Four piece - 3 ultramafic rocks and one meta volcanic.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,2,18,
366-U1498A-3R-3-01,0,16,17.46,17.62,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 8/10B (light bluish gray),,,,,,,Described in intrusive mantle tab.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,01,
366-U1498A-3R-3-02,0,5.5,17.62,17.675,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 8/10B (light bluish gray),,,,,,,Described in intrusive mantle tab.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,02,
366-U1498A-3R-3-03,0,5,17.675,17.725,IIC,,,,,,,mafic,breccia,clast,mafic breccia clast,GLEY 2 8/10B (light bluish gray),,lithified,,,,,Single piece of polymict breccia; clasts less well defined - may be very large. Mostly pale green meta basalts.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,03,
366-U1498A-3R-3-04,0,5.5,17.725,17.78,IIC,,,,,,,mafic,breccia,clast,mafic breccia clast,GLEY 2 8/10B (light bluish gray),,lithified,,,,,Single piece of polymict breccia; clasts less well defined - may be very large. Mostly pale green meta basalts.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,04,
366-U1498A-3R-3-05,0,6,17.78,17.84,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 8/10B (light bluish gray),,lithified,,,,,"Large piece of pyroxene-rich dunite to harzburgite. Dark black color, with paler Opx. One large light area may be giant pyroxene.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,05,
366-U1498A-3R-3-06,0,11,17.84,17.95,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 8/10B (light bluish gray),,lithified,,,,,"Pieces of pyroxene-rich dunite to harzburgite. Dark black color, with paler Opx.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,06,
366-U1498A-3R-3-07,0,8,17.95,18.03,IIC,,,,,,,serpentinized,ultramafic rock,clast,serpentinized ultramafic rock clast,GLEY 2 8/10B (light bluish gray),,lithified,,,,,"One large piece of partially serpentinized harzburgite cut by one thin serpentine vein. ~70 % serpentinization, single Px clasts",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,3,R,3,07,
366-U1498A-4R-1-A,0,18,25.8,25.98,IIIA,1,serpentinite clast,15,,,,,serpentinite,clast,serpentinite clast,GLEY 2 2.5/5B (bluish black),,,,,,,Single piece of serpentinized dunite,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,0,18,25.8,25.98,IIIA,2,serpentinite mud with pelagic sediment,10,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 1 6/5GY (greenish gray),,unconsolidated,clay,1,clay,1,layered serpentinite mud with beds of pelagic sediment; layer thicknesses btw. 1 and 20 cm,,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,0,18,25.8,25.98,IIIA,3,greenish gray serpentinite mud,55,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 2 5/10BG (greenish gray),,unconsolidated,clay,1,clay,1,layered serpentinite mud with beds of pelagic sediment; layer thicknesses btw. 1 and 20 cm,,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,0,18,25.8,25.98,IIIA,4,bluish gray serpentinite mud,20,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,clay,1,clay,1,layered serpentinite mud with beds of pelagic sediment; layer thicknesses btw. 1 and 20 cm,,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,18,113,25.98,26.93,IIIA,1,greenish gray serpentinite mud,50,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 2 6/10G (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; layer thicknesses btw. 1 and 20 cm",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,18,113,25.98,26.93,IIIA,2,bluish gray serpentinite mud,30,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; layer thicknesses btw. 1 and 20 cm",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,18,113,25.98,26.93,IIIA,3,serpentinite mud with pelagic sediment,20,curviplanar,sharp,horizontal,silty,mud,,silty mud,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; layer thicknesses btw. 1 and 20 cm",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,113,125,26.93,27.05,IIIA,1,serpentinite mud with pelagic sediment,65,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded, layer thicknesses btw. 1 and 20 cm; unconformity with inclined layering.",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,113,125,26.93,27.05,IIIA,2,greenish gray serpentinite mud,25,curviplanar,sharp,horizontal,silty,mud,,silty mud,GLEY 2 6/10G (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded, layer thicknesses btw. 1 and 20 cm; unconformity with inclined layering.",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,113,125,26.93,27.05,IIIA,3,bluish gray serpentinite mud,10,curviplanar,sharp,horizontal,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded, layer thicknesses btw. 1 and 20 cm; unconformity with inclined layering.",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,125,151,27.05,27.31,IIIA,1,bluish gray serpentinite mud,40,,,,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-1-A,125,151,27.05,27.31,IIIA,2,greenish gray serpentinite mud,60,,,,serpentinite,mud,,serpentinite mud,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded, interlayering of green and blue serpentinite mud at mm to 5 cm scale",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,1,A,
366-U1498A-4R-2-A,0,45,27.31,27.76,IIIA,1,bluish gray serpentinite mud,75,planar,sharp,inclined,serpentinite,mud,,serpentinite mud,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; 0-9 cm green serpentinite mud 9-44 cm blue serpentimite mud both with mm-tick interlayering.",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-2-A,0,45,27.31,27.76,IIIA,2,greenish gray serpentinite mud,25,planar,sharp,inclined,serpentinite,mud,,serpentinite mud,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-2-A,45,75,27.76,28.06,IIIA,1,silty mud with sand,50,planar,scoured,horizontal,silty,mud,with sand,silty mud with sand,GLEY 2 6/10G (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; 45-50 cm; greenish-brownish silty pelagic sediment 50-52 cm: greenish gray serpentinite mud, laterally changing with blue serpentinite mud 52-65 cm: blue serpentinite mud with mm layers of green serpentinite mud, continously grading into 65-73 cm: greenish-brownish silty pelagic sediment with mm interlayers of green and blue serpentinite mud 73-75 cm: green serpentinite mud top and bottom of interval with sharp contact of greenish brown pelagic sediment with blue serpentinite mud above and below. internal flow structures (sliding and slumping folds) and internal layer unconformities",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-2-A,45,75,27.76,28.06,IIIA,2,bluish gray serpentinite mud,35,planar,scoured,horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; 45-50 cm; greenish-brownish silty pelagic sediment 50-52 cm: greenish gray serpentinite mud, laterally changing with blue serpentinite mud 52-65 cm: blue serpentinite mud with mm layers of green serpentinite mud, continously grading into 65-73 cm: greenish-brownish silty pelagic sediment with mm interlayers of green and blue serpentinite mud 73-75 cm: green serpentinite mud top and bottom of interval with sharp contact of greenish brown pelagic sediment with blue serpentinite mud above and below. internal flow structures (sliding and slumping folds) and internal layer unconformities",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-2-A,45,75,27.76,28.06,IIIA,3,greenish gray serpentinite mud,15,planar,scoured,horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded; 45-50 cm; greenish-brownish silty pelagic sediment 50-52 cm: greenish gray serpentinite mud, laterally changing with blue serpentinite mud 52-65 cm: blue serpentinite mud with mm layers of green serpentinite mud, continously grading into 65-73 cm: greenish-brownish silty pelagic sediment with mm interlayers of green and blue serpentinite mud 73-75 cm: green serpentinite mud top and bottom of interval with sharp contact of greenish brown pelagic sediment with blue serpentinite mud above and below. internal flow structures (sliding and slumping folds) and internal layer unconformities",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-2-A,75,92,28.06,28.23,IIIA,1,bluish gray serpentinite mud,85,planar,scoured,horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered blue serpentinite mud with layers of green serpentinite mud (81-82 cm, 90-92 cm)",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-2-A,75,92,28.06,28.23,IIIA,2,greenish gray serpentinite mud,15,planar,scoured,horizontal,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 1 6/10Y (greenish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with beds of pelagic sediment, internally graded",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,2,A,
366-U1498A-4R-3-A,0,40,28.23,28.63,IIIA,1,bluish gray serpentinite mud,55,,,,serpentinite,mud,with sand,serpentinite mud with sand,GLEY 2 4/10B (dark bluish gray),,unconsolidated,silt,2,coarse sand,6,"layered serpentinite mud with thin layers of beds of pelagic sediment, internally graded; 0-24 cm: greenish gray serpentinite mud with mm to 2 cm layers of blue serpentinite mud, and mm to 5 mm layers of brown mud 24-40 cm: blue sandy serpentinite mud",poor,,lenticular bedded,,,,,,,,,,,,,,,,,,,,,,,,366,U1498,A,4,R,3,A,
