Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,Extra Sample ID Data
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,50,73,446.9,447.13,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,73,79,447.13,447.19,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,5GY 3/1 (very dark greenish gray),very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,absent_339 [DB91],1,,,Possibly turbidite,100,100,,
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,79,83,447.19,447.23,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,83,89,447.23,447.29,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,5GY 3/1 (very dark greenish gray),very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,absent_339 [DB91],1,,,Possibly turbidite,100,100,,
339-U1386C-10R-3-A,339,U1386,C,10,10-3,R,3,,89,150,447.29,447.9,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-4-A,339,U1386,C,10,10-4,R,4,,0,130,447.9,449.2,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,1-5 cm thick silty sand layers are in 65 and 81 cm.,100,100,,
339-U1386C-10R-4-A,339,U1386,C,10,10-4,R,4,,130,141,449.2,449.31,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-4-A,339,U1386,C,10,10-4,R,4,,141,150,449.31,449.4,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-5-A,339,U1386,C,10,10-5,R,5,,0,121,449.4,450.61,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,Two thin (<1 cm) layers of very fine sand at 57 and 76 cm.,100,100,,
339-U1386C-10R-6-A,339,U1386,C,10,10-6,R,6,,0,15,450.61,450.76,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-6-A,339,U1386,C,10,10-6,R,6,,15,31,450.76,450.92,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10Y 5/1 (greenish gray),very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-6-A,339,U1386,C,10,10-6,R,6,,31,55,450.92,451.16,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-6-A,339,U1386,C,10,10-6,R,6,,55,71,451.16,451.32,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,100,10Y 5/1 (greenish gray),very fine sand [W22_2],3,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-6-A,339,U1386,C,10,10-6,R,6,,71,89,451.32,451.5,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,100,10Y 5/1 (greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-10R-CC-A,339,U1386,C,10,10-CC,R,CC,,0,8,451.5,451.58,,gravel,,gravel,gravel,gravel,100,5GY 3/1 (very dark greenish gray),granule [W22_2],8,pebble [W22_2],9,,,,,,,,,,,,,100,sharp contact,,,,,,absent_339 [DB91],1,,,"Quartz, forams, shell fragments, glauconite",100,100,,
339-U1386C-10R-CC-A,339,U1386,C,10,10-CC,R,CC,,8,14,451.58,451.64,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5GY 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,contact not recovered,,,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-11R-1-A,339,U1386,C,11,11-1,R,1,,0,53,452.9,453.43,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,normal grading,very thin bed [B01],,,,sparse_339 [DB91],2,,contorted strata [BJ80],Normal grading in basal 2 cm of interval.  Contorted strata at 9-14 cm.,100,100,,
339-U1386C-11R-1-A,339,U1386,C,11,11-1,R,1,,53,58,453.43,453.48,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,irregular contact,normal grading,very thin bed [B01],,,,sparse_339 [DB91],2,,,Normal grading in basal 2 cm of this interval.,100,100,,
339-U1386C-11R-1-A,339,U1386,C,11,11-1,R,1,,58,79,453.48,453.69,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-11R-1-A,339,U1386,C,11,11-1,R,1,,79,81,453.69,453.71,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,gradational contact,normal grading,very thin bed [B01],,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-11R-1-A,339,U1386,C,11,11-1,R,1,,81,113,453.71,454.03,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,contact not recovered,tilted bedding,,,,,sparse_339 [DB91],2,,,Inclined strata at 101-104 cm,100,100,,
339-U1386C-11R-CC-A,339,U1386,C,11,11-CC,R,CC,,0,8,454.03,454.11,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,contact not recovered,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,0,8,462.4,462.48,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,contact not recovered,,,,,,sparse_339 [DB91],2,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,8,21,462.48,462.61,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 5/1 (greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,,,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,21,28,462.61,462.68,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,,,present [A48],,,absent_339 [DB91],1,,,Two sandstone clasts,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,28,36,462.68,462.76,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,inclined boundary or contact,parallel lamination,medium laminated,,,,sparse_339 [DB91],2,rare [A48],,Small shell fragments.,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,36,42,462.76,462.82,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,tilted bedding,medium laminated,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,42,45,462.82,462.85,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,parallel lamination,medium laminated,,,,absent_339 [DB91],1,rare [A48],,Small shell fragments.,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,45,56,462.85,462.96,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,tilted bedding,medium laminated,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,56,58,462.96,462.98,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,parallel lamination,medium laminated,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,58,68,462.98,463.08,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,68,111,463.08,463.51,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,sharp contact,,,,,,absent_339 [DB91],1,,contorted strata [BJ80],,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,111,114,463.51,463.54,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,inclined boundary or contact,,,,,,absent_339 [DB91],1,,,,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,114,130,463.54,463.7,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,sharp contact,tilted bedding,medium laminated,,,,absent_339 [DB91],1,,,Sand injection pipe at 122-124 cm.,100,100,,
339-U1386C-12R-1-A,339,U1386,C,12,12-1,R,1,,130,150,463.7,463.9,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,80,10Y 4/1 (dark greenish gray),very coarse sand [W22_2],7,pebble [W22_2],9,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,20,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,100,sharp inclined boundary,bed,medium bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Very coarse sand contains common to abundant shell fragments and rare whole macrofossils, including a variety of bivalves and gastropods. ~Whole bivalve at Section 4, 18-22 cm.  Portions of the very coarse sand exhibit convolute bedding, especially as defined by folded and deformed thin interbeds of sandy mud.  
The silty mud varies from massive to medium-laminated.  Some intervals of the silty mud exhibit convolute or inclined lamination.",80,80,,
339-U1386C-12R-2-A,339,U1386,C,12,12-2,R,2,,0,150,463.9,465.4,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,80,10Y 4/1 (dark greenish gray),very coarse sand [W22_2],7,pebble [W22_2],9,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,20,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,100,sharp inclined boundary,bed,medium bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Very coarse sand contains common to abundant shell fragments and rare whole macrofossils, including a variety of bivalves and gastropods. ~Whole bivalve at Section 4, 18-22 cm.  Portions of the very coarse sand exhibit convolute bedding, especially as defined by folded and deformed thin interbeds of sandy mud.  
The silty mud varies from massive to medium-laminated.  Some intervals of the silty mud exhibit convolute or inclined lamination.",80,80,,
339-U1386C-12R-3-A,339,U1386,C,12,12-3,R,3,,0,150,465.4,466.9,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,80,10Y 4/1 (dark greenish gray),very coarse sand [W22_2],7,pebble [W22_2],9,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,20,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,100,sharp inclined boundary,bed,medium bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Very coarse sand contains common to abundant shell fragments and rare whole macrofossils, including a variety of bivalves and gastropods. ~Whole bivalve at Section 4, 18-22 cm.  Portions of the very coarse sand exhibit convolute bedding, especially as defined by folded and deformed thin interbeds of sandy mud.  
The silty mud varies from massive to medium-laminated.  Some intervals of the silty mud exhibit convolute or inclined lamination.",80,80,,
339-U1386C-12R-4-A,339,U1386,C,12,12-4,R,4,,0,82,466.9,467.72,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,80,10Y 4/1 (dark greenish gray),very coarse sand [W22_2],7,pebble [W22_2],9,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,20,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,100,sharp inclined boundary,bed,medium bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Very coarse sand contains common to abundant shell fragments and rare whole macrofossils, including a variety of bivalves and gastropods. ~Whole bivalve at Section 4, 18-22 cm.  Portions of the very coarse sand exhibit convolute bedding, especially as defined by folded and deformed thin interbeds of sandy mud.  
The silty mud varies from massive to medium-laminated.  Some intervals of the silty mud exhibit convolute or inclined lamination.",80,80,,
339-U1386C-12R-CC-A,339,U1386,C,12,12-CC,R,CC,,0,3,467.72,467.75,,sand [Leg339],with biogenic carbonate [Leg339],sand ,sand  with biogenic carbonate ,sand   with biogenic carbonate ,80,10Y 4/1 (dark greenish gray),very coarse sand [W22_2],7,pebble [W22_2],9,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,20,10Y 3/1 (very dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,100,sharp inclined boundary,bed,medium bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Very coarse sand contains common to abundant shell fragments and rare whole macrofossils, including a variety of bivalves and gastropods. ~Whole bivalve at Section 4, 18-22 cm.  Portions of the very coarse sand exhibit convolute bedding, especially as defined by folded and deformed thin interbeds of sandy mud.  
The silty mud varies from massive to medium-laminated.  Some intervals of the silty mud exhibit convolute or inclined lamination.",80,80,,
339-U1386C-12R-CC-A,339,U1386,C,12,12-CC,R,CC,,3,19,467.75,467.91,,sandy silt [Leg339],with biogenic carbonate [Leg339],sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,contact not recovered,,,,,,absent_339 [DB91],1,common [A48],,Shell fragments.,100,100,,
339-U1386C-13R-1-A,339,U1386,C,13,13-1,R,1,,0,150,472,473.5,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,55,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,45,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,sharp contact,bed,thick bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Major lithology is shelly very coarse sand; contains some whole or nearly whole macrofossils.  Minor lithology is calcareous silty mud, locally thinly laminated.  Orientation of lamination ranges from horizontal to inclined.",55,55,,
339-U1386C-13R-2-A,339,U1386,C,13,13-2,R,2,,0,82,473.5,474.32,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,55,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,45,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,sharp contact,bed,thick bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Major lithology is shelly very coarse sand; contains some whole or nearly whole macrofossils.  Minor lithology is calcareous silty mud, locally thinly laminated.  Orientation of lamination ranges from horizontal to inclined.",55,55,,
339-U1386C-13R-2-A,339,U1386,C,13,13-2,R,2,,82,150,474.32,475,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10YR 3/1 (very dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,parallel lamination,medium laminated,,,,sparse_339 [DB91],2,,contorted strata [BJ80],Inclined strata at 135-150 cm.,100,100,,
339-U1386C-13R-3-A,339,U1386,C,13,13-3,R,3,,0,145,475,476.45,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10YR 3/1 (very dark gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,parallel lamination,medium laminated,,,,sparse_339 [DB91],2,,contorted strata [BJ80],Inclined strata at 135-150 cm.,100,100,,
339-U1386C-13R-3-A,339,U1386,C,13,13-3,R,3,,145,150,476.45,476.5,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,50,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,sharp contact,bed,thick bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Major lithology is shelly very coarse sand; contains some whole or nearly whole macrofossils.  Minor lithology is calcareous silty mud, locally thinly laminated.  Orientation of lamination ranges from horizontal to inclined.",50,50,,
339-U1386C-13R-4-A,339,U1386,C,13,13-4,R,4,,0,145,476.5,477.95,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,50,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,sharp contact,bed,thick bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Major lithology is shelly very coarse sand; contains some whole or nearly whole macrofossils.  Minor lithology is calcareous silty mud, locally thinly laminated.  Orientation of lamination ranges from horizontal to inclined.",50,50,,
339-U1386C-13R-CC-A,339,U1386,C,13,13-CC,R,CC,,0,14,477.95,478.09,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,50,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,50,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,100,sharp contact,bed,thick bed [B01],,,,absent_339 [DB91],1,common [A48],contorted strata [BJ80],"Major lithology is shelly very coarse sand; contains some whole or nearly whole macrofossils.  Minor lithology is calcareous silty mud, locally thinly laminated.  Orientation of lamination ranges from horizontal to inclined.",50,50,,
339-U1386C-14R-1-A,339,U1386,C,14,14-1,R,1,,0,150,481.6,483.1,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,parallel lamination,thick lamina [B01],,,,sparse_339 [DB91],2,,,Laminae are diffuse/wispy.  Isolated sand-filled burrows.,100,100,,
339-U1386C-14R-2-A,339,U1386,C,14,14-2,R,2,,0,150,483.1,484.6,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,,parallel lamination,thick lamina [B01],,,,sparse_339 [DB91],2,,,Laminae are diffuse/wispy.  Isolated sand-filled burrows.,100,100,,
339-U1386C-14R-3-A,339,U1386,C,14,14-3,R,3,,0,10,484.6,484.7,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,100,10Y 3/1 (very dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,,,,,,,,,,,,,100,color contact,parallel lamination,thick lamina [B01],,,,sparse_339 [DB91],2,,,Laminae are diffuse/wispy.  Isolated sand-filled burrows.,100,100,,
339-U1386C-14R-3-A,339,U1386,C,14,14-3,R,3,,10,130,484.7,485.9,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,90,10Y 4/1 (dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,10,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,100,sharp contact,bed,medium bed [B01],,,,sparse_339 [DB91],2,rare [A48],,"Major and minor lithologies as medium interbeds, generally with sharp basal contacts. Section 4, 42-50 cm is shelly coarse sand, grading upward into calcareous silty mud.",90,90,,
339-U1386C-14R-4-A,339,U1386,C,14,14-4,R,4,,0,64,485.9,486.54,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,90,10Y 4/1 (dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,10,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,100,sharp contact,bed,medium bed [B01],,,,sparse_339 [DB91],2,rare [A48],,"Major and minor lithologies as medium interbeds, generally with sharp basal contacts. Section 4, 42-50 cm is shelly coarse sand, grading upward into calcareous silty mud.",90,90,,
339-U1386C-14R-CC-A,339,U1386,C,14,14-CC,R,CC,,0,5,486.54,486.59,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,90,10Y 4/1 (dark greenish gray),clay [W22_1],1,very fine sand [W22_2],3,calcareous [Leg339],sand [Leg339],,calcareous   sand ,calcareous  sand ,sand ,10,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,100,sharp contact,bed,medium bed [B01],,,,sparse_339 [DB91],2,rare [A48],,"Major and minor lithologies as medium interbeds, generally with sharp basal contacts. Section 4, 42-50 cm is shelly coarse sand, grading upward into calcareous silty mud.",90,90,,
339-U1386C-15R-1-A,339,U1386,C,15,15-1,R,1,,0,150,490.9,492.4,nannofossil [Leg339],silty mud [Leg339],,nannofossil   silty mud ,nannofossil  silty mud ,silty mud ,80,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,calcareous [Leg339],silty sand [Leg339],,calcareous   silty sand ,calcareous  silty sand ,silty sand ,20,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,pebble [W22_2],9,100,sharp contact,bed,medium bed [B01],,,,sparse_339 [DB91],2,rare [A48],contorted strata [BJ80],"Major and minor lithologies as medium interbeds, generally with sharp basal contacts. Calcareous silty mud is internally medium-laminated to thinly bedded. Convolute bedding at Section 1, 104-112 cm.",80,80,,
