Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Extra Sample ID Data
320-U1335A-2H-5-A,320,U1335,A,2,2-5,H,5,A,0,150,14.9,16.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and foraminifers,Nannofossil ooze with diatoms and foraminifers,60,soft,10YR 8/3,,,
320-U1335A-2H-6-A,320,U1335,A,2,2-6,H,6,A,0,150,16.4,17.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with foraminifers and diatoms,Clayey nannofossil ooze with foraminifers and diatoms,20,soft,10YR 4/1,,,
320-U1335A-2H-6-A,320,U1335,A,2,2-6,H,6,A,0,150,16.4,17.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms and foraminifers,Nannofossil ooze with clay and diatoms and foraminifers,20,soft,10YR 4/2,,,
320-U1335A-2H-6-A,320,U1335,A,2,2-6,H,6,A,0,150,16.4,17.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and foraminifers,Nannofossil ooze with diatoms and foraminifers,60,soft,10YR 8/3,,,
320-U1335A-2H-7-A,320,U1335,A,2,2-7,H,7,A,0,75,17.9,18.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with foraminifers and diatoms,Clayey nannofossil ooze with foraminifers and diatoms,20,soft,10YR 4/1,,,
320-U1335A-2H-7-A,320,U1335,A,2,2-7,H,7,A,0,75,17.9,18.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms and foraminifers,Nannofossil ooze with clay and diatoms and foraminifers,20,soft,10YR 4/2,,,
320-U1335A-2H-7-A,320,U1335,A,2,2-7,H,7,A,0,75,17.9,18.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and foraminifers,Nannofossil ooze with diatoms and foraminifers,60,soft,10YR 8/3,,,
320-U1335A-2H-CC-A,320,U1335,A,2,2-CC,H,CC,A,0,19,18.65,18.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey nannofossil,with foraminifers and diatoms,Clayey nannofossil ooze with foraminifers and diatoms,20,soft,10YR 4/1,,,
320-U1335A-2H-CC-A,320,U1335,A,2,2-CC,H,CC,A,0,19,18.65,18.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms and foraminifers,Nannofossil ooze with clay and diatoms and foraminifers,20,soft,10YR 4/2,,,
320-U1335A-2H-CC-A,320,U1335,A,2,2-CC,H,CC,A,0,19,18.65,18.84,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and foraminifers,Nannofossil ooze with diatoms and foraminifers,60,soft,10YR 8/3,,,
320-U1335A-3H-1-A,320,U1335,A,3,3-1,H,1,A,0,150,18.4,19.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,60,soft,10YR 4/2,,,
320-U1335A-3H-1-A,320,U1335,A,3,3-1,H,1,A,0,150,18.4,19.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 7/3,,,
320-U1335A-3H-1-A,320,U1335,A,3,3-1,H,1,A,0,150,18.4,19.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 8/2,,,
320-U1335A-3H-2-A,320,U1335,A,3,3-2,H,2,A,0,150,19.9,21.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,60,soft,10YR 4/2,,,
320-U1335A-3H-2-A,320,U1335,A,3,3-2,H,2,A,0,150,19.9,21.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 7/3,,,
320-U1335A-3H-2-A,320,U1335,A,3,3-2,H,2,A,0,150,19.9,21.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 8/2,,,
320-U1335A-3H-3-A,320,U1335,A,3,3-3,H,3,A,0,150,21.4,22.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,60,soft,10YR 4/2,,,
320-U1335A-3H-3-A,320,U1335,A,3,3-3,H,3,A,0,150,21.4,22.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 7/3,,,
320-U1335A-3H-3-A,320,U1335,A,3,3-3,H,3,A,0,150,21.4,22.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 8/2,,,
320-U1335A-3H-4-A,320,U1335,A,3,3-4,H,4,A,0,150,22.9,24.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,60,soft,10YR 4/2,,,
320-U1335A-3H-4-A,320,U1335,A,3,3-4,H,4,A,0,150,22.9,24.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 7/3,,,
320-U1335A-3H-4-A,320,U1335,A,3,3-4,H,4,A,0,150,22.9,24.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 8/2,,,
320-U1335A-3H-5-A,320,U1335,A,3,3-5,H,5,A,0,150,24.4,25.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,60,soft,10YR 4/2,,,
320-U1335A-3H-5-A,320,U1335,A,3,3-5,H,5,A,0,150,24.4,25.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 7/3,,,
320-U1335A-3H-5-A,320,U1335,A,3,3-5,H,5,A,0,150,24.4,25.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 8/2,,,
320-U1335A-3H-6-A,320,U1335,A,3,3-6,H,6,A,0,50,25.9,26.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,60,soft,10YR 4/2,,,
320-U1335A-3H-6-A,320,U1335,A,3,3-6,H,6,A,0,50,25.9,26.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 7/3,,,
320-U1335A-3H-6-A,320,U1335,A,3,3-6,H,6,A,0,50,25.9,26.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,20,soft,10YR 8/2,,,
320-U1335A-3H-6-A,320,U1335,A,3,3-6,H,6,A,50,150,26.4,27.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,40,soft,10YR 7/3,,,
320-U1335A-3H-6-A,320,U1335,A,3,3-6,H,6,A,50,150,26.4,27.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1335A-3H-7-A,320,U1335,A,3,3-7,H,7,A,0,60,27.4,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,40,soft,10YR 7/3,,,
320-U1335A-3H-7-A,320,U1335,A,3,3-7,H,7,A,0,60,27.4,28,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1335A-3H-CC-A,320,U1335,A,3,3-CC,H,CC,A,0,13,28,28.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,40,soft,10YR 7/3,,,
320-U1335A-3H-CC-A,320,U1335,A,3,3-CC,H,CC,A,0,13,28,28.13,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/1,,,
320-U1335A-4H-1-A,320,U1335,A,4,4-1,H,1,A,0,150,27.9,29.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-1-A,320,U1335,A,4,4-1,H,1,A,0,150,27.9,29.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-1-A,320,U1335,A,4,4-1,H,1,A,0,150,27.9,29.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-2-A,320,U1335,A,4,4-2,H,2,A,0,150,29.4,30.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-2-A,320,U1335,A,4,4-2,H,2,A,0,150,29.4,30.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-2-A,320,U1335,A,4,4-2,H,2,A,0,150,29.4,30.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-3-A,320,U1335,A,4,4-3,H,3,A,0,150,30.9,32.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-3-A,320,U1335,A,4,4-3,H,3,A,0,150,30.9,32.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-3-A,320,U1335,A,4,4-3,H,3,A,0,150,30.9,32.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-4-A,320,U1335,A,4,4-4,H,4,A,0,150,32.4,33.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-4-A,320,U1335,A,4,4-4,H,4,A,0,150,32.4,33.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-4-A,320,U1335,A,4,4-4,H,4,A,0,150,32.4,33.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-5-A,320,U1335,A,4,4-5,H,5,A,0,150,33.9,35.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-5-A,320,U1335,A,4,4-5,H,5,A,0,150,33.9,35.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-5-A,320,U1335,A,4,4-5,H,5,A,0,150,33.9,35.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-6-A,320,U1335,A,4,4-6,H,6,A,0,150,35.4,36.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-6-A,320,U1335,A,4,4-6,H,6,A,0,150,35.4,36.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-6-A,320,U1335,A,4,4-6,H,6,A,0,150,35.4,36.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-7-A,320,U1335,A,4,4-7,H,7,A,0,77,36.9,37.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-7-A,320,U1335,A,4,4-7,H,7,A,0,77,36.9,37.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-7-A,320,U1335,A,4,4-7,H,7,A,0,77,36.9,37.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-4H-CC-A,320,U1335,A,4,4-CC,H,CC,A,0,12,37.67,37.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay and diatoms,Nannofossil ooze with clay and diatoms,10,soft,10YR 6/2,,,
320-U1335A-4H-CC-A,320,U1335,A,4,4-CC,H,CC,A,0,12,37.67,37.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/4,,,
320-U1335A-4H-CC-A,320,U1335,A,4,4-CC,H,CC,A,0,12,37.67,37.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-5H-1-A,320,U1335,A,5,5-1,H,1,A,0,150,37.4,38.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-5H-2-A,320,U1335,A,5,5-2,H,2,A,0,150,38.9,40.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-5H-3-A,320,U1335,A,5,5-3,H,3,A,0,12,40.4,40.52,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/1,,,
320-U1335A-5H-3-A,320,U1335,A,5,5-3,H,3,A,12,150,40.52,41.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,10,soft,2.5Y 6/2,,,
320-U1335A-5H-3-A,320,U1335,A,5,5-3,H,3,A,12,150,40.52,41.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/3,,,
320-U1335A-5H-3-A,320,U1335,A,5,5-3,H,3,A,12,150,40.52,41.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-5H-4-A,320,U1335,A,5,5-4,H,4,A,0,150,41.9,43.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,10,soft,2.5Y 6/2,,,
320-U1335A-5H-4-A,320,U1335,A,5,5-4,H,4,A,0,150,41.9,43.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/3,,,
320-U1335A-5H-4-A,320,U1335,A,5,5-4,H,4,A,0,150,41.9,43.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-5H-5-A,320,U1335,A,5,5-5,H,5,A,0,150,43.4,44.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,10,soft,2.5Y 6/2,,,
320-U1335A-5H-5-A,320,U1335,A,5,5-5,H,5,A,0,150,43.4,44.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/3,,,
320-U1335A-5H-5-A,320,U1335,A,5,5-5,H,5,A,0,150,43.4,44.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-5H-6-A,320,U1335,A,5,5-6,H,6,A,0,143,44.9,46.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,10,soft,2.5Y 6/2,,,
320-U1335A-5H-6-A,320,U1335,A,5,5-6,H,6,A,0,143,44.9,46.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/3,,,
320-U1335A-5H-6-A,320,U1335,A,5,5-6,H,6,A,0,143,44.9,46.33,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
320-U1335A-5H-CC-A,320,U1335,A,5,5-CC,H,CC,A,0,11,46.33,46.44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,10,soft,2.5Y 6/2,,,
320-U1335A-5H-CC-A,320,U1335,A,5,5-CC,H,CC,A,0,11,46.33,46.44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10YR 7/3,,,
320-U1335A-5H-CC-A,320,U1335,A,5,5-CC,H,CC,A,0,11,46.33,46.44,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 8/2,,,
