Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Principal lithology,Lithology classification,Lithology prefix,Lithology suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,Extra Sample ID Data
320-U1335A-13H-7-A,320,U1335,A,13,13-7,H,7,A,0,67,122.4,123.07,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-13H-CC-A,320,U1335,A,13,13-CC,H,CC,A,0,32,123.07,123.39,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5G 8/1,,,
320-U1335A-13H-CC-A,320,U1335,A,13,13-CC,H,CC,A,0,32,123.07,123.39,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-14H-1-A,320,U1335,A,14,14-1,H,1,A,0,150,122.9,124.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-1-A,320,U1335,A,14,14-1,H,1,A,0,150,122.9,124.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-2-A,320,U1335,A,14,14-2,H,2,A,0,150,124.4,125.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-2-A,320,U1335,A,14,14-2,H,2,A,0,150,124.4,125.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-3-A,320,U1335,A,14,14-3,H,3,A,0,150,125.9,127.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-3-A,320,U1335,A,14,14-3,H,3,A,0,150,125.9,127.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-4-A,320,U1335,A,14,14-4,H,4,A,0,150,127.4,128.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-4-A,320,U1335,A,14,14-4,H,4,A,0,150,127.4,128.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-5-A,320,U1335,A,14,14-5,H,5,A,0,150,128.9,130.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-5-A,320,U1335,A,14,14-5,H,5,A,0,150,128.9,130.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-6-A,320,U1335,A,14,14-6,H,6,A,0,150,130.4,131.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-6-A,320,U1335,A,14,14-6,H,6,A,0,150,130.4,131.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-7-A,320,U1335,A,14,14-7,H,7,A,0,80,131.9,132.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-7-A,320,U1335,A,14,14-7,H,7,A,0,80,131.9,132.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-14H-CC-A,320,U1335,A,14,14-CC,H,CC,A,0,30,132.7,133,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,5GY 7/1,,,
320-U1335A-14H-CC-A,320,U1335,A,14,14-CC,H,CC,A,0,30,132.7,133,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-1-A,320,U1335,A,15,15-1,H,1,A,0,150,132.4,133.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-1-A,320,U1335,A,15,15-1,H,1,A,0,150,132.4,133.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-2-A,320,U1335,A,15,15-2,H,2,A,0,100,133.9,134.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-2-A,320,U1335,A,15,15-2,H,2,A,0,100,133.9,134.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-3-A,320,U1335,A,15,15-3,H,3,A,0,150,134.9,136.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-3-A,320,U1335,A,15,15-3,H,3,A,0,150,134.9,136.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-4-A,320,U1335,A,15,15-4,H,4,A,0,150,136.4,137.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-4-A,320,U1335,A,15,15-4,H,4,A,0,150,136.4,137.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-5-A,320,U1335,A,15,15-5,H,5,A,0,150,137.9,139.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-5-A,320,U1335,A,15,15-5,H,5,A,0,150,137.9,139.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-6-A,320,U1335,A,15,15-6,H,6,A,0,150,139.4,140.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-6-A,320,U1335,A,15,15-6,H,6,A,0,150,139.4,140.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-7-A,320,U1335,A,15,15-7,H,7,A,0,95,140.9,141.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-7-A,320,U1335,A,15,15-7,H,7,A,0,95,140.9,141.85,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-15H-CC-A,320,U1335,A,15,15-CC,H,CC,A,0,24,141.85,142.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,5GY 7/1,,,
320-U1335A-15H-CC-A,320,U1335,A,15,15-CC,H,CC,A,0,24,141.85,142.09,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10Y 8/1,occasional opaque streaks through core,,
320-U1335A-16H-1-A,320,U1335,A,16,16-1,H,1,A,0,150,141.9,143.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,5GY 7/1,,,
320-U1335A-16H-1-A,320,U1335,A,16,16-1,H,1,A,0,150,141.9,143.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-16H-2-A,320,U1335,A,16,16-2,H,2,A,0,91,143.4,144.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,5GY 7/1,,,
320-U1335A-16H-2-A,320,U1335,A,16,16-2,H,2,A,0,91,143.4,144.31,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10Y 8/1,,,
320-U1335A-16H-2-A,320,U1335,A,16,16-2,H,2,A,91,110,144.31,144.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil foraminifer,,Nannofossil foraminifer ooze,100,soft,N 7,coarse layer,,
320-U1335A-16H-2-A,320,U1335,A,16,16-2,H,2,A,110,113,144.5,144.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Foraminifer nannofossil,,Foraminifer nannofossil ooze,100,soft,N 6,dark basal layer,,
320-U1335A-16H-2-A,320,U1335,A,16,16-2,H,2,A,113,150,144.53,144.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-16H-3-A,320,U1335,A,16,16-3,H,3,A,0,150,144.9,146.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-16H-4-A,320,U1335,A,16,16-4,H,4,A,0,150,146.4,147.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-16H-5-A,320,U1335,A,16,16-5,H,5,A,0,150,147.9,149.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-16H-6-A,320,U1335,A,16,16-6,H,6,A,0,150,149.4,150.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-16H-7-A,320,U1335,A,16,16-7,H,7,A,0,44,150.9,151.34,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-16H-CC-A,320,U1335,A,16,16-CC,H,CC,A,0,12,151.34,151.46,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-1-A,320,U1335,A,17,17-1,H,1,A,0,150,151.4,152.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-2-A,320,U1335,A,17,17-2,H,2,A,0,150,152.9,154.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-3-A,320,U1335,A,17,17-3,H,3,A,0,150,154.4,155.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-4-A,320,U1335,A,17,17-4,H,4,A,0,150,155.9,157.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-5-A,320,U1335,A,17,17-5,H,5,A,0,25,157.4,157.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-5-A,320,U1335,A,17,17-5,H,5,A,25,74,157.65,158.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil ,with diatoms,Radiolarian nannofossil  ooze with diatoms,100,soft,5GY 7/1,,,
320-U1335A-17H-5-A,320,U1335,A,17,17-5,H,5,A,74,150,158.14,158.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-6-A,320,U1335,A,17,17-6,H,6,A,0,40,158.9,159.3,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-6-A,320,U1335,A,17,17-6,H,6,A,40,79,159.3,159.69,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with diatoms,Radiolarian nannofossil ooze with diatoms,100,soft,5GY 7/1,,,
320-U1335A-17H-6-A,320,U1335,A,17,17-6,H,6,A,79,150,159.69,160.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-7-A,320,U1335,A,17,17-7,H,7,A,0,60,160.4,161,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-17H-CC-A,320,U1335,A,17,17-CC,H,CC,A,0,20,161,161.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10Y 8/1,,,
320-U1335A-18H-1-A,320,U1335,A,18,18-1,H,1,A,0,150,160.9,162.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-1-A,320,U1335,A,18,18-1,H,1,A,0,150,160.9,162.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-2-A,320,U1335,A,18,18-2,H,2,A,0,150,162.4,163.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-2-A,320,U1335,A,18,18-2,H,2,A,0,150,162.4,163.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-3-A,320,U1335,A,18,18-3,H,3,A,0,150,163.9,165.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-3-A,320,U1335,A,18,18-3,H,3,A,0,150,163.9,165.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-4-A,320,U1335,A,18,18-4,H,4,A,0,103,165.4,166.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-4-A,320,U1335,A,18,18-4,H,4,A,0,103,165.4,166.43,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-4-A,320,U1335,A,18,18-4,H,4,A,103,117,166.43,166.57,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with foraminifera,Nannofossil ooze with foraminifera,100,soft,N 8,,,
320-U1335A-18H-4-A,320,U1335,A,18,18-4,H,4,A,117,150,166.57,166.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-4-A,320,U1335,A,18,18-4,H,4,A,117,150,166.57,166.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-5-A,320,U1335,A,18,18-5,H,5,A,0,150,166.9,168.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-5-A,320,U1335,A,18,18-5,H,5,A,0,150,166.9,168.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-6-A,320,U1335,A,18,18-6,H,6,A,0,113,168.4,169.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-6-A,320,U1335,A,18,18-6,H,6,A,0,113,168.4,169.53,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-18H-CC-A,320,U1335,A,18,18-CC,H,CC,A,0,18,169.53,169.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10Y 8/1,,,
320-U1335A-18H-CC-A,320,U1335,A,18,18-CC,H,CC,A,0,18,169.53,169.71,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,N 8,,,
320-U1335A-19H-1-A,320,U1335,A,19,19-1,H,1,A,0,39,170.4,170.79,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,100,soft,5Y 7/2,,,
320-U1335A-19H-1-A,320,U1335,A,19,19-1,H,1,A,39,150,170.79,171.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,2.5Y 7/4,,,
320-U1335A-19H-1-A,320,U1335,A,19,19-1,H,1,A,39,150,170.79,171.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,2.5Y 8/1,,,
320-U1335A-19H-2-A,320,U1335,A,19,19-2,H,2,A,0,150,171.9,173.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,2.5Y 7/4,,,
320-U1335A-19H-2-A,320,U1335,A,19,19-2,H,2,A,0,150,171.9,173.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,2.5Y 8/1,,,
320-U1335A-19H-3-A,320,U1335,A,19,19-3,H,3,A,0,0.015,173.4,173.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,2.5Y 7/4,,,
320-U1335A-19H-3-A,320,U1335,A,19,19-3,H,3,A,0,0.015,173.4,173.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,2.5Y 8/1,,,
320-U1335A-19H-3-A,320,U1335,A,19,19-3,H,3,A,0,150,173.4,174.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 8/3,,,
320-U1335A-19H-3-A,320,U1335,A,19,19-3,H,3,A,0,150,173.4,174.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1335A-19H-4-A,320,U1335,A,19,19-4,H,4,A,0,24,174.9,175.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,30,soft,10YR 8/3,,,
320-U1335A-19H-4-A,320,U1335,A,19,19-4,H,4,A,0,24,174.9,175.14,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/2,,,
320-U1335A-19H-4-A,320,U1335,A,19,19-4,H,4,A,24,39,175.14,175.29,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Foraminifer nannofossil,,Foraminifer nannofossil ooze,100,soft,10YR 8/2,,,
320-U1335A-19H-4-A,320,U1335,A,19,19-4,H,4,A,39,50,175.29,175.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian nannofossil,with diatoms,Radiolarian nannofossil ooze with diatoms,100,soft,10YR 7/6,,,
320-U1335A-19H-4-A,320,U1335,A,19,19-4,H,4,A,50,150,175.4,176.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/4,,,
320-U1335A-19H-4-A,320,U1335,A,19,19-4,H,4,A,50,150,175.4,176.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1335A-19H-5-A,320,U1335,A,19,19-5,H,5,A,0,150,176.4,177.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/4,,,
320-U1335A-19H-5-A,320,U1335,A,19,19-5,H,5,A,0,150,176.4,177.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1335A-19H-6-A,320,U1335,A,19,19-6,H,6,A,0,57,177.9,178.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms and radiolarians,Nannofossil ooze with diatoms and radiolarians,100,soft,10YR 5/6,,,
320-U1335A-19H-6-A,320,U1335,A,19,19-6,H,6,A,57,150,178.47,179.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/4,,,
320-U1335A-19H-6-A,320,U1335,A,19,19-6,H,6,A,57,150,178.47,179.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1335A-19H-7-A,320,U1335,A,19,19-7,H,7,A,0,78,179.4,180.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/4,,,
320-U1335A-19H-7-A,320,U1335,A,19,19-7,H,7,A,0,78,179.4,180.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1335A-19H-CC-A,320,U1335,A,19,19-CC,H,CC,A,0,22,180.18,180.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,20,soft,10YR 8/4,,,
320-U1335A-19H-CC-A,320,U1335,A,19,19-CC,H,CC,A,0,22,180.18,180.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/2,,,
320-U1335A-20H-1-A,320,U1335,A,20,20-1,H,1,A,0,150,179.9,181.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1335A-20H-2-A,320,U1335,A,20,20-2,H,2,A,0,70,181.4,182.1,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/3,,,
320-U1335A-20H-2-A,320,U1335,A,20,20-2,H,2,A,70,150,182.1,182.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10Y 8/1,,,
320-U1335A-20H-2-A,320,U1335,A,20,20-2,H,2,A,70,150,182.1,182.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1335A-20H-3-A,320,U1335,A,20,20-3,H,3,A,0,150,182.9,184.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10Y 8/1,,,
320-U1335A-20H-3-A,320,U1335,A,20,20-3,H,3,A,0,150,182.9,184.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1335A-20H-4-A,320,U1335,A,20,20-4,H,4,A,0,150,184.4,185.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10Y 8/1,,,
320-U1335A-20H-4-A,320,U1335,A,20,20-4,H,4,A,0,150,184.4,185.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1335A-20H-5-A,320,U1335,A,20,20-5,H,5,A,0,130,185.9,187.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with diatoms,Nannofossil ooze with diatoms,30,soft,10Y 8/1,,,
320-U1335A-20H-5-A,320,U1335,A,20,20-5,H,5,A,0,130,185.9,187.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,70,soft,10YR 8/1,,,
320-U1335A-20H-5-A,320,U1335,A,20,20-5,H,5,A,130,150,187.2,187.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1335A-20H-5-A,320,U1335,A,20,20-5,H,5,A,130,150,187.2,187.4,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1335A-20H-6-A,320,U1335,A,20,20-6,H,6,A,0,150,187.4,188.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1335A-20H-6-A,320,U1335,A,20,20-6,H,6,A,0,150,187.4,188.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1335A-20H-7-A,320,U1335,A,20,20-7,H,7,A,0,74,188.9,189.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1335A-20H-7-A,320,U1335,A,20,20-7,H,7,A,0,74,188.9,189.64,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1335A-20H-CC-A,320,U1335,A,20,20-CC,H,CC,A,0,22,189.64,189.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/2,,,
320-U1335A-20H-CC-A,320,U1335,A,20,20-CC,H,CC,A,0,22,189.64,189.86,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 8/3,,,
320-U1335A-21H-1-A,320,U1335,A,21,21-1,H,1,A,0,150,189.4,190.9,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,,,
