Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
369-U1513B-2H-2-A,10,26,10.3,10.46,I,,,,,calcareous ooze,,calcareous ooze,,,GLEY 1 7/N (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,greenish purple color bands,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,2,A
369-U1513B-2H-2-A,26,120,10.46,11.4,I,,,,,calcareous ooze,,calcareous ooze,,,7.5YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,presence of 1 cm green color bands on this interval,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,2,A
369-U1513B-2H-2-A,120,150,11.4,11.7,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,2,A
369-U1513B-2H-3-A,0,150,11.7,13.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,3,A
369-U1513B-2H-4-A,0,70,13.2,13.9,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,4,A
369-U1513B-2H-4-A,70,150,13.9,14.7,I,,,,,calcareous ooze,,calcareous ooze,,,7.5YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,4,A
369-U1513B-2H-5-A,0,105,14.7,15.75,I,,,,,calcareous ooze,,calcareous ooze,,,7.5YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,5,A
369-U1513B-2H-5-A,105,150,15.75,16.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,5,A
369-U1513B-2H-6-A,0,18,16.2,16.38,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,color boundary or contact,linear,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,6,A
369-U1513B-2H-6-A,18,150,16.38,17.7,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,intercalation of pale yellow intervals with yellow grayish intervals,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,6,A
369-U1513B-2H-7-A,0,82,17.7,18.52,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,7,A
369-U1513B-2H-CC-A,0,14,18.52,18.66,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,2,H,CC,A
369-U1513B-3H-1-A,0,18,18.2,18.38,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,1,A
369-U1513B-3H-1-A,18,150,18.38,19.7,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,greenish purple color bands,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,1,A
369-U1513B-3H-2-A,0,40,19.7,20.1,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,2,A
369-U1513B-3H-2-A,40,84,20.1,20.54,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,2,A
369-U1513B-3H-2-A,84,150,20.54,21.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,2,A
369-U1513B-3H-3-A,0,107,21.2,22.27,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,uncertain boundary or contact,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,3,A
369-U1513B-3H-3-A,107,150,22.27,22.7,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,greenish purple color bands,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,3,A
369-U1513B-3H-4-A,0,150,22.7,24.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,greenish purple color bands,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,4,A
369-U1513B-3H-5-A,0,48,24.2,24.68,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,5,A
369-U1513B-3H-5-A,48,53,24.68,24.73,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,5,A
369-U1513B-3H-5-A,53,96,24.73,25.16,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,greenish purple color bands,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,5,A
369-U1513B-3H-5-A,96,150,25.16,25.7,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,5,A
369-U1513B-3H-6-A,0,150,25.7,27.2,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,6,A
369-U1513B-3H-7-A,0,24,27.2,27.44,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,7,A
369-U1513B-3H-7-A,24,82,27.44,28.02,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,7,A
369-U1513B-3H-CC-A,0,25,28.02,28.27,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,3,H,CC,A
369-U1513B-4H-1-A,0,93,27.7,28.63,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,1,A
369-U1513B-4H-2-A,0,26,28.63,28.89,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,normal grading,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,2,A
369-U1513B-4H-2-A,26,140,28.89,30.03,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,2,A
369-U1513B-4H-3-A,0,19,30.13,30.32,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/1 (yellowish gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,3,A
369-U1513B-4H-3-A,19,24,30.32,30.37,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,3,A
369-U1513B-4H-3-A,24,133,30.37,31.46,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,3,A
369-U1513B-4H-4-A,0,112,31.53,32.65,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,4,A
369-U1513B-4H-5-A,0,141,32.65,34.06,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,5,A
369-U1513B-4H-6-A,0,10,34.06,34.16,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,6,A
369-U1513B-4H-6-A,10,33,34.16,34.39,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,normal grading,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,6,A
369-U1513B-4H-6-A,33,150,34.39,35.56,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,6,A
369-U1513B-4H-7-A,0,133,35.56,36.89,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,7,A
369-U1513B-4H-CC-A,0,16,36.89,37.05,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,4,H,CC,A
369-U1513B-5H-1-A,0,150,37.2,38.7,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,1,A
369-U1513B-5H-2-A,0,150,38.7,40.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,2,A
369-U1513B-5H-3-A,0,150,40.2,41.7,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,3,A
369-U1513B-5H-4-A,0,150,41.7,43.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,4,A
369-U1513B-5H-5-A,0,150,43.2,44.7,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,5,A
369-U1513B-5H-6-A,0,150,44.7,46.2,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,6,A
369-U1513B-5H-7-A,0,84,46.2,47.04,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,7,A
369-U1513B-5H-CC-A,0,36,47.04,47.4,I,,,,,calcareous ooze,,calcareous ooze,,,5Y 8/2 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,5,H,CC,A
369-U1513B-6H-1-A,0,141,46.7,48.11,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,1,A
369-U1513B-6H-1-A,141,151,48.11,48.21,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,1,A
369-U1513B-6H-2-A,0,8,48.21,48.29,I,,,,calcareous,sand [USGS],,calcareous sand,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,sharp boundary or contact,linear,sharp,,,,,,,calcareous sand,sand,,,,369,U1513,B,6,H,2,A
369-U1513B-6H-2-A,8,151,48.29,49.72,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,2,A
369-U1513B-6H-3-A,0,151,49.72,51.23,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,3,A
369-U1513B-6H-4-A,0,151,51.23,52.74,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,4,A
369-U1513B-6H-5-A,0,123,52.74,53.97,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,color boundary or contact,gradational,gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,5,A
369-U1513B-6H-5-A,123,128,53.97,54.02,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 7/1 (light gray),massive [BJ84],,,,,clay [W22_1],1.0,,,,,Inclined linear bottom contact.,sharp boundary or contact,linear,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,5,A
369-U1513B-6H-5-A,128,150,54.02,54.24,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,5,A
369-U1513B-6H-6-A,0,81,54.24,55.05,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,6,A
369-U1513B-6H-7-A,0,72,55.05,55.77,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,7,A
369-U1513B-6H-CC-A,0,22,55.77,55.99,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,6,H,CC,A
369-U1513B-7H-1-A,0,150,56.2,57.7,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,1,A
369-U1513B-7H-2-A,0,150,57.7,59.2,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,2,A
369-U1513B-7H-3-A,0,150,59.2,60.7,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/2 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,3,A
369-U1513B-7H-4-A,0,150,60.7,62.2,I,,,,,calcareous ooze,,calcareous ooze,,,2.5Y 8/3 (pale yellow),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,4,A
369-U1513B-7H-5-A,0,150,62.2,63.7,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/3 (very pale brown),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,5,A
369-U1513B-7H-6-A,0,105,63.7,64.75,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/3 (very pale brown),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,6,A
369-U1513B-7H-CC-A,0,15,64.75,64.9,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/3 (very pale brown),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,7,H,CC,A
369-U1513B-8H-1-A,0,81,63.7,64.51,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/3 (very pale brown),massive [BJ84],,,,,clay [W22_1],1.0,concretion,manganese,,,Two manganese nodules present at 14 and 72 cm.,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,8,H,1,A
369-U1513B-8H-2-A,0,9,64.51,64.6,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/3 (very pale brown),massive [BJ84],,,,,clay [W22_1],1.0,concretion,manganese,,,,hardground [BJ80],straight,sharp,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,8,H,2,A
369-U1513B-8H-2-A,9,29,64.6,64.8,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 8/4 (very pale brown),massive [BJ84],,,,,clay [W22_1],1.0,cement,manganese,none,0.0,,,,,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,8,H,2,A
369-U1513B-8H-2-A,29,42,64.8,64.93,I,,,,,calcareous ooze,,calcareous ooze,,,10YR 6/6 (brownish yellow),massive [BJ84],,,,,clay [W22_1],1.0,concretion,manganese,none,0.0,Manganese nodules are dominant in this interval.,color boundary or contact,irregular-straight,sharp to gradational,,,,,,,calcareous ooze,calcareous ooze,,,,369,U1513,B,8,H,2,A
369-U1513B-8H-2-A,42,150,64.93,66.01,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,2,A
369-U1513B-8H-3-A,0,150,66.01,67.51,II,,,,,nannofossil ooze,,nannofossil ooze,,,10YR 8/1 (white),massive [BJ84],,,,,clay [W22_1],1.0,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,369,U1513,B,8,H,3,A
