Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
362-U1481A-30R-1-A,13,33.5,1412.43,1412.635,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,33.5,38,1412.635,1412.68,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,38,46,1412.68,1412.76,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,46,48,1412.76,1412.78,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,48,78,1412.78,1413.08,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,78,80,1413.08,1413.1,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,80,82.5,1413.1,1413.125,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,82.5,90,1413.125,1413.2,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,90,96.5,1413.2,1413.265,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,96.5,100,1413.265,1413.3,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,100,121,1413.3,1413.51,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,121,128.5,1413.51,1413.585,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,128.5,132,1413.585,1413.62,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,132,135.5,1413.62,1413.655,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-1-A,135.5,145,1413.655,1413.75,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,1,A,
362-U1481A-30R-2-A,0,4,1413.76,1413.8,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,4,11,1413.8,1413.87,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,11,24,1413.87,1414,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,24,28,1414,1414.04,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,28,32.5,1414.04,1414.085,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,32.5,51,1414.085,1414.27,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,51,55,1414.27,1414.31,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,55,57,1414.31,1414.33,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,57,59,1414.33,1414.35,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,59,81,1414.35,1414.57,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,81,89,1414.57,1414.65,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,89,97,1414.65,1414.73,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,97,101,1414.73,1414.77,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,101,108,1414.77,1414.84,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,inclined,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,108,116,1414.84,1414.92,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-2-A,116,129,1414.92,1415.05,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,2,A,
362-U1481A-30R-3-A,0,5,1415.05,1415.1,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,5,40,1415.1,1415.45,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,40,50,1415.45,1415.55,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,50,53,1415.55,1415.58,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,53,65,1415.58,1415.7,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,65,95,1415.7,1416,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore. carbonate concretion at 93-94.5 cm.",planar lamination,slight [DB91],3,Nereites,,,,carbonate concretion,,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,95,95.5,1416,1416.005,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,95.5,98.5,1416.005,1416.035,IIIA,,ash/tuff [Leg202],,ash/tuff,ash/tuff,ash/tuff,,gley 1 2.5/n (black),planar,sharp,planar sharp,horizontal,,lithified [B84],clay [W22_1],1,non-graded,moderate [2014],,,Completely altered tephra layer,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,98.5,111,1416.035,1416.16,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-3-A,111,125,1416.16,1416.3,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,3,A,
362-U1481A-30R-4-A,0,5,1416.28,1416.33,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,gley 2 2.5/5bg (greenish black),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams. Occasional presence of lack laminae,structureless,complete [DB91],6,,,,,,foraminifer,,,,,,,,,,362,U1481,A,30,R,4,A,
362-U1481A-30R-4-A,5,10.5,1416.33,1416.385,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin lamina [B01],lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],"Planar lamination at the base with distinct silt laminae, occasional convolute beds in the middle, and structureless to faint planar lamination at the top of the bed. Bioturbation increases upcore.",planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1481,A,30,R,4,A,
