Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
368-U1504A-5R-1-A,0,29,36.9,37.19,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with minor forams,irregular,curved,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,5,R,1,A,
368-U1504A-5R-1-A,29,99,37.19,37.89,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10GY (greenish gray),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with minor forams,irregular,steeply dipping,,massive [BJ84],moderate [DB86],2,contorted strata [BJ80],curved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,5,R,1,A,
368-U1504A-5R-1-A,99,146,37.89,38.36,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/N (gray),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with minor forams,,,,massive [BJ84],moderate [DB86],2,contorted strata [BJ80],curved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,5,R,1,A,
368-U1504A-5R-CC-A,0,12,38.36,38.48,,nannofossil ooze [Leg339],,nannofossil ooze,nannofossil ooze,,GLEY 1 5/10GY (greenish gray),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with minor forams,,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,5,R,CC,A,
368-U1504A-6R-1-A,0,9,46.5,46.59,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 5/5GY (greenish gray),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,with minor forams,irregular,horizontal,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,1,A,
368-U1504A-6R-1-A,9,48,46.59,46.98,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,78,10YR 6/3 (pale brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,22,GLEY 1 5/5GY (greenish gray),,,,,,,,,in patches caused by dirlling disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,1,A,
368-U1504A-6R-1-A,48,145,46.98,47.95,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/3 (pale brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,1,A,
368-U1504A-6R-2-A,0,35,47.99,48.34,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze,nannofossil ooze with foraminifers,,10YR 6/3 (pale brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,irregular,curved,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,2,A,
368-U1504A-6R-2-A,35,150,48.34,49.49,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,2,A,
368-U1504A-6R-3-A,0,140,49.49,50.89,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,3,A,
368-U1504A-6R-4-A,0,65,50.94,51.59,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,irregular,curved,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,4,A,
368-U1504A-6R-4-A,65,105,51.59,51.99,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,contorted strata [BJ80],curved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,4,A,
368-U1504A-6R-CC-A,0,10,51.99,52.09,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,6,R,CC,A,
368-U1504A-7R-1-A,0,151,56.1,57.61,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,7,R,1,A,
368-U1504A-7R-2-A,0,140,57.61,59.01,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,7,R,2,A,
368-U1504A-7R-3-A,0,25,59.11,59.36,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,horizontal,,massive [BJ84],moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,7,R,3,A,
368-U1504A-7R-3-A,25,62,59.36,59.73,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,7.5YR 6/3 (light brown),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,wavy lamination,moderate [DB86],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,7,R,3,A,
368-U1504A-8R-1-A,0,112,65.8,66.92,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,1,A,
368-U1504A-8R-1-A,112,135,66.92,67.15,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,1,A,
368-U1504A-8R-1-A,135,151,67.15,67.31,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,1,A,
368-U1504A-8R-2-A,0,11,67.31,67.42,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,2,A,
368-U1504A-8R-2-A,11,38,67.42,67.69,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,2,A,
368-U1504A-8R-2-A,38,68,67.69,67.99,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,2,A,
368-U1504A-8R-2-A,68,77,67.99,68.08,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,2,A,
368-U1504A-8R-2-A,77,140,68.08,68.71,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,2,A,
368-U1504A-8R-3-A,0,13,68.76,68.89,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/5GY (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,3,A,
368-U1504A-8R-3-A,13,37,68.89,69.13,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,3,A,
368-U1504A-8R-3-A,37,81,69.13,69.57,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,3,A,
368-U1504A-8R-3-A,81,150,69.57,70.26,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,3,A,
368-U1504A-8R-4-A,0,41,70.26,70.67,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,4,A,
368-U1504A-8R-4-A,41,127,70.67,71.53,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/10Y (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,4,A,
368-U1504A-8R-4-A,127,151,71.53,71.77,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,4,A,
368-U1504A-8R-5-A,0,14,71.77,71.91,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 6/5GY (greenish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,5,A,
368-U1504A-8R-5-A,14,32,71.91,72.09,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,5,A,
368-U1504A-8R-5-A,32,80,72.09,72.57,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze,nannofossil ooze with clay,,GLEY 1 7/10Y (light greenish grey),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,5,A,
368-U1504A-8R-5-A,80,106,72.57,72.83,nannofossil rich,foraminiferal ooze [Leg339],with clay [2014],nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze with clay,,10YR 7/2 (light gray),slightly consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,5,A,
368-U1504A-8R-6-A,0,29,72.88,73.17,nannofossil rich,foraminiferal ooze [Leg339],with clay [2014],nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze with clay,,10YR 7/2 (light gray),slightly consolidated [B84],silt [W22_1],2,very fine sand [W22_2],3,well [2014],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,6,A,
368-U1504A-8R-6-A,29,49,73.17,73.37,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,6,A,
368-U1504A-8R-CC-A,0,14,73.37,73.51,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,foram-filled borrows developed,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,8,R,CC,A,
368-U1504A-9R-1-A,0,15,75.5,75.65,foraminifer rich,nannofossil ooze [Leg339],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,,10YR 6/2 (light brownish gray),slightly consolidated [B84],clay [W22_1],1,silt [W22_1],2,very well [BP01],,,,planar,sub-horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1504,A,9,R,1,A,
