Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample
361,U1476,E,3,3-2,H,2,A,78,150,18.58,19.3,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-2-A
361,U1476,E,3,3-3,H,3,A,0,115,19.3,20.45,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-3-A
361,U1476,E,3,3-3,H,3,A,115,150,20.45,20.8,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-3-A
361,U1476,E,3,3-4,H,4,A,0,15,20.8,20.95,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-4-A
361,U1476,E,3,3-4,H,4,A,15,102,20.95,21.82,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-4-A
361,U1476,E,3,3-4,H,4,A,102,150,21.82,22.3,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-4-A
361,U1476,E,3,3-5,H,5,A,0,107,22.3,23.37,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-5-A
361,U1476,E,3,3-5,H,5,A,107,135,23.37,23.65,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-5-A
361,U1476,E,3,3-5,H,5,A,135,150,23.65,23.8,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-5-A
361,U1476,E,3,3-6,H,6,A,0,89,23.8,24.69,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-6-A
361,U1476,E,3,3-6,H,6,A,89,103,24.69,24.83,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-6-A
361,U1476,E,3,3-6,H,6,A,103,150,24.83,25.3,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-6-A
361,U1476,E,3,3-7,H,7,A,0,48,25.3,25.78,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-7-A
361,U1476,E,3,3-CC,H,CC,A,0,21,25.78,25.99,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-3H-CC-A
361,U1476,E,4,4-1,H,1,A,0,37,25.8,26.17,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-1-A
361,U1476,E,4,4-1,H,1,A,37,150,26.17,27.3,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-1-A
361,U1476,E,4,4-2,H,2,A,0,75,27.3,28.05,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-2-A
361,U1476,E,4,4-2,H,2,A,75,102,28.05,28.32,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-2-A
361,U1476,E,4,4-2,H,2,A,102,150,28.32,28.8,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-2-A
361,U1476,E,4,4-3,H,3,A,0,150,28.8,30.3,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-3-A
361,U1476,E,4,4-4,H,4,A,0,90,30.3,31.2,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-4-A
361,U1476,E,4,4-4,H,4,A,90,120,31.2,31.5,1,nannofossil rich,foraminiferal ooze [2014],,nannofossil rich foraminiferal ooze,nannofossil rich foraminiferal ooze,foraminiferal ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-4-A
361,U1476,E,4,4-4,H,4,A,120,150,31.5,31.8,1,foraminifer rich,nannofossil ooze [2014],,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-4-A
361,U1476,E,4,4-5,H,5,A,0,150,31.8,33.3,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-5-A
361,U1476,E,4,4-6,H,6,A,0,150,33.3,34.8,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-6-A
361,U1476,E,4,4-7,H,7,A,0,55,34.8,35.35,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-7-A
361,U1476,E,4,4-CC,H,CC,A,0,33,35.35,35.68,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic startification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-4H-CC-A
361,U1476,E,5,5-1,H,1,A,0,150,35.3,36.8,1,foraminifer rich,foraminiferal ooze [2014],with foraminifers,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1476E-5H-1-A
361,U1476,E,5,5-2,H,2,A,0,150,36.8,38.3,1,foraminifer rich,foraminiferal ooze [2014],with foraminifers,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-5H-2-A
361,U1476,E,5,5-3,H,3,A,0,150,38.3,39.8,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-5H-3-A
361,U1476,E,5,5-4,H,4,A,0,150,39.8,41.3,1,foraminifer rich,foraminiferal ooze [2014],with foraminifers,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-5H-4-A
361,U1476,E,5,5-5,H,5,A,0,150,41.3,42.8,1,foraminifer rich,foraminiferal ooze [2014],with foraminifers,foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze,nannofossil ooze,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,strong,3.0,,mineral,pyrite,,,,,,,361-U1476E-5H-5-A
361,U1476,E,5,5-6,H,6,A,0,110,42.8,43.9,1,,nannofossil ooze [2014],with foraminifers,nannofossil ooze,nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,light gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,medium sand [W22_2],5,diagenetic stratification,,,,,,,burrows,moderate,2.0,,mineral,pyrite,,,,,,,361-U1476E-5H-6-A
