Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data
"339-U1390A-2H-6-A, 0-8",339,U1390,A,2,2-6,H,6,A,0,8,11.13,11.21,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/2 (olive gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,sparse_339 ,2,,,,100,100,
"339-U1390A-2H-6-A, 8-14",339,U1390,A,2,2-6,H,6,A,8,14,11.21,11.27,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/2 (olive gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,sharp contact,normal grading,,,,,sparse_339 ,2,,,,100,100,
"339-U1390A-2H-6-A, 14-141",339,U1390,A,2,2-6,H,6,A,14,141,11.27,12.54,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,very fine sand ,3,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Dispersed shell fragments throughout to the bottom of this section), Upper part (0-120 cm) is relatively coarse and poorly sorted due to the bioturbation, Coral fossil (51 cm).",100,100,
"339-U1390A-2H-7-A, 0-67",339,U1390,A,2,2-7,H,7,A,0,67,12.54,13.21,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,very fine sand ,3,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Dispersed shell fragments.,100,100,
"339-U1390A-2H-CC-A, 0-24",339,U1390,A,2,2-CC,H,CC,A,0,24,13.21,13.45,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/2 (olive gray),clay ,1,very fine sand ,3,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
"339-U1390A-3H-1-A, 0-54",339,U1390,A,3,3-1,H,1,A,0,54,13.1,13.64,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,very fine sand ,3,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,"Black specks throughout, no macrofossil and silt patches",100,100,
"339-U1390A-3H-1-A, 54-55",339,U1390,A,3,3-1,H,1,A,54,55,13.64,13.65,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,sharp contact,,,,,,slight_339 ,3,,,,100,100,
"339-U1390A-3H-1-A, 55-151",339,U1390,A,3,3-1,H,1,A,55,151,13.65,14.61,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Black specks throughout, no macrofossil and silt patches",100,100,
"339-U1390A-3H-2-A, 0-150",339,U1390,A,3,3-2,H,2,A,0,150,14.61,16.11,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Shell fragments (28 cm), black specks throughout, no macrofossil, silt patches",100,100,
"339-U1390A-3H-3-A, 0-150",339,U1390,A,3,3-3,H,3,A,0,150,16.11,17.61,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,"Black specks throughout, no macrofossil, silt patches",100,100,
"339-U1390A-3H-4-A, 0-150",339,U1390,A,3,3-4,H,4,A,0,150,17.61,19.11,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,"Black specks throughout, no macrofossil, silt patches",100,100,
"339-U1390A-3H-5-A, 0-150",339,U1390,A,3,3-5,H,5,A,0,150,19.11,20.61,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments (59-61 and 95 cm), black specks, silt patches",100,100,
"339-U1390A-3H-6-A, 0-131",339,U1390,A,3,3-6,H,6,A,0,131,20.61,21.92,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Black specks throughout, pyritized burrows, no macrofossil",100,100,
"339-U1390A-3H-7-A, 0-70",339,U1390,A,3,3-7,H,7,A,0,70,21.92,22.62,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Black specks throughout, pyritized burrows, no macrofossil",100,100,
"339-U1390A-3H-CC-A, 0-31",339,U1390,A,3,3-CC,H,CC,A,0,31,22.62,22.93,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Black specks throughout, pyritized burrows, no macrofossil",100,100,
"339-U1390A-4H-1-A, 0-150",339,U1390,A,4,4-1,H,1,A,0,150,22.6,24.1,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,"Black specks, rare shell fragments, color band at 39-41 cm (10YR 5/1), slightly silt-rich (134-150 cm) ",100,100,
"339-U1390A-4H-2-A, 0-151",339,U1390,A,4,4-2,H,2,A,0,151,24.1,25.61,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Black specks, forams. present, rare shell fragments",100,100,
"339-U1390A-4H-3-A, 0-151",339,U1390,A,4,4-3,H,3,A,0,151,25.61,27.12,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Black specks, few shell fragments, partly silt-rich, very slightly reddish (50-100 cm), discontinuous black patch (84-86 cm)  :pyrite (opaque grains) and shell fragments, lower part is more greenish (100-150 cm)",100,100,
"339-U1390A-4H-4-A, 0-151",339,U1390,A,4,4-4,H,4,A,0,151,27.12,28.63,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Black specks, rare shell fragments, black patches(38-39, 46-49 and 53 cm): coarse (silt-size) grains in them",100,100,
"339-U1390A-4H-5-A, 0-99",339,U1390,A,4,4-5,H,5,A,0,99,28.63,29.62,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,rare ,,"Black specks, rare shell fragments",100,100,
"339-U1390A-4H-5-A, 99-120",339,U1390,A,4,4-5,H,5,A,99,120,29.62,29.83,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,Few shell fragments,100,100,
"339-U1390A-4H-5-A, 120-151",339,U1390,A,4,4-5,H,5,A,120,151,29.83,30.14,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Black specks,100,100,
"339-U1390A-4H-6-A, 0-3",339,U1390,A,4,4-6,H,6,A,0,3,30.14,30.17,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Black specks,100,100,
"339-U1390A-4H-6-A, 3-40",339,U1390,A,4,4-6,H,6,A,3,40,30.17,30.54,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,"Black specks, few shell fragments (29-40 cm), black patch (abundant shell fragments, discontinuous, sharp base ??), ",100,100,
"339-U1390A-4H-6-A, 40-102",339,U1390,A,4,4-6,H,6,A,40,102,30.54,31.16,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Black specks, rare shell fragments",100,100,
"339-U1390A-4H-7-A, 0-70",339,U1390,A,4,4-7,H,7,A,0,70,31.16,31.86,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Black specks, rare shell fragments",100,100,
"339-U1390A-4H-CC-A, 0-44",339,U1390,A,4,4-CC,H,CC,A,0,44,31.86,32.3,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,Few shell fragments (22-37 cm),100,100,
"339-U1390A-5H-1-A, 0-41",339,U1390,A,5,5-1,H,1,A,0,41,32.1,32.51,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,Black specks,100,100,
"339-U1390A-5H-1-A, 41-83",339,U1390,A,5,5-1,H,1,A,41,83,32.51,32.93,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,few ,,"Shell fragments, black specks",100,100,
"339-U1390A-5H-2-A, 0-40",339,U1390,A,5,5-2,H,2,A,0,40,32.93,33.33,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Black specks, rare shell fragments",100,100,
"339-U1390A-5H-3-A, 0-56",339,U1390,A,5,5-3,H,3,A,0,56,33.33,33.89,,silty mud ,with biogenic carbonate ,silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,few ,,"Black specks, few shell fragments, sand-filled burrows, sand-filled burrows with shell fragments (44-45 cm)",100,100,
"339-U1390A-5H-3-A, 56-152",339,U1390,A,5,5-3,H,3,A,56,152,33.89,34.85,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,rare ,,"Rare shell fragments, black specks, greenish",100,100,
"339-U1390A-5H-4-A, 0-75",339,U1390,A,5,5-4,H,4,A,0,75,34.85,35.6,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 ,3,few ,,"Black specks, few shell fragments (75-76), reddish",100,100,
"339-U1390A-5H-4-A, 75-127",339,U1390,A,5,5-4,H,4,A,75,127,35.6,36.12,,sandy mud ,with biogenic carbonate ,sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,fine sand ,4,,,,,,,,,,,,,100,gradational contact,normal grading,,,,,slight_339 ,3,few ,,Black specks and few shell fragments,100,100,
"339-U1390A-5H-4-A, 127-144",339,U1390,A,5,5-4,H,4,A,127,144,36.12,36.29,,sandy silt ,with biogenic carbonate ,sandy silt ,sandy silt  with biogenic carbonate ,sandy silt   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt ,2,medium sand ,5,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 ,3,few ,,"Black specks and few shell fragments, greenish",100,100,
"339-U1390A-5H-4-A, 144-152",339,U1390,A,5,5-4,H,4,A,144,152,36.29,36.37,calcareous ,mud ,,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,fine sand ,4,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
"339-U1390A-5H-5-A, 0-110",339,U1390,A,5,5-5,H,5,A,0,110,36.37,37.47,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Black specks, and rare shell fragments, greenish",100,100,
"339-U1390A-5H-5-A, 110-152",339,U1390,A,5,5-5,H,5,A,110,152,37.47,37.89,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,normal grading,,,,,slight_339 [DB91],3,few [A48],,"Black patches and specks, Few shell fragments, 120-140 cm: black patch - sulfide-filled burrows",100,100,
"339-U1390A-5H-6-A, 0-39",339,U1390,A,5,5-6,H,6,A,0,39,37.89,38.28,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,inverse grading,,,,,slight_339 [DB91],3,few [A48],,Few shell fragments,100,100,
"339-U1390A-5H-6-A, 39-150",339,U1390,A,5,5-6,H,6,A,39,150,38.28,39.39,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Rare shell fragments (74 and 108 cm), black specks & patches (46 cm)",100,100,
"339-U1390A-5H-7-A, 0-105",339,U1390,A,5,5-7,H,7,A,0,105,39.39,40.44,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare shell fragment, black specks",100,100,
"339-U1390A-5H-7-A, 105-121",339,U1390,A,5,5-7,H,7,A,105,121,40.44,40.6,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,bigradational bedding,,,,,slight_339 [DB91],3,few [A48],,"Few shell fragments, black patches",100,100,
"339-U1390A-5H-7-A, 121-147",339,U1390,A,5,5-7,H,7,A,121,147,40.6,40.86,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Few shell fragments, black specks",100,100,
"339-U1390A-5H-CC-A, 0-28",339,U1390,A,5,5-CC,H,CC,A,0,28,40.86,41.14,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Few shell fragments, black specks",100,100,
"339-U1390A-6H-1-A, 0-50",339,U1390,A,6,6-1,H,1,A,0,50,41.6,42.1,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,few [A48],,"Black specks and patches (43 cm), few shell-fragments (42 cm)",100,100,
"339-U1390A-6H-1-A, 50-150",339,U1390,A,6,6-1,H,1,A,50,150,42.1,43.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,inverse grading,,,,,slight_339 [DB91],3,rare [A48],,"Black specks, vertical burrow with silt (120-124 cm)",100,100,
"339-U1390A-6H-2-A, 0-152",339,U1390,A,6,6-2,H,2,A,0,152,43.1,44.62,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Shell fragment (56 cm), black patch ( pyritized burrow; 64 cm)",100,100,
"339-U1390A-6H-3-A, 0-50",339,U1390,A,6,6-3,H,3,A,0,50,44.62,45.12,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare shell fragments (17 cm), black patch (pyritized burrow)",100,100,
"339-U1390A-6H-3-A, 50-64",339,U1390,A,6,6-3,H,3,A,50,64,45.12,45.26,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate ,silty mud   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare shell fragments (57-62 cm), black specks",100,100,
"339-U1390A-6H-3-A, 64-71",339,U1390,A,6,6-3,H,3,A,64,71,45.26,45.33,,sandy mud [Leg339],with biogenic carbonate [Leg339],sandy mud ,sandy mud  with biogenic carbonate ,sandy mud   with biogenic carbonate ,100,5Y 4/1 (dark gray),silt [W22_1],2,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,normal grading,,,,,slight_339 [DB91],3,common [A48],,"Common shell fragments, more black patches, normal grading",100,100,
"339-U1390A-6H-3-A, 71-155",339,U1390,A,6,6-3,H,3,A,71,155,45.33,46.17,,silty mud [Leg339],with biogenic carbonate [Leg339],silty mud ,silty mud  with biogenic carbonate [Leg339],silty mud   with biogenic carbonate [Leg339],100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Black patches (91-93 and 110-112 cm), few shell fragments (110-112 cm)",100,100,
