Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lithology prefix A,MAJ Principal lithology B,MAJ Lithology suffix C,MAJ Lithology ABC,MAJ Lithology abundance (%),MAJ Lithology color,Bottom contact definition,Clasts,Bioturbation intensity rank,Macrofossil abundance name,Diagenetic structure,Deformational structures,Bioturbation intensity,General interval comment,File Data,
336-U1383E-2H-6-A,336,U1383,E,2,2-6,H,6,A,0.0,21.0,9.98,10.19,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,,
336-U1383E-2H-6-A,336,U1383,E,2,2-6,H,6,A,21.0,23.0,10.19,10.21,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,,
336-U1383E-2H-6-A,336,U1383,E,2,2-6,H,6,A,23.0,44.5,10.21,10.425,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 4/6 (strong brown),diffuse,,,,,,,,,
336-U1383E-2H-6-A,336,U1383,E,2,2-6,H,6,A,44.5,55.5,10.425,10.535,,ooze ,,ooze ,,,sharp,,,,,,,Grading from the bottom to the top from foraminifer rich ooze to foraminifer bearing nannofossil rich ooze to nannofossil bearing foraminifer rich ooze,,
336-U1383E-2H-6-A,336,U1383,E,2,2-6,H,6,A,55.5,81.5,10.535,10.795,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 4/6 (strong brown),,,,,,,,Arched top due to coring disturbance,,
336-U1383E-2H-7-A,336,U1383,E,2,2-7,H,7,A,0.0,35.0,11.28,11.63,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),sharp,,,,,,,,,
336-U1383E-2H-7-A,336,U1383,E,2,2-7,H,7,A,35.0,53.0,11.63,11.81,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,Arched top due to coring disturbance,,
336-U1383E-2H-7-A,336,U1383,E,2,2-7,H,7,A,53.0,69.0,11.81,11.97,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,Upward fining from 69 cm to 35 cm,,
336-U1383E-2H-7-A,336,U1383,E,2,2-7,H,7,A,69.0,118.0,11.97,12.46,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,Arched top due to coring disturbance,,
336-U1383E-2H-7-A,336,U1383,E,2,2-7,H,7,A,118.0,140.5,12.46,12.685,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 5/4 (brown),,,,,,,,"Arched top due to coring disturbance, upward coarsening from 140.5 cm to 69 cm",,
336-U1383E-2H-CC-A,336,U1383,E,2,2-CC,H,CC,A,0.0,21.0,12.98,13.19,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,
336-U1383E-3H-1-A,336,U1383,E,3,3-1,H,1,A,0.0,30.0,12.4,12.7,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),sharp,,,,,,,Tilted bottom contact due to coring disturbance,,
336-U1383E-3H-1-A,336,U1383,E,3,3-1,H,1,A,30.0,87.5,12.7,13.275,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,
336-U1383E-3H-2-A,336,U1383,E,3,3-2,H,2,A,0.0,100.0,13.28,14.28,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,
336-U1383E-3H-3-A,336,U1383,E,3,3-3,H,3,A,0.0,36.5,14.78,15.145,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,
336-U1383E-3H-3-A,336,U1383,E,3,3-3,H,3,A,36.5,37.5,15.145,15.155,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,
336-U1383E-3H-3-A,336,U1383,E,3,3-3,H,3,A,37.5,46.0,15.155,15.24,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,
336-U1383E-3H-3-A,336,U1383,E,3,3-3,H,3,A,46.0,47.0,15.24,15.25,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,
336-U1383E-3H-3-A,336,U1383,E,3,3-3,H,3,A,47.0,139.5,15.25,16.175,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,0.0,27.0,16.28,16.55,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,27.0,58.0,16.55,16.86,foraminifer bearing nannofossil rich,,,foraminifer bearing nannofossil rich ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,58.0,81.0,16.86,17.09,foraminifer bearing nannofossil rich,,,foraminifer bearing nannofossil rich ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,81.0,129.5,17.09,17.575,,Void,,Void,,,,,,,,,,,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,129.5,137.5,17.575,17.655,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,137.5,141.5,17.655,17.695,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/6 (reddish yellow),sharp,,,,,,,Arched bottom due to coring disturbance,,
336-U1383E-3H-4-A,336,U1383,E,3,3-4,H,4,A,141.5,150.0,17.695,17.78,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,
336-U1383E-3H-5-A,336,U1383,E,3,3-5,H,5,A,0.0,46.0,17.78,18.24,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,
336-U1383E-3H-5-A,336,U1383,E,3,3-5,H,5,A,46.0,58.0,18.24,18.36,,,,,,7.5YR 7/4 (pink),sharp,,,,,,,Upward fining from a nannofossil bearing foraminifer rich ooze (> 90 % of foraminifers) to a foraminifer bearing nannofossil rich ooze,,
336-U1383E-3H-5-A,336,U1383,E,3,3-5,H,5,A,58.0,79.0,18.36,18.57,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-3H-6-A,336,U1383,E,3,3-6,H,6,A,0.0,80.0,19.28,20.08,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Very homogenous,,
336-U1383E-3H-7-A,336,U1383,E,3,3-7,H,7,A,0.0,60.0,20.78,21.38,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,
336-U1383E-3H-7-A,336,U1383,E,3,3-7,H,7,A,60.0,77.0,21.38,21.55,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),diffuse,,,,,,,,,
336-U1383E-3H-7-A,336,U1383,E,3,3-7,H,7,A,77.0,139.0,21.55,22.17,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,
336-U1383E-3H-CC-A,336,U1383,E,3,3-CC,H,CC,A,0.0,18.5,22.28,22.465,foraminifer rich,ooze ,,foraminifer rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-4H-1-A,336,U1383,E,4,4-1,H,1,A,0.0,67.0,21.9,22.57,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),,,,,,,,,,
336-U1383E-4H-2-A,336,U1383,E,4,4-2,H,2,A,50.0,71.0,23.06,23.27,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),,,,,,,,,,
336-U1383E-4H-3-A,336,U1383,E,4,4-3,H,3,A,0.0,29.0,23.46,23.75,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),diffuse,,,,,,,,,
336-U1383E-4H-3-A,336,U1383,E,4,4-3,H,3,A,29.0,59.0,23.75,24.05,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),sharp,,,,,,,"With whites strips, arched boundaries because of coring disturbance",,
336-U1383E-4H-3-A,336,U1383,E,4,4-3,H,3,A,59.0,129.5,24.05,24.755,,Void,,Void,,,,,,,,,,,,
336-U1383E-4H-3-A,336,U1383,E,4,4-3,H,3,A,129.5,142.0,24.755,24.88,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/4 (brown),diffuse,,,,,,,,,
336-U1383E-4H-3-A,336,U1383,E,4,4-3,H,3,A,142.0,150.0,24.88,24.96,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 5/4 (brown),,,,,,,,"With whites strips, arched boundaries because of coring disturbance",,
336-U1383E-4H-4-A,336,U1383,E,4,4-4,H,4,A,0.0,16.5,24.96,25.125,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),diffuse,,,,,,,,,
336-U1383E-4H-4-A,336,U1383,E,4,4-4,H,4,A,16.5,17.5,25.125,25.135,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 6/4 (light brown),diffuse,,,,,,,,,
336-U1383E-4H-4-A,336,U1383,E,4,4-4,H,4,A,17.5,60.5,25.135,25.565,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,"Increasing proportion of foraminifers to the bottom,  black clasts (volcanic rocks) at the top, from 49 cm to 60.5 cm (7.5YR 7/4)",,
336-U1383E-4H-4-A,336,U1383,E,4,4-4,H,4,A,60.5,130.0,25.565,26.26,,Void,,Void,,,,,,,,,,,,
336-U1383E-4H-4-A,336,U1383,E,4,4-4,H,4,A,130.0,150.0,26.26,26.46,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-4H-5-A,336,U1383,E,4,4-5,H,5,A,0.0,34.5,26.46,26.805,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,
336-U1383E-4H-5-A,336,U1383,E,4,4-5,H,5,A,34.5,41.0,26.805,26.87,,ooze ,,ooze ,,7.5YR 8/4 (pink),sharp,,,,,,,From nannofossil bearing foraminifer rich ooze to foraminifer rich ooze with foraminifers which increase in size,,
336-U1383E-4H-5-A,336,U1383,E,4,4-5,H,5,A,41.0,60.5,26.87,27.065,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,From 55 cm to 60.5 cm: whiter,,
336-U1383E-4H-5-A,336,U1383,E,4,4-5,H,5,A,60.5,130.0,27.065,27.76,,Void,,Void,,,,,,,,,,,,
336-U1383E-4H-5-A,336,U1383,E,4,4-5,H,5,A,130.0,150.0,27.76,27.96,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-4H-6-A,336,U1383,E,4,4-6,H,6,A,0.0,61.0,27.96,28.57,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),sharp,,,,,,,,,
336-U1383E-4H-6-A,336,U1383,E,4,4-6,H,6,A,61.0,130.0,28.57,29.26,,Void,,Void,,,,,,,,,,,,
336-U1383E-4H-6-A,336,U1383,E,4,4-6,H,6,A,130.0,150.0,29.26,29.46,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-4H-7-A,336,U1383,E,4,4-7,H,7,A,0.0,59.0,29.46,30.05,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,,,,,,,,,From 0 cm to 10 cm: 7.5YR 6/6; from 10 cm to 33 cm: 7.5YR 6/4; from 33 cm to 53 cm and from 53 cm to 59 cm: 7.5YR 6/6,,
336-U1383E-4H-7-A,336,U1383,E,4,4-7,H,7,A,59.0,129.0,30.05,30.75,,Void,,Void,,,,,,,,,,,,
336-U1383E-4H-7-A,336,U1383,E,4,4-7,H,7,A,129.0,137.0,30.75,30.83,nannofossil rich,ooze ,,nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),diffuse,,,,,,,,,
336-U1383E-4H-7-A,336,U1383,E,4,4-7,H,7,A,137.0,150.0,30.83,30.96,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-4H-CC-A,336,U1383,E,4,4-CC,H,CC,A,0.0,18.0,30.96,31.14,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-5H-1-A,336,U1383,E,5,5-1,H,1,A,0.0,40.0,31.4,31.8,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),sharp,,,,,,,Black (volcanic rocks?) angular pebble sized,,
336-U1383E-5H-1-A,336,U1383,E,5,5-1,H,1,A,40.0,65.0,31.8,32.05,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,,,
336-U1383E-5H-1-A,336,U1383,E,5,5-1,H,1,A,65.0,104.0,32.05,32.44,,Void,,Void,,,,,,,,,,,,
336-U1383E-5H-1-A,336,U1383,E,5,5-1,H,1,A,104.0,125.0,32.44,32.65,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,
336-U1383E-5H-2-A,336,U1383,E,5,5-2,H,2,A,0.0,58.5,32.65,33.235,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,
336-U1383E-5H-2-A,336,U1383,E,5,5-2,H,2,A,58.5,150.0,33.235,34.15,,Void,,Void,,,,,,,,,,,,
336-U1383E-5H-2-A,336,U1383,E,5,5-2,H,2,A,128.5,150.0,33.935,34.15,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,
336-U1383E-5H-3-A,336,U1383,E,5,5-3,H,3,A,0.0,59.0,34.15,34.74,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,From 45 cm to 59 cm: 7.5YR 6/4,,
336-U1383E-5H-3-A,336,U1383,E,5,5-3,H,3,A,59.0,129.5,34.74,35.445,,Void,,Void,,,,,,,,,,,,
336-U1383E-5H-3-A,336,U1383,E,5,5-3,H,3,A,129.5,150.0,35.445,35.65,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,
336-U1383E-5H-4-A,336,U1383,E,5,5-4,H,4,A,0.0,59.0,35.65,36.24,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,,,
336-U1383E-5H-4-A,336,U1383,E,5,5-4,H,4,A,59.0,128.5,36.24,36.935,,Void,,Void,,,,,,,,,,,,
336-U1383E-5H-4-A,336,U1383,E,5,5-4,H,4,A,128.5,140.0,36.935,37.05,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 7/4 (pink),,,,,,,,,,
336-U1383E-5H-4-A,336,U1383,E,5,5-4,H,4,A,140.0,150.0,37.05,37.15,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 8/4 (pink),,,,,,,,,,
336-U1383E-5H-5-A,336,U1383,E,5,5-5,H,5,A,0.0,60.5,37.15,37.755,nannofossil bearing foraminifer rich,ooze ,,nannofossil bearing foraminifer rich ooze ,,7.5YR 7/4 (pink),,,,,,,,"With strips of foraminifer rich ooze of 1 cm to 2 cm in tickness with a slight dipping, two pebble sized black angular clasts (volcanic rocks?) (1.5 cm and 2.5 cm) at the bottom",,
336-U1383E-5H-5-A,336,U1383,E,5,5-5,H,5,A,60.5,129.0,37.755,38.44,,Void,,Void,,,,,,,,,,,,
336-U1383E-5H-5-A,336,U1383,E,5,5-5,H,5,A,129.0,150.0,38.44,38.65,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,
336-U1383E-5H-6-A,336,U1383,E,5,5-6,H,6,A,0.0,58.5,38.65,39.235,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,
336-U1383E-5H-CC-A,336,U1383,E,5,5-CC,H,CC,A,0.0,17.0,40.15,40.32,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Some laminations due to coring disturbance at the bottom,,
336-U1383E-6H-1-A,336,U1383,E,6,6-1,H,1,A,0.0,53.0,40.9,41.43,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 5/6 (strong brown),,,,,,,,pebble (ca.25mm) at core surface 0-3 cm,,
336-U1383E-6H-2-A,336,U1383,E,6,6-2,H,2,A,0.0,50.0,41.43,41.93,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,,,
336-U1383E-6H-3-A,336,U1383,E,6,6-3,H,3,A,0.0,60.0,42.93,43.53,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/4 (light brown),,,,,,,,Common to abundant brownish(7.5YR 4/3) inclusions and/or laminas (altered limestone),,
336-U1383E-6H-4-A,336,U1383,E,6,6-4,H,4,A,0.0,150.0,44.23,45.73,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Few  to common brownish(7.5YR 4/3) inclusions and/or laminas (altered limestone),,
336-U1383E-6H-5-A,336,U1383,E,6,6-5,H,5,A,0.0,60.0,45.73,46.33,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,Same as above (Section 6H-4A),,
336-U1383E-6H-6-A,336,U1383,E,6,6-6,H,6,A,0.0,150.0,47.03,48.53,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,"Same as above (Section 6H-4A), Sample void (60-130cm)",,
336-U1383E-6H-7-A,336,U1383,E,6,6-7,H,7,A,0.0,89.0,48.53,49.42,foraminifer bearing nannofossil rich,ooze ,,foraminifer bearing nannofossil rich ooze ,,7.5YR 6/6 (reddish yellow),,,,,,,,"Same as above (Section 6H-4A), Pebble(ca.10mm) at section depth 47-48 cm",,
