Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,Lithology Suffix
363-U1482C-42X-5-A,0,150,375,376.5,,chalk [MMK88],chalk,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,42,X,5,A,,,,,
363-U1482C-42X-6-A,0,121,376.5,377.71,,chalk [MMK88],chalk,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,42,X,6,A,,,,,
363-U1482C-42X-7-A,0,71,377.71,378.42,,chalk [MMK88],chalk,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,42,X,7,A,,,,,
363-U1482C-42X-CC-A,0,33,378.42,378.75,,chalk [MMK88],chalk,,10GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,42,X,CC,A,,,,,
363-U1482C-43X-1-A,0,143,378.7,380.13,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,1,A,,,,,
363-U1482C-43X-2-A,0,50,380.13,380.63,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,2,A,,,,,
363-U1482C-43X-2-A,50,150,380.63,381.63,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,2,A,,,,,
363-U1482C-43X-3-A,0,150,381.63,383.13,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,3,A,,,,,
363-U1482C-43X-4-A,0,150,383.13,384.63,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,4,A,,,,,
363-U1482C-43X-5-A,0,110,384.63,385.73,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,5,A,,,,,
363-U1482C-43X-5-A,110,150,385.73,386.13,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,5,A,,,,,
363-U1482C-43X-6-A,0,10,386.13,386.23,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,6,A,,,,,
363-U1482C-43X-6-A,10,120,386.23,387.33,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 5/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,6,A,,,,,
363-U1482C-43X-7-A,0,20,387.33,387.53,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 5/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,7,A,,,,,
363-U1482C-43X-7-A,20,81,387.53,388.14,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,7,A,,,,,
363-U1482C-43X-CC-A,0,40,388.14,388.54,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,43,X,CC,A,,,,,
363-U1482C-44X-1-A,0,150,388.4,389.9,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,1,A,,,,,
363-U1482C-44X-2-A,0,11,389.9,390.01,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,2,A,,,,,
363-U1482C-44X-2-A,11,133,390.01,391.23,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,2,A,,,,,
363-U1482C-44X-2-A,133,150,391.23,391.4,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,2,A,,,,,
363-U1482C-44X-3-A,0,150,391.4,392.9,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,3,A,,,,,
363-U1482C-44X-4-A,0,150,392.9,394.4,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,4,A,,,,,
363-U1482C-44X-5-A,0,23,394.4,394.63,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,5,A,,,,,
363-U1482C-44X-5-A,23,150,394.63,395.9,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,5,A,,,,,
363-U1482C-44X-6-A,0,21,395.9,396.11,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,6,A,,,,,
363-U1482C-44X-6-A,21,100,396.11,396.9,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,6,A,,,,,
363-U1482C-44X-7-A,0,42,396.9,397.32,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,7,A,,,,,
363-U1482C-44X-7-A,42,96,397.32,397.86,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,7,A,,,,,
363-U1482C-44X-CC-A,0,35,397.86,398.21,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,44,X,CC,A,,,,,
363-U1482C-45X-1-A,0,150,398.1,399.6,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,1,A,,,,,
363-U1482C-45X-2-A,0,40,399.6,400,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,2,A,,,,,
363-U1482C-45X-2-A,40,110,400,400.7,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,2,A,,,,,
363-U1482C-45X-2-A,110,150,400.7,401.1,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,2,A,,,,,
363-U1482C-45X-3-A,0,150,401.1,402.6,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,3,A,,,,,
363-U1482C-45X-4-A,0,20,402.6,402.8,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,4,A,,,,,
363-U1482C-45X-4-A,20,40,402.8,403,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,4,A,,,,,
363-U1482C-45X-4-A,40,150,403,404.1,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,4,A,,,,,
363-U1482C-45X-5-A,0,150,404.1,405.6,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,5,A,,,,,
363-U1482C-45X-6-A,0,30,405.6,405.9,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,6,A,,,,,
363-U1482C-45X-6-A,30,90,405.9,406.5,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,10Y 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,6,A,,,,,
363-U1482C-45X-6-A,90,150,406.5,407.1,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,6,A,,,,,
363-U1482C-45X-7-A,0,71,407.1,407.81,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,7,A,,,,,
363-U1482C-45X-CC-A,0,39,407.62,408.01,clay-rich and foramaniferal-bearing [X363],chalk [MMK88],clay-rich and foramaniferal-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,45,X,CC,A,,,,,
363-U1482C-46X-1-A,0,118,407.8,408.98,clay-rich [X363],chalk [MMK88],clay-rich chalk,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,1,A,,,,,
363-U1482C-46X-1-A,118,150,408.98,409.3,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,1,A,,,,,
363-U1482C-46X-2-A,0,68,409.3,409.98,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,2,A,,,,,
363-U1482C-46X-2-A,68,107,409.98,410.37,clay-rich [X363],chalk [MMK88],clay-rich chalk,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,2,A,,,,,
363-U1482C-46X-2-A,107,150,410.37,410.8,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,2,A,,,,,
363-U1482C-46X-3-A,0,150,410.8,412.3,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,3,A,,,,,
363-U1482C-46X-4-A,0,146,412.3,413.76,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,4,A,,,,,
363-U1482C-46X-5-A,0,15,413.76,413.91,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,5,A,,,,,
363-U1482C-46X-5-A,15,150,413.91,415.26,clay-rich [X363],chalk [MMK88],clay-rich chalk,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,5,A,,,,,
363-U1482C-46X-6-A,0,150,415.26,416.76,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,6,A,,,,,
363-U1482C-46X-7-A,0,7,416.76,416.83,clay-rich [X363],chalk [MMK88],clay-rich chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,7,A,,,,,
363-U1482C-46X-7-A,7,56,416.83,417.32,clay-rich [X363],chalk [MMK88],clay-rich chalk,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,7,A,,,,,
363-U1482C-46X-CC-A,0,36,417.32,417.68,clay-rich [X363],chalk [MMK88],clay-rich chalk,,10GY 6/1 (greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,46,X,CC,A,,,,,
363-U1482C-47X-1-A,0,150,417.5,419,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,47,X,1,A,,,,,
363-U1482C-47X-2-A,0,150,419,420.5,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,47,X,2,A,,,,,
363-U1482C-47X-3-A,0,150,420.5,422,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,47,X,3,A,,,,,
363-U1482C-47X-4-A,0,138,422,423.38,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),heavy [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,47,X,4,A,,,,,
363-U1482C-47X-CC-A,0,36,423.38,423.74,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,biscuited CHALK,,,,,,,,,,,,,363,U1482,C,47,X,CC,A,,,,,
363-U1482C-48X-1-A,0,150,422.5,424,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,48,X,1,A,,,,,
363-U1482C-48X-2-A,0,150,424,425.5,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,48,X,2,A,,,,,
363-U1482C-48X-3-A,0,8,425.5,425.58,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 5/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,48,X,3,A,,,,,
363-U1482C-48X-3-A,8,150,425.58,427,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,48,X,3,A,,,,,
363-U1482C-48X-4-A,0,121,427,428.21,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. 65-68 cm foraminifera sand with moldic porosity. 91-121 cm is massively disturbed, with a shell hash at 93 cm.",,,,,,,,,,,,,363,U1482,C,48,X,4,A,,,,,
363-U1482C-48X-5-A,0,70,428.21,428.91,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,48,X,5,A,,,,,
363-U1482C-48X-CC-A,0,39,428.91,429.3,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,48,X,CC,A,,,,,
363-U1482C-49X-1-A,0,57,428.5,429.07,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,1,A,,,,,
363-U1482C-49X-1-A,57,150,429.07,430,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,1,A,,,,,
363-U1482C-49X-2-A,0,72,430,430.72,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,2,A,,,,,
363-U1482C-49X-2-A,72,150,430.72,431.5,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,2,A,,,,,
363-U1482C-49X-3-A,0,16,431.5,431.66,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,3,A,,,,,
363-U1482C-49X-3-A,16,150,431.66,433,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,3,A,,,,,
363-U1482C-49X-4-A,0,150,433,434.5,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,4,A,,,,,
363-U1482C-49X-5-A,0,126,434.5,435.76,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,5,A,,,,,
363-U1482C-49X-5-A,126,150,435.76,436,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,5,A,,,,,
363-U1482C-49X-6-A,0,131,436,437.31,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,6,A,,,,,
363-U1482C-49X-7-A,0,67,437.31,437.98,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,7,A,,,,,
363-U1482C-49X-CC-A,0,40,437.98,438.38,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows",,,,,,,,,,,,,363,U1482,C,49,X,CC,A,,,,,
363-U1482C-50X-1-A,0,70,438.2,438.9,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,1,A,,,,,
363-U1482C-50X-1-A,70,150,438.9,439.7,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,1,A,,,,,
363-U1482C-50X-2-A,0,150,439.7,441.2,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,2,A,,,,,
363-U1482C-50X-3-A,0,150,441.2,442.7,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,3,A,,,,,
363-U1482C-50X-4-A,0,153,442.7,444.23,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,4,A,,,,,
363-U1482C-50X-5-A,0,133,444.23,445.56,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,5,A,,,,,
363-U1482C-50X-5-A,133,150,445.56,445.73,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,5,A,,,,,
363-U1482C-50X-6-A,0,54,445.73,446.27,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,6,A,,,,,
363-U1482C-50X-6-A,54,68,446.27,446.41,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,6,A,,,,,
363-U1482C-50X-6-A,68,80,446.41,446.53,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,6,A,,,,,
363-U1482C-50X-6-A,80,146,446.53,447.19,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,6,A,,,,,
363-U1482C-50X-7-A,0,58,447.19,447.77,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,7,A,,,,,
363-U1482C-50X-CC-A,0,34,447.77,448.11,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,50,X,CC,A,,,,,
363-U1482C-51X-1-A,0,150,447.9,449.4,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5G 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,51,X,1,A,,,,,
363-U1482C-51X-2-A,0,14,449.4,449.54,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5G 6/1 (greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,51,X,2,A,,,,,
363-U1482C-51X-2-A,14,136,449.54,450.76,clay-bearing [X363],chalk [MMK88],clay-bearing chalk,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,"biscuited CHALK, with beautiful preservation of burrows. Biscuiting is very intense in this core.",,,,,,,,,,,,,363,U1482,C,51,X,2,A,,,,,
