Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE,Extra Sample ID Data
323-U1340D-1H-5-A,323,U1340,D,1,1-5,H,5,A,14,30,6.14,6.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-1H-5-A,323,U1340,D,1,1-5,H,5,A,30,70,6.3,6.7,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-1H-5-A,323,U1340,D,1,1-5,H,5,A,70,103,6.7,7.03,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-1H-CC-A,323,U1340,D,1,1-CC,H,CC,A,0,4,7.03,7.07,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-1H-CC-A,323,U1340,D,1,1-CC,H,CC,A,4,26,7.07,7.29,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-2H-1-A,323,U1340,D,2,2-1,H,1,A,0,37,7.3,7.67,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-2H-1-A,323,U1340,D,2,2-1,H,1,A,37,45,7.67,7.75,diatom ooze,Leg 323,foraminifer-bearing,foraminifer-bearing diatom ooze,,soft,5Y 5/3,,,,,,,,,,,,,
323-U1340D-2H-1-A,323,U1340,D,2,2-1,H,1,A,45,137,7.75,8.67,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-2H-1-A,323,U1340,D,2,2-1,H,1,A,137,150,8.67,8.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50,soft,5Y 4/1 ,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-1-A,323,U1340,D,2,2-1,H,1,A,137,150,8.67,8.8,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-2-A,323,U1340,D,2,2-2,H,2,A,0,150,8.8,10.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50,soft,5Y 4/1 ,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-2-A,323,U1340,D,2,2-2,H,2,A,0,150,8.8,10.3,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-3-A,323,U1340,D,2,2-3,H,3,A,0,150,10.3,11.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50,soft,5Y 4/1 ,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-3-A,323,U1340,D,2,2-3,H,3,A,0,150,10.3,11.8,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-4-A,323,U1340,D,2,2-4,H,4,A,0,150,11.8,13.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,50,soft,5Y 4/1 ,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-4-A,323,U1340,D,2,2-4,H,4,A,0,150,11.8,13.3,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-5-A,323,U1340,D,2,2-5,H,5,A,0,15,13.3,13.45,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-2H-5-A,323,U1340,D,2,2-5,H,5,A,15,125,13.45,14.55,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-2H-5-A,323,U1340,D,2,2-5,H,5,A,125,138,14.55,14.68,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-2H-5-A,323,U1340,D,2,2-5,H,5,A,138,150,14.68,14.8,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-2H-6-A,323,U1340,D,2,2-6,H,6,A,0,14,14.8,14.94,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-2H-6-A,323,U1340,D,2,2-6,H,6,A,14,132,14.94,16.12,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-2H-6-A,323,U1340,D,2,2-6,H,6,A,132,144,16.12,16.24,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,,,,,,,,,
323-U1340D-2H-6-A,323,U1340,D,2,2-6,H,6,A,144,150,16.24,16.3,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soft,5Y 4/1 ,,,,,,,,,,,,,
323-U1340D-2H-7-A,323,U1340,D,2,2-7,H,7,A,0,72,16.3,17.02,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,40,soft,5Y 4/1 ,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-7-A,323,U1340,D,2,2-7,H,7,A,0,72,16.3,17.02,diatom ooze,Leg 323,,diatom ooze,60,soft,5Y 4/2,,,,,"bedding cycles of 10 to 20 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-CC-A,323,U1340,D,2,2-CC,H,CC,A,0,19,17.02,17.21,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,40,soft,5Y 4/1 ,,,,,"bedding cycles of 10 to 50 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-2H-CC-A,323,U1340,D,2,2-CC,H,CC,A,0,19,17.02,17.21,diatom ooze,Leg 323,,diatom ooze,60,soft,5Y 4/2,,,,,"bedding cycles of 10 to 20 cm thickness, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-1-A,323,U1340,D,3,3-1,H,1,A,0,150,16.8,18.3,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-1-A,323,U1340,D,3,3-1,H,1,A,0,150,16.8,18.3,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-2-A,323,U1340,D,3,3-2,H,2,A,0,150,18.3,19.8,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-2-A,323,U1340,D,3,3-2,H,2,A,0,150,18.3,19.8,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-3-A,323,U1340,D,3,3-3,H,3,A,0,150,19.8,21.3,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-3-A,323,U1340,D,3,3-3,H,3,A,0,150,19.8,21.3,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-4-A,323,U1340,D,3,3-4,H,4,A,0,78,21.3,22.08,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-4-A,323,U1340,D,3,3-4,H,4,A,0,78,21.3,22.08,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-4-A,323,U1340,D,3,3-4,H,4,A,78,100,22.08,22.3,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/3,,,,,wavy laminations,,,,,,,,
323-U1340D-3H-4-A,323,U1340,D,3,3-4,H,4,A,100,150,22.3,22.8,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-4-A,323,U1340,D,3,3-4,H,4,A,100,150,22.3,22.8,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-5-A,323,U1340,D,3,3-5,H,5,A,0,150,22.8,24.3,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-5-A,323,U1340,D,3,3-5,H,5,A,0,150,22.8,24.3,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-6-A,323,U1340,D,3,3-6,H,6,A,0,150,24.3,25.8,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-6-A,323,U1340,D,3,3-6,H,6,A,0,150,24.3,25.8,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-7-A,323,U1340,D,3,3-7,H,7,A,0,35,25.8,26.15,diatom ooze,Leg 323,,diatom ooze,50,soft,5Y 4/2,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-7-A,323,U1340,D,3,3-7,H,7,A,0,35,25.8,26.15,diatom silt,Leg 323,,diatom silt,50,soft,5Y 4/1 ,,,,,"decimeter- to meter-scale bedding of diatom ooze and diatom-rich silt, with gradational bioturbated contacts",,,,,,,,
323-U1340D-3H-7-A,323,U1340,D,3,3-7,H,7,A,35,50,26.15,26.3,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,,soft,5Y 3/1,,,,,,,,,,,,,
323-U1340D-3H-7-A,323,U1340,D,3,3-7,H,7,A,50,79,26.3,26.59,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
323-U1340D-3H-CC-A,323,U1340,D,3,3-CC,H,CC,A,0,24,26.59,26.83,diatom ooze,Leg 323,,diatom ooze,,soft,5Y 4/2,,,,,,,,,,,,,
