Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1511B-38R-6-A,28,150,478.28,479.5,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-7-A,0,67,479.5,480.17,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-38R-CC-A,0,17,480.17,480.34,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-39R-1-A,0,92,480.1,481.02,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-39R-1-A,92,115,481.02,481.25,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-39R-1-A,115,150,481.25,481.6,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-39R-2-A,0,83,481.6,482.43,,,,,,claystone [USGS],,claystone,,,5R 4/2 (grayish red),,,,,,clay [W22_1],1,,,slight [B06],2,,,,,,,,,,,claystone,claystone,,,
371-U1511B-40R-1-A,0,49,489.7,490.19,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,
371-U1511B-40R-2-A,0,39,490.19,490.58,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,
371-U1511B-40R-3-A,0,41,490.58,490.99,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,
371-U1511B-41R-1-A,0,89,499.3,500.19,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,
371-U1511B-41R-2-A,0,95,500.19,501.14,,,,,,claystone [USGS],with nannofossils,claystone with nannofossils,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone with nannofossils,,,
371-U1511B-42R-1-A,0,111,508.8,509.91,,,,,,claystone [USGS],,claystone,nannofossils,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-42R-2-A,0,66,509.91,510.57,,,,,,claystone [USGS],,claystone,nannofossils,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-44R-CC-A,0,15,527.9,528.05,,,,,,claystone [USGS],,claystone,nannofossils,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,"Brownish interval at 10cm. Reddish brown fragments of claystone, likely fall-in, in top 5 cm.",,,,,,,,,,claystone,claystone,,,
371-U1511B-45R-1-A,0,12,537.5,537.62,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,,,3 cm rhondochrosite,,,,,,,,,,claystone,claystone,,,
371-U1511B-45R-1-A,12,110,537.62,538.6,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-45R-2-A,0,61,538.6,539.21,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,small ~1 cm long concretions with pin shize hole going through the entire length,,,,,,,,,,claystone,claystone,,,
371-U1511B-45R-CC-A,0,11,539.21,539.32,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-46R-1-A,0,150,547.1,548.6,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-46R-2-A,0,142,548.6,550.02,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,color banding is observed from grayish green (Gley 1 5/5G) to a dark greenish gray (Gley 14/5G_/1) (between 75&105 cm).,,,,,,,,,,claystone,claystone,,,
371-U1511B-46R-3-A,0,123,550.02,551.25,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/5G (grayish green),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-1-A,0,127,556.7,557.97,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-2-A,0,123,557.97,559.2,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-2-A,123,128,559.2,559.25,,,,,,claystone [USGS],,claystone,,,10R 3/3 (dusky red),,,,,,clay [W22_1],1,,,absent,0,whtie specks troughout.,,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-2-A,128,145,559.25,559.42,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-3-A,0,38,559.42,559.8,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10GY (greenish gray),color banding,,,,,clay [W22_1],1,,,sparse [B06],1,color banding between greenish gray and dusky red claystone with nannofossil. . Presence of dreen nodules in red bands and white specks throughout,color boundary or contact,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-3-A,38,80,559.8,560.22,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10GY (greenish gray),,,,,,clay [W22_1],1,,,sparse [B06],1,Presence of white specks troughout,color boundary or contact,,,,,,,,,claystone,claystone,,,
371-U1511B-47R-3-A,80,127,560.22,560.69,,,,,,claystone [USGS],,claystone,,,GLEY 1 5/10GY (greenish gray),color banding,,,,,clay [W22_1],1,,,sparse [B06],1,color banding between greenish gray and dusky red claystone with nannofossil. Presence of white specks throughout,,,,,,,,,,claystone,claystone,,,
