Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],LITH 2 color,LITH 2 lithification,LITH 2 ave. grain size class,LITH 2 ave. grain size rank [read only],LITH 2 max. grain size class,LITH 2 max. grain size rank [read only],LITH 2 grain sorting,LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Clast comment,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
368-U1505C-2H-1-A,0,150,8.2,9.7,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5G (grayish green),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,one bivalve fossil (5 mm) at 134 cm; glucolite burrow at 9 cm; horizontal to gently dipping burrows developed.,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,1,A,
368-U1505C-2H-2-A,0,145,9.7,11.15,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5G (grayish green),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,horizontal to gently dipping burrows developed; one fecal pellet filled burrow at 41 cm,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,2,A,
368-U1505C-2H-3-A,0,143,11.2,12.63,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/5G (grayish green),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,horizontal to gently dipping burrows developed.,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,3,A,
368-U1505C-2H-3-A,143,150,12.63,12.7,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 7/5GY (light greenish grey),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,horizontal to gently dipping burrows developed.,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,3,A,
368-U1505C-2H-4-A,0,56,12.7,13.26,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 7/5GY (light greenish grey),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,with biogenic silica in smear slide; horizontal to gently dipping burrows developed.,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,4,A,
368-U1505C-2H-4-A,56,150,13.26,14.2,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,horizontal to gently dipping burrows developed.,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,4,A,
368-U1505C-2H-5-A,0,145,14.2,15.65,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,5,A,
368-U1505C-2H-6-A,0,130,15.7,17.0,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,6,A,
368-U1505C-2H-7-A,0,50,17.0,17.5,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,7,A,
368-U1505C-2H-CC-A,0,19,17.5,17.69,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,2,H,CC,A,
368-U1505C-3H-1-A,0,106,17.7,18.76,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,1,A,
368-U1505C-3H-1-A,106,132,18.76,19.02,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,1,A,
368-U1505C-3H-2-A,0,90,19.02,19.92,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,2,A,
368-U1505C-3H-2-A,90,151,19.92,20.53,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,2,A,
368-U1505C-3H-3-A,0,11,20.53,20.64,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,3,A,
368-U1505C-3H-3-A,11,24,20.64,20.77,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,3,A,
368-U1505C-3H-3-A,24,32,20.77,20.85,,ash [2014],,ash,ash,,5YR 7/2 (pinkish gray),unlithified,clay [W22_1],1,silt [W22_1],2,very well [BP01],P [A92],1,,planar,horizontal,,massive [BJ84],slight [DB86],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,3,A,
368-U1505C-3H-3-A,32,59,20.85,21.12,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,3,A,
368-U1505C-3H-3-A,59,150,21.12,22.03,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10GY (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,3,A,
368-U1505C-3H-4-A,0,141,22.03,23.44,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10GY (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,4,A,
368-U1505C-3H-5-A,0,150,23.54,25.04,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10GY (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,5,A,
368-U1505C-3H-6-A,0,39,25.04,25.43,nannofossil rich,clay [Leg339],,nannofossil rich clay,nannofossil rich clay,,GLEY 1 4/10GY (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,6,A,
368-U1505C-3H-6-A,39,78,25.43,25.82,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,a 30 degree discontinuous dipping greenish lamina at 54-58 cm.,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,6,A,
368-U1505C-3H-CC-A,0,16,25.82,25.98,clay rich,nannofossil ooze [Leg339],,clay rich nannofossil ooze,clay rich nannofossil ooze,,GLEY 1 5/10Y (greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,3,H,CC,A,
368-U1505C-4H-1-A,0,56,27.2,27.76,nannofossil rich,sandy clay [MMK88],,nannofossil rich sandy clay,nannofossil rich sandy clay,,GLEY 1 4/10Y (dark greenish gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,"Dark green silty layer at 143,146,148 cm",gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,1,A,
368-U1505C-4H-1-A,56,150,27.76,28.7,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,1,A,
368-U1505C-4H-2-A,0,150,28.7,30.2,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,"Dark greenish layer at 13, 97, 105 cm",,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,2,A,
368-U1505C-4H-3-A,0,150,30.2,31.7,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,3,A,
368-U1505C-4H-4-A,0,140,31.7,33.1,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,Dark greenish layer at 130 cm,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,4,A,
368-U1505C-4H-5-A,0,150,33.2,34.7,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,Dark greenish layer at 34 cm,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,5,A,
368-U1505C-4H-6-A,0,151,34.7,36.21,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,6,A,
368-U1505C-4H-7-A,0,61,36.21,36.82,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,"Dark greenish layer at 38, 49 cm",,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,7,A,
368-U1505C-4H-CC-A,0,29,36.82,37.11,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,very fine sand [W22_2],3,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,4,H,CC,A,
368-U1505C-5H-1-A,0,135,36.7,38.05,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 4/1 (dark gray),unlithified,clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,gradational,horizontal,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,5,H,1,A,
368-U1505C-5H-1-A,135,150,38.05,38.2,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 5/1 (gray),unlithified,clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,5,H,1,A,
368-U1505C-5H-2-A,0,151,38.2,39.71,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 5/1 (gray),unlithified,clay [W22_1],1,fine sand [W22_2],4,well [2014],,,Dark greenish nannofossil rich silty clay layer at 58 cm,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,5,H,2,A,
368-U1505C-5H-3-A,0,151,39.7,41.21,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 5/1 (gray),unlithified,clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,5,H,3,A,
368-U1505C-5H-4-A,0,140,41.2,42.6,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 5/1 (gray),unlithified,clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,5,H,4,A,
368-U1505C-5H-5-A,0,150,42.7,44.2,foraminifer rich,nannofossil ooze [Leg339],with clay [2014],foraminifer rich nannofossil ooze,foraminifer rich nannofossil ooze with clay,,5Y 5/1 (gray),unlithified,clay [W22_1],1,fine sand [W22_2],4,well [2014],,,,,,,massive [BJ84],heavy [DB86],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,U1505,C,5,H,5,A,
