Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
371-U1507A-1H-3-A,75.0,110.0,3.75,4.1,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,10YR 8/2 (very pale brown),grain size layering,,normal grading,,,fine sand [W22_2],4,,,,,upward from medium sand to very fine sand,sharp boundary or contact,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,,371,U1507,A,1,H,3,A
371-U1507A-1H-3-A,110.0,150.0,4.1,4.5,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,10YR 8/2 (very pale brown),grain size layering,,normal grading,,,medium sand [W22_2],5,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,,371,U1507,A,1,H,3,A
371-U1507A-1H-4-A,0.0,71.0,4.5,5.21,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [2014],foraminiferal nannofossil ooze with clay,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,,,,,slight [B06],2,brownish burrow at 49cm,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze with clay,,,,371,U1507,A,1,H,4,A
371-U1507A-1H-5-A,0.0,38.0,5.26,5.64,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],with clay [2014],foraminiferal nannofossil ooze with clay,,,10YR 8/2 (very pale brown),massive [BJ84],,,,,,,,,slight [B06],2,,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze with clay,,,,371,U1507,A,1,H,5,A
371-U1507A-1H-5-A,38.0,80.0,5.64,6.06,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,light greenish grey bands GLEY 1 8/5GY in last 10 cm of section.,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,1,H,5,A
371-U1507A-1H-CC-A,0.0,10.0,6.06,6.16,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,1,H,CC,A
371-U1507A-2H-1-A,0.0,145.0,6.2,7.65,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,1,A
371-U1507A-2H-2-A,0.0,150.0,7.7,9.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,2,A
371-U1507A-2H-3-A,0.0,150.0,9.2,10.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,3,A
371-U1507A-2H-4-A,0.0,150.0,10.7,12.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,4,A
371-U1507A-2H-5-A,0.0,150.0,12.2,13.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,5,A
371-U1507A-2H-6-A,0.0,145.0,13.7,15.15,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,6,A
371-U1507A-2H-7-A,0.0,62.0,15.2,15.82,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,7,A
371-U1507A-2H-CC-A,0.0,16.0,15.82,15.98,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,2,H,CC,A
371-U1507A-3H-1-A,0.0,144.0,15.7,17.14,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,1,A
371-U1507A-3H-2-A,0.0,150.0,17.2,18.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,2,A
371-U1507A-3H-3-A,0.0,145.0,18.7,20.15,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,3,A
371-U1507A-3H-4-A,0.0,150.0,20.2,21.7,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,4,A
371-U1507A-3H-5-A,0.0,25.0,21.7,21.95,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,5,A
371-U1507A-3H-5-A,25.0,27.0,21.95,21.97,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],,nannofossil-rich foraminiferal ooze,,,GLEY 1 6/N (gray),massive [BJ84],,,,,,,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,3,H,5,A
371-U1507A-3H-5-A,27.0,150.0,21.97,23.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,5,A
371-U1507A-3H-6-A,0.0,115.0,23.2,24.35,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,6,A
371-U1507A-3H-7-A,0.0,63.0,24.4,25.03,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,7,A
371-U1507A-3H-CC-A,0.0,7.0,25.03,25.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Frequent cm-scale bands of darker grey (GLEY 1 6/N) material,,,,,,,,,,nannofossil ooze,nannofossil ooze with foraminifers,,,,371,U1507,A,3,H,CC,A
371-U1507A-4H-1-A,0.0,16.0,25.2,25.36,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],,nannofossil-rich foraminiferal ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,4,H,1,A
371-U1507A-4H-1-A,16.0,125.0,25.36,26.45,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,1,A
371-U1507A-4H-1-A,125.0,144.0,26.45,26.64,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],,nannofossil-rich foraminiferal ooze,,,GLEY 1 8/N (white gray),grain size layering,,,,very thin bed [B01],medium sand [W22_2],5,,,,,"Very thinly bedded to thinly laminated interval of alternating dark grey (GLEY 1 5/N) and light grey material (8/N) with two 0.5cm-thick beds of sand-size foraminiferal ooze, one showing possible pyrite and/or volcanic ash,",,,,,,,,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze,,,,371,U1507,A,4,H,1,A
371-U1507A-4H-2-A,0.0,150.0,26.7,28.2,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. One pyrite bled at 141cm.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,2,A
371-U1507A-4H-3-A,0.0,150.0,28.2,29.7,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. One pumice clast between 05 and 07cm.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,3,A
371-U1507A-4H-4-A,0.0,150.0,29.7,31.2,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,4,A
371-U1507A-4H-5-A,0.0,150.0,31.2,32.7,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. One pyrite bleb between 60.5 and 61cm.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,5,A
371-U1507A-4H-6-A,0.0,145.0,32.7,34.15,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,6,A
371-U1507A-4H-7-A,0.0,59.0,34.2,34.79,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. One pyrite bleb between 31 and 32cm.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,7,A
371-U1507A-4H-CC-A,0.0,16.0,34.79,34.95,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],,foraminiferal nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,,,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze,,,,371,U1507,A,4,H,CC,A
371-U1507A-5H-1-A,0.0,145.0,34.7,36.15,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,1,A
371-U1507A-5H-2-A,0.0,150.0,36.2,37.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,2,A
371-U1507A-5H-3-A,0.0,150.0,37.7,39.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,3,A
371-U1507A-5H-4-A,0.0,150.0,39.2,40.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,4,A
371-U1507A-5H-5-A,0.0,150.0,40.7,42.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,5,A
371-U1507A-5H-6-A,0.0,125.0,42.2,43.45,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,6,A
371-U1507A-5H-7-A,0.0,76.0,43.51,44.27,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,7,A
371-U1507A-5H-CC-A,0.0,6.0,44.27,44.33,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,Sporadic cm-scale bands of darker grey (GLEY 1 6/N) material. Also mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,5,H,CC,A
371-U1507A-6H-1-A,0.0,145.0,44.2,45.65,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,1,A
371-U1507A-6H-2-A,0.0,150.0,45.7,47.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,2,A
371-U1507A-6H-3-A,0.0,150.0,47.2,48.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,3,A
371-U1507A-6H-4-A,0.0,150.0,48.7,50.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,4,A
371-U1507A-6H-5-A,0.0,150.0,50.2,51.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,5,A
371-U1507A-6H-6-A,0.0,145.0,51.7,53.15,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,6,A
371-U1507A-6H-7-A,0.0,68.0,53.2,53.88,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,7,A
371-U1507A-6H-CC-A,0.0,10.0,53.88,53.98,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,GLEY 1 8/N (white gray),massive [BJ84],,,,,,,,,sparse [B06],1,mm-cm scale pumice clasts found sporadically.,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,6,H,CC,A
371-U1507A-7H-1-A,0.0,146.0,53.7,55.16,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,7,H,1,A
371-U1507A-7H-2-A,0.0,150.0,55.2,56.7,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,7,H,2,A
371-U1507A-7H-3-A,0.0,150.0,56.7,58.2,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,,,,,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,7,H,3,A
371-U1507A-7H-4-A,0.0,121.0,58.2,59.41,,,,,,nannofossil ooze [Leg339],,nannofossil ooze,,,white,,,,,,,,,,absent,0,"between 99-110 cm in section 4, increasing greenish color light greenish gray (10Y 7/1) to greenish gray (10GY 6/1) that is moderately bioturbated.",bioturbated boundary or contact,,diffuse,,,,,,,nannofossil ooze,nannofossil ooze,,,,371,U1507,A,7,H,4,A
371-U1507A-7H-4-A,121.0,150.0,59.41,59.7,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,bioturbation decreases with down section in terms of intensity as well as burrow size.,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,4,A
371-U1507A-7H-5-A,0.0,3.0,59.7,59.73,,,,,nannofossil-rich [2014b],clay [USGS],with volcanic ash [2014],nannofossil-rich clay with volcanic ash,,,10GY 6/1 (greenish gray),,,,,,,,,,moderate [B06],3,bioturbation decreases with down section in terms of intensity as well as burrow size.,,,,,,,,,,nannofossil-rich clay,clay with volcanic ash,,,,371,U1507,A,7,H,5,A
