dupes and comments,Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Drilling disturbance type,Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. color,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Lith. comment,Clast lithology,Clast size,Clast morphology (shape),Clast sorting,Clast color,Clast roundness,Clast roundness rank,Clast lithology comment,Matrix sorting,Clast/matrix texture,Matrix comment,Bioturbation intensity,Bioturbation intensity rank,General comment,File Data,Ship File Links,Shore File Links
,344-U1414A-7H-4-A,344,U1414,A,7,7-4,H,4,A,0,,150,53.9,55.4,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,"homogenous,  rare white mm-sized clasts (sponge spicules, possibly white ash?) ",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-7H-5-A,344,U1414,A,7,7-5,H,5,A,0,,139,55.4,56.79,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,"homogenous,  rare white mm-sized clasts (sponge spicules, possibly white ash?) ",,,,,,,,,,,,,,,,,
,344-U1414A-7H-5-A,344,U1414,A,7,7-5,H,5,A,139,,150,56.79,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-7H-6-A,344,U1414,A,7,7-6,H,6,A,0,,150,56.9,58.4,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,,,,,,
,344-U1414A-7H-7-A,344,U1414,A,7,7-7,H,7,A,0,,58,58.4,58.98,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,,,,,,
,344-U1414A-7H-CC-A,344,U1414,A,7,7-CC,H,CC,A,0,,30,58.98,59.28,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,medium silt [W22_2],4,,,,,,,,,,,,,,,,,,
,344-U1414A-7H-CC-A,344,U1414,A,7,7-CC,H,CC,A,30,,34,59.28,59.32,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,
,344-U1414A-8H-1-W,344,U1414,A,8,8-1,H,1,W,0,,150,58.9,60.4,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules and possibly some light-colored ash,  spots with discoloration indicative of glauconite ",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-2-W,344,U1414,A,8,8-2,H,2,W,0,,140,60.4,61.8,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules and possibly some light-colored ash,  very rare spots with discoloration indicative of glauconite ",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-2-W,344,U1414,A,8,8-2,H,2,W,140,,150,61.8,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-8H-3-W,344,U1414,A,8,8-3,H,3,W,0,,150,61.9,63.4,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, spots with discoloration indicative of glauconite, cm-sized pyrite nodules at 65-66 cm and 98-100 cm ",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-4-A,344,U1414,A,8,8-4,H,4,A,0,,92,63.4,64.32,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, spots with discoloration indicative of glauconite, some rare spots of disseminated ash",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-4-A,344,U1414,A,8,8-4,H,4,A,92,,104,64.32,64.44,minimal [drilling disturbance],1,,tephra [FS84],,7.5YR 5/1 (gray),tephra ,tephra ,silt [W22_1],2,sand [W22_1],3,"top of larger light-colored well-sorted fallout tephra, gradational top",,,,,,,,,,,,,,,,,
,344-U1414A-8H-4-A,344,U1414,A,8,8-4,H,4,A,104,,113,64.44,64.53,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-8H-5-W,344,U1414,A,8,8-5,H,5,W,0,,47,64.53,65,minimal [drilling disturbance],1,,tephra [FS84],,7.5YR 5/1 (gray),tephra ,tephra ,silt [W22_1],2,sand [W22_1],3,"ight-colored well-sorted fallout tephra, normally graded with at least two events",,,,,,,,,,,,,,,,,
,344-U1414A-8H-5-W,344,U1414,A,8,8-5,H,5,W,47,along-core gravel/sand contamination,150,65,66.03,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, spots with discoloration indicative of glauconite, some rare spots of disseminated ash",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-6-W,344,U1414,A,8,8-6,H,6,W,0,,16,66.03,66.19,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, spots with discoloration indicative of glauconite, some rare spots of disseminated ash",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-6-W,344,U1414,A,8,8-6,H,6,W,16,,19,66.19,66.22,minimal [drilling disturbance],1,,tephra [FS84],,5Y 2.5/1 (black),tephra ,tephra ,silt [W22_1],2,fine sand [W22_2],4,"dark-colored fine-grained tephra, spotty ",,,,,,,,,,,,,,,,,
,344-U1414A-8H-6-W,344,U1414,A,8,8-6,H,6,W,19,,150,66.22,67.53,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, spots with discoloration indicative of glauconite, some rare spots of disseminated ash",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-7-W,344,U1414,A,8,8-7,H,7,W,0,,96,67.53,68.49,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, spots with discoloration indicative of glauconite, pyrite nodule at 10-12 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-CC-W,344,U1414,A,8,8-CC,H,CC,W,0,,19,68.49,68.68,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, rare sponge spicules, disseminated pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-8H-CC-W,344,U1414,A,8,8-CC,H,CC,W,19,,24,68.68,68.73,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,
,344-U1414A-9H-1-W,344,U1414,A,9,9-1,H,1,W,0,,135,68.4,69.75,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare shell fragments",,,,,,,,,,,,common [B06],4,"slight drilling disturbance in uppermost 15 cm, otherwise moderate",,,
,344-U1414A-9H-1-W,344,U1414,A,9,9-1,H,1,W,135,,136,69.75,69.76,minimal [drilling disturbance],1,,tephra [FS84],,10Y 2.5/1 (greenish black),tephra ,tephra ,fine silt [W22_2],3,fine sand [W22_2],4,"thin, dark-colored, normally graded tephra bed",,,,,,,,,,,,,,,,,
,344-U1414A-9H-1-W,344,U1414,A,9,9-1,H,1,W,136,,150,69.76,69.9,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,homogenous,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-2-W,344,U1414,A,9,9-2,H,2,W,0,,140,69.9,71.3,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare shell fragments and sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-2-W,344,U1414,A,9,9-2,H,2,W,140,,150,71.3,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-9H-3-W,344,U1414,A,9,9-3,H,3,W,0,,140,71.4,72.8,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare shell fragments and sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-3-W,344,U1414,A,9,9-3,H,3,W,140,,141,72.8,72.81,minimal [drilling disturbance],1,,tephra [FS84],,5GY 4/1 (dark greenish gray),tephra ,tephra ,silt [W22_1],2,fine sand [W22_2],4,"light-colored fine-grained, barely visible against clay matrix",,,,,,,,,,,,,,,,,
,344-U1414A-9H-3-W,344,U1414,A,9,9-3,H,3,W,141,,150,72.81,72.9,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare shell fragments and sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-4-W,344,U1414,A,9,9-4,H,4,W,0,,150,72.9,74.4,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some mm-sized ash pods disseminated between 87-93 cm, and dark-colored ash at 143 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-5-W,344,U1414,A,9,9-5,H,5,W,0,,124,74.4,75.64,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments, wood fragment at 70 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-5-W,344,U1414,A,9,9-5,H,5,W,124,,139,75.64,75.79,,,,,,,,,,,,,,,,,,,,,,,,,,,STIP,,,
,344-U1414A-9H-5-W,344,U1414,A,9,9-5,H,5,W,139,,150,75.79,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-9H-6-W,344,U1414,A,9,9-6,H,6,W,0,,150,75.9,77.4,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and possibly some light-colored ash",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-7-W,344,U1414,A,9,9-7,H,7,W,0,,60,77.4,78,minimal [drilling disturbance],1,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,homogenous,,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-CC-W,344,U1414,A,9,9-CC,H,CC,W,0,,25,78,78.25,slight to moderate [drilling disturbance],3,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-9H-CC-W,344,U1414,A,9,9-CC,H,CC,W,25,,30,78.25,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,
,344-U1414A-10H-1-W,344,U1414,A,10,10-1,H,1,W,0,,141,77.9,79.31,slight [drilling disturbance],2,silty,clay [USGS],,5GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-1-W,344,U1414,A,10,10-1,H,1,W,141,,150,79.31,79.4,,,,,,,,,,,,,,,,,,,,,,,,,,,SCREA,,,
,344-U1414A-10H-2-W,344,U1414,A,10,10-2,H,2,W,0,,125,79.4,80.65,slight [drilling disturbance],2,silty,clay [USGS],,5GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-2-W,344,U1414,A,10,10-2,H,2,W,125,,140,80.65,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,SAFF,,,
,344-U1414A-10H-2-W,344,U1414,A,10,10-2,H,2,W,140,,150,80.8,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-10H-3-W,344,U1414,A,10,10-3,H,3,W,0,,150,80.9,82.4,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments, pyrite nodule at 115-117 cm, ash pod at 140 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-4-W,344,U1414,A,10,10-4,H,4,W,0,,123,82.4,83.63,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments. burrow filled with pyrite at 112cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-4-W,344,U1414,A,10,10-4,H,4,W,123,,150,83.63,83.9,slight [drilling disturbance],2,,clay [USGS],,10Y 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments, ash pod at 136 cm ",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-5-W,344,U1414,A,10,10-5,H,5,W,0,,40,83.9,84.3,slight [drilling disturbance],2,,clay [USGS],,10Y 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-5-W,344,U1414,A,10,10-5,H,5,W,40,,140,84.3,85.3,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments, pod of dark-colored ash at 80 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-5-W,344,U1414,A,10,10-5,H,5,W,140,,150,85.3,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-10H-6-W,344,U1414,A,10,10-6,H,6,W,0,,150,85.4,86.9,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments. burrow filled with pyrite at 112 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-7-W,344,U1414,A,10,10-7,H,7,W,0,,59,86.9,87.49,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-10H-CC-W,344,U1414,A,10,10-CC,H,CC,W,0,,21,87.49,87.7,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules and shell fragments",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-1-W,344,U1414,A,11,11-1,H,1,W,0,,150,87.4,88.9,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-2-W,344,U1414,A,11,11-2,H,2,W,0,,70,88.9,89.6,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-2-W,344,U1414,A,11,11-2,H,2,W,70,,72,89.6,89.62,slight [drilling disturbance],2,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,silt [W22_1],2,fine sand [W22_2],4,"light-colored, normally graded, sharp bottom",,,,,,,,,,,,,,,,,
,344-U1414A-11H-2-W,344,U1414,A,11,11-2,H,2,W,72,,140,89.62,90.3,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-2-W,344,U1414,A,11,11-2,H,2,W,140,,150,90.3,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-11H-3-W,344,U1414,A,11,11-3,H,3,W,0,,25,90.4,90.65,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-3-W,344,U1414,A,11,11-3,H,3,W,25,,27,90.65,90.67,slight [drilling disturbance],2,,tephra [FS84],,N 3 (very dark gray),tephra ,tephra ,silt [W22_1],2,fine sand [W22_2],4,"light- and dark-colored  normally graded, sharp bottom",,,,,,,,,,,,,,,,,
,344-U1414A-11H-3-W,344,U1414,A,11,11-3,H,3,W,27,,150,90.67,91.9,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-4-W,344,U1414,A,11,11-4,H,4,W,0,,150,91.9,93.4,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some mm-sized mini-pods of light colored ash between 81-86 cm, rare pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-5-W,344,U1414,A,11,11-5,H,5,W,0,,140,93.4,94.8,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, rare pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-5-W,344,U1414,A,11,11-5,H,5,W,140,,150,94.8,94.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-11H-6-W,344,U1414,A,11,11-6,H,6,W,0,,142,94.9,96.32,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-7-W,344,U1414,A,11,11-7,H,7,W,0,,61,96.32,96.93,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-11H-CC-W,344,U1414,A,11,11-CC,H,CC,W,0,,19,96.93,97.12,slight [drilling disturbance],2,,clay [USGS],,5GY 4/1 (dark greenish gray),clay ,clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-1-W,344,U1414,A,12,12-1,H,1,W,0,,18,96.9,97.08,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-1-W,344,U1414,A,12,12-1,H,1,W,18,,28,97.08,97.18,moderate [drilling disturbance],4,,tephra [FS84],,5YR 2.5/1 (black),tephra ,tephra ,silt [W22_1],2,sand [W22_1],3,"black, coarse-grained normally graded ash",,,,,,,,,,,,,,,,,
,344-U1414A-12H-1-W,344,U1414,A,12,12-1,H,1,W,28,,150,97.18,98.4,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-2-W,344,U1414,A,12,12-2,H,2,W,0,,126,98.4,99.66,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite, a pyrite streak at 24 cm",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-2-W,344,U1414,A,12,12-2,H,2,W,126,,150,99.66,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-12H-3-W,344,U1414,A,12,12-3,H,3,W,0,,150,99.9,101.4,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite

",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-4-W,344,U1414,A,12,12-4,H,4,W,0,,150,101.4,102.9,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite

",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-5-W,344,U1414,A,12,12-5,H,5,W,0,,140,102.9,104.3,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite

",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-5-W,344,U1414,A,12,12-5,H,5,W,140,,150,104.3,104.4,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-12H-6-W,344,U1414,A,12,12-6,H,6,W,0,,150,104.4,105.9,slight [drilling disturbance],2,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite, several  mm-sized ash pods at 28 cm, 67 cm and 130 cm
",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-12H-7-W,344,U1414,A,12,12-7,H,7,W,0,,64,105.9,106.54,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite, spot of glauconite at 51 cm ",,,,,,,,,,,,,,void from 60-63 cm,,,
,344-U1414A-12H-CC-W,344,U1414,A,12,12-CC,H,CC,W,0,,18,106.54,106.72,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine sand [W22_2],4,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,,,,,,
,344-U1414A-12H-CC-W,344,U1414,A,12,12-CC,H,CC,W,18,,25,106.72,106.79,,,,,,,,,,,,,,,,,,,,,,,,,,,PAL,,,
,344-U1414A-13H-1-A,344,U1414,A,13,13-1,H,1,A,0,,150,106.4,107.9,slight to moderate [drilling disturbance],3,silty,clay [USGS],,5GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,,,,,,
,344-U1414A-13H-2-A,344,U1414,A,13,13-2,H,2,A,0,,139,107.9,109.29,slight to moderate [drilling disturbance],3,silty,clay [USGS],,5GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-2-W,344,U1414,A,13,13-2,H,2,W,139,,150,109.29,109.4,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
,344-U1414A-13H-3-A,344,U1414,A,13,13-3,H,3,A,0,,150,109.4,110.9,slight to moderate [drilling disturbance],3,silty,clay [USGS],,5GY 3/1 (very dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-4-A,344,U1414,A,13,13-4,H,4,A,0,,150,110.9,112.4,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,0,,20,112.4,112.6,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, very rare sponge spicules, some pyrite",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,20,,27,112.6,112.67,,,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,27,,35,112.67,112.75,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, some diatom and foram fragments, very rare sponge spicules, some pyrite.",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,35,,37,112.75,112.77,,,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,37,,91,112.77,113.31,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, some diatom and foram fragments, very rare sponge spicules, some pyrite.",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,91,,94,113.31,113.34,,,,tephra [FS84],,N 4 (dark gray),tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,
,344-U1414A-13H-5-A,344,U1414,A,13,13-5,H,5,A,94,,139,113.34,113.79,slight to moderate [drilling disturbance],3,silty,clay [USGS],,10GY 4/1 (dark greenish gray),silty  clay ,silty clay ,clay [W22_2],1,fine silt [W22_2],3,"homogenous, some diatom and foram fragments, very rare sponge spicules, some pyrite.",,,,,,,,,,,,common [B06],4,,,,
,344-U1414A-13H-5-W,344,U1414,A,13,13-5,H,5,W,139,,150,113.79,113.9,,,,,,,,,,,,,,,,,,,,,,,,,,,IW,,,
