Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
354-U1450B-11R-1-A,11,69,695.51,696.09,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,1,A,
354-U1450B-11R-1-A,69,149,696.09,696.89,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,1,A,
354-U1450B-11R-2-A,0,9,696.89,696.98,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,9,23,696.98,697.12,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,9,23,696.98,697.12,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,23,41,697.12,697.3,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,23,41,697.12,697.3,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,41,73,697.3,697.62,,,limestone [Leg210],,limestone,limestone,limestone,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,48-51 cm: burrow with black diagenetic halo,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,41,73,697.3,697.62,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,73,83,697.62,697.72,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,73,83,697.62,697.72,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,83,94,697.72,697.83,,,limestone [Leg210],,limestone,limestone,limestone,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,83,94,697.72,697.83,,,,,,,,,,,,,,,,,burrows,,,,,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-2-A,94,135,697.83,698.24,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,mottling [BJ80],,,,94-95 cm: pyritized burrow,,,,354,U1450,B,11,R,2,A,
354-U1450B-11R-3-A,0,69,698.24,698.93,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,11,R,3,A,
354-U1450B-11R-4-A,0,61,698.93,699.54,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,11,R,4,A,
354-U1450B-11R-5-A,0,88,699.54,700.42,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,11,R,5,A,
354-U1450B-11R-CC-A,0,18,700.42,700.6,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,11,R,CC,A,
354-U1450B-12R-1-A,0,131,705.1,706.41,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,fine parallel lamination on the clayey silt beds.,,,,,,,354,U1450,B,12,R,1,A,
354-U1450B-12R-2-A,0,98,706.41,707.39,,,clay [Leg210],,clay,clay,clay,,dark gray,gradational,horizontal,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,fine parallel lamination on the clayey silt beds.,,,,,,,354,U1450,B,12,R,2,A,
354-U1450B-12R-3-A,0,39,707.39,707.78,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],very thick bed [B01],,,parallel lamination,fine parallel lamination on the clayey silt beds.,,,black organic rich layer at 20 cm.,,,,354,U1450,B,12,R,3,A,
354-U1450B-12R-3-A,39,58,707.78,707.97,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,dark gray,sharp planar,horizontal,very thin bed [B01],clay [Leg210],lamina [M&W53],,,parallel lamination,,,,wood fragment between 39-40 cm.,,,,354,U1450,B,12,R,3,A,
354-U1450B-12R-CC-A,0,20,707.97,708.17,,,clay [Leg210],,clay,clay,clay,,dark gray,sharp planar,horizontal,very thin bed [B01],silt [Leg210],lamina [M&W53],,,parallel lamination,fine parallel lamination on the clayey silt beds.,,,,,,,354,U1450,B,12,R,CC,A,
354-U1450B-13R-1-A,0,117,714.8,715.97,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,13,R,1,A,
354-U1450B-13R-2-A,0,135,715.97,717.32,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,13,R,2,A,
354-U1450B-13R-3-A,0,66,717.32,717.98,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,parallel lamination,,,,,,,,354,U1450,B,13,R,3,A,
354-U1450B-13R-3-A,66,74,717.98,718.06,,clayey [Leg339],silt [Leg210],with plant fragments [2014],clayey silt,clayey silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1450,B,13,R,3,A,
354-U1450B-13R-CC-A,0,14,718.06,718.2,,silty [Leg339],clay [Leg210],,silty clay,silty clay,clay,,gray,,,,,,,,parallel lamination,,,,,,,,354,U1450,B,13,R,CC,A,
354-U1450B-14R-1-A,0,95,724.5,725.45,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,14,R,1,A,
354-U1450B-14R-1-A,95,104,725.45,725.54,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,14,R,1,A,
354-U1450B-14R-1-A,104,112,725.54,725.62,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,14,R,1,A,
354-U1450B-14R-2-A,0,58,725.62,726.2,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1450,B,14,R,2,A,
354-U1450B-14R-CC-A,0,12,726.2,726.32,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1450,B,14,R,CC,A,
354-U1450B-15R-1-A,0,91,734.2,735.11,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],clay [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,15,R,1,A,
354-U1450B-15R-1-A,91,148,735.11,735.68,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,B,15,R,1,A,
354-U1450B-15R-CC-A,0,19,735.68,735.87,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,15,R,CC,A,
354-U1450B-16R-1-A,0,95,743.9,744.85,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,16,R,1,A,
354-U1450B-16R-1-A,95,129,744.85,745.19,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1450,B,16,R,1,A,
354-U1450B-16R-1-A,129,142,745.19,745.32,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1450,B,16,R,1,A,
354-U1450B-16R-2-A,0,46,745.32,745.78,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,B,16,R,2,A,
354-U1450B-16R-2-A,46,64,745.78,745.96,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,16,R,2,A,
354-U1450B-16R-2-A,64,85,745.96,746.17,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,white,,,thin bed [B01],claystone [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1450,B,16,R,2,A,
354-U1450B-16R-2-A,85,94,746.17,746.26,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1450,B,16,R,2,A,
354-U1450B-16R-3-A,0,69,746.26,746.95,,,claystone [Leg210],with carbonates,claystone,claystone with carbonates,claystone with carbonates,,gray,gradational,,,,,,,burrows,,,,,,,,354,U1450,B,16,R,3,A,
354-U1450B-16R-3-A,69,120,746.95,747.46,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],claystone [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,16,R,3,A,
354-U1450B-16R-3-A,120,135,747.46,747.61,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,16,R,3,A,
354-U1450B-16R-CC-A,0,15,747.61,747.76,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1450,B,16,R,CC,A,
354-U1450B-17R-1-A,14,43,753.74,754.03,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,17,R,1,A,
354-U1450B-17R-1-A,43,55,754.03,754.15,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,17,R,1,A,
354-U1450B-17R-1-A,55,66,754.15,754.26,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,17,R,1,A,
354-U1450B-17R-1-A,66,80,754.26,754.4,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,17,R,1,A,
354-U1450B-17R-1-A,80,87,754.4,754.47,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,17,R,1,A,
354-U1450B-17R-2-A,0,42,754.47,754.89,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,17,R,2,A,
354-U1450B-17R-2-A,42,67,754.89,755.14,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,mud clast,,,,,,,,354,U1450,B,17,R,2,A,
354-U1450B-17R-CC-A,0,12,755.14,755.26,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,,,,,,,,,,,,,,,,354,U1450,B,17,R,CC,A,
354-U1450B-18R-1-A,6,101,763.36,764.31,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],claystone [Leg210],thin bed [B01],,,,,,,at 101cm base of silt bed there is a lamina of are large wood fragments,,,,354,U1450,B,18,R,1,A,
354-U1450B-18R-1-A,101,147,764.31,764.77,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,18,R,1,A,
354-U1450B-18R-2-A,0,87,764.78,765.65,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,B,18,R,2,A,
354-U1450B-18R-CC-A,0,19,765.65,765.84,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1450,B,18,R,CC,A,
354-U1450B-19R-1-A,0,5,773,773.05,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1450,B,19,R,1,A,
354-U1450B-19R-1-A,5,81,773.05,773.81,,,limestone [Leg210],,limestone,limestone,limestone,,white,,,,,,,,burrows,,,,,,,,354,U1450,B,19,R,1,A,
354-U1450B-19R-2-A,0,70,773.81,774.51,,,limestone [Leg210],,limestone,limestone,limestone,,light gray,,,medium bed [B01],clay [Leg210],thin bed [B01],,,burrows,,,,,,,,354,U1450,B,19,R,2,A,
354-U1450B-19R-3-A,0,91,774.51,775.42,,,limestone [Leg210],,limestone,limestone,limestone,,light gray,,,,,,,,burrows,,,,,,,,354,U1450,B,19,R,3,A,
354-U1450B-19R-3-A,91,149,775.42,776,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,19,R,3,A,
354-U1450B-19R-4-A,0,94,776,776.94,,,limestone [Leg210],,limestone,limestone,limestone,,white,,,,,,,,,,,,,,,,354,U1450,B,19,R,4,A,
354-U1450B-19R-CC-A,5,34,776.99,777.28,,,limestone [Leg210],,limestone,limestone,limestone,,light gray,,,,,,,,burrows,,,,,,,,354,U1450,B,19,R,CC,A,
354-U1450B-20R-1-A,0,39,782.7,783.09,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1450,B,20,R,1,A,
354-U1450B-20R-1-A,39,58,783.09,783.28,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,20,R,1,A,
354-U1450B-20R-1-A,58,150,783.28,784.2,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,B,20,R,1,A,
354-U1450B-20R-2-A,0,62,784.2,784.82,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,B,20,R,2,A,
354-U1450B-20R-2-A,62,69,784.82,784.89,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light gray,bioturbated,,,,,,,burrows,,,,,,,,354,U1450,B,20,R,2,A,
354-U1450B-20R-2-A,69,77,784.89,784.97,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,white,bioturbated,,,,,,,burrows,,,,,,,,354,U1450,B,20,R,2,A,
354-U1450B-20R-2-A,77,84,784.97,785.04,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light gray,sharp planar,horizontal,,,,,,burrows,,,,,,,,354,U1450,B,20,R,2,A,
354-U1450B-20R-2-A,84,110,785.04,785.3,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,20,R,2,A,
354-U1450B-20R-CC-A,0,6,785.3,785.36,,,claystone [Leg210],,claystone,claystone,claystone,,dark gray,,,,,,,,,,,,,,,,354,U1450,B,20,R,CC,A,
354-U1450B-21R-1-A,0,27,792.4,792.67,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,gray,sharp planar,horizontal,thin bed [B01],claystone [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,27,54,792.67,792.94,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,54,78,792.94,793.18,,,claystone [Leg210],with carbonates,claystone,claystone with carbonates,claystone with carbonates,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,78,86,793.18,793.26,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,mud clast,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,86,101,793.26,793.41,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,,,parallel lamination,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,101,111,793.41,793.51,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,thin bed [B01],clay [Leg210],very thin bed [B01],,,,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,111,120,793.51,793.6,,,claystone [Leg210],,claystone,claystone,claystone,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,120,130,793.6,793.7,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-1-A,130,150,793.7,793.9,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,21,R,1,A,
354-U1450B-21R-2-A,0,108,793.9,794.98,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,medium bed [B01],silt [Leg210],thin bed [B01],,,mottling [BJ80],,,,,,,,354,U1450,B,21,R,2,A,
354-U1450B-21R-CC-A,0,10,794.98,795.08,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1450,B,21,R,CC,A,
354-U1450B-22R-1-A,0,14,802.1,802.24,,,sand [Leg210],,sand,sand,sand,,gray,sharp planar,horizontal,,,,,,,,,,,,,,354,U1450,B,22,R,1,A,
354-U1450B-22R-1-A,14,33,802.24,802.43,,,silt [Leg210],,silt,silt,silt,,gray,sharp planar,horizontal,,,,,,normally graded,,,,,,,,354,U1450,B,22,R,1,A,
354-U1450B-22R-1-A,33,55,802.43,802.65,,,calcareous claystone,,calcareous claystone,calcareous claystone,calcareous claystone,,light gray,gradational,,,,,,,burrows,,,,,,,,354,U1450,B,22,R,1,A,
354-U1450B-22R-1-A,55,97,802.65,803.07,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,thin bed [B01],silt [Leg210],thin bed [B01],,,,,,,,,,,354,U1450,B,22,R,1,A,
354-U1450B-22R-2-A,0,4,803.17,803.21,,,claystone [Leg210],,claystone,claystone,claystone,,gray,gradational,,,,,,,,,,,,,,,354,U1450,B,22,R,2,A,
354-U1450B-22R-2-A,4,24,803.21,803.41,,,silt [Leg210],with plant fragments [2014],silt,silt with plant fragments,silt with plant fragments,,gray,sharp planar,horizontal,medium bed [B01],silt [Leg210],thin bed [B01],,,parallel lamination,,,,,,,,354,U1450,B,22,R,2,A,
354-U1450B-22R-2-A,24,145,803.41,804.62,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1450,B,22,R,2,A,
354-U1450B-22R-CC-A,0,14,804.62,804.76,,,claystone [Leg210],,claystone,claystone,claystone,,gray,,,,,,,,,,,,,,,,354,U1450,B,22,R,CC,A,
