Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data
371-U1508A-10H-1-W,0,124,77.3,78.54,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,F [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-10H-2-A,0,142,78.54,79.96,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains as well as rare pyritized bryozoa are observed. 1 mm size shell fragment are rarely observed.,,,,F [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-10H-3-A,0,138,79.96,81.34,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,F [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-10H-4-A,0,147,81.34,82.81,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,F [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-10H-5-A,0,107,82.81,83.88,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,F [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-10H-6-A,0,80,83.88,84.68,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans and scattered grains of sulfide throughout. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,F [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-11H-1-A,0,128,86.8,88.08,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans decrease down section and increasing grains of sulfide down section. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,C [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-11H-2-A,0,139,88.08,89.47,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans decrease down section and increasing grains of sulfide down section. Rare pyrite grains as well as rare pyritized bryozoa are observed.,,,,C [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-11H-3-A,0,5,89.47,89.52,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],with bioclasts,nannofossil-rich foraminiferal ooze with bioclasts,,,2.5Y 9/1 (white),,,,,,medium sand [W22_2],5,,,,,Abundant up to 5mm bryozoans vary in concentration and rare pyrite grains are observed in the section.,sharp boundary or contact,planar (S),diffuse,C [A58],,coarse sand [W22_2],,bryozoa,abundant [A47],nannofossil-rich foraminiferal ooze,foraminiferal ooze with bioclasts,,,
371-U1508A-11H-3-A,5,51,89.52,89.98,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,2.5Y 9/1 (white),,,,,,silt [W22_1],2,,,,,Change in lithology from foraminiferal ooze to a nannofossil ooze. Color is white with a slight greenish tint.,gradational boundary or contact,,diffuse,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-11H-3-A,51,61,89.98,90.08,,,,,nannofossil-rich [2014b],foraminiferal ooze [Leg339],,nannofossil-rich foraminiferal ooze,pyrite,,2.5Y 9/1 (white),,,,,,fine sand [W22_2],4,,,,,A graded foraminiferal ooze that has a sharp lower contact and a gradual upper contact.,sharp boundary or contact,,diffuse,,,fine sand [W22_2],,,,nannofossil-rich foraminiferal ooze,foraminiferal ooze,,,
371-U1508A-11H-3-A,61,105,90.08,90.52,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,2.5Y 9/1 (white),,,,,,silt [W22_1],2,,,,,Lithology contains an increase in clays compared to the interval between 5 and 51 cm. MS data shows a sharp increase supporting the idea of an increase in clays. Color has a slight greenish tint.,gradational boundary or contact,,diffuse,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-11H-3-A,105,150,90.52,90.97,,,,,clayey,nannofossil ooze [Leg339],with biosilica [2014],clayey nannofossil ooze with biosilica,,,GLEY 1 8/10Y (light greenish gray),,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,clayey nannofossil ooze,nannofossil ooze with biosilica,,,
371-U1508A-11H-4-A,0,150,90.97,92.47,,,,,clayey,nannofossil ooze [Leg339],with biosilica [2014],clayey nannofossil ooze with biosilica,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,clayey nannofossil ooze,nannofossil ooze with biosilica,,,
371-U1508A-11H-5-A,0,145,92.47,93.92,,,,,clayey,nannofossil ooze [Leg339],with biosilica [2014],clayey nannofossil ooze with biosilica,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,clayey nannofossil ooze,nannofossil ooze with biosilica,,,
371-U1508A-11H-6-A,0,150,93.97,95.47,,,,,clayey,nannofossil ooze [Leg339],with biosilica [2014],clayey nannofossil ooze with biosilica,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,clayey nannofossil ooze,nannofossil ooze with biosilica,,,
371-U1508A-11H-CC-A,0,17,95.47,95.64,,,,,clayey,nannofossil ooze [Leg339],with biosilica [2014],clayey nannofossil ooze with biosilica,,,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,clayey nannofossil ooze,nannofossil ooze with biosilica,,,
371-U1508A-12H-1-A,0,144.5,96.3,97.745,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-2-A,0,150,97.8,99.3,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-3-A,0,150,99.3,100.8,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-4-A,0,151,100.8,102.31,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-5-A,0,151,102.31,103.82,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-6-A,0,107.5,103.82,104.895,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-7-A,0,82,104.94,105.76,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-12H-CC-A,0,25,105.76,106.01,,,,,,nannofossil ooze [Leg339],with clay [2014],nannofossil ooze with clay,biosilica,foraminifers,GLEY 1 8/10Y (light greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey (GLEY 1 8/10Y) clayey nannofossil ooze with biosilica. Faint color change at the decimeter scale from GLEY 1 8/10Y to GLEY 1 7/10Y are observed.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with clay,,,
371-U1508A-13H-1-A,0,145,105.8,107.25,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. The upper 56cm are severely disturbed from drilling.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-2-A,0,150,107.3,108.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-3-A,0,150,108.8,110.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-4-A,0,150,110.3,111.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-5-A,0,150,111.8,113.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-6-A,0,115,113.3,114.45,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-7-A,0,79,114.5,115.29,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-13H-CC-A,0,16.5,115.29,115.455,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-1-A,0,145,115.3,116.75,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-2-A,0,150,116.8,118.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-3-A,0,150,118.3,119.8,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-4-A,0,150,119.8,121.3,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-5-A,0,153,121.3,122.83,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-6-A,0,127,122.83,124.1,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-7-A,0,81,124.15,124.96,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-14H-CC-A,0,24,124.96,125.2,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-15H-1-A,0,145,124.8,126.25,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,sponge spicules,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-15H-1-A,0,150,124.8,126.3,,,,,,,,,,,,,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with xxxx. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Pyrite is rarely observed in the section as small grayish blebs.,,,,,,fine silt [W22_2],,,,,,,,
371-U1508A-15H-2-A,0,150,126.3,127.8,,,,,,nannofossil ooze [Leg339],with sponge spicules [2014],nannofossil ooze with sponge spicules,foraminifers,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with sponge spicules,,,
371-U1508A-15H-3-A,0,148,127.8,129.28,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,sponge spicules,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-15H-4-A,0,148,129.28,130.76,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,sponge spicules,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-15H-5-A,0,150,130.76,132.26,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,sponge spicules,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-15H-6-A,0,142,132.26,133.68,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,sponge spicules,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-15H-CC-A,0,16,133.68,133.84,,,,,,nannofossil ooze [Leg339],with foraminifers [2014],nannofossil ooze with foraminifers,sponge spicules,,GLEY 1 7/10Y (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,fine silt [W22_2],,,,nannofossil ooze,nannofossil ooze with foraminifers,,,
371-U1508A-16H-1-A,0,105,134.3,135.35,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],with sponge spicules [2014],foraminiferal nannofossil ooze with sponge spicules,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,color boundary or contact,,diffuse,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze with sponge spicules,,,
371-U1508A-16H-1-A,105,107,135.35,135.37,,,,,tuffaceous,nannofossil ooze [Leg339],with bioclasts,tuffaceous nannofossil ooze with bioclasts,,,GLEY 1 4/N (dark gray),bed,,,,thin lamina [B01],very fine sand [W22_2],3,,,absent,0,,sharp boundary or contact,,sharp,,,,,,,tuffaceous nannofossil ooze,nannofossil ooze with bioclasts,,,
371-U1508A-16H-1-A,107,144,135.37,135.74,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],with sponge spicules [2014],foraminiferal nannofossil ooze with sponge spicules,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze with sponge spicules,,,
371-U1508A-16H-2-A,0,150,135.8,137.3,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],with sponge spicules [2014],foraminiferal nannofossil ooze with sponge spicules,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze with sponge spicules,,,
371-U1508A-16H-3-A,0,150,137.3,138.8,,,,,foraminiferal [Leg339],nannofossil ooze [Leg339],with sponge spicules [2014],foraminiferal nannofossil ooze with sponge spicules,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,This section is comprised of light greenish grey clayey nannofossil ooze with with foraminifers. Color banding is evident ranging from GLEY 1 7/10Y to GLEY 1 7/10GY. Small pyrite blebs are seen scattered throughout the section.,,,,,,,,,,foraminiferal nannofossil ooze,nannofossil ooze with sponge spicules,,,
