Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466B-54R-1-A,130,137,771.5,771.57,Dolomitic,mudstone,1,Dolomitic mudstone,lithified,5,2.5Y 4/2 (dark grayish brown),,,,,,,,,,,,,,,,,Chondrites,,,Other ichnofossils: Planolites.,,,,359,U1466,B,54,R,1,A
359-U1466B-54R-2-A,0,12,771.57,771.69,Dolomitic,mudstone,1,Dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,,,,,organic material,,,,,very thinly bedded,slight,2,Planolites,sharp,horizontal,,,,,359,U1466,B,54,R,2,A
359-U1466B-54R-2-A,12,18,771.69,771.75,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/1 (gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,very thinly bedded,common,4,Planolites,,,,,,,359,U1466,B,54,R,2,A
359-U1466B-54R-2-A,18,22,771.75,771.79,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 4/1 (dark gray),clay,1,foraminifera (planktic),,,,,,,,,,,very thinly bedded,common,4,chondrites,,,,,,,359,U1466,B,54,R,2,A
359-U1466B-54R-2-A,22,33,771.79,771.9,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 5/1 (gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,very thinly bedded,slight,2,chondrites,sharp,horizontal,,,,,359,U1466,B,54,R,2,A
359-U1466B-54R-2-A,33,51,771.9,772.08,Dolomitic,mudstone,1,Dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,,,,,organic material,,,,,very thinly bedded,slight,2,Planolites,sharp,horizontal,,,,,359,U1466,B,54,R,2,A
359-U1466B-54R-2-A,51,67,772.08,772.24,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),very fine sand,3,,,Calcareous nannofossil,,,,,,,,,very thinly bedded,common,4,Thalassinoides,,,"Chalk. Other ichnofossils: Chondrites, Planolites.",,,,359,U1466,B,54,R,2,A
359-U1466B-54R-3-A,0,2,772.24,772.26,,wackestone,2,wackestone,lithified,5,N 9.5 (white),,,,,Calcareous nannofossil,,,,,,,,,,,,,,,,,,,359,U1466,B,54,R,3,A
359-U1466B-54R-3-A,2,63,772.26,772.87,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5Y 3/1 (very dark gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,thickly laminated,absent,0,,gradational,horizontal,,,,,359,U1466,B,54,R,3,A
359-U1466B-54R-3-A,63,70,772.87,772.94,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,slight,2,,gradational,horizontal,,,,,359,U1466,B,54,R,3,A
359-U1466B-54R-3-A,70,79,772.94,773.03,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,common,4,,gradational,horizontal,,,,,359,U1466,B,54,R,3,A
359-U1466B-54R-3-A,79,86,773.03,773.1,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 6/2 (light brownish gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,slight,2,palaeophycus,gradational,horizontal,,,,,359,U1466,B,54,R,3,A
359-U1466B-54R-3-A,86,91,773.1,773.15,Dolomitic,wackestone,2,Dolomitic wackestone,lithified,5,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,common,4,planolites,,,,,,,359,U1466,B,54,R,3,A
359-U1466B-55R-1-A,0,36,779.9,780.26,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,Calcareous nannofossil,,,,organic material,,,,,very thinly bedded,complete,6,Asterosoma,,,"Other ichnofossils: Thalassinoides, Planolites.",,,,359,U1466,B,55,R,1,A
359-U1466B-55R-1-A,36,41,780.26,780.31,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,,,,,,,,,,very thinly bedded,slight,2,,,,,,,,359,U1466,B,55,R,1,A
359-U1466B-55R-1-A,41,83,780.31,780.73,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,,,,,,,,,,very thinly bedded,common,4,Planolites,,,Other ichnofossils: Rhizocoralium (???),,,,359,U1466,B,55,R,1,A
359-U1466B-55R-1-A,83,99,780.73,780.89,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,,,,,,,,,,very thinly bedded,common,4,Thalassinoides,,,,,,,359,U1466,B,55,R,1,A
359-U1466B-55R-2-A,0,76,780.89,781.65,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,Calcareous nannofossil,,,,organic material,,,,,very thinly bedded,common,4,,,,,,,,359,U1466,B,55,R,2,A
359-U1466B-55R-CC-A,0,5,781.65,781.7,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,Calcareous nannofossil,,,,organic material,,,,,very thinly bedded,complete,6,,,,,,,,359,U1466,B,55,R,CC,A
359-U1466B-55R-CC-A,11,14,781.76,781.79,,mudstone,1,mudstone,lithified,5,2.5Y 3/1 (very dark gray),clay,1,,,Calcareous nannofossil,,,,,,,,,very thinly bedded,slight,2,Planolites,,,,,,,359,U1466,B,55,R,CC,A
359-U1466B-55R-CC-A,14,15,781.79,781.8,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,,,Calcareous nannofossil,,,,organic material,,,,,very thinly bedded,moderate,3,,,,,,,,359,U1466,B,55,R,CC,A
359-U1466B-55R-CC-A,15,18,781.8,781.83,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,,,Calcareous nannofossil,,,,,,,,,very thinly bedded,slight,2,,,,,,,,359,U1466,B,55,R,CC,A
359-U1466B-55R-CC-A,18,20,781.83,781.85,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,,,Calcareous nannofossil,,,,organic material,,,,,,absent,0,,,,,,,,359,U1466,B,55,R,CC,A
359-U1466B-56R-1-A,0,21,789.6,789.81,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Asterosoma,sharp,horizontal,"Other ichnofossils (P): Thalassinoides, Palaeophycus, Trichichnus.",,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,21,38,789.81,789.98,,mudstone,1,mudstone,lithified,5,10YR 8.5/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,common,4,Planolites,sharp,horizontal,Other ichnofossils: Trichichnus (P).,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,38,43,789.98,790.03,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,,,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,43,60,790.03,790.2,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,absent,0,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,60,79,790.2,790.39,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,79,80,790.39,790.4,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,80,81,790.4,790.41,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,absent,0,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,81,82,790.41,790.42,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,82,86,790.42,790.46,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,absent,0,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,86,98,790.46,790.58,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,98,106,790.58,790.66,,wackestone,2,wackestone,lithified,5,2.5Y 2.5/1 (black),very fine sand,3,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,common,4,Palaeophycus,sharp,horizontal,,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,106,122,790.66,790.82,,mudstone,1,mudstone,lithified,5,10YR 9/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Planolites,sharp,horizontal,Other ichnofossils: Palaeophycus.,,,,359,U1466,B,56,R,1,A
359-U1466B-56R-1-A,122,129,790.82,790.89,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,,,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,1,A
359-U1466B-56R-2-A,0,30,790.89,791.19,,mudstone,1,mudstone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,,gradational,horizontal,"CHALK very fine-grained, with abundant coccoliths and common planktic foraminifera. Ichnofossils could not be determined due to intense bioturbation",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,30,38,791.19,791.27,,mudstone,1,mudstone,lithified,5,10YR 8.5/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,common,4,Planolites,gradational,horizontal,"CHALK very fine-grained, with abundant coccoliths and common planktic foraminifera.",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,38,42,791.27,791.31,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,Planolites,sharp,horizontal,"LIMESTONE, very fine-grained, poorly laminated and increasing organics down core. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,42,44,791.31,791.33,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,absent,0,,sharp,horizontal,"LIMESTONE, very fine-grained, poorly laminated.",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,44,48,791.33,791.37,,mudstone,1,mudstone,lithified,5,10YR 8.5/1 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,sharp,horizontal,"LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,48,58,791.37,791.47,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,absent,0,,sharp,horizontal,"Very dark gray to black LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,58,60,791.47,791.49,,mudstone,1,mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,sharp,horizontal,"Very dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,60,64,791.49,791.53,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 4/1 (dark gray),medium sand,5,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,erosive,sub-horizontal,"LIMESTONE, medium grained with an erosional basal contact. Fining up. Planolites (P)",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,64,71,791.53,791.6,,mudstone,1,mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,absent,0,,gradational,horizontal,"Dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,71,99,791.6,791.88,,mudstone,1,mudstone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Thalassinoides,sharp,horizontal,"CHALK very fine-grained, with abundant coccoliths and common planktic foraminifera. Thalassinodies and Palaeophycus (C)",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,99,101,791.88,791.9,,mudstone,1,mudstone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,common,4,Chondrites,gradational,horizontal,,,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,101,110,791.9,791.99,,mudstone,1,mudstone,lithified,5,2.5 YR 7/1 (very dark scarlet),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,sharp,horizontal,"Dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-2-A,110,117,791.99,792.06,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,,,"Dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,2,A
359-U1466B-56R-CC-A,0,10,792.06,792.16,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,slight,2,Planolites,sharp,horizontal,"Dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,CC,A
359-U1466B-56R-CC-A,10,13,792.16,792.19,,mudstone,1,mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,moderate,3,Planolites,gradational,horizontal,"Dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,CC,A
359-U1466B-56R-CC-A,13,15,792.19,792.21,,mudstone,1,mudstone,lithified,5,2.5Y 5/1 (gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,Planolites,,,"Dark gray LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,56,R,CC,A
359-U1466B-57R-1-A,0,22,800.0,800.22,dolomitic,packstone,3,dolomitic packstone,lithified,5,N 9.5 (white),medium sand,5,foraminifera (planktic),,Calcareous nannofossil,,,,intraclast,Glauconite.,,,,,complete,6,Planolites,gradational,horizontal,,,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,22,27,800.22,800.27,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,common,4,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites and Thalassinoides (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,27,33,800.27,800.33,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,moderate,3,,gradational,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,33,48,800.33,800.48,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,absent,0,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,48,67,800.48,800.67,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Planolites,sharp,horizontal,"Dolomitic LIMESTONE, very fine-grained. Planolites, and Asterosoma (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,67,70,800.67,800.7,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,Palaeophycus,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,70,74,800.7,800.74,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,moderate,3,Thalassinoides,gradational,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,74,77,800.74,800.77,dolomitic,mudstone,1,dolomitic mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,absent,0,Planolites,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-1-A,77,127,800.77,801.27,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Zoophycos,,,"Dolomitic LIMESTONE, very fine-grained, Zoophycos. Planolites, Palaeophycus and Asterosoma (C). Organic material concentrated in burrows.",,,,359,U1466,B,57,R,1,A
359-U1466B-57R-2-A,0,113,801.27,802.4,dolomitic,wackestone,2,dolomitic wackestone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Planolites,,,"Dolomitic LIMESTONE, very fine-grained, Zoophycos. Planolites, Palaeophycus and Asterosoma (C). Organic material concentrated in burrows.",,,,359,U1466,B,57,R,2,A
359-U1466B-57R-3-A,0,11,802.4,802.51,,mudstone,1,mudstone,lithified,5,N 9.5 (white),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,Planolites,,,"LIMESTONE, very fine-grained, Zoophycos. Planolites, Palaeophycus and Asterosoma (C). Organic material concentrated in burrows.",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,11,22,802.51,802.62,,mudstone,1,mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,common,4,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,22,35,802.62,802.75,,wackestone,2,wackestone,lithified,5,N 9.5 (white),very fine sand,3,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,common,4,,gradational,horizontal,"LIMESTONE, very fine-grained, Thalassinoides and Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,35,44,802.75,802.84,,packstone,3,packstone,lithified,5,2.5Y 4/1 (dark gray),medium sand,5,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,complete,6,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,44,47,802.84,802.87,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,47,61,802.87,803.01,,wackestone,2,wackestone,lithified,5,N 9.5 (white),very fine sand,3,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,complete,6,,gradational,horizontal,"LIMESTONE, very fine-grained, Thalassinoides and Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,61,67,803.01,803.07,,mudstone,1,mudstone,lithified,5,2.5Y 5/1 (gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,,,,,common,4,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites and Thalassinoides (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,67,75,803.07,803.15,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,75,78,803.15,803.18,,mudstone,1,mudstone,lithified,5,2.5Y 5/1 (gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,moderate,3,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,78,80,803.18,803.2,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,80,86,803.2,803.26,,mudstone,1,mudstone,lithified,5,2.5Y 5/1 (gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,common,4,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,86,89,803.26,803.29,,wackestone,2,wackestone,lithified,5,2.5Y 4/1 (dark gray),fine sand,4,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,,gradational,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,89,92,803.29,803.32,,mudstone,1,mudstone,lithified,5,2.5Y 5/4 (light olive brown),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,moderate,3,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,92,94,803.32,803.34,,mudstone,1,mudstone,lithified,5,2.5Y 5/4 (light olive brown),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,moderate,3,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites and Thalassinoides (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,94,98,803.34,803.38,,mudstone,1,mudstone,lithified,5,2.5Y 5/4 (light olive brown),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,98,108,803.38,803.48,,mudstone,1,mudstone,lithified,5,2.5Y 4/1 (dark gray),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,complete,6,,gradational,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites (C).",,,,359,U1466,B,57,R,3,A
359-U1466B-57R-3-A,108,116,803.48,803.56,,mudstone,1,mudstone,lithified,5,2.5Y 2.5/1 (black),clay,1,foraminifera (planktic),,Calcareous nannofossil,,,,,,parallel lamination,,,,slight,2,,sharp,horizontal,"Dark gray dolomitic LIMESTONE, very fine-grained, poorly laminated organics rich. Planolites, Chondrites (C).",,,,359,U1466,B,57,R,3,A
