Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,53,61,5.31,5.39,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,29,0,10,50,0,0,0,5,3,3,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-2-A,340,U1400,A,2,2-2,H,2,A,61,127,5.39,6.05,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Organic clast is contained,20,0,,0,,0,,0,,0,,90,pebble [W22_2],10,pebble [W22_2],,,angular,29,0,10,50,0,0,0,5,3,3,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,0,11,6.05,6.16,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,29,0,10,0,50,0,0,5,3,3,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,11,14,6.16,6.19,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,0,50,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,14,24.5,6.19,6.295,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,24.5,28,6.295,6.33,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,35,0,5,0,50,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,28,38.5,6.33,6.435,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,38.5,39.5,6.435,6.445,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,39,0,2,0,55,0,0,2,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,39.5,55.5,6.445,6.605,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-3-A,340,U1400,A,2,2-3,H,3,A,55.5,86,6.605,6.91,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,3,0,50,0,0,1,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-2H-4-A,340,U1400,A,2,2-4,H,4,A,0,98,6.91,7.89,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,8,25,60,0,0,2,3,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-5-A,340,U1400,A,2,2-5,H,5,A,0,68,7.89,8.57,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,20,5,70,0,0,0,0,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-5-A,340,U1400,A,2,2-5,H,5,A,68,100,8.57,8.89,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-5-A,340,U1400,A,2,2-5,H,5,A,100,132,8.89,9.21,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,20,0,15,25,37,0,0,1,2,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-6-A,340,U1400,A,2,2-6,H,6,A,0,13,9.21,9.34,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,15,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,3,0,12,10,75,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-6-A,340,U1400,A,2,2-6,H,6,A,13,55,9.34,9.76,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,50,pebble [W22_2],0,,0,,0,,0,,50,fine mud [T07],0,,,,angular,3,0,12,10,75,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-6-A,340,U1400,A,2,2-6,H,6,A,55,145,9.76,10.66,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,50,pebble [W22_2],0,,0,,0,,0,,50,fine mud [T07],0,,,,angular,3,0,12,10,75,0,0,0,0,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-2H-CC-A,340,U1400,A,2,2-CC,H,CC,A,0,4,10.66,10.7,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400A-2H-CC-A,340,U1400,A,2,2-CC,H,CC,A,4,9,10.7,10.75,severe [drilling disturbance],7,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,
340-U1400A-3H-1-A,340,U1400,A,3,3-1,H,1,A,0,28,10.7,10.98,slight [drilling disturbance],2,volcaniclastic-gravel [BGS-S81],50,pebble [W22_2],9,volcaniclastic-mud [BGS-S81],50,fine mud [T07],3,100,,50,50,pebble [W22_2],0,,50,pebble [W22_2],0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,0,1,1,98,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-1-A,340,U1400,A,3,3-1,H,1,A,28,129,10.98,11.99,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,7,5,pebble [W22_2],0,,0,,0,,0,,95,cobble [T07],0,,,,rounded,40,0,5,0,54,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-2-A,340,U1400,A,3,3-2,H,2,A,0,137.5,11.99,13.365,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,40,0,5,0,54,0,0,0,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-2-A,340,U1400,A,3,3-2,H,2,A,137.5,144,13.365,13.43,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-3-A,340,U1400,A,3,3-3,H,3,A,0,1,13.43,13.44,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,56,0,2,0,40,0,0,1,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-3-A,340,U1400,A,3,3-3,H,3,A,1,23.5,13.44,13.665,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-3-A,340,U1400,A,3,3-3,H,3,A,23.5,121,13.665,14.64,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,56,0,2,0,40,0,0,1,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-4-A,340,U1400,A,3,3-4,H,4,A,0,135,14.64,15.99,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,56,0,2,0,40,0,0,1,1,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,0,33,15.99,16.32,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,33,38,16.32,16.37,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,5,25,60,0,0,1,4,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,38,47,16.37,16.46,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,2,25,67,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,47,58,16.46,16.57,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,58,64,16.57,16.63,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,5,0,5,25,60,0,0,1,4,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,64,73,16.63,16.72,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,73,96,16.72,16.95,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,5,0,5,25,60,0,0,1,4,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,96,103,16.95,17.02,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,2,25,67,0,0,1,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-5-A,340,U1400,A,3,3-5,H,5,A,103,135,17.02,17.34,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,15,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,25,0,15,15,25,0,0,5,10,5,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-6-A,340,U1400,A,3,3-6,H,6,A,0,16,17.34,17.5,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,10,0,15,20,52,0,0,0,3,0,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400A-3H-6-A,340,U1400,A,3,3-6,H,6,A,16,34,17.5,17.68,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,May be a clast.,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,0,0,100,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1400A-3H-6-A,340,U1400,A,3,3-6,H,6,A,34,81,17.68,18.15,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,10,0,15,20,52,0,0,0,3,0,,very poor [BP01],rare [alteration],2,,,,,,,,,
