Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name
363-U1484A-23F-CC-A,0,24.0,204.03,204.27,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,23,F,CC,A,,,,
363-U1484A-24F-1-A,0,79.0,204.4,205.19,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"1-3 cm thick sandy layers, shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,1,A,,,,
363-U1484A-24F-1-A,83,100.0,205.23,205.4,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,1,A,,,,
363-U1484A-24F-1-A,100,126.0,205.4,205.66,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,1,A,,,,
363-U1484A-24F-2-A,0,43.0,205.66,206.09,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,2,A,,,,
363-U1484A-24F-2-A,56,86.0,206.22,206.52,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,2,A,,,,
363-U1484A-24F-2-A,90,136.0,206.56,207.02,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,2,A,,,,
363-U1484A-24F-3-A,0,101.0,207.02,208.03,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks, sulfide concretion ~5 mm-diameter",,,,,,,,,,,,,363,U1484,A,24,F,3,A,,,,
363-U1484A-24F-4-A,0,92.0,208.03,208.95,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks, some sulfide specks",,,,,,,,,,,,,363,U1484,A,24,F,4,A,,,,
363-U1484A-24F-CC-A,0,55.0,208.95,209.5,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,CC,A,,,,
363-U1484A-24F-CC-A,55,71.0,209.5,209.66,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,24,F,CC,A,,,,
363-U1484A-25F-1-A,0,30.0,209.1,209.4,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,1,A,,,,
363-U1484A-25F-1-A,30,45.0,209.4,209.55,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,1,A,,,,
363-U1484A-25F-2-A,0,36.0,209.55,209.91,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,2,A,,,,
363-U1484A-25F-2-A,36,96.0,209.91,210.51,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,2,A,,,,
363-U1484A-25F-3-A,0,9.0,210.51,210.6,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,3,A,,,,
363-U1484A-25F-3-A,9,11.0,210.6,210.62,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,25,F,3,A,,,,
363-U1484A-25F-3-A,11,34.5,210.62,210.855,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,3,A,,,,
363-U1484A-25F-3-A,39,67.0,210.9,211.18,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, gas expansion cracks, scattered pumice",,,,,,,,,,,,,363,U1484,A,25,F,3,A,,,,
363-U1484A-25F-3-A,67,84.0,211.18,211.35,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, gas expansion cracks, scattered pumice",,,,,,,,,,,,,363,U1484,A,25,F,3,A,,,,
363-U1484A-25F-4-A,0,8.0,211.35,211.43,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,25,F,4,A,,,,
363-U1484A-25F-4-A,8,54.5,211.43,211.895,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, gas expansion cracks, scattered pumice",,,,,,,,,,,,,363,U1484,A,25,F,4,A,,,,
363-U1484A-25F-4-A,75,104.0,212.1,212.39,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, gas expansion cracks, scattered pumice",,,,,,,,,,,,,363,U1484,A,25,F,4,A,,,,
363-U1484A-25F-4-A,104,116.0,212.39,212.51,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,4,A,,,,
363-U1484A-25F-5-A,0,6.0,212.51,212.57,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,5,A,,,,
363-U1484A-25F-5-A,6,19.0,212.57,212.7,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,25,F,5,A,,,,
363-U1484A-25F-5-A,19,50.0,212.7,213.01,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,5,A,,,,
363-U1484A-25F-5-A,50,69.0,213.01,213.2,,silty sand [S54],silty sand,,N 4 (dark gray),moderate [DB86],,,,,,sand,,,,,,,,,,,,,363,U1484,A,25,F,5,A,,,,
363-U1484A-25F-CC-A,0,37.0,213.2,213.57,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,25,F,CC,A,,,,
363-U1484A-26F-1-A,0,42.0,213.8,214.22,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,1,A,,,,
363-U1484A-26F-1-A,42,72.0,214.22,214.52,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,1,A,,,,
363-U1484A-26F-2-A,0,141.0,214.52,215.93,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,2,A,,,,
363-U1484A-26F-3-A,0,37.0,215.93,216.3,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,3,A,,,,
363-U1484A-26F-3-A,54,66.0,216.47,216.59,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,3,A,,,,
363-U1484A-26F-3-A,84,140.0,216.77,217.33,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,3,A,,,,
363-U1484A-26F-4-A,0,43.0,217.33,217.76,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,4,A,,,,
363-U1484A-26F-4-A,50,85.0,217.83,218.18,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,4,A,,,,
363-U1484A-26F-5-A,0,40.0,218.18,218.58,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,5,A,,,,
363-U1484A-26F-5-A,40,72.0,218.58,218.9,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,5,A,,,,
363-U1484A-26F-CC-A,0,14.0,218.9,219.04,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,26,F,CC,A,,,,
363-U1484A-27F-1-A,0,23.0,218.5,218.73,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,1,A,,,,
363-U1484A-27F-2-A,0,15.0,218.73,218.88,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,2,A,,,,
363-U1484A-27F-2-A,15,66.0,218.88,219.39,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,2,A,,,,
363-U1484A-27F-2-A,89,139.0,219.62,220.12,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,2,A,,,,
363-U1484A-27F-3-A,0,15.0,220.12,220.27,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,3,A,,,,
363-U1484A-27F-3-A,15,137.0,220.27,221.49,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"73-86 cm several pumice grains , shell fragments, gas expansion cracks abundant",,,,,,,,,,,,,363,U1484,A,27,F,3,A,,,,
363-U1484A-27F-4-A,0,91.0,221.49,222.4,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,4,A,,,,
363-U1484A-27F-5-A,0,62.0,222.5,223.12,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,5,A,,,,
363-U1484A-27F-5-A,67,89.0,223.17,223.39,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,5,A,,,,
363-U1484A-27F-CC-A,0,23.0,223.39,223.62,nannofossil-rich [X363],clayey silt [S54],nannofossil-rich clayey silt,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,"shell frag common, several gas expansion cracks",,,,,,,,,,,,,363,U1484,A,27,F,CC,A,,,,
