Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Bottom contact or boundary geometry,Bottom contact or boundary attitude,Bedding thickness of MAJOR lithology,Interbed lithology,Thickness of interbeds,INTERPRETATION - Turbiditic or Hemipelagic,TEPHRA type,Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name
354-U1452A-1H-3-A,0,11,2.5,2.61,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,single prominent burrows 2-6 cm,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-3-A,11,27,2.61,2.77,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-3-A,27,51,2.77,3.01,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-3-A,51,94,3.01,3.44,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-3-A,94,113,3.44,3.63,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,green indurated layer at 106-107 cm,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-3-A,113,144,3.63,3.94,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,dark gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-3-A,144,150,3.94,4.0,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,3,A,,,
354-U1452A-1H-4-A,0,22,4.0,4.22,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,4,A,,,
354-U1452A-1H-4-A,22,36,4.22,4.36,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,4,A,,,
354-U1452A-1H-4-A,36,150,4.36,5.5,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,,,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,4,A,,,
354-U1452A-1H-5-A,0,20,5.5,5.7,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,gray,sharp planar,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,20,34,5.7,5.84,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,,,normally graded,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,34,63,5.84,6.13,,,clay [Leg210],,clay,clay,clay,,gray,gradational,sub-horizontal,,,,,,,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,63,82,6.13,6.32,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,82,89,6.32,6.39,,,clay [Leg210],,clay,clay,clay,,gray,gradational,sub-horizontal,,,,,,,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,89,103,6.39,6.53,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,103,147,6.53,6.97,,,clay [Leg210],,clay,clay,clay,,gray,gradational,sub-horizontal,medium bed [B01],silt [Leg210],very thin bed [B01],,,,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-5-A,147,150,6.97,7.0,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,,,,,,,,,,,,,,,,354,U1452,A,1,H,5,A,,,
354-U1452A-1H-6-A,0,5,7.0,7.05,,silty [Leg339],sand [Leg210],with mica,silty sand,silty sand with mica,sand with mica,,dark gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1452,A,1,H,6,A,,,
354-U1452A-1H-6-A,5,22,7.05,7.22,,,clay [Leg210],,clay,clay,clay,,gray,sharp planar,sub-horizontal,,,,,,,,,,,,,,354,U1452,A,1,H,6,A,,,
354-U1452A-1H-6-A,22,63,7.22,7.63,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,light gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,6,A,,,
354-U1452A-1H-6-A,63,71,7.63,7.71,,,calcareous clay [Leg210],with foraminifers [2014],calcareous clay,calcareous clay with foraminifers,calcareous clay with foraminifers,,greenish gray,bioturbated,sub-horizontal,,,,,,mottling [BJ80],,,,,,,,354,U1452,A,1,H,6,A,,,
354-U1452A-1H-6-A,71,85,7.71,7.85,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1452,A,1,H,6,A,,,
354-U1452A-1H-CC-A,0,18,7.85,8.03,,,clay [Leg210],,clay,clay,clay,,gray,,,,,,,,,,,,,,,,354,U1452,A,1,H,CC,A,,,
