Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix comments,Ship File Links,Shore File Links,File Data
352-U1439A-15X-1-A,0,78,128.1,128.88,IV,irregular,sharp,inclined,nannofossil,clay,,nannofossil clay,nannofossil clay,clay,,10YR 6/1 (gray),,consolidated,clay,1,,,,well,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-1-A,78,84,128.88,128.94,IV,irregular,sharp,sub-horizontal,silty,medium to coarse sand,with nannofossils,silty medium to coarse sand,silty medium to coarse sand with nannofossils,medium to coarse sand with nannofossils,,10YR 6/1 (gray),thin bed,consolidated,fine sand,4,coarse sand,6,,moderate,normally graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-15X-1-A,84,97,128.94,129.07,IV,irregular,sharp,inclined,nannofossil,clay,,nannofossil clay,nannofossil clay,clay,,10YR 6/1 (gray),,consolidated,clay,1,,,,well,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-1-A,97,133,129.07,129.43,IV,irregular,sharp,sub-horizontal,nannofossil,clay,,nannofossil clay,nannofossil clay,clay,,10YR 6/1 (gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-1-A,133,150,129.43,129.6,IV,,,,sandy,silt,with nannofossils,sandy silt,sandy silt with nannofossils,silt with nannofossils,,10YR 7/1 (light gray),,consolidated,fine sand,4,coarse sand,6,,poor,non-graded,mottled layer,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-2-A,0,16,129.6,129.76,IV,irregular,sharp,inclined,,fine sand,with nannofossils,fine sand,fine sand with nannofossils,fine sand with nannofossils,,10YR 7/1 (light gray),thin bed,consolidated,silt,2,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-2-A,16,57,129.76,130.17,V,irregular,sharp,inclined,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,5YR 8/2 (pinkish white),,consolidated,silt,2,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-2-A,57,114,130.17,130.74,V,irregular,sharp,inclined,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-2-A,114,150,130.74,131.1,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-3-A,0,89,131.1,131.99,V,irregular,sharp,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-3-A,89,108,131.99,132.18,V,,,,,nannofossil ooze,with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-3-A,108,111,132.18,132.21,V,irregular,gradational,sub-horizontal,nannofossil-bearing,medium to coarse sand,with silt,nannofossil-bearing medium to coarse sand,nannofossil-bearing medium to coarse sand with silt,medium to coarse sand with silt,,5YR 8/2 (pinkish white),thin bed,consolidated,medium sand,5,coarse sand,6,,moderate,non-graded,mottled layer,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-3-A,111,150,132.21,132.6,V,,,,,nannofossil ooze,with fine sand,nannofossil ooze,nannofossil ooze with fine sand,nannofossil ooze with fine sand,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-4-A,0,150,132.6,134.1,V,irregular,sharp,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-5-A,0,27,134.1,134.37,V,irregular,sharp,sub-horizontal,sandy,nannofossil ooze,with silt,sandy nannofossil ooze,sandy nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,normally graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-5-A,27,41,134.37,134.51,V,,,,nannofossil-rich,mud,with silt,nannofossil-rich mud,nannofossil-rich mud with silt,mud with silt,,5YR 5/2 (reddish gray),,consolidated,silt,2,medium sand,5,,poor,non-graded,mottled layer,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-5-A,41,56,134.51,134.66,V,planar,sharp,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-5-A,56,150,134.66,135.6,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-6-A,0,19,135.6,135.79,V,irregular,gradational,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-6-A,19,31,135.79,135.91,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-6-A,31,34,135.91,135.94,V,irregular,sharp,sub-horizontal,nannofossil-bearing,medium to coarse sand,with gravel,nannofossil-bearing medium to coarse sand,nannofossil-bearing medium to coarse sand with gravel,medium to coarse sand with gravel,,2.5Y 4/3 (olive brown),thin bed,consolidated,medium sand,5,pebble,9,,poor,non-graded,,slight,1,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-6-A,34,43,135.94,136.03,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-6-A,43,86,136.03,136.46,V,irregular,gradational,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-6-A,86,130,136.46,136.9,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-7-A,0,23,136.9,137.13,V,irregular,gradational,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,GLEY 2 3/5B (very dark bluish gray),,consolidated,clay,1,silt,2,,moderate,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-7-A,23,58,137.13,137.48,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-15X-CC-A,0,24,137.48,137.72,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,consolidated,clay,1,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-1-A,0,6,137.9,137.96,V,,,,,,,,,,,,,,,,,,fall in,,non-graded,,,,,,,,,,,,,,,,,
352-U1439A-16X-1-A,6,106,137.96,138.96,V,irregular,gradational,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-1-A,106,108,138.96,138.98,V,irregular,sharp,sub-horizontal,volcaniclastic,medium to coarse sandstone,,volcaniclastic medium to coarse sandstone,volcaniclastic medium to coarse sandstone,medium to coarse sandstone,,GLEY 1 4/5GY (dark greenish gray),thick bed,lithified,medium sand,5,coarse sand,6,,,non-graded,,moderate,2,,,,,volcanic intermediate,,angular,,calcareous matrix,,,,,
352-U1439A-16X-1-A,108,119,138.98,139.09,V,irregular,sharp,sub-horizontal,volcaniclastic,siltstone,with nannofossils,volcaniclastic siltstone,volcaniclastic siltstone with nannofossils,siltstone with nannofossils,,2.5YR 5/1 (reddish gray),thin bed,lithified,silt,2,coarse sand,6,,poor,non-graded,,strong,3,,,,,,,,,,,,,,
352-U1439A-16X-1-A,119,150,139.09,139.4,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-2-A,0,14,139.4,139.54,V,irregular,sharp,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,mottled layer,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-2-A,14,35,139.54,139.75,V,irregular,sharp,sub-horizontal,,siltstone,with nannofossils,siltstone,siltstone with nannofossils,siltstone with nannofossils,,2.5YR 5/1 (reddish gray),,lithified,silt,2,coarse sand,6,,poor,non-graded,,strong,3,,,,,,,,,,,,,,
352-U1439A-16X-2-A,35,36,139.75,139.76,V,irregular,sharp,sub-horizontal,volcaniclastic,medium to coarse sandstone,,volcaniclastic medium to coarse sandstone,volcaniclastic medium to coarse sandstone,medium to coarse sandstone,,GLEY 1 4/5GY (dark greenish gray),thin bed,lithified,medium sand,5,coarse sand,6,,,non-graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-16X-2-A,36,110,139.76,140.5,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-3-A,0,55.5,140.5,141.055,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-3-A,55.5,56,141.055,141.06,V,irregular,sharp,sub-horizontal,volcaniclastic,medium to coarse sand,,volcaniclastic medium to coarse sand,volcaniclastic medium to coarse sand,medium to coarse sand,,GLEY 1 4/5GY (dark greenish gray),thin bed,lithified,medium sand,5,coarse sand,6,,,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-3-A,56,140,141.06,141.9,V,,,,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-3-A,140,150,141.9,142,,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,
352-U1439A-16X-4-A,0,55,142,142.55,V,irregular,gradational,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-4-A,55,71,142.55,142.71,V,irregular,sharp,inclined,volcaniclastic,fine sandstone,,volcaniclastic fine sandstone,volcaniclastic fine sandstone,fine sandstone,,GLEY 1 3/10Y (very dark greenish gray),thin bed,lithified,fine sand,4,medium sand,5,,,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-16X-4-A,71,138,142.71,143.38,V,planar,gradational,sub-horizontal,,nannofossil ooze,with silt,nannofossil ooze,nannofossil ooze with silt,nannofossil ooze with silt,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-4-A,138,140,143.38,143.4,V,,,,,tuff,,tuff,tuff,tuff,,2.5YR 4/1 (dark reddish gray),,lithified,fine sand,4,medium sand,5,,poor,non-graded,planar lamination,none,0,,,,,,,,,,,,,,
352-U1439A-16X-5-A,0,19,143.4,143.59,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5YR 4/1 (dark reddish gray),,lithified,silt,2,medium sand,5,,poor,non-graded,planar lamination,none,0,,,,,,,,,,,,,,
352-U1439A-16X-5-A,19,79,143.59,144.19,V,,,,volcaniclastic,nannofossil ooze,with fine sand,volcaniclastic nannofossil ooze,volcaniclastic nannofossil ooze with fine sand,nannofossil ooze with fine sand,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-16X-CC-A,0,46,144.19,144.65,V,,,,volcaniclastic,nannofossil ooze,with fine sand,volcaniclastic nannofossil ooze,volcaniclastic nannofossil ooze with fine sand,nannofossil ooze with fine sand,,5YR 8/3 (pink),,lithified,silt,2,fine sand,4,,poor,non-graded,,moderate,2,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-1-A,0,37,147.6,147.97,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-1-A,37,38,147.97,147.98,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,5YR 4/2 (dark reddish gray),thin bed,lithified,fine sand,4,medium sand,5,,moderate,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-17X-1-A,38,81,147.98,148.41,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-1-A,81,92,148.41,148.52,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5YR 5/1 (reddish gray),thick bed,lithified,medium sand,5,granule,8,enrichment of fine pumice lapilli toward top,poor,reversely coarse-tail graded,cross-lamination,none,0,,,,,,,,,,,,,,
352-U1439A-17X-1-A,92,150,148.52,149.1,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-2-A,0,48,149.1,149.58,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-2-A,48,49,149.58,149.59,V,irregular,sharp,sub-horizontal,tuffaceous,fine sandstone,,tuffaceous fine sandstone,tuffaceous fine sandstone,fine sandstone,,2.5YR 5/1 (reddish gray),thin bed,lithified,fine sand,4,medium sand,5,diagenetic color variation,moderate,non-graded,,none,0,,,,,,,,,,,,,,
352-U1439A-17X-2-A,49,150,149.59,150.6,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-3-A,0,8,150.6,150.68,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-3-A,8,9,150.68,150.69,V,irregular,gradational,sub-horizontal,,medium to coarse sandstone,with fine sand,medium to coarse sandstone,medium to coarse sandstone with fine sand,medium to coarse sandstone with fine sand,,GLEY 1 4/5GY (dark greenish gray),thin bed,lithified,medium sand,5,coarse sand,6,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-17X-3-A,9,110,150.69,151.7,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-4-A,0,7,151.7,151.77,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-4-A,7,9,151.77,151.79,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,GLEY 1 3/N (very dark gray),thin bed,lithified,silt,2,fine sand,4,mafic layer,well,normally graded,planar lamination,slight,1,,,,,,,,,,,,,,
352-U1439A-17X-4-A,9,21,151.79,151.91,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-4-A,21,28,151.91,151.98,V,irregular,sharp,sub-horizontal,,medium to coarse sandstone,,medium to coarse sandstone,medium to coarse sandstone,medium to coarse sandstone,,GLEY 1 5/N (gray),,lithified,fine sand,4,medium sand,5,diagenetic color variation,moderate,non-graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-17X-4-A,28,43,151.98,152.13,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-4-A,43,57,152.13,152.27,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,5YR 7/2 (pinkish gray),thick bed,lithified,fine sand,4,coarse sand,6,coarse sand segregations,moderate,reversely graded,convolute lamination,none,0,,,,,,,,,,,,,,
352-U1439A-17X-4-A,57,150,152.27,153.2,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-5-A,0,13,153.2,153.33,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-5-A,13,15,153.33,153.35,V,planar,sharp,sub-horizontal,,siltstone,with medium to coarse sand,siltstone,siltstone with medium to coarse sand,siltstone with medium to coarse sand,,5YR 4/1 (dark gray),thin bed,lithified,silt,2,fine sand,4,,moderate,non-graded,,strong,3,,,,,,,,,,,,,,
352-U1439A-17X-5-A,15,117,153.35,154.37,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-5-A,117,119,154.37,154.39,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,5YR 8/1 (white),thin bed,lithified,fine sand,4,medium sand,5,,moderate,non-graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-17X-5-A,119,125,154.39,154.45,V,planar,scoured,sub-horizontal,,siltstone,with medium to coarse sand,siltstone,siltstone with medium to coarse sand,siltstone with medium to coarse sand,,5YR 5/1 (gray),,lithified,silt,2,fine sand,4,,poor,non-graded,,strong,3,,,,,,,,,,,,,,
352-U1439A-17X-5-A,125,150,154.45,154.7,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-6-A,0,57,154.7,155.27,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-6-A,57,65,155.27,155.35,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,5YR 8/1 (white),medium bed,lithified,fine sand,4,medium sand,5,diagenetic color variation,moderate,non-graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-17X-6-A,65,110,155.35,155.8,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-7-A,0,49,155.8,156.29,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-7-A,49,50,156.29,156.3,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,5YR 4/2 (dark reddish gray),thin bed,lithified,silt,2,fine sand,4,,moderate,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-17X-7-A,50,57,156.3,156.37,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-17X-CC-A,0,19,156.37,156.56,V,,,,sandy,nannofossil ooze,with medium to coarse sand,sandy nannofossil ooze,sandy nannofossil ooze with medium to coarse sand,nannofossil ooze with medium to coarse sand,,5YR 8/3 (pink),,lithified,clay,1,coarse sand,6,,poor,non-graded,planolites,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-1-A,0,105,157.3,158.35,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-1-A,105,119,158.35,158.49,V,planar,sharp,sub-horizontal,muddy,siltstone,with fine sand,muddy siltstone,muddy siltstone with fine sand,siltstone with fine sand,,10R 3/1 (dark reddish gray),thick bed,lithified,silt,2,fine sand,4,,moderate,normally graded,,moderate,2,,,,,,,,,,,,,,
352-U1439A-18X-1-A,119,142,158.49,158.72,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-1-A,142,145,158.72,158.75,V,planar,sharp,sub-horizontal,,tuff,,tuff,tuff,tuff,,2.5YR 7/2 (pale red),thin bed,lithified,coarse sand,6,coarse sand,6,,well,normally graded,,slight,1,,,,,,,,,,,,,,
352-U1439A-18X-1-A,145,150,158.75,158.8,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
352-U1439A-18X-2-A,0,68,158.8,159.48,V,,,,silty,nannofossil ooze,with fine sand,silty nannofossil ooze,silty nannofossil ooze with fine sand,nannofossil ooze with fine sand,,2.5YR 8/3 (pink),,lithified,clay,1,medium sand,5,,poor,non-graded,zoophycos,strong,3,,,,,,,,,calcareous matrix,,,,,
