Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
362-U1480G-18R-3-A,81,96,912.66,912.81,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/5GY (greenish black),,,,,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],silt [W22_1],clay [W22_1],,planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,18,R,3,A,,,,
362-U1480G-18R-4-A,0,4,913.02,913.06,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],unlithified [Leg194],very fine sand [W22_2],3,non-graded,moderate [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,18,R,4,A,,,,
362-U1480G-18R-4-A,4,35,913.06,913.37,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 2.5/5GY (greenish black),,,,,thin bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],silt [W22_1],clay [W22_1],,planar lamination,moderate [DB91],4,Nereites,Phycosiphon,,,,,,,,,,,,,,362,U1480,G,18,R,4,A,,,,
362-U1480G-18R-4-A,35,61,913.37,913.63,IIC,,silt [S54],,silt,silt,silt,,GLEY 1 3/10Y (very dark greenish gray),,,,,medium bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,well [2014],clay [W22_1],very fine sand [W22_2],very fine laminae are intercalated,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,18,R,4,A,,,,
362-U1480G-19R-1-A,0,13,919.1,919.23,IIC,,clay [S54],,clay,clay,clay,,gley 2 3/10g (very dark greenish gray),planar,gradational,planar gradational,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,presence of agglutinated forams,structureless,moderate [DB91],4,Nereites,Planolites,,,,foraminifer,,,,,,,,,,362,U1480,G,19,R,1,A,,,,
362-U1480G-19R-1-A,13,15.5,919.23,919.255,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,,,,,,,,,,,,,,,,,,362,U1480,G,19,R,1,A,,,,
362-U1480G-19R-1-A,15.5,70,919.255,919.8,IIC,,clay [S54],,clay,clay,clay,,gley 2 3/10g (very dark greenish gray),,,,,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,presence of agglutinated forams Silt laminae at 37 and 50 cm.,structureless,moderate [DB91],4,Nereites,Planolites,,,,foraminifer,,,,,,,,,,362,U1480,G,19,R,1,A,,,,
362-U1480G-19R-2-A,0,31,919.99,920.3,IIC,,clay [S54],,clay,clay,clay,,gley 2 3/10g (very dark greenish gray),planar,gradational,planar gradational,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,presence of agglutinated forams,structureless,moderate [DB91],4,Nereites,Planolites,,,,foraminifer,,,,,,,,,,362,U1480,G,19,R,2,A,,,,
362-U1480G-19R-2-A,31,50,920.3,920.49,IIC,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,planar lamination,slight [DB91],3,Nereites,,,,,,,,,,,,,,,362,U1480,G,19,R,2,A,,,,
362-U1480G-19R-2-A,50,100,920.49,920.99,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Silt laminae at 72.5, 80, 90 cm. Carbonate concretions at 99-102 cm.",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,19,R,2,A,,,,
362-U1480G-19R-2-A,100,102,920.99,921.01,IIC,calcareous [Leg339],claystone [S54],,calcareous claystone,calcareous claystone,claystone,,,,,,,,,,,,,,,,,,,,,,,carbonate concretion,,,,,,,,,,,362,U1480,G,19,R,2,A,,,,
362-U1480G-19R-2-A,102,107,921.01,921.06,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"Silt laminae at 72.5, 80, 90 cm. Carbonate concretions at 99-102 cm.",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,19,R,2,A,,,,
362-U1480G-19R-2-A,107,116,921.06,921.15,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,gley 1 3/n (very dark gray),,,,,,partially lithified,medium sand [W22_2],5,non-graded,poor [2014],,,Heavily disturbed interval,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,19,R,2,A,,,,
362-U1480G-20R-1-A,0,8,928.8,928.88,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,individual beds are usually normally graded. Trace of agglutinated forams.,planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,8,18,928.88,928.98,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],Plenty of mudclasts up to 5 cm-long,structureless,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,18,24,928.98,929.04,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,individual beds are usually normally graded. Trace of agglutinated forams.,planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,24,29,929.04,929.09,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,29,34,929.09,929.14,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 31, 32, 33, 34 cm",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,34,39,929.14,929.19,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,some disseminated mm-wide mudclasts,structureless,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,39,53,929.19,929.33,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,individual beds are usually normally graded. Trace of agglutinated forams.,planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,53,55,929.33,929.35,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,normal grading,well [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,55,70,929.35,929.5,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 61.5 and 65.5 cm, normally graded, planar laminated with plant fragments.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,70,84,929.5,929.64,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,some disseminated mm-wide mudclasts,wavy lamination,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-1-A,84,104,929.64,929.84,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 90, 102.5 cm.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,1,A,,,,
362-U1480G-20R-2-A,0,2,930.08,930.1,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,individual beds are usually normally graded. Trace of agglutinated forams. Silt lamina at 2 cm.,planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,2,A,,,,
362-U1480G-20R-2-A,2,11,930.1,930.19,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,some disseminated mm-wide mudclasts,structureless,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,2,A,,,,
362-U1480G-20R-2-A,11,103,930.19,931.11,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 20, 25, 28, 29, 33.5, 39, 40, 41.5, 64, 71, 75, 81, 88, 91, 94 cm; most are planar laminated, some are cross laminated (ie. 33.5 cm).",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,2,A,,,,
362-U1480G-20R-2-A,103,119,931.11,931.27,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,some disseminated mm-wide mudclasts,structureless,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,2,A,,,,
362-U1480G-20R-2-A,119,150,931.27,931.58,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 122, 125, 129.5, 132, 136, 137.5, 140, 146, 149 cm; most are planar laminated.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,2,A,,,,
362-U1480G-20R-3-A,0,27.5,931.58,931.855,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),curviplanar,gradational,curviplanar gradational,sub-horizontal,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 9, 13, 21 cm; most are planar laminated.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,3,A,,,,
362-U1480G-20R-3-A,27.5,69,931.855,932.27,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,some disseminated mm-wide mudclasts,structureless,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,3,A,,,,
362-U1480G-20R-3-A,69,139,932.27,932.97,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 75, 77, 81, 89.5, 92.5, 130, 138 cm; most are planar laminated.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,3,A,,,,
362-U1480G-20R-4-A,0,16,933.1,933.26,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,some disseminated mm-wide mudclasts,structureless,absent [DB91],1,,,,,,plant fragment,,mudstone [2014],,,,,,,,362,U1480,G,20,R,4,A,,,,
362-U1480G-20R-4-A,16,97,933.26,934.07,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 38, 48, 58, 62, 75, 82, 84, 88, 93, 97 cm; most are planar laminated.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,4,A,,,,
362-U1480G-20R-CC-A,0,24,934.07,934.31,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"individual beds are usually normally graded. Trace of agglutinated forams. Silt laminae at 5, 8, 10, 14, 19, 22 cm; most are planar laminated.",planar lamination,sparse [DB91],2,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,20,R,CC,A,,,,
362-U1480G-21R-1-A,0,23,938.5,938.73,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),wavy,sharp,wavy sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,,heavy [DB91],4,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,1,A,,,,
362-U1480G-21R-1-A,23,33,938.73,938.83,IIC,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,"undisturbed silt laminae at 20, 23, 27, 28, 31, 33 cm",planar lamination,heavy [DB91],4,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,1,A,,,,
362-U1480G-21R-1-A,33,149,938.83,939.99,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),,,,,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 35, 36, 40, 41, 42.5, 43, 46, 50, 51.5, 53.5, 56.5, 58, 63, 64, 65, 69, 73, 74.5, 76, 78, 87, 90, 93, 94, 96, 99, 102.5, 107, 119, 120, 122, 124, 125.5, 128, 130, 132, 134.5, 136.5, 138, 140, 142, 144.5, 148 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,1,A,,,,
362-U1480G-21R-2-A,0,110,939.99,941.09,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 3, 8.5, 10, 12.5, 17.5, 23, 29, 33, 37, 41, 45, 49, 51, 53.5, 55, 57, 60.5, 64.5, 69, 71, 78, 82, 88, 89, 93, 98, 101, 102.5, 106 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,2,A,,,,
362-U1480G-21R-2-A,110,114,941.09,941.13,IIC,,silt [S54],with clay [2014],silt,silt with clay,silt with clay,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,2,A,,,,
362-U1480G-21R-2-A,114,121,941.13,941.2,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 116, 119 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,2,A,,,,
362-U1480G-21R-3-A,0,11,941.44,941.55,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 11 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,27,44.5,941.71,941.885,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 44, 54, 57.5 cm",planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,44.5,64,941.885,942.08,IIC,,clay [S54],,clay,clay,clay,,gley 1 3/10gy (very dark greenish gray),planar,sharp,planar sharp,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,,structureless,slight [DB91],3,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,64,66,942.08,942.1,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae at 44, 54, 57.5 cm",planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,66,72,942.1,942.16,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,72,76,942.16,942.2,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,silt injection,convolute bedded,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,76,87,942.2,942.31,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,87,91,942.31,942.35,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,,structureless,sparse [DB91],2,Scolicia,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,91,93,942.35,942.37,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,convolute bedded,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,93,97,942.37,942.41,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,97,103,942.41,942.47,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,103,127,942.47,942.71,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 105, 108, 110, 112, 115, 116, 120, 123.5 cm",planar lamination,sparse [DB91],2,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-3-A,127,130,942.71,942.74,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),,,,,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,3,A,,,,
362-U1480G-21R-4-A,0,3,942.74,942.77,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 105, 108, 110, 112, 115, 116, 120, 123.5 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,3,6,942.77,942.8,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],silt [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,6,27,942.8,943.01,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 10, 16, 19, 20, 23, 28 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,27,36.5,943.01,943.105,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,36.5,40.5,943.105,943.145,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 10, 16, 19, 20, 23, 28 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,40.5,44.5,943.145,943.185,IIC,,silt [S54],,silt,silt,silt,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,44.5,51,943.185,943.25,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,gley 1 3/n (very dark gray),planar,gradational,planar gradational,horizontal,very thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"Lithology made up of very thin beds, normally graded beds from silt to silty-clay. Silt laminae 10, 16, 19, 20, 23, 28 cm",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-4-A,51,64,943.25,943.38,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,4,A,,,,
362-U1480G-21R-CC-A,0,17,943.38,943.55,IIC,,fine sand [USGS],with silt [2014],fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,21,R,CC,A,,,,
362-U1480G-22R-1-A,0,24,948.2,948.44,IIC,,clay [S54],,clay,clay,clay,,gley 1 3/5GY (very dark greenish gray),planar,gradational,planar gradational,horizontal,,partially lithified,clay [W22_1],1,non-graded,well [2014],,,cross laminated silt very thin beds at 16 cm,structureless,heavy [DB91],4,Planolites,Phycosiphon,Thalassinoides,,,,,,,,,,,,,362,U1480,G,22,R,1,A,,,,
