Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
362-U1480G-52R-1-A,20,111,1238.2,1239.11,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thick bed [B01],partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],individual beds are normally graded from fine sand to silt. The sand contains rare to common plant debris.,structureless,absent [DB91],1,,,,,,plant fragment,C [A85],,,,,,,,,362,U1480,G,52,R,1,A,,,,
362-U1480G-52R-1-A,111,143,1239.11,1239.43,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,thin bed [B01],partially lithified,silt [W22_1],2,non-graded,well [2014],,,"black clay lamina at 120, 129 cm.",structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,52,R,1,A,,,,
362-U1480G-52R-2-A,0,57,1239.43,1240,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,sub-horizontal,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],two medium beds (0 to 32 and 32 to 57 cm) of fining upward from silty clay to clay.,structureless,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,52,R,2,A,,,,
362-U1480G-52R-2-A,57,88.5,1240,1240.315,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],"individual beds are normally graded from fine sand to silt. The sand contains rip-up clasts of mudstone and rare to common plant debris. Locally, appear a very thin bed opaque grain layer (60 to 62 cm).",structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],mudstone [USGS],,,,,,,,362,U1480,G,52,R,2,A,,,,
362-U1480G-52R-2-A,88.5,137,1240.315,1240.8,IIC,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,thick bed [B01],partially lithified,silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],individual beds are normally graded from silt to clay with silt,structureless,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,52,R,2,A,,,,
362-U1480G-52R-3-A,0,67,1240.8,1241.47,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,gradational,planar gradational,sub-horizontal,,partially lithified,,,normal grading,moderate [2014],clay [W22_1],silt [W22_1],"three medium beds (0 to 23, 23 to 54 and 54 to 67 cm) of fining upward from silty clay to clay.",planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,52,R,3,A,,,,
362-U1480G-52R-3-A,67,83,1241.47,1241.63,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,very fine sand [W22_2],3,normal grading,moderate [2014],silt [W22_1],very fine sand [W22_2],individual beds are normally graded from fine sand to silt.,structureless,absent [DB91],1,,,,,,plant fragment,R [A85],,,,,,,,,362,U1480,G,52,R,3,A,,,,
362-U1480G-52R-4-A,0,89,1241.83,1242.72,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,gradational,planar gradational,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,poor [2014],,,sand layer contains rare plant fragments and a volcanic clast at 69 cm.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],,,,,,,,,362,U1480,G,52,R,4,A,,,,
362-U1480G-52R-4-A,89,105,1242.72,1242.88,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,,,clay [W22_1],1,non-graded,well [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,R [A85],mudstone [USGS],volcanic,,,,,,,362,U1480,G,52,R,4,A,,,,
362-U1480G-52R-5-A,0,65,1243.03,1243.68,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,thick bed [B01],,clay [W22_1],1,non-graded,well [2014],,,,structureless,slight [DB91],3,Phycosiphon,,,,,,,,,,,,,,,362,U1480,G,52,R,5,A,,,,
362-U1480G-53R-1-A,0,24,1244.7,1244.94,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,,partially lithified,silt [W22_1],2,normal grading,moderate [2014],clay [W22_1],silt [W22_1],,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,53,R,1,A,,,,
362-U1480G-53R-1-A,24,81,1244.94,1245.51,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,inclined,,partially lithified,fine sand [W22_2],4,normal grading,moderate [2014],silt [W22_1],fine sand [W22_2],,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,53,R,1,A,,,,
362-U1480G-53R-1-A,81,138,1245.51,1246.08,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 6/N (gray),,,,,,lithified [B84],fine sand [W22_2],4,non-graded,moderate [2014],,,cm-wide muclast at 102 cm.,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],carbonate concretion,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,53,R,1,A,,,,
362-U1480G-53R-2-A,0,31,1246.08,1246.39,IIC,fine,sandstone [S54],,fine sandstone,fine sandstone,sandstone,,GLEY 1 6/N (gray),irregular,sharp,irregular sharp,inclined,,lithified [B84],fine sand [W22_2],4,non-graded,moderate [2014],,,cm-wide muclast at 102 cm.,structureless,absent [DB91],1,,,,,carbonate concretion,plant fragment,,,,,,,,,,362,U1480,G,53,R,2,A,,,,
362-U1480G-53R-2-A,31,120,1246.39,1247.28,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/N (dark gray),irregular,sharp,irregular sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,53,R,2,A,,,,
362-U1480G-53R-2-A,120,121,1247.28,1247.29,IIC,,fine sand [USGS],,fine sand,fine sand,fine sand,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,medium sand [W22_2],5,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,53,R,2,A,,,,
362-U1480G-53R-2-A,121,130,1247.29,1247.38,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,53,R,2,A,,,,
362-U1480G-53R-3-A,0,51,1247.58,1248.09,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,sub-horizontal,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,folded interval. Sand injection at 22-51 cm,convolute bedded,absent [DB91],1,,,,,,plant fragment,,,,,,,,,,362,U1480,G,53,R,3,A,,,,
362-U1480G-53R-3-A,51,66,1248.09,1248.24,IIC,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand [W22_2],4,non-graded,moderate [2014],,,,structureless,absent [DB91],1,,,,rip-up clast [NMJ05],,plant fragment,,mudstone [USGS],,,,,,,,362,U1480,G,53,R,3,A,,,,
362-U1480G-53R-3-A,66,71,1248.24,1248.29,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),,,,,,partially lithified,silt [W22_1],2,non-graded,moderate [2014],,,,structureless,sparse [DB91],2,Planolites,,,,,,,,,,,,,,,362,U1480,G,53,R,3,A,,,,
362-U1480G-54R-1-A,0,19,1249.7,1249.89,IIC,,clay [S54],,clay,clay,clay,,GLEY 1 3/N (very dark gray),,,,,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,sparse [DB91],2,Nereites,,,,,,,,,,,,,,,362,U1480,G,54,R,1,A,,,,
362-U1480G-54R-1-A,41,50,1250.11,1250.2,IIC,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,normal grading,well [2014],clay [W22_1],silt [W22_1],,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,54,R,1,A,,,,
362-U1480G-54R-1-A,50,65,1250.2,1250.35,IIC,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,,planar lamination,absent [DB91],1,,,,,,,,,,,,,,,,362,U1480,G,54,R,1,A,,,,
362-U1480G-54R-1-A,65,146,1250.35,1251.16,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,1,A,,,,
362-U1480G-54R-2-A,0,148,1251.16,1252.64,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,2,A,,,,
362-U1480G-54R-3-A,0,141,1252.64,1254.05,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,3,A,,,,
362-U1480G-54R-4-A,0,132,1254.05,1255.37,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,4,A,,,,
362-U1480G-54R-5-A,0,15,1255.56,1255.71,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-5-A,15,20,1255.71,1255.76,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-5-A,20,94,1255.76,1256.5,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-5-A,94,117,1256.5,1256.73,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-5-A,117,124,1256.73,1256.8,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-5-A,124,145,1256.8,1257.01,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-5-A,145,148,1257.01,1257.04,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,5,A,,,,
362-U1480G-54R-6-A,0,93,1257.04,1257.97,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,6,A,,,,
362-U1480G-54R-6-A,93,112,1257.97,1258.16,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,6,A,,,,
362-U1480G-54R-6-A,112,117,1258.16,1258.21,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,6,A,,,,
362-U1480G-54R-6-A,117,131,1258.21,1258.35,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,6,A,,,,
362-U1480G-54R-6-A,131,140,1258.35,1258.44,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,6,A,,,,
362-U1480G-54R-7-A,0,39,1258.44,1258.83,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,7,A,,,,
362-U1480G-54R-7-A,39,45,1258.83,1258.89,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,7,A,,,,
362-U1480G-54R-7-A,45,60,1258.89,1259.04,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 3/N (very dark gray),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,well [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top. isolated mm-wide pyrite concretions.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,7,A,,,,
362-U1480G-54R-7-A,60,79,1259.04,1259.23,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,7,A,,,,
362-U1480G-54R-CC-A,0,12.5,1259.23,1259.355,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,gradational,irregular gradational,horizontal,,lithified [B84],silt [W22_1],2,non-graded,well [2014],,,agglutinated forams,,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,54,R,CC,A,,,,
362-U1480G-55R-1-A,0,18,1259.4,1259.58,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5G (greenish black),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,1,A,,,,
362-U1480G-55R-1-A,18,23,1259.58,1259.63,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,2.5YR 3/3 (dark reddish brown),irregular,sharp,irregular sharp,horizontal,,,,,,,,,,structureless,moderate [DB91],4,Nereites,,,,,,,,,,,,,,,362,U1480,G,55,R,1,A,,,,
362-U1480G-55R-1-A,23,103,1259.63,1260.43,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5G (greenish black),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,1,A,,,,
362-U1480G-55R-1-A,120,150,1260.6,1260.9,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5G (greenish black),,,,,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,1,A,,,,
362-U1480G-55R-2-A,0,4,1260.9,1260.94,IIIA,,silt [S54],,silt,silt,silt,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams,planar lamination,absent [DB91],1,,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,2,A,,,,
362-U1480G-55R-2-A,4,98,1260.94,1261.88,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5G (greenish black),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,2,A,,,,
362-U1480G-55R-2-A,98,100,1261.88,1261.9,IIIA,,silty clay [S54],,silty clay,silty clay,silty clay,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,,lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,agglutinated forams,planar lamination,absent [DB91],1,,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,2,A,,,,
362-U1480G-55R-3-A,0,50,1261.9,1262.4,IIIA,,clay [S54],with silt [2014],clay,clay with silt,clay with silt,,GLEY 1 2.5/5G (greenish black),irregular,gradational,irregular gradational,horizontal,medium bed [B01],lithified [B84],silt [W22_1],2,non-graded,moderate [2014],,,"most beds are normally graded from silty clay to clay, with bioturbation increasing up core, and agglutinated forams on top.",planar lamination,moderate [DB91],4,Nereites,,,,,foraminifer,,,,,,,,,,362,U1480,G,55,R,3,A,,,,
