Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Sediment structures,MAJ lith color (simple),MAJ Lith. color,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],MAJ lithology comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN lith color (simple),MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,MIN lithology comment,Lith. abundance sum [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure comment,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
355-U1456C-16H-3-A,0,12.0,118.3,118.42,,silty,nannofossil ooze,,silty nannofossil ooze,,,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,sparse,1,,,,,,,355,U1456,C,16,H,3,A,
355-U1456C-16H-3-A,12,77.0,118.42,119.07,,silty,nannofossil ooze,with clay,silty nannofossil ooze,,burrows,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,16,H,3,A,
355-U1456C-16H-3-A,77,150.0,119.07,119.8,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,moderate,3,,,,,,,355,U1456,C,16,H,3,A,
355-U1456C-16H-4-A,0,75.0,119.8,120.55,,,nannofossil ooze,,nannofossil ooze,,burrows,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,planar,sharp,horizontal,thickly bedded,,,,,common,4,,,,,,,355,U1456,C,16,H,4,A,
355-U1456C-16H-4-A,75,123.0,120.55,121.03,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),80,clay,1,clay,1,,,silt,,silt,silt,silt,dark gray,GLEY 1 3/10Y (very dark greenish gray),20,silt,2,silt,2,,100,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,16,H,4,A,
355-U1456C-16H-5-A,0,5.0,121.03,121.08,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,thinly bedded,,,,,sparse,1,,,,,,,355,U1456,C,16,H,5,A,
355-U1456C-16H-5-A,5,27.0,121.08,121.3,,silty,nannofossil ooze,with clay,silty nannofossil ooze,,burrows,dark gray,GLEY 1 5/10Y (greenish gray),,clay,1,silt,2,,,,,,,,,,,,,,,,,erosive,sharp,sub-horizontal,medium bedded,,,,,slight,2,,,,,,,355,U1456,C,16,H,5,A,
355-U1456C-16H-5-A,27,46.0,121.3,121.49,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,silt,2,,100,erosive,sharp,horizontal,medium bedded,,,,,sparse,1,,,,,,,355,U1456,C,16,H,5,A,
355-U1456C-16H-5-A,46,76.0,121.49,121.79,,nannofossil rich,clay,with nannofossils,nannofossil rich clay,,,dark gray,GLEY 1 3/10Y (very dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,sparse,1,,,,,,,355,U1456,C,16,H,5,A,
355-U1456C-16H-CC-A,0,40.0,121.79,122.19,,nannofossil rich,clay,,nannofossil rich clay,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,16,H,CC,A,
355-U1456C-17H,0,902.0,124.8,133.82,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,17,H,,,
355-U1456C-17H-1-A,0,23.0,124.8,125.03,,nannofossil rich,clay,,nannofossil rich clay,,mottling,dark green,GLEY 1 4/10Y (dark greenish gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,dark green,GLEY 1 3/10Y (very dark greenish gray),5,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,common,4,,,,,,,355,U1456,C,17,H,1,A,
355-U1456C-17H-1-A,23,122.0,125.03,126.02,,clayey,nannofossil ooze,,clayey nannofossil ooze,,burrows,light gray,GLEY 1 6/10Y (greenish gray),95,clay,1,clay,1,,,silt,,silt,silt,silt,dark green,GLEY 1 3/10Y (very dark greenish gray),5,silt,2,silt,2,,100,gradational,gradational,horizontal,thickly bedded,,,,,heavy,5,pyrite,,,,,,355,U1456,C,17,H,1,A,
355-U1456C-17H-1-A,122,133.0,126.02,126.13,,nannofossil rich,silt,,nannofossil rich silt,,parallel lamination,light gray,GLEY 1 7/10Y (light greenish grey),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,thinly laminated,normally graded,,,,slight,2,,,,,,,355,U1456,C,17,H,1,A,
355-U1456C-17H-1-A,133,150.0,126.13,126.3,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,light gray,GLEY 1 7/10Y (light greenish grey),,clay,1,silt,2,,,,,,,,,,,,,,,,,,,,,,,,,common,4,pyrite,,,,,,355,U1456,C,17,H,1,A,
355-U1456C-17H-2-A,0,20.0,126.3,126.5,,nannofossil rich,silt,,nannofossil rich silt,,parallel lamination,light gray,GLEY 1 7/10Y (light greenish grey),,,,,,,,,,,,,,,,,,,,,,erosive,sharp,horizontal,thinly laminated,normally graded,,,,slight,2,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,20,33.0,126.5,126.63,,clayey,nannofossil ooze,,clayey nannofossil ooze,,normal grading,light gray,GLEY 1 6/10Y (greenish gray),70,clay,1,clay,1,,,silt,,silt,silt,silt,dark gray,GLEY 1 4/N (dark gray),30,silt,2,silt,2,,100,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,moderate,3,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,33,54.0,126.63,126.84,,,nannofossil ooze,with clay,nannofossil ooze with clay,,,white,GLEY 1 7/10Y (light greenish grey),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,common,4,pyrite,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,54,96.0,126.84,127.26,,sandy,silt,with nannofossils,sandy silt with nannofossils,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,normally graded,,,,slight,2,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,96,105.0,127.26,127.35,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,sub-horizontal,medium bedded,,,,,common,4,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,105,114.0,127.35,127.44,,nannofossil rich,silt,,nannofossil rich silt,,normal grading,light green,GLEY 1 6/10Y (greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally coarse-tail graded,,,,slight,2,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,114,123.0,127.44,127.53,,clayey,nannofossil ooze,,clayey nannofossil ooze,,,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,heavy,5,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,123,133.0,127.53,127.63,,,silt,with nannofossils,silt with nannofossils,,parallel lamination,dark gray,GLEY 1 3/10Y (very dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,slight,2,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-2-A,133,150.0,127.63,127.8,,nannofossil rich,clay,,nannofossil rich clay,,mottling,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,medium bedded,,,,,heavy,5,,,,,,,355,U1456,C,17,H,2,A,
355-U1456C-17H-3-A,0,24.0,127.8,128.04,,,clay,with nannofossils,clay with nannofossils,,mottling,dark green,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,moderate,3,pyrite,,,,,,355,U1456,C,17,H,3,A,
355-U1456C-17H-3-A,24,98.0,128.04,128.78,,clayey,nannofossil ooze,,clayey nannofossil ooze,,mottling,light gray,GLEY 1 6/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,normally graded,,,,common,4,pyrite,,,,,,355,U1456,C,17,H,3,A,
355-U1456C-17H-3-A,98,150.0,128.78,129.3,,nannofossil rich,clay,,nannofossil rich clay,,mottling,dark green,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,,silt,,silt,silt,silt,dark gray,GLEY 1 3/10Y (very dark greenish gray),10,silt,2,silt,2,,100,,,,thickly bedded,normally graded,,,,moderate,3,,,,,,,355,U1456,C,17,H,3,A,
355-U1456C-17H-4-A,0,31.0,129.3,129.61,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark green,GLEY 1 4/10Y (dark greenish gray),80,clay,1,silt,2,,,silt,,silt,silt,silt,light green,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,gradational,gradational,sub-horizontal,medium bedded,normally graded,,,,heavy,5,,,,,,,355,U1456,C,17,H,4,A,
355-U1456C-17H-4-A,31,41.0,129.61,129.71,,,silt,with clay,silt with clay,,normal grading,dark green,GLEY 1 3/10GY (very dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,slight,2,,,,,,,355,U1456,C,17,H,4,A,
355-U1456C-17H-4-A,41,150.0,129.71,130.8,,nannofossil rich,clay,,nannofossil rich clay,,color banding,green,GLEY 1 5/10GY (greenish gray),95,clay,1,silt,2,,,silt,,silt,silt,silt,light green,GLEY 1 5/10Y (greenish gray),5,silt,2,pebble,9,,100,,,,medium bedded,,,,,common,4,pyrite,,,,,,355,U1456,C,17,H,4,A,
355-U1456C-17H-5-A,0,20.0,130.8,131.0,,nannofossil rich,clay,,nannofossil rich clay,,mottling,green,GLEY 1 5/10GY (greenish gray),95,clay,1,clay,1,,clayey,silt,,clayey silt,clayey silt,silt,light gray,GLEY 1 5/10Y (greenish gray),5,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,17,H,5,A,
355-U1456C-17H-5-A,20,57.0,131.0,131.37,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,green,GLEY 1 5/10Y (greenish gray),90,clay,1,clay,1,,clayey,silt,,clayey silt,clayey silt,silt,light gray,GLEY 1 5/10Y (greenish gray),10,silt,2,silt,2,,100,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,17,H,5,A,
355-U1456C-17H-5-A,57,75.0,131.37,131.55,,nannofossil rich,clay,,nannofossil rich clay,,mottling,light gray,GLEY 1 5/10Y (greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,17,H,5,A,
355-U1456C-17H-5-A,75,150.0,131.55,132.3,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,light gray,GLEY 1 5/10Y (greenish gray),80,clay,1,clay,1,,clayey,silt,,clayey silt,clayey silt,silt,light gray,GLEY 1 5/10Y (greenish gray),20,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,C,17,H,5,A,
355-U1456C-17H-6-A,0,40.0,132.3,132.7,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,light gray,GLEY 1 5/10Y (greenish gray),70,clay,1,clay,1,,clayey,silt,,clayey silt,clayey silt,silt,light gray,GLEY 1 5/10Y (greenish gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,17,H,6,A,
355-U1456C-17H-6-A,40,58.0,132.7,132.88,,silty,sand,,silty sand,,normal grading,light gray,GLEY 1 5/10Y (greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,17,H,6,A,
355-U1456C-17H-6-A,58,105.0,132.88,133.35,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,clayey,silt,,clayey silt,clayey silt,silt,light gray,GLEY 1 5/10Y (greenish gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,17,H,6,A,
355-U1456C-17H-6-A,105,117.0,133.35,133.47,,silty,sand,,silty sand,,normal grading,light gray,GLEY 1 5/10Y (greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,17,H,6,A,
355-U1456C-17H-6-A,117,147.0,133.47,133.77,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,light gray,GLEY 1 5/10Y (greenish gray),60,clay,1,clay,1,,clayey,silt,,clayey silt,clayey silt,silt,light gray,GLEY 1 5/10Y (greenish gray),40,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,C,17,H,6,A,
355-U1456C-18H,0,272.0,134.3,137.02,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,18,H,,,
355-U1456C-18H-1-A,0,115.0,134.3,135.45,,,sand,,sand,,,dark green,GLEY 1 4/10GY (dark greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,18,H,1,A,
355-U1456C-18H-2-A,0,136.0,135.45,136.81,,,sand,,sand,,,dark green,GLEY 1 4/10GY (dark greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,18,H,2,A,
355-U1456C-18H-2-A,136,142.0,136.81,136.87,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,18,H,2,A,
355-U1456C-18H-CC-A,0,10.0,136.87,136.97,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,,clayey silt,,clayey silt,clayey silt,clayey silt,dark gray,GLEY 1 4/10GY (dark greenish gray),40,silt,2,silt,2,,100,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,18,H,CC,A,
355-U1456C-19F,0,291.0,137.0,139.91,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,19,F,,,
355-U1456C-19F-1-A,0,87.0,137.0,137.87,,,sand,,sand,,burrows,dark gray,GLEY 1 4/10GY (dark greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,C,19,F,1,A,
355-U1456C-19F-2-A,0,124.0,137.87,139.11,,,sand,,sand,,,dark gray,GLEY 1 4/10GY (dark greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,19,F,2,A,
355-U1456C-19F-3-A,0,75.0,139.11,139.86,,,sand,,sand,,burrows,dark gray,GLEY 1 4/10GY (dark greenish gray),,medium sand,5,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,slight,2,,,,,,,355,U1456,C,19,F,3,A,
355-U1456C-20F,0,324.0,141.7,144.94,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,20,F,,,
355-U1456C-20F-1-A,0,120.0,141.7,142.9,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,20,F,1,A,
355-U1456C-20F-2-A,0,40.0,142.9,143.3,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),30,silt,2,silt,2,,100,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,20,F,2,A,
355-U1456C-20F-2-A,40,116.0,143.3,144.06,,,sand,,sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,20,F,2,A,
355-U1456C-20F-3-A,0,69.0,144.06,144.75,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,medium sand,5,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,20,F,3,A,
355-U1456C-20F-3-A,69,75.0,144.75,144.81,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,20,F,3,A,
355-U1456C-20F-CC-A,0,8.0,144.81,144.89,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),50,clay,1,clay,1,,,sand,,sand,sand,sand,dark gray,GLEY 1 4/10Y (dark greenish gray),50,fine sand,4,fine sand,4,,100,,,,,,,,,,,,,,,,,355,U1456,C,20,F,CC,A,
355-U1456C-21F,0,443.0,146.4,150.83,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,21,F,,,
355-U1456C-21F-1-A,0,34.0,146.4,146.74,,sandy,silt,,sandy silt,,burrows,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,slight,2,,,,,,,355,U1456,C,21,F,1,A,
355-U1456C-21F-1-A,34,61.0,146.74,147.01,,,sand,,sand,,,dark gray,GLEY 1 4/10GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,21,F,1,A,
355-U1456C-21F-1-A,61,102.0,147.01,147.42,,sandy,silt,,sandy silt,,,dark gray,GLEY 1 4/10GY (dark greenish gray),80,silt,2,very fine sand,3,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),20,clay,1,clay,1,,100,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,21,F,1,A,
355-U1456C-21F-1-A,102,150.0,147.42,147.9,,,sand,,sand,,,dark gray,GLEY 1 4/10GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,21,F,1,A,
355-U1456C-21F-2-A,0,18.0,147.9,148.08,,,sand,,sand,,,dark gray,GLEY 1 4/10GY (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,21,F,2,A,
355-U1456C-21F-2-A,18,46.0,148.08,148.36,,nannofossil rich,clay,,nannofossil rich clay,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,clay,1,clay,1,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,21,F,2,A,
355-U1456C-21F-2-A,46,75.0,148.36,148.65,,sandy,silt,,sandy silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,very fine sand,3,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,21,F,2,A,
355-U1456C-21F-2-A,75,105.0,148.65,148.95,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,21,F,2,A,
355-U1456C-21F-2-A,105,150.0,148.95,149.4,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),30,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,C,21,F,2,A,
355-U1456C-21F-3-A,0,23.0,149.4,149.63,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),90,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),10,silt,2,silt,2,,100,bioturbated,bioturbated,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,21,F,3,A,
355-U1456C-21F-3-A,23,52.0,149.63,149.92,,silty,sand,,silty sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,very fine sand,3,very fine sand,3,,,,,,,,,,,,,,,,,erosive,scoured,sub-horizontal,medium bedded,normally graded,,,,,,,,,,,,355,U1456,C,21,F,3,A,
355-U1456C-21F-3-A,52,87.0,149.92,150.27,,,silt,,silt,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,silt,2,silt,2,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,dark gray,GLEY 1 4/10Y (dark greenish gray),40,clay,1,clay,1,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,21,F,3,A,
355-U1456C-21F-3-A,87,138.0,150.27,150.78,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,21,F,3,A,
355-U1456C-22F,0,460.0,151.1,155.7,II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,22,F,,,
355-U1456C-22F-1-A,0,35.0,151.1,151.45,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,silt,2,,100,erosive,scoured,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,22,F,1,A,
355-U1456C-22F-1-A,35,63.0,151.45,151.73,,,sand,,sand,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,gradational,gradational,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,22,F,1,A,
355-U1456C-22F-1-A,63,81.0,151.73,151.91,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),70,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),30,silt,2,silt,2,,100,bioturbated,bioturbated,horizontal,thinly laminated,normally graded,,,,,,,,,,,,355,U1456,C,22,F,1,A,
355-U1456C-22F-1-A,81,100.0,151.91,152.1,,clayey,silt,,clayey silt,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,silt,2,silt,2,,,,,,,,,,,,,,,,,planar,gradational,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,22,F,1,A,
355-U1456C-22F-1-A,100,140.0,152.1,152.5,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,22,F,1,A,
355-U1456C-22F-1-A,140,150.0,152.5,152.6,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,silt,2,,100,,,,,,,,,,,,,,,,,355,U1456,C,22,F,1,A,
355-U1456C-22F-2-A,0,20.0,152.6,152.8,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,medium bedded,,,,,,,,,,,,,355,U1456,C,22,F,2,A,
355-U1456C-22F-2-A,20,85.0,152.8,153.45,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),60,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),40,silt,2,silt,2,,100,gradational,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,22,F,2,A,
355-U1456C-22F-2-A,85,125.0,153.45,153.85,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,erosive,scoured,horizontal,thickly bedded,,,,,,,,,,,,,355,U1456,C,22,F,2,A,
355-U1456C-22F-2-A,125,139.0,153.85,153.99,,nannofossil rich,clay,,nannofossil rich clay,,normal grading,dark gray,GLEY 1 4/10Y (dark greenish gray),50,clay,1,clay,1,,nannofossil rich,silt,,nannofossil rich silt,nannofossil rich silt,silt,dark gray,GLEY 1 4/10Y (dark greenish gray),50,silt,2,silt,2,,100,planar,gradational,horizontal,thinly bedded,normally graded,,,,,,,,,,,,355,U1456,C,22,F,2,A,
355-U1456C-22F-2-A,139,150.0,153.99,154.1,,,sand,,sand,,,dark gray,GLEY 1 4/10Y (dark greenish gray),,fine sand,4,fine sand,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,U1456,C,22,F,2,A,
