Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],LITHOLOGY,REFERENCE,PREFIX,COMPLETE NAME,LITHOLOGY [%],LITHIFICATION,COLOR,GRAVEL SIZE CLASTLITHOLOGY,GRAVEL SIZE CLASTSHAPE,GRAVEL SIZE CLASTROUNDNESS,VOLCANICLASTIC GRAINS,COMMENTS,PHENOCRYST ABUNDANCE,PHENOCRYST COMPOSITION,PHENOCRYST GRAIN SIZE (mm),GROUNDMASS GRAIN SIZE (mm),GROUNDMASS COLOUR,VESICLE ABUNDANCE,VESICLE SHAPE
"323-U1343E-6H-1A, 116-150",323,U1343,E,6,6-1,H,1,A,116,150,47.36,47.7,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-2A, 0-150",323,U1343,E,6,6-2,H,2,A,0,150,47.7,49.2,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-3A, 0-60",323,U1343,E,6,6-3,H,3,A,0,60,49.2,49.8,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-3A, 60-128",323,U1343,E,6,6-3,H,3,A,60,128,49.8,50.48,silt [S54],,diatom-rich,diatom-rich silt,100,soft,5Y 3/2,,,,,,,,,,,,
"323-U1343E-6H-3A, 128-150",323,U1343,E,6,6-3,H,3,A,128,150,50.48,50.7,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-4A, 0-150",323,U1343,E,6,6-4,H,4,A,0,150,50.53,52.03,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-5A, 0-150",323,U1343,E,6,6-5,H,5,A,0,150,52.03,53.53,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-6A, 0-55",323,U1343,E,6,6-6,H,6,A,0,55,53.53,54.08,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-6A, 55-65",323,U1343,E,6,6-6,H,6,A,55,65,54.08,54.18,diatom clay,Leg 323,authigenic-carbonate-rich,authigenic-carbonate-rich diatom clay,100,soft,10Y 4/1,,,,,aragonite?,,,,,,,
"323-U1343E-6H-6A, 65-100",323,U1343,E,6,6-6,H,6,A,65,100,54.18,54.53,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-7A, 0-69",323,U1343,E,6,6-7,H,7,A,0,69,54.53,55.22,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-6H-CCA, 0-33",323,U1343,E,6,6-CC,H,CC,A,0,33,55.22,55.55,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5Y 5/1,,,,,,,,,,,,
"323-U1343E-7H-1A, 0-150",323,U1343,E,7,7-1,H,1,A,0,150,55.7,57.2,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,
"323-U1343E-7H-2A, 0-140",323,U1343,E,7,7-2,H,2,A,0,140,57.2,58.6,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,
"323-U1343E-7H-3A, 0-10",323,U1343,E,7,7-3,H,3,A,0,10,58.6,58.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,3/N ,,,,,,,,,,,,
"323-U1343E-7H-3A, 10-145",323,U1343,E,7,7-3,H,3,A,10,145,58.7,60.05,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-7H-4A, 0-150",323,U1343,E,7,7-4,H,4,A,0,150,60.05,61.55,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-7H-5A, 0-139",323,U1343,E,7,7-5,H,5,A,0,139,61.55,62.94,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-7H-6A, 0-51",323,U1343,E,7,7-6,H,6,A,0,51,62.94,63.45,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-7H-CCA, 0-45",323,U1343,E,7,7-CC,H,CC,A,0,45,63.45,63.9,sandy silt [S54],"Shepard, 1954",diatom-rich,diatom-rich sandy silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-8H-1A, 0-51",323,U1343,E,8,8-1,H,1,A,0,51,65.2,65.71,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-2A, 0-150",323,U1343,E,8,8-2,H,2,A,0,150,65.71,67.21,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-3A, 0-36",323,U1343,E,8,8-3,H,3,A,0,36,67.21,67.57,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-8H-3A, 36-141",323,U1343,E,8,8-3,H,3,A,36,141,67.57,68.62,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-4A, 0-150",323,U1343,E,8,8-4,H,4,A,0,150,68.62,70.12,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-5A, 0-80",323,U1343,E,8,8-5,H,5,A,0,80,70.12,70.92,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-5A, 80-150",323,U1343,E,8,8-5,H,5,A,80,150,70.92,71.62,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-8H-6A, 0-140",323,U1343,E,8,8-6,H,6,A,0,140,71.62,73.02,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-8H-6A, 140-150",323,U1343,E,8,8-6,H,6,A,140,150,73.02,73.12,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-7A, 0-30",323,U1343,E,8,8-7,H,7,A,0,30,73.12,73.42,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-7A, 30-50",323,U1343,E,8,8-7,H,7,A,30,50,73.42,73.62,silt [S54],,diatom-rich,diatom-rich silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-8H-7A, 50-142",323,U1343,E,8,8-7,H,7,A,50,142,73.62,74.54,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-8H-CCA, 0-26",323,U1343,E,8,8-CC,H,CC,A,0,26,74.54,74.8,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,4/N,,,,,,,,,,,,
"323-U1343E-9H-1A, 0-28",323,U1343,E,9,9-1,H,1,A,0,28,74.7,74.98,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-2A, 0-150",323,U1343,E,9,9-2,H,2,A,0,150,74.98,76.48,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-3A, 0-150",323,U1343,E,9,9-3,H,3,A,0,150,76.48,77.98,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-4A, 0-120",323,U1343,E,9,9-4,H,4,A,0,120,77.98,79.18,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-4A, 120-127",323,U1343,E,9,9-4,H,4,A,120,127,79.18,79.25,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
"323-U1343E-9H-5A, 0-77",323,U1343,E,9,9-5,H,5,A,0,77,79.25,80.02,silt [S54],Leg 323,diatom-rich,diatom-rich silt,100,soft,10Y 4/1,,,,,,,,,,,,
"323-U1343E-9H-5A, 77-150",323,U1343,E,9,9-5,H,5,A,77,150,80.02,80.75,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-6A, 0-150",323,U1343,E,9,9-6,H,6,A,0,150,80.75,82.25,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-7A, 0-93",323,U1343,E,9,9-7,H,7,A,0,93,82.25,83.18,diatom silt,Leg 323,,diatom silt,100,soft,10Y 3/1,,,,,,,,,,,,
"323-U1343E-9H-7A, 93-131",323,U1343,E,9,9-7,H,7,A,93,131,83.18,83.56,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-9H-CCA, 0-50",323,U1343,E,9,9-CC,H,CC,A,0,50,83.56,84.06,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-10H-1A, 0-150",323,U1343,E,10,10-1,H,1,A,0,150,84.2,85.7,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-10H-2A, 0-136",323,U1343,E,10,10-2,H,2,A,0,136,85.7,87.06,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-10H-3A, 0-150",323,U1343,E,10,10-3,H,3,A,0,150,87.06,88.56,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-10H-4A, 0-144",323,U1343,E,10,10-4,H,4,A,0,144,88.56,90,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-10H-5A, 0-73",323,U1343,E,10,10-5,H,5,A,0,73,89.92,90.65,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-10H-CCA, 0-35",323,U1343,E,10,10-CC,H,CC,A,0,35,90.65,91,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 4/1,,,,,,,,,,,,
"323-U1343E-11H-1A, 0-12",323,U1343,E,11,11-1,H,1,A,0,12,93.7,93.82,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-1A, 12-15",323,U1343,E,11,11-1,H,1,A,12,15,93.82,93.85,fine ash [IUGS-LM89],"International Union of Geological Sciences-Le Maitre, 1989",,fine ash,100,soft,2.5Y 6/1,,,,,,,,,,,,
"323-U1343E-11H-1A, 15-150",323,U1343,E,11,11-1,H,1,A,15,150,93.85,95.2,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-2A, 0-140",323,U1343,E,11,11-2,H,2,A,0,140,95.2,96.6,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-3A, 0-76",323,U1343,E,11,11-3,H,3,A,0,76,96.6,97.36,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-3A, 76-96",323,U1343,E,11,11-3,H,3,A,76,96,97.36,97.56,diatom silty clay,Leg 323,,diatom silty clay,100,soft,10Y 4/1,,,,,,,,,,,,
"323-U1343E-11H-3A, 96-150",323,U1343,E,11,11-3,H,3,A,96,150,97.56,98.1,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-4A, 0-150",323,U1343,E,11,11-4,H,4,A,0,150,98.1,99.6,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-5A, 0-148",323,U1343,E,11,11-5,H,5,A,0,148,99.6,101.08,silty clay [S54],"Shepard, 1954",,silty clay,100,soft,10GY 5/1,,,,,,,,,,,,
"323-U1343E-11H-6A, 0-35",323,U1343,E,11,11-6,H,6,A,0,35,101.08,101.43,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
"323-U1343E-11H-CCA, 0-24",323,U1343,E,11,11-CC,H,CC,A,0,24,101.43,101.67,diatom clayey silt,,,diatom clayey silt,100,soft,10Y 4/1,,,,,,,,,,,,
"323-U1343E-12H-1A, 0-150",323,U1343,E,12,12-1,H,1,A,0,150,101.2,102.7,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,
"323-U1343E-12H-2A, 0-90",323,U1343,E,12,12-2,H,2,A,0,90,102.7,103.6,clayey silt [S54],"Shepard, 1954",diatom-bearing,diatom-bearing clayey silt,100,soft,5GY 4/1,,,,,,,,,,,,
"323-U1343E-12H-2A, 90-139",323,U1343,E,12,12-2,H,2,A,90,139,103.6,104.09,diatom clayey silt,,foraminifer-bearing,foraminifer-bearing diatom clayey silt,100,soft,5Y 4/3,,,,,,,,,,,,
"323-U1343E-12H-2A, 139-150",323,U1343,E,12,12-2,H,2,A,139,150,104.09,104.2,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,
"323-U1343E-12H-3A, 0-144",323,U1343,E,12,12-3,H,3,A,0,144,104.2,105.64,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,
"323-U1343E-12H-4A, 0-56",323,U1343,E,12,12-4,H,4,A,0,56,105.64,106.2,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,
"323-U1343E-12H-CCA, 0-40",323,U1343,E,12,12-CC,H,CC,A,0,40,106.2,106.6,clayey silt [S54],"Shepard, 1954",,clayey silt,100,soft,5GY 3/1,,,,,,,,,,,,
"323-U1343E-14H-1A, 0-150",323,U1343,E,14,14-1,H,1,A,0,150,109.7,111.2,clayey silt [S54],"Shepard, 1954",diatom-rich,diatom-rich clayey silt,,soupy,4/N,,,,,,,,,,,,
