Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Lith. accessory shell fragment,Lith. accessory cement,Lith. accessory nodule/concretion,Lith. accessory sulfide,Lithological accessories comment,Macrofossil,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank [read only],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank [read only],Diagenetic constituent,Diagenetic constituent composition,Deformational structures,structure,General interval comment,MIN Lith. Prefix,MIN Lith. Principal name,MIN Lith. Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
346-U1423B-1H-2-A,71.0,72.0,2.21,2.22,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,72.0,73.0,2.22,2.23,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,73.0,75.0,2.23,2.25,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,75.0,76.0,2.25,2.26,,tephra ,,tephra ,vitric,,,,N 5 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,76.0,94.0,2.26,2.44,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,94.0,95.0,2.44,2.45,,tephra ,,tephra ,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,95.0,105.0,2.45,2.55,,silty clay [MMK88],,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,105.0,106.0,2.55,2.56,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,106.0,113.0,2.56,2.63,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,113.0,114.0,2.63,2.64,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,114.0,116.0,2.64,2.66,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,116.0,117.0,2.66,2.67,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,117.0,120.0,2.67,2.7,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,120.0,121.0,2.7,2.71,,tephra ,,tephra ,vitric,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,121.0,137.0,2.71,2.87,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-2-A,137.0,150.0,2.87,3.0,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,1,H,2,A
346-U1423B-1H-3-A,0.0,13.0,3.0,3.13,foraminifer rich,silty clay ,,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,13.0,14.0,3.13,3.14,,tephra ,,tephra ,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,tephra ,tephra ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,14.0,19.0,3.14,3.19,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,19.0,22.0,3.19,3.22,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,22.0,29.0,3.22,3.29,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,29.0,31.0,3.29,3.31,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,31.0,39.0,3.31,3.39,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,39.0,47.0,3.39,3.47,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,47.0,48.0,3.47,3.48,,tephra ,,tephra ,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,tephra ,tephra ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,48.0,50.0,3.48,3.5,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,50.0,65.0,3.5,3.65,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,65.0,66.0,3.65,3.66,,tephra ,,tephra ,scoria,,,,N 2.5 (black),,,,,,,,,,,,,,,,,tephra ,tephra ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,66.0,68.0,3.66,3.68,,tephra ,,tephra ,vitric,,,,N 6 (gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,68.0,74.0,3.68,3.74,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,74.0,77.0,3.74,3.77,,tephra [FS84],,tephra ,vitric,,,,7.5YR 6/2 (pinkish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,77.0,86.0,3.77,3.86,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,86.0,90.0,3.86,3.9,,silty clay ,,silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-3-A,90.0,96.0,3.9,3.96,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,3,A
346-U1423B-1H-CC-A,0.0,10.0,3.96,4.06,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,CC,A
346-U1423B-1H-CC-A,10.0,13.0,4.06,4.09,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,1,H,CC,A
346-U1423B-2H-1-A,0.0,27.0,4.1,4.37,,silty clay ,,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,27.0,41.0,4.37,4.51,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,41.0,51.0,4.51,4.61,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,51.0,62.0,4.61,4.72,,clay ,,clay ,,,,color banding,5Y 5/1 (gray),slight ,1.0,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,62.0,70.0,4.72,4.8,,tephra ,,tephra ,vitric,,,,N 8 (white),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,70.0,115.0,4.8,5.25,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),slight [DB86],1.0,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,115.0,116.0,5.25,5.26,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,116.0,131.0,5.26,5.41,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),slight [DB86],1.0,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,131.0,132.0,5.41,5.42,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,132.0,135.0,5.42,5.45,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),slight [DB86],1.0,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,135.0,137.0,5.45,5.47,,tephra ,,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-1-A,137.0,150.0,5.47,5.6,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),slight [DB86],1.0,,,,,,,,,,,,,,,clay ,clay ,100.0,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,346,U1423,B,2,H,1,A
346-U1423B-2H-2-A,0.0,12.0,5.6,5.72,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,12.0,18.0,5.72,5.78,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,18.0,19.0,5.78,5.79,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,19.0,25.0,5.79,5.85,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,lamination,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,25.0,31.0,5.85,5.91,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,31.0,34.0,5.91,5.94,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,34.0,48.0,5.94,6.08,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,48.0,63.0,6.08,6.23,,silty clay [MMK88],with foraminifers [Leg339],silty clay  with foraminifers ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay   with foraminifers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,63.0,75.0,6.23,6.35,,clay ,,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,75.0,76.0,6.35,6.36,,tephra [FS84],,tephra ,scoria,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,76.0,85.0,6.36,6.45,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,85.0,86.0,6.45,6.46,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,86.0,101.0,6.46,6.61,,clay [Leg210],,clay ,,,,,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,101.0,133.0,6.61,6.93,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,121.0,123.0,6.81,6.83,,,,,vitric,,,lens or pod [BJ84],N 8 (white),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,133.0,135.0,6.93,6.95,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,135.0,138.0,6.95,6.98,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,138.0,140.0,6.98,7.0,,tephra [FS84],,tephra ,,,,,N 2.5 (black),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,140.0,147.0,7.0,7.07,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-2-A,147.0,150.0,7.07,7.1,foraminifer rich,sandy clay [MMK88],,foraminifer rich sandy clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  sandy clay ,sandy clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,2,A
346-U1423B-2H-3-A,0.0,6.0,7.1,7.16,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,6.0,24.0,7.16,7.34,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,24.0,30.0,7.34,7.4,,tephra [FS84],,tephra ,vitric,,,,N 7 (light gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,30.0,44.0,7.4,7.54,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),,,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,44.0,53.0,7.54,7.63,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,53.0,54.0,7.63,7.64,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,54.0,55.0,7.64,7.65,,tephra [FS84],,tephra ,vitric,,,,7.5YR 6/2 (pinkish gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,55.0,57.0,7.65,7.67,foraminifer rich,silty clay [MMK88],,foraminifer rich silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,foraminifer rich  silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,57.0,59.0,7.67,7.69,,silty clay [MMK88],,silty clay ,,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,silty clay ,silty clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,59.0,126.0,7.69,8.36,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),slight [DB86],1.0,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,126.0,128.0,8.36,8.38,,tephra [FS84],,tephra ,scoria,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,tephra ,tephra ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
346-U1423B-2H-3-A,128.0,150.0,8.38,8.6,,clay [Leg210],,clay ,,,,color banding,5Y 5/1 (gray),slight [DB86],1.0,,,,,,,,,,,,,,,clay ,clay ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346,U1423,B,2,H,3,A
