Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
366-U1496B-3F-4-A,43,98,9.86,10.41,IIIA,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,3,F,4,A
366-U1496B-3F-5-A,0,63,10.41,11.04,IIIA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,5,medium sand,5,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,3,F,5,A
366-U1496B-3F-5-A,63,78,11.04,11.19,IIIA,,,,,,,,,,,,,,,,,,IW,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,3,F,5,A
366-U1496B-3F-CC-A,0,38,11.19,11.57,IIIA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,3,medium sand,5,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,3,F,CC,A
366-U1496B-4F-1-A,0,22,11.3,11.52,IIIA,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1,very fine sand,3,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,4,F,1,A
366-U1496B-4F-2-A,0,70,11.52,12.22,IIIA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,3,fine sand,4,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,4,F,2,A
366-U1496B-4F-2-A,70,150,12.22,13.02,IIIA,,,,,,,,,,,,,,,,,,"EICK, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,4,F,2,A
366-U1496B-4F-3-A,0,130,13.02,14.32,IIIA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,3,medium sand,5,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,4,F,3,A
366-U1496B-4F-3-A,130,150,14.32,14.52,IIIA,,,,,,,,,,,,,,,,,,ZHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,4,F,3,A
366-U1496B-4F-4-A,0,48,14.52,15.0,IIIA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4,medium sand,5,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,4,F,4,A
366-U1496B-4F-CC-A,0,28,15.0,15.28,IIIA,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1,very fine sand,3,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,4,F,CC,A
366-U1496B-5F-1-A,0,94,16.0,16.94,IIIA,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,1,medium sand,5,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,5,F,1,A
366-U1496B-5F-1-A,94,129,16.94,17.29,IIIB,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 5/5PB (bluish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,5,very fine sand,3,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,5,F,1,A
366-U1496B-5F-2-A,0,3,17.29,17.32,IIIB,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 5/5PB (bluish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,10,coarse sand,6,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,5,F,2,A
366-U1496B-5F-2-A,3,38,17.32,17.67,IIIC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/10BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,3,very fine sand,3,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,5,F,2,A
366-U1496B-5F-2-A,38,113,17.67,18.42,IIIC,,,,,,,,,,,,,,,,,,"LLOY, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,5,F,2,A
366-U1496B-5F-3-A,0,58,18.42,19.0,IIIC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/10BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,7,very fine sand,3,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,5,F,3,A
366-U1496B-5F-3-A,58,113,19.0,19.55,IIIC,,,,,,,,,,,,,,,,,,"MENA, ISHI",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,5,F,3,A
366-U1496B-5F-CC-A,0,19,19.55,19.74,IIIC,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 7/10BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4,very fine sand,3,pebble,9,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,5,F,CC,A
366-U1496B-6F-1-A,0,57,20.7,21.27,IIIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 7/10BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4,medium sand,5,pebble,9,subangular,lithic,0.25,medium sand,5,granule,8,,,serpentine clay matrix,,,,,,,366,U1496,B,6,F,1,A
366-U1496B-6F-1-A,57,152,21.27,22.22,IIIC,,,,,,,,,,,,,,,,,,"ZHAN, EICK, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,6,F,1,A
366-U1496B-6F-2-A,0,65,22.22,22.87,IIIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 7/10BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4,fine sand,4,pebble,9,subangular,lithic,0.25,medium sand,5,granule,8,,,serpentine clay matrix,,,,,,,366,U1496,B,6,F,2,A
366-U1496B-6F-CC-A,0,11,22.87,22.98,IIIC,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 7/10BG (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,4,fine sand,4,pebble,9,subangular,lithic,0.25,medium sand,5,granule,8,,,serpentine clay matrix,,,,,,,366,U1496,B,6,F,CC,A
366-U1496B-7F-1-A,0,62,25.4,26.02,IIIC,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10BG 7/1 (light greenish gray),,,clay,1,very coarse sand,7,,poor,,,,ultramafic rock,1,very fine sand,3,very coarse sand,7,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,7,F,1,A
366-U1496B-7F-1-A,62,127,26.02,26.67,IIIC,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,7,F,1,A
366-U1496B-7F-2-A,0,50,26.67,27.17,IIIC,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2,very fine sand,3,very coarse sand,7,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,7,F,2,A
366-U1496B-7F-CC-A,0,11,27.17,27.28,IIIC,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,10BG 7/1 (light greenish gray),,,clay,1,pebble,9,,poor,,,,ultramafic rock,2,very fine sand,3,very coarse sand,7,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1496,B,7,F,CC,A
366-U1496B-8X-CC-A,0,41,27.4,27.81,IV,,,,,,,,metabasite,clast,metabasite clast,GLEY 2 4/10BG (dark greenish gray),,,pebble,9,boulder,11,"Metabasalt with rodingite veins. Basalt greenstone is dark greenish gray (GLEY 2 4/10BG) medium grained rock crosscut by light green very thin veinlets and carbonate veins (up to 1 mm). It contains a rodingite domain. Rodingite composed of a reddish brown (10R 3/3 dusky red) mineral, green (Gley 1 3/5G very dark grayish green) chlorite or amphibole, and carbonate. Crosscut by carbonate veins.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,8,X,CC,A
366-U1496B-10F-1-A,0,27,34.4,34.67,IV,,,,,,,,mud,with gravel,mud with gravel,GLEY 1 8/10GY (light greenish gray),,,granule,8,pebble,9,Mixture of drilling mud with serpentine mud and gravel formed by drilling hard clasts; mafic and ultramafic rocks.,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,10,F,1,A
366-U1496B-10F-1-A,27,49,34.67,34.89,IV,,,,,,,,ultramafic rock,,ultramafic rock,GLEY 2 4/10BG (dark greenish gray),,,pebble,9,cobble,10,"Fragments of ultramafic rock, presumed clasts in serpentinite mudflow",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,10,F,1,A
366-U1496B-10F-2-A,0,38,34.89,35.27,IV,,,,,,,ultramafic rock and,metabasite,,ultramafic rock and metabasite,GLEY 2 5/10BG (greenish gray),,,pebble,9,pebble,9,"Fragments of ultramafic rock and metabasite (greenstone), presumed clasts in serpentinite mudflow. Ground up by rotary core bit.",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1496,B,10,F,2,A
