Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Principal Name,Lithology classification,Lithology Prefix,Lithology Suffix,Lithology name,Lithology [%],Lithification [name],Color,Lithology comments,File Data,
320-U1334A-3H-4-A,320,U1334,A,3,3-4,H,4,A,0,150,22.2,23.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 5/3,,,
320-U1334A-3H-5-A,320,U1334,A,3,3-5,H,5,A,0,150,23.7,25.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,
320-U1334A-3H-5-A,320,U1334,A,3,3-5,H,5,A,0,150,23.7,25.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 5/3,,,
320-U1334A-3H-6-A,320,U1334,A,3,3-6,H,6,A,0,150,25.2,26.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,
320-U1334A-3H-6-A,320,U1334,A,3,3-6,H,6,A,0,150,25.2,26.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 5/3,,,
320-U1334A-3H-7-A,320,U1334,A,3,3-7,H,7,A,0,77,26.7,27.47,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,
320-U1334A-3H-7-A,320,U1334,A,3,3-7,H,7,A,0,77,26.7,27.47,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 5/3,,,
320-U1334A-3H-CC-A,320,U1334,A,3,3-CC,H,CC,A,0,18,27.47,27.65,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,50,soft,10YR 3/3,,,
320-U1334A-3H-CC-A,320,U1334,A,3,3-CC,H,CC,A,0,18,27.47,27.65,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,50,soft,10YR 5/3,,,
320-U1334A-4H-1-A,320,U1334,A,4,4-1,H,1,A,0,150,27.2,28.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-1-A,320,U1334,A,4,4-1,H,1,A,0,150,27.2,28.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-2-A,320,U1334,A,4,4-2,H,2,A,0,150,28.7,30.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-2-A,320,U1334,A,4,4-2,H,2,A,0,150,28.7,30.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-3-A,320,U1334,A,4,4-3,H,3,A,0,150,30.2,31.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-3-A,320,U1334,A,4,4-3,H,3,A,0,150,30.2,31.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-4-A,320,U1334,A,4,4-4,H,4,A,0,150,31.7,33.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-4-A,320,U1334,A,4,4-4,H,4,A,0,150,31.7,33.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-5-A,320,U1334,A,4,4-5,H,5,A,0,150,33.2,34.7,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-5-A,320,U1334,A,4,4-5,H,5,A,0,150,33.2,34.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-6-A,320,U1334,A,4,4-6,H,6,A,0,150,34.7,36.2,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-6-A,320,U1334,A,4,4-6,H,6,A,0,150,34.7,36.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-7-A,320,U1334,A,4,4-7,H,7,A,0,81,36.2,37.01,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-7-A,320,U1334,A,4,4-7,H,7,A,0,81,36.2,37.01,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-4H-CC-A,320,U1334,A,4,4-CC,H,CC,A,0,17,37.01,37.18,Clay [MMK88],"Mazullo, Meyer & Kidd, 1988",Radiolarian,,Radiolarian Clay,40,soft,10YR 3/3,,,
320-U1334A-4H-CC-A,320,U1334,A,4,4-CC,H,CC,A,0,17,37.01,37.18,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,60,soft,10YR 7/3,Two pieces of pumice (1-2cm) in 77-79 cm in section 4 and 18-19 cm in section 7,,
320-U1334A-5H-1-A,320,U1334,A,5,5-1,H,1,A,0,150,36.7,38.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-1-A,320,U1334,A,5,5-1,H,1,A,0,150,36.7,38.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-2-A,320,U1334,A,5,5-2,H,2,A,0,150,38.2,39.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-2-A,320,U1334,A,5,5-2,H,2,A,0,150,38.2,39.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-3-A,320,U1334,A,5,5-3,H,3,A,0,150,39.7,41.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-3-A,320,U1334,A,5,5-3,H,3,A,0,150,39.7,41.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-4-A,320,U1334,A,5,5-4,H,4,A,0,150,41.2,42.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-4-A,320,U1334,A,5,5-4,H,4,A,0,150,41.2,42.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-5-A,320,U1334,A,5,5-5,H,5,A,0,150,42.7,44.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-5-A,320,U1334,A,5,5-5,H,5,A,0,150,42.7,44.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-6-A,320,U1334,A,5,5-6,H,6,A,0,150,44.2,45.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-6-A,320,U1334,A,5,5-6,H,6,A,0,150,44.2,45.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-7-A,320,U1334,A,5,5-7,H,7,A,0,81,45.7,46.51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-7-A,320,U1334,A,5,5-7,H,7,A,0,81,45.7,46.51,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-5H-CC-A,320,U1334,A,5,5-CC,H,CC,A,0,25,46.51,46.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Clayey radiolarian,with nannofossils,Clayey radiolarian ooze with nannofossils,60,soft,10YR 4/3,Pumice (0.5 cm) sparsely observed throughout the core,,
320-U1334A-5H-CC-A,320,U1334,A,5,5-CC,H,CC,A,0,25,46.51,46.76,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,40,soft,10YR 7/3,,,
320-U1334A-6H-1-A,320,U1334,A,6,6-1,H,1,A,0,150,46.2,47.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,10,soft,10YR 7/3,,,
320-U1334A-6H-1-A,320,U1334,A,6,6-1,H,1,A,0,150,46.2,47.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/2,Black streaks are particularly common in very pale brown nannofossil ooze (10YR 8/2) in the top 3 sections. A piece of pumice (1cm) at 56-57 cm interval in section 3.,,
320-U1334A-6H-2-A,320,U1334,A,6,6-2,H,2,A,0,150,47.7,49.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,10,soft,10YR 7/3,,,
320-U1334A-6H-2-A,320,U1334,A,6,6-2,H,2,A,0,150,47.7,49.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/2,Black streaks are particularly common in very pale brown nannofossil ooze (10YR 8/2) in the top 3 sections. A piece of pumice (1cm) at 56-57 cm interval in section 3.,,
320-U1334A-6H-3-A,320,U1334,A,6,6-3,H,3,A,0,150,49.2,50.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,10,soft,10YR 7/3,,,
320-U1334A-6H-3-A,320,U1334,A,6,6-3,H,3,A,0,150,49.2,50.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/2,Black streaks are particularly common in very pale brown nannofossil ooze (10YR 8/2) in the top 3 sections. A piece of pumice (1cm) at 56-57 cm interval in section 3.,,
320-U1334A-6H-4-A,320,U1334,A,6,6-4,H,4,A,0,150,50.7,52.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,10,soft,10YR 7/3,,,
320-U1334A-6H-4-A,320,U1334,A,6,6-4,H,4,A,0,150,50.7,52.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/2,Black streaks are particularly common in very pale brown nannofossil ooze (10YR 8/2) in the top 3 sections. A piece of pumice (1cm) at 56-57 cm interval in section 3.,,
320-U1334A-6H-5-A,320,U1334,A,6,6-5,H,5,A,0,150,52.2,53.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,10,soft,10YR 7/3,,,
320-U1334A-6H-5-A,320,U1334,A,6,6-5,H,5,A,0,150,52.2,53.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/2,Black streaks are particularly common in very pale brown nannofossil ooze (10YR 8/2) in the top 3 sections. A piece of pumice (1cm) at 56-57 cm interval in section 3.,,
320-U1334A-6H-6-A,320,U1334,A,6,6-6,H,6,A,0,65,53.7,54.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,10,soft,10YR 7/3,,,
320-U1334A-6H-6-A,320,U1334,A,6,6-6,H,6,A,0,65,53.7,54.35,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,90,soft,10YR 8/2,Black streaks are particularly common in very pale brown nannofossil ooze (10YR 8/2) in the top 3 sections. A piece of pumice (1cm) at 56-57 cm interval in section 3.,,
320-U1334A-6H-6-A,320,U1334,A,6,6-6,H,6,A,65,150,54.35,55.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,70,soft,10YR 6/3,,,
320-U1334A-6H-6-A,320,U1334,A,6,6-6,H,6,A,65,150,54.35,55.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-6H-7-A,320,U1334,A,6,6-7,H,7,A,0,80,55.2,56.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,70,soft,10YR 6/3,,,
320-U1334A-6H-7-A,320,U1334,A,6,6-7,H,7,A,0,80,55.2,56.0,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-6H-CC-A,320,U1334,A,6,6-CC,H,CC,A,0,22,56.0,56.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,70,soft,10YR 6/3,,,
320-U1334A-6H-CC-A,320,U1334,A,6,6-CC,H,CC,A,0,22,56.0,56.22,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,30,soft,10YR 8/3,,,
320-U1334A-7H-1-A,320,U1334,A,7,7-1,H,1,A,0,150,55.7,57.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-2-A,320,U1334,A,7,7-2,H,2,A,0,30,57.2,57.5,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-2-A,320,U1334,A,7,7-2,H,2,A,30,150,57.5,58.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1334A-7H-3-A,320,U1334,A,7,7-3,H,3,A,0,100,58.7,59.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,,,
320-U1334A-7H-3-A,320,U1334,A,7,7-3,H,3,A,100,150,59.7,60.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-4-A,320,U1334,A,7,7-4,H,4,A,0,150,60.2,61.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-5-A,320,U1334,A,7,7-5,H,5,A,0,50,61.7,62.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-5-A,320,U1334,A,7,7-5,H,5,A,50,110,62.2,62.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with radiolarians,Nannofossil ooze with radiolarians,100,soft,10YR 7/2,Black streaks are particularly common.,,
320-U1334A-7H-5-A,320,U1334,A,7,7-5,H,5,A,110,150,62.8,63.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,100,soft,10YR 5/2,Black streaks are particularly common.,,
320-U1334A-7H-6-A,320,U1334,A,7,7-6,H,6,A,0,60,63.2,63.8,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,with clay,Nannofossil ooze with clay,100,soft,10YR 5/2,Black streaks are particularly common.,,
320-U1334A-7H-6-A,320,U1334,A,7,7-6,H,6,A,60,150,63.8,64.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-7-A,320,U1334,A,7,7-7,H,7,A,0,71,64.7,65.41,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-7H-CC-A,320,U1334,A,7,7-CC,H,CC,A,0,26,65.41,65.67,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,100,soft,10YR 8/2,Black streaks are particularly common.,,
320-U1334A-8H-1-A,320,U1334,A,8,8-1,H,1,A,0,150,65.2,66.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-1-A,320,U1334,A,8,8-1,H,1,A,0,150,65.2,66.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-2-A,320,U1334,A,8,8-2,H,2,A,0,150,66.7,68.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-2-A,320,U1334,A,8,8-2,H,2,A,0,150,66.7,68.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-3-A,320,U1334,A,8,8-3,H,3,A,0,150,68.2,69.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-3-A,320,U1334,A,8,8-3,H,3,A,0,150,68.2,69.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-4-A,320,U1334,A,8,8-4,H,4,A,0,150,69.7,71.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
320-U1334A-8H-4-A,320,U1334,A,8,8-4,H,4,A,0,150,69.7,71.2,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,80,soft,10YR 8/1,Black streaks are particularly common.,,
320-U1334A-8H-5-A,320,U1334,A,8,8-5,H,5,A,0,150,71.2,72.7,ooze [MMK88],"Mazullo, Meyer & Kidd, 1988",Nannofossil,,Nannofossil ooze,20,soft,10YR 8/2,Black streaks are common.,,
