Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
363-U1485A-27F-3-A,45,48,219.59,219.62,,sand [Leg210],sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,3,A,
363-U1485A-27F-3-A,48,87,219.62,220.01,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,3,A,
363-U1485A-27F-4-A,0,66,220.26,220.92,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,4,A,
363-U1485A-27F-CC-A,0,16,220.97,221.13,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,27,F,CC,A,
363-U1485A-28F-1-A,0,147,220.9,222.37,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,1,A,
363-U1485A-28F-2-A,0,80,222.37,223.17,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,2,A,
363-U1485A-28F-2-A,80,88,223.17,223.25,,silt [Leg210],silt,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,2,A,
363-U1485A-28F-2-A,88,138,223.25,223.75,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,2,A,
363-U1485A-28F-3-A,0,98,223.8,224.78,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,3,A,
363-U1485A-28F-4-A,0,68,224.84,225.52,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,4,A,
363-U1485A-28F-CC-A,0,18,225.52,225.7,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,28,F,CC,A,
363-U1485A-29F-1-A,0,72,225.6,226.32,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,1,A,
363-U1485A-29F-2-A,0,73,226.32,227.05,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,2,A,
363-U1485A-29F-3-A,0,131,227.05,228.36,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,3,A,
363-U1485A-29F-4-A,0,58,228.46,229.04,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,4,A,
363-U1485A-29F-5-A,0,50,229.11,229.61,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,5,A,
363-U1485A-29F-5-A,50,63,229.61,229.74,,silty sand [S54],silty sand,,5GY 3/1 (very dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,5,A,
363-U1485A-29F-5-A,63,80,229.74,229.91,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,5,A,
363-U1485A-29F-CC-A,0,24,229.91,230.15,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,29,F,CC,A,
363-U1485A-30F-1-A,0,145,230.3,231.75,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,30,F,1,A,
363-U1485A-30F-2-A,0,147,231.75,233.22,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,30,F,2,A,
363-U1485A-30F-3-A,0,83,233.22,234.05,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,30,F,3,A,
363-U1485A-30F-4-A,0,55,234.05,234.6,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,30,F,4,A,
363-U1485A-30F-CC-A,0,17,234.6,234.77,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,30,F,CC,A,
363-U1485A-31F-1-A,0,68,235,235.68,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,1,A,
363-U1485A-31F-1-A,71,134,235.71,236.34,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,1,A,
363-U1485A-31F-2-A,0,83,236.38,237.21,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,2,A,
363-U1485A-31F-2-A,91,141,237.29,237.79,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,2,A,
363-U1485A-31F-3-A,0,19,237.79,237.98,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,3,A,
363-U1485A-31F-3-A,23,36,238.02,238.15,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,3,A,
363-U1485A-31F-3-A,48,120,238.27,238.99,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,3,A,
363-U1485A-31F-4-A,0,37,239.09,239.46,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,4,A,
363-U1485A-31F-4-A,42,77,239.51,239.86,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,4,A,
363-U1485A-31F-CC-A,0,24,239.86,240.1,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,31,F,CC,A,
363-U1485A-32F-1-A,0,64,239.7,240.34,nannofossil-bearing [X363],clay [Leg210],nannofossil-bearing clay,,5GY 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,1,A,
363-U1485A-32F-1-A,64,74,240.34,240.44,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,1,A,
363-U1485A-32F-1-A,92,140,240.62,241.1,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,1,A,
363-U1485A-32F-2-A,0,88,241.1,241.98,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,2,A,
363-U1485A-32F-2-A,88,138,241.98,242.48,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,2,A,
363-U1485A-32F-3-A,0,81,242.48,243.29,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,3,A,
363-U1485A-32F-3-A,90,123,243.38,243.71,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,3,A,
363-U1485A-32F-4-A,0,40,243.71,244.11,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,4,A,
363-U1485A-32F-CC-A,0,12,244.11,244.23,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,CC,A,
363-U1485A-32F-CC-A,21,57,244.32,244.68,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,32,F,CC,A,
363-U1485A-33F-1-A,0,95,244.4,245.35,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,1,A,
363-U1485A-33F-1-A,101,133,245.41,245.73,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,1,A,
363-U1485A-33F-2-A,0,95,245.73,246.68,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,2,A,
363-U1485A-33F-2-A,98,134,246.71,247.07,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,2,A,
363-U1485A-33F-3-A,0,115,247.07,248.22,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,3,A,
363-U1485A-33F-4-A,0,63,248.32,248.95,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,4,A,
363-U1485A-33F-4-A,63,97,248.95,249.29,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,4,A,
363-U1485A-33F-CC-A,0,27,249.29,249.56,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,33,F,CC,A,
363-U1485A-34F-1-A,0,44,249.1,249.54,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,1,A,
363-U1485A-34F-1-A,65,145,249.75,250.55,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,1,A,
363-U1485A-34F-2-A,0,49,250.55,251.04,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,2,A,
363-U1485A-34F-2-A,56,145,251.11,252,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,2,A,
363-U1485A-34F-3-A,0,97,252,252.97,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,3,A,
363-U1485A-34F-3-A,100,126,253,253.26,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,3,A,
363-U1485A-34F-4-A,0,66,253.26,253.92,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,4,A,
363-U1485A-34F-4-A,73,94,253.99,254.2,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,4,A,
363-U1485A-34F-CC-A,0,27,254.2,254.47,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,34,F,CC,A,
363-U1485A-35F-1-A,0,26,253.8,254.06,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,1,A,
363-U1485A-35F-2-A,0,125,254.06,255.31,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,2,A,
363-U1485A-35F-3-A,0,70,255.43,256.13,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,3,A,
363-U1485A-35F-3-A,79,119,256.22,256.62,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,3,A,
363-U1485A-35F-4-A,0,124,256.62,257.86,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,4,A,
363-U1485A-35F-5-A,0,71,258.01,258.72,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,5,A,
363-U1485A-35F-CC-A,0,22,258.76,258.98,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,35,F,CC,A,
363-U1485A-36F-1-A,0,15,258.5,258.65,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,1,A,
363-U1485A-36F-2-A,0,59,258.71,259.3,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,2,A,
363-U1485A-36F-2-A,74,95,259.45,259.66,foraminifer-bearing nannofossil-rich [X363],clay [Leg210],foraminifer-bearing nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,2,A,
363-U1485A-36F-2-A,95,132,259.66,260.03,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,2,A,
363-U1485A-36F-3-A,0,135,260.03,261.38,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,3,A,
363-U1485A-36F-4-A,0,99,261.38,262.37,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,4,A,
363-U1485A-36F-4-A,99,100,262.37,262.38,,ash(tuff) [MMK88m],ash(tuff),,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,4,A,
363-U1485A-36F-4-A,100,134,262.38,262.72,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,4,A,
363-U1485A-36F-5-A,0,70,262.72,263.42,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,5,A,
363-U1485A-36F-CC-A,0,19,263.42,263.61,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,36,F,CC,A,
363-U1485A-37F-1-A,0,83,263.2,264.03,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,1,A,
363-U1485A-37F-1-A,87,125,264.07,264.45,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,1,A,
363-U1485A-37F-2-A,0,57,264.45,265.02,nannofossil-bearing ash-bearing [X363],clay [Leg210],nannofossil-bearing ash-bearing clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,2,A,
363-U1485A-37F-2-A,64,146,265.09,265.91,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,2,A,
363-U1485A-37F-3-A,0,115,265.91,267.06,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,3,A,
363-U1485A-37F-4-A,0,60,267.16,267.76,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,4,A,
363-U1485A-37F-CC-A,0,26,267.84,268.1,foraminifer-bearing nannofossil-bearing [X363],silty clay [S54],foraminifer-bearing nannofossil-bearing silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,37,F,CC,A,
363-U1485A-38F-1-A,0,81,267.9,268.71,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,1,A,
363-U1485A-38F-1-A,96,147,268.86,269.37,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,1,A,
363-U1485A-38F-2-A,0,144,269.37,270.81,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,2,A,
363-U1485A-38F-3-A,0,125,270.81,272.06,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,3,A,
363-U1485A-38F-4-A,0,42,272.06,272.48,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,4,A,
363-U1485A-38F-4-A,52,80,272.58,272.86,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,4,A,
363-U1485A-38F-CC-A,0,41,272.86,273.27,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,38,F,CC,A,
363-U1485A-39F-1-A,0,83,272.6,273.43,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,1,A,
363-U1485A-39F-1-A,100,123,273.6,273.83,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,1,A,
363-U1485A-39F-1-A,123,151,273.83,274.11,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,1,A,
363-U1485A-39F-2-A,0,125,274.11,275.36,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,2,A,
363-U1485A-39F-3-A,0,68,275.36,276.04,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,3,A,
363-U1485A-39F-3-A,77,137,276.13,276.73,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,3,A,
363-U1485A-39F-4-A,0,73,276.83,277.56,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,4,A,
363-U1485A-39F-CC-A,0,22,277.56,277.78,nannofossil-rich [X363],clay [Leg210],nannofossil-rich clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,39,F,CC,A,
363-U1485A-40F-1-A,0,141,277.3,278.71,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,1,A,
363-U1485A-40F-2-A,0,35,278.71,279.06,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,2,A,
363-U1485A-40F-2-A,40,134,279.11,280.05,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,2,A,
363-U1485A-40F-3-A,0,32,280.05,280.37,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,3,A,
363-U1485A-40F-3-A,37,145,280.42,281.5,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,3,A,
363-U1485A-40F-4-A,0,35,281.5,281.85,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,4,A,
363-U1485A-40F-4-A,35,44,281.85,281.94,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,4,A,
363-U1485A-40F-4-A,49,72,281.99,282.22,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,4,A,
363-U1485A-40F-CC-A,0,37,282.22,282.59,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,40,F,CC,A,
363-U1485A-41F-1-A,0,67,282,282.67,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,N 4 (dark gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,41,F,1,A,
363-U1485A-41F-1-A,67,76,282.67,282.76,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,41,F,1,A,
363-U1485A-41F-1-A,93,117,282.93,283.17,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,10Y 4/1 (dark greenish gray),moderate [DB86],,,,,,,,,,,,,,,,,,,363,U1485,A,41,F,1,A,
