Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Extra Sample ID Data,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
361,U1474,B,5,5-4,H,4,A,0,102,37.8,38.82,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,"diagenetic stratifications, pyritized burrows at 7-10 cm",,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-5H-4-A,,,,
361,U1474,B,5,5-4,H,4,A,102,130,38.82,39.1,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,planar,wavy,sub-horizontal,,,,,,,,,,,,,,,,361-U1474B-5H-4-A,,,,
361,U1474,B,5,5-4,H,4,A,130,144,39.1,39.24,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,planar,sharp,horizontal,thin lamina [B01],,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-5H-4-A,,,,
361,U1474,B,5,5-5,H,5,A,0,144,39.3,40.74,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-5H-5-A,,,,
361,U1474,B,5,5-6,H,6,A,0,64,40.8,41.44,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 6/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-5H-6-A,,,,
361,U1474,B,5,5-7,H,7,A,0,58,41.5,42.08,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-5H-7-A,,,,
361,U1474,B,5,5-CC,H,CC,A,0,2,42.09,42.11,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,GLEY 1 4/10Y (dark greenish gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,,,,,,,,,,,,,,,,,,,361-U1474B-5H-CC-A,,,,
361,U1474,B,5,5-CC,H,CC,A,2,31,42.11,42.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,planar,sharp,horizontal,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-5H-CC-A,,,,
361,U1474,B,6,6-1,H,1,A,0,145,42.8,44.25,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-1-A,,,,
361,U1474,B,6,6-2,H,2,A,0,144,44.3,45.74,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-2-A,,,,
361,U1474,B,6,6-3,H,3,A,0,144.5,45.8,47.245,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-6H-3-A,,,,
361,U1474,B,6,6-4,H,4,A,0,144,47.3,48.74,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-4-A,,,,
361,U1474,B,6,6-5,H,5,A,0,144,48.8,50.24,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,"diagenetic stratifications, change in color (inclined) at 16 -27cm from GLEY 1 5/10Y to 1 6/10Y",planar,sharp,inclined,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-5-A,,,,
361,U1474,B,6,6-6,H,6,A,0,95.5,50.3,51.255,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-6-A,,,,
361,U1474,B,6,6-7,H,7,A,0,73,51.3,52.03,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-7-A,,,,
361,U1474,B,6,6-CC,H,CC,A,0,23,52.03,52.26,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratifications,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-6H-CC-A,,,,
361,U1474,B,7,7-1,H,1,A,0,145.5,52.3,53.755,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-7H-1-A,,,,
361,U1474,B,7,7-2,H,2,A,0,144,53.8,55.24,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,strong,3,,mineral,pyrite,,,,,,,361-U1474B-7H-2-A,,,,
361,U1474,B,7,7-3,H,3,A,0,143.5,55.3,56.735,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-7H-3-A,,,,
361,U1474,B,7,7-4,H,4,A,0,143.5,56.8,58.235,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-7H-4-A,,,,
361,U1474,B,7,7-5,H,5,A,0,145,58.3,59.75,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-7H-5-A,,,,
361,U1474,B,7,7-6,H,6,A,0,95,59.8,60.75,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474B-7H-6-A,,,,
361,U1474,B,7,7-7,H,7,A,0,75,60.8,61.55,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-7H-7-A,,,,
361,U1474,B,7,7-CC,H,CC,A,0,25,61.55,61.8,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,"diagenetic stratification, pyritized burrow at 3-4 cm",,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474B-7H-CC-A,,,,
