Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix
363-U1484B-19H-4-A,0.0,136.0,136.03,137.39,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,"100 cm: wood fragments, high bioclastic contents",,,,,,,,,,,,,363,U1484,B,19,H,4,A,,,,
363-U1484B-19H-5-A,0.0,38.0,137.39,137.77,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,5,A,,,,
363-U1484B-19H-5-A,38.0,43.0,137.77,137.82,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,5,A,,,,
363-U1484B-19H-5-A,43.0,78.0,137.82,138.17,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,5,A,,,,
363-U1484B-19H-5-A,78.0,97.0,138.17,138.36,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,5,A,,,,
363-U1484B-19H-5-A,97.0,140.0,138.36,138.79,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,5,A,,,,
363-U1484B-19H-6-A,0.0,42.5,138.79,139.215,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,6,A,,,,
363-U1484B-19H-6-A,59.0,72.0,139.38,139.51,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,"wood fragments, high bioclastic contents",,,,,,,,,,,,,363,U1484,B,19,H,6,A,,,,
363-U1484B-19H-6-A,72.0,86.0,139.51,139.65,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,6,A,,,,
363-U1484B-19H-6-A,86.0,103.0,139.65,139.82,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,6,A,,,,
363-U1484B-19H-7-A,0.0,2.0,139.82,139.84,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,7,A,,,,
363-U1484B-19H-7-A,2.0,12.0,139.84,139.94,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,high bioclastic contents,,,,,,,,,,,,,363,U1484,B,19,H,7,A,,,,
363-U1484B-19H-7-A,12.0,24.0,139.94,140.06,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,7,A,,,,
363-U1484B-19H-7-A,24.0,38.0,140.06,140.2,,silty sand [S54],silty sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,7,A,,,,
363-U1484B-19H-7-A,38.0,54.0,140.2,140.36,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,7,A,,,,
363-U1484B-19H-CC-A,0.0,9.0,140.36,140.45,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,19,H,CC,A,,,,
363-U1484B-20H-1-A,0.0,8.0,142.5,142.58,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,1,A,,,,
363-U1484B-20H-1-A,8.0,18.0,142.58,142.68,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,1,A,,,,
363-U1484B-20H-1-A,18.0,28.0,142.68,142.78,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,1,A,,,,
363-U1484B-20H-1-A,28.0,32.0,142.78,142.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,1,A,,,,
363-U1484B-20H-1-A,32.0,39.0,142.82,142.89,,sandy silt [Leg339],sandy silt,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,1,A,,,,
363-U1484B-20H-1-A,39.0,146.0,142.89,143.96,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,1,A,,,,
363-U1484B-20H-2-A,0.0,141.0,143.96,145.37,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,2,A,,,,
363-U1484B-20H-3-A,0.0,145.0,145.37,146.82,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,3,A,,,,
363-U1484B-20H-4-A,0.0,75.0,146.82,147.57,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,4,A,,,,
363-U1484B-20H-4-A,75.0,81.0,147.57,147.63,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,high bioclastic contents,,,,,,,,,,,,,363,U1484,B,20,H,4,A,,,,
363-U1484B-20H-4-A,81.0,143.0,147.63,148.25,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,119 cm: wood fragments,,,,,,,,,,,,,363,U1484,B,20,H,4,A,,,,
363-U1484B-20H-5-A,0.0,145.0,148.25,149.7,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,35 cm: wood fragments,,,,,,,,,,,,,363,U1484,B,20,H,5,A,,,,
363-U1484B-20H-6-A,0.0,98.0,149.7,150.68,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,"42, 62, 72 cm: wood fragments",,,,,,,,,,,,,363,U1484,B,20,H,6,A,,,,
363-U1484B-20H-6-A,98.0,121.0,150.68,150.91,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,6,A,,,,
363-U1484B-20H-6-A,121.0,141.0,150.91,151.11,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,6,A,,,,
363-U1484B-20H-7-A,0.0,55.0,151.11,151.66,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,7,A,,,,
363-U1484B-20H-7-A,57.0,103.0,151.68,152.14,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,7,A,,,,
363-U1484B-20H-7-A,115.0,135.0,152.26,152.46,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,7,A,,,,
363-U1484B-20H-CC-A,0.0,42.0,152.46,152.88,nannofossil-bearing [X363],silty clay [S54],nannofossil-bearing silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,20,H,CC,A,,,,
363-U1484B-21H-1-A,0.0,53.0,152.0,152.53,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,1,A,,,,
363-U1484B-21H-2-A,0.0,141.0,152.53,153.94,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,2,A,,,,
363-U1484B-21H-3-A,0.0,133.0,153.94,155.27,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,3,A,,,,
363-U1484B-21H-4-A,0.0,104.0,155.27,156.31,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,4,A,,,,
363-U1484B-21H-4-A,104.0,124.0,156.31,156.51,,sand [Leg210],sand,,10Y 4/1 (dark greenish gray),slight [DB86],,,,,,soupy sand (wet),,,,,,,,,,,,,363,U1484,B,21,H,4,A,,,,
363-U1484B-21H-4-A,124.0,146.0,156.51,156.73,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,4,A,,,,
363-U1484B-21H-5-A,0.0,43.0,156.73,157.16,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,5,A,,,,
363-U1484B-21H-5-A,47.0,50.0,157.2,157.23,,silty clay [S54],silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,5,A,,,,
363-U1484B-21H-5-A,50.0,76.0,157.23,157.49,,sand [Leg210],sand,convolute bedding,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,5,A,,,,
363-U1484B-21H-6-A,0.0,79.0,157.49,158.28,,sand [Leg210],sand,convolute bedding,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,6,A,,,,
363-U1484B-21H-6-A,79.0,120.0,158.28,158.69,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,6,A,,,,
363-U1484B-21H-7-A,0.0,103.0,158.69,159.72,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,7,A,,,,
363-U1484B-21H-CC-A,0.0,123.0,159.75,160.98,foraminifer-bearing nannofossil-rich [X363],silty clay [S54],foraminifer-bearing nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,21,H,CC,A,,,,
363-U1484B-22H-1-A,0.0,143.0,161.5,162.93,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,1,A,,,,
363-U1484B-22H-2-A,0.0,140.0,162.93,164.33,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,2,A,,,,
363-U1484B-22H-3-A,0.0,143.0,164.33,165.76,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,3,A,,,,
363-U1484B-22H-4-A,0.0,140.0,165.76,167.16,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,4,A,,,,
363-U1484B-22H-5-A,0.0,146.0,167.16,168.62,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,5,A,,,,
363-U1484B-22H-6-A,0.0,63.0,168.62,169.25,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,6,A,,,,
363-U1484B-22H-6-A,73.0,100.0,169.35,169.62,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,6,A,,,,
363-U1484B-22H-6-A,113.0,123.0,169.75,169.85,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,6,A,,,,
363-U1484B-22H-6-A,123.0,144.0,169.85,170.06,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,6,A,,,,
363-U1484B-22H-7-A,0.0,89.0,170.06,170.95,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,7,A,,,,
363-U1484B-22H-7-A,97.0,120.0,171.03,171.26,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,7,A,,,,
363-U1484B-22H-CC-A,0.0,66.0,171.26,171.92,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,22,H,CC,A,,,,
363-U1484B-23H-1-A,0.0,143.0,171.0,172.43,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,1,A,,,,
363-U1484B-23H-2-A,0.0,54.5,172.43,172.975,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,2,A,,,,
363-U1484B-23H-2-A,54.5,55.0,172.975,172.98,,ash(tuff) [MMK88m],ash(tuff),,5Y 4/1 (dark gray),moderate [DB86],,,,,,"ash with pumice (<3 mm in diameter), patches",,,,,,,,,,,,,363,U1484,B,23,H,2,A,,,,
363-U1484B-23H-2-A,55.0,128.0,172.98,173.71,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,2,A,,,,
363-U1484B-23H-3-A,0.0,141.0,173.71,175.12,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,64 cm: pumice grain (6 mm in diameter),,,,,,,,,,,,,363,U1484,B,23,H,3,A,,,,
363-U1484B-23H-4-A,0.0,42.5,175.12,175.545,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,4,A,,,,
363-U1484B-23H-4-A,42.5,43.0,175.545,175.55,,ash(tuff) [MMK88m],ash(tuff),,5Y 4/1 (dark gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,4,A,,,,
363-U1484B-23H-4-A,43.0,146.0,175.55,176.58,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,79 cm : pumice grains (4 mm in diameter),,,,,,,,,,,,,363,U1484,B,23,H,4,A,,,,
363-U1484B-23H-5-A,0.0,140.0,176.58,177.98,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,5,A,,,,
363-U1484B-23H-6-A,0.0,63.0,177.98,178.61,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,6,A,,,,
363-U1484B-23H-6-A,63.0,64.0,178.61,178.62,,ash(tuff) [MMK88m],ash(tuff),,5Y 6/1 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,6,A,,,,
363-U1484B-23H-6-A,64.0,145.0,178.62,179.43,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,6,A,,,,
363-U1484B-23H-7-A,0.0,65.4,179.43,180.084,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,7,A,,,,
363-U1484B-23H-7-A,65.4,65.7,180.084,180.08700000000005,,ash(tuff) [MMK88m],ash(tuff),,5Y 6/1 (gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,7,A,,,,
363-U1484B-23H-7-A,65.7,95.0,180.08700000000005,180.38,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,7,A,,,,
363-U1484B-23H-CC-A,0.0,55.0,180.38,180.93,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,23,H,CC,A,,,,
363-U1484B-24H-1-A,0.0,54.0,180.5,181.04,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,33 cm: abundant bioclasts,,,,,,,,,,,,,363,U1484,B,24,H,1,A,,,,
363-U1484B-24H-2-A,0.0,121.0,181.04,182.25,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,103.5 cm: abundant bioclasts,,,,,,,,,,,,,363,U1484,B,24,H,2,A,,,,
363-U1484B-24H-3-A,0.0,33.0,182.25,182.58,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,3,A,,,,
363-U1484B-24H-3-A,41.0,68.0,182.66,182.93,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,3,A,,,,
363-U1484B-24H-3-A,68.0,74.0,182.93,182.99,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,3,A,,,,
363-U1484B-24H-3-A,74.0,87.0,182.99,183.12,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,3,A,,,,
363-U1484B-24H-3-A,94.0,124.0,183.19,183.49,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,3,A,,,,
363-U1484B-24H-3-A,112.0,120.0,183.37,183.45,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,3,A,,,,
363-U1484B-24H-4-A,0.0,37.0,183.49,183.86,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,abundant wood fragments,,,,,,,,,,,,,363,U1484,B,24,H,4,A,,,,
363-U1484B-24H-4-A,37.0,43.5,183.86,183.925,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,4,A,,,,
363-U1484B-24H-4-A,43.5,46.0,183.925,183.95,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,4,A,,,,
363-U1484B-24H-4-A,46.0,52.0,183.95,184.01,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,4,A,,,,
363-U1484B-24H-4-A,52.0,104.0,184.01,184.53,nannofossil-rich [X363],silty sand [S54],nannofossil-rich silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,4,A,,,,
363-U1484B-24H-4-A,107.0,131.0,184.56,184.8,,silty sand [S54],silty sand,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,4,A,,,,
363-U1484B-24H-5-A,0.0,15.5,184.8,184.955,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,5,A,,,,
363-U1484B-24H-5-A,15.5,29.0,184.955,185.09,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,5,A,,,,
363-U1484B-24H-5-A,29.0,60.0,185.09,185.4,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,5,A,,,,
363-U1484B-24H-5-A,60.0,66.5,185.4,185.465,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,5,A,,,,
363-U1484B-24H-5-A,66.5,147.0,185.465,186.27,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,5,A,,,,
363-U1484B-24H-6-A,0.0,6.0,186.27,186.33,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-6-A,6.0,32.0,186.33,186.59,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-6-A,32.0,38.0,186.59,186.65,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-6-A,38.0,80.0,186.65,187.07,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-6-A,80.0,87.0,187.07,187.14,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-6-A,87.0,123.0,187.14,187.5,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-6-A,123.0,141.0,187.5,187.68,,sandy silt [Leg339],sandy silt,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,6,A,,,,
363-U1484B-24H-7-A,0.0,54.0,187.69,188.23,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,7,A,,,,
363-U1484B-24H-7-A,61.0,142.0,188.3,189.11,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,7,A,,,,
363-U1484B-24H-8-A,0.0,31.0,189.11,189.42,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,8,A,,,,
363-U1484B-24H-8-A,31.0,38.0,189.42,189.49,,sand [Leg210],sand,,5GY 2.5/1 (greenish black),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,8,A,,,,
363-U1484B-24H-8-A,38.0,124.0,189.49,190.35,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,8,A,,,,
363-U1484B-24H-CC-A,0.0,30.0,190.35,190.65,nannofossil-rich [X363],silty clay [S54],nannofossil-rich silty clay,,5GY 4/1 (dark greenish gray),slight [DB86],,,,,,,,,,,,,,,,,,,363,U1484,B,24,H,CC,A,,,,
