Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466A-2H-2-A,116,150,7.67,8.01,,grainstone,4,grainstone,unlithified,1,10yr 7/2 (light gray),medium sand,5,foraminifera (planktic),,pteropod,,bivalve,"Also present: echinoid (needles) (R), otoliths (P)",,"orange-red stained grains (A), black clasts (glauconite) (C)",,,,,,,,,,,,,,359,U1466,A,2,H,2,A
359-U1466A-2H-3-A,0,116,8.01,9.17,,grainstone,4,grainstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,shell fragment,,echinoderm,"Also present: pteropods, solitary corals",,black clasts (glauconite) (C),,,,,,,,gradational,horizontal,"isolated solitary coral (64cm), see close-up",,,,359,U1466,A,2,H,3,A
359-U1466A-2H-3-A,116,150,9.17,9.51,,grainstone,4,grainstone,unlithified,1,10yr 8/1 (white),medium sand,5,bivalve,,shell fragment,,echinoderm,"Spines, Also present: pteropods, solitary corals",,,,,,,,,,,,,,,,359,U1466,A,2,H,3,A
359-U1466A-2H-4-A,0,124,9.51,10.75,,grainstone,4,grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Also present: otoliths, pteropod fregments (F), bryozoan fragments (F)",,,,,,,,,,gradational,horizontal,"medium grains, well sorted",,,,359,U1466,A,2,H,4,A
359-U1466A-2H-4-A,124,126,10.75,10.77,,grainstone,4,grainstone,unlithified,1,2.5Y 6/2 (light brownish gray),coarse sand,6,pteropod,,foraminifera (planktic),,foraminifera (benthic),"Also present: otolith (R), echinoid spines (F), bryozoan fragments (F)",,,,,,,,,,gradational,horizontal,"medium to coarse grains, poorly sorted",,,,359,U1466,A,2,H,4,A
359-U1466A-2H-4-A,126,145,10.77,10.96,,grainstone,4,grainstone,unlithified,1,2.5YR 7/2 (pale red),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,echinoderm,"Spines, Also present: otolith (R), pteropod fregments (F), bryozoan fragments (F)",,,,,,,,,,,,"medium grains, well sorted",,,,359,U1466,A,2,H,4,A
359-U1466A-2H-5-A,0,13,11.01,11.14,,grainstone,4,grainstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,,otoliths,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,2,H,5,A
359-U1466A-2H-5-A,13,151,11.14,12.52,,grainstone,4,grainstone,unlithified,1,10YR 7/2 (light gray),medium sand,5,pteropod,,foraminifera (planktic),,,otoliths,,,,,,,,,,,,possible bioturbation,,,,359,U1466,A,2,H,5,A
359-U1466A-2H-6-A,0,110,12.52,13.62,,grainstone,4,grainstone,unlithified,1,2.5Y 6/1 (gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,,,,,,,,,,,,,"medium grains, well sorted",,,,359,U1466,A,2,H,6,A
359-U1466A-2H-CC-A,0,14,13.62,13.76,,grainstone,4,grainstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,pteropod,,foraminifera (benthic),"Also present: Halimeda fragments, bivalve fragments, echinoid spines",,,,,,,,,,,,possible pyrite noted on sieved samples 125-250 um,,,,359,U1466,A,2,H,CC,A
359-U1466A-3H-1-A,0,54,14.5,15.04,,grainstone,4,grainstone,unlithified,1,10yr 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,pteropod,,shell fragment,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,3,H,1,A
359-U1466A-3H-1-A,54,83,15.04,15.33,,grainstone,4,grainstone,unlithified,1,10yr 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,Halimeda,"Also present: foraminifera (large benthic) (F), pteropods fragments (F), echinoid (spines) (P), small gastropods (P), vermetid fragment ? (P)",,,,,,,,,,sharp,horizontal,,,,,359,U1466,A,3,H,1,A
359-U1466A-3H-1-A,83,113,15.33,15.63,,grainstone,4,grainstone,unlithified,1,10yr 7/1 (light gray),coarse sand,6,foraminifera (planktic),,shell fragment,,foraminifera (benthic),"Also present: foraminifera (large) fragments (C), halimeda fragments (C), echnoids (spines) (F)",,,,,,,,,,gradational,horizontal,stained grains,,,,359,U1466,A,3,H,1,A
359-U1466A-3H-1-A,113,139,15.63,15.89,,grainstone,4,grainstone,unlithified,1,10YR 7/1 (light gray),medium sand,5,foraminifera (planktic),,pteropod,,shell fragment,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,3,H,1,A
359-U1466A-3H-1-A,139,150,15.89,16.0,,packstone,3,packstone,unlithified,1,10YR 7/1 (light gray),very fine sand,3,foraminifera (planktic),,pteropod,,shell fragment,,,,,,,,,,,,,,,,,359,U1466,A,3,H,1,A
359-U1466A-3H-2-A,0,150,16.0,17.5,,packstone,3,packstone,unlithified,1,2.5Y 8/3 (pale yellow),very fine sand,3,foraminifera (planktic),,echinoderm,Spines,pteropod,,,,,,,,,,,,,fine grains,,,,359,U1466,A,3,H,2,A
359-U1466A-3H-3-A,0,135,17.5,18.85,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,pteropod,,shell fragment,"Also present: otoliths (R), echinoid plates (R), halimeda (R)",,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,3,H,3,A
359-U1466A-3H-3-A,135,150,18.85,19.0,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,pteropod,,shell fragment,Also present: otoliths,,,,,,,,,,,,,,,,359,U1466,A,3,H,3,A
359-U1466A-3H-4-A,0,52,19.0,19.52,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,,Also present: otoliths,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,3,H,4,A
359-U1466A-3H-4-A,52,144,19.52,20.44,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,,Also present: otoliths,,,,,,,,,,,,,,,,359,U1466,A,3,H,4,A
359-U1466A-3H-5-A,0,40,20.5,20.9,,packstone,3,packstone,unlithified,1,5y 8/2 (pale yellow),fine sand,4,foraminifera (planktic),,pteropod,,,,,,,,,,,,,gradational,horizontal,"fine sand, well sorted",,,,359,U1466,A,3,H,5,A
359-U1466A-3H-5-A,40,150,20.9,22.0,,packstone,3,packstone,unlithified,1,5y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,pteropod,,echinoderm,Spines,,,normal grading,,,,,,,,,"well sorted, grade from fine to medium grain downcore",,,,359,U1466,A,3,H,5,A
359-U1466A-3H-6-A,0,20,22.0,22.2,,packstone,3,packstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,halimeda,,,Also present: otoliths,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,3,H,6,A
359-U1466A-3H-6-A,20,46,22.2,22.46,,grainstone,4,grainstone,unlithified,1,2.5Y 8/1 (white),coarse sand,6,foraminifera (planktic),,bivalve,,Halimeda,,,,,,,,,,,sharp,horizontal,,,,,359,U1466,A,3,H,6,A
359-U1466A-3H-6-A,46,66,22.46,22.66,,packstone,3,packstone,partially lithified,3,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,3,H,6,A
359-U1466A-3H-6-A,66,101,22.66,23.01,,grainstone,4,grainstone,unlithified,1,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,pteropod,,shell fragment,Also present: otoliths,,,,,,,,,,,,,,,,359,U1466,A,3,H,6,A
359-U1466A-3H-7-A,0,75,23.01,23.76,,grainstone,4,grainstone,unlithified,1,5Y 8/1 (white),coarse sand,6,foraminifera (planktic),,pteropod,,bivalve,"Also present: otoliths (R), bryozoan (R), echinoid spines (R)",,,,,,,,,,,,"possibly highly bioturbated, coarse to very coarse grains, well sorted",,,,359,U1466,A,3,H,7,A
359-U1466A-3H-CC-A,0,10,23.76,23.86,,grainstone,4,grainstone,partially lithified,3,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,pteropod,,,,,,,,,,,,,,,,,,,359,U1466,A,3,H,CC,A
359-U1466A-4H-1-A,0,39,24.0,24.39,,grainstone,4,grainstone,unlithified,1,2.5Y 8/1 (white),coarse sand,6,foraminifera (planktic),,pteropod,,foraminifera (benthic),"Also present: otoliths (R), halimeda fragments (F)",,,,,,,,,,gradational,horizontal,very well sorted,,,,359,U1466,A,4,H,1,A
359-U1466A-4H-1-A,39,97,24.39,24.97,,rudstone,6,rudstone,partially lithified,3,2.5Y 8/2 (pale yellow),gravel,9,foraminifera (planktic),,halimeda,,red algae,Also present: pteropods,,,,,,,,,,gradational,horizontal,"poorly sorted, dominant grain size 0.5mm, coarse sand, abundant grains >2mm; large pterapod at 084cm",,,,359,U1466,A,4,H,1,A
359-U1466A-4H-1-A,97,134,24.97,25.34,,grainstone,4,grainstone,unlithified,1,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (planktic),,,,,Also present: otoliths (C).,,,,,,,,,,,,very well sorted,,,,359,U1466,A,4,H,1,A
359-U1466A-4H-2-A,0,30,25.34,25.64,,grainstone,4,grainstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,pteropod,,,,,,,,,,,gradational,horizontal,medium grains,,,,359,U1466,A,4,H,2,A
359-U1466A-4H-2-A,30,150,25.64,26.84,,grainstone,4,grainstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,pteropod,,,,,,,,,,,,,medium grains,,,,359,U1466,A,4,H,2,A
359-U1466A-4H-3-A,0,78,26.84,27.62,,grainstone,4,grainstone,partially lithified,3,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,pteropod,"Also present: spines (R), otolith (R), fish debris (P)",,black clasts (glauconitic) (C),,,,,,,,,,medium to coarse grains,,,,359,U1466,A,4,H,3,A
359-U1466A-4H-3-A,78,100,27.62,27.84,,grainstone,4,grainstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,echinoderm,Spines,pteropod,Also present: otoliths (R).,,,,,,,,,,,,medium to coarse grains,,,,359,U1466,A,4,H,3,A
359-U1466A-4H-3-A,100,110,27.84,27.94,,grainstone,4,grainstone,partially lithified,3,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,echinoderm,Spines,pteropod,Also present: otoliths (R).,,,,,,,,,,,,medium to coarse grains,,,,359,U1466,A,4,H,3,A
359-U1466A-4H-3-A,110,150,27.94,28.34,,floatstone,5,floatstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,echinoderm,Spines,pteropod,Also present: otoliths (R).,,,,,,,,,,,,"medium to coarse grains, possibly mottled",,,,359,U1466,A,4,H,3,A
359-U1466A-4H-4-A,0,145,28.34,29.79,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,pteropod,,Calcareous bioclast,"Also present: otoliths (C), serpulid (P).",,,,,,,,,,,,very well sorted,,,,359,U1466,A,4,H,4,A
359-U1466A-4H-5-A,0,15,29.84,29.99,,grainstone,4,grainstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,15,17,29.99,30.01,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,17,53,30.01,30.37,,grainstone,4,grainstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,foraminifera (benthic),"Also present: pteropod fragments (C), foraminifera (large) fragments (F)",,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,53,66,30.37,30.5,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,66,75,30.5,30.59,,grainstone,4,grainstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,75,108,30.59,30.92,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,108,122,30.92,31.06,,grainstone,4,grainstone,unlithified,1,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,foraminifera (benthic),"Also present: halimeda fragments (F), pteropod fragments (C).",,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,122,130,31.06,31.14,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-5-A,130,150,31.14,31.34,,grainstone,4,grainstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,,,,,359,U1466,A,4,H,5,A
359-U1466A-4H-6-A,0,32,31.34,31.66,,packstone,3,packstone,partially lithified,3,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,"very well sorted, lithified fragments",,,,359,U1466,A,4,H,6,A
359-U1466A-4H-6-A,32,61,31.66,31.95,,packstone,3,packstone,partially lithified,3,2.5Y 7/2 (light gray),coarse sand,6,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,sharp,horizontal,"very well sorted, lithified fragments",,,,359,U1466,A,4,H,6,A
359-U1466A-4H-6-A,61,97,31.95,32.31,,packstone,3,packstone,unlithified,1,2.5Y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,moderately sorted,,,,359,U1466,A,4,H,6,A
359-U1466A-4H-6-A,97,145,32.31,32.79,,packstone,3,packstone,unlithified,1,2.5Y 7/2 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,,,moderately sorted,,,,359,U1466,A,4,H,6,A
359-U1466A-4H-CC-A,0,18,32.79,32.97,,grainstone,4,grainstone,partially lithified,3,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,,,"totally disturbed, medium to coarse grains",,,,359,U1466,A,4,H,CC,A
359-U1466A-5H-1-A,0,25,33.5,33.75,,grainstone,4,grainstone,unlithified,1,10yr 8/3 (very pale brown),coarse sand,6,halimeda,,foraminifera (benthic),,shell fragment,,,,,,,,,,,sharp,horizontal,Disturbed cave-in,,,,359,U1466,A,5,H,1,A
359-U1466A-5H-1-A,25,77,33.75,34.27,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,moderate sorting,,,,359,U1466,A,5,H,1,A
359-U1466A-5H-1-A,77,150,34.27,35.0,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,,,moderate sorting,,,,359,U1466,A,5,H,1,A
359-U1466A-5H-2-A,0,150,35.0,36.5,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,Calcareous bioclast,,,,,,,,,,,,,,,"very fine to fine sand, well sorted, lots of water in core",,,,359,U1466,A,5,H,2,A
359-U1466A-5H-3-A,0,150,36.5,38.0,,packstone,3,packstone,partially lithified,3,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,Calcareous bioclast,,,,,,,,,,,,,,,"very fine to fine sand, well sorted, lots of water in core",,,,359,U1466,A,5,H,3,A
359-U1466A-5H-4-A,0,145,38.0,39.45,,packstone,3,packstone,partially lithified,3,10yr 7/2 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,,pteropod,Also present: otoliths (R).,,,,,,,,,,,,moderate sorting,,,,359,U1466,A,5,H,4,A
359-U1466A-5H-5-A,0,85,39.5,40.35,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,"poorly sorted (poorly cemented), medium to coarse grains, grains are difficult to determine",,,,359,U1466,A,5,H,5,A
359-U1466A-5H-5-A,85,150,40.35,41.0,,packstone,3,packstone,unlithified,1,2.5Y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (R).,,,,,,,,,,,,"very fine to fine grains, well sorted",,,,359,U1466,A,5,H,5,A
359-U1466A-5H-6-A,0,100,41.0,42.0,,packstone,3,packstone,partially lithified,3,2.5y 7/2 (light gray),medium sand,5,foraminifera (planktic),,pteropod,,,,,,,,,,,,,,,"muddy fraction, moderate to poorly sorted",,,,359,U1466,A,5,H,6,A
359-U1466A-5H-7-A,0,91,42.0,42.91,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,pteropod,,,,,,,,,,,,,,,"well sorted, very fine to medium grains water rich section",,,,359,U1466,A,5,H,7,A
359-U1466A-5H-CC-A,0,5,42.91,42.96,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,,,"well sorted, fine-medium grains",,,,359,U1466,A,5,H,CC,A
359-U1466A-6H-1-A,0,36,43.0,43.36,,grainstone,4,grainstone,unlithified,1,10yr 6/1 (gray),medium sand,5,foraminifera (planktic),,shell fragment,,,,,,,,,,,,,gradational,horizontal,very well sorted,,,,359,U1466,A,6,H,1,A
359-U1466A-6H-1-A,36,72,43.36,43.72,,grainstone,4,grainstone,partially lithified,3,10yr 7/2 (light gray),coarse sand,6,foraminifera (planktic),,halimeda,,bryozoa,Also present: otoliths (R).,,,,,,,,,,sharp,horizontal,moderate sorting,,,,359,U1466,A,6,H,1,A
359-U1466A-6H-1-A,72,79,43.72,43.79,,packstone,3,packstone,partially lithified,3,10yr 8/1 (white),very fine sand,3,foraminifera (planktic),,,,,,,,,,,,,,,sharp,horizontal,poorly sorted,,,,359,U1466,A,6,H,1,A
359-U1466A-6H-1-A,79,150,43.79,44.5,,grainstone,4,grainstone,partially lithified,3,10yr 7/2 (light gray),coarse sand,6,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (R).,,,,,,,,,,,,moderate to well sorted,,,,359,U1466,A,6,H,1,A
359-U1466A-6H-2-A,0,20,44.5,44.7,,grainstone,4,grainstone,partially lithified,3,2.5Y 7/3 (pale yellow),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,"well sorted medium grains, later cemented",,,,359,U1466,A,6,H,2,A
359-U1466A-6H-2-A,20,58,44.7,45.08,,packstone,3,packstone,unlithified,1,2.5y 7/3 (pale yellow),medium sand,5,foraminifera (planktic),,bivalve,,,,,,normal grading,mold,,,,,,,,"bivalve mold, top well sorted, base poorly sorted, top medium sand, base very coarse sand. Lag deposit",,,,359,U1466,A,6,H,2,A
359-U1466A-6H-2-A,58,150,45.08,46.0,,grainstone,4,grainstone,unlithified,1,2.5y 8/1 (white),medium sand,5,foraminifera (planktic),,echinoderm,Spines,Halimeda,Also present: bivalve (R),,,,,,,,,,,,well sorted medium to coarse grains,,,,359,U1466,A,6,H,2,A
359-U1466A-6H-3-A,0,150,46.0,47.5,,packstone,3,packstone,partially lithified,3,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (C).,,black clasts (glauconitic),,,,,,,,,,moderate to poorly sorted,,,,359,U1466,A,6,H,3,A
359-U1466A-6H-4-A,0,43,47.5,47.93,,packstone,3,packstone,partially lithified,3,10yr 8/3 (very pale brown),coarse sand,6,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (C).,,,,,,,,,,gradational,horizontal,well sorted --> moderate sorting,,,,359,U1466,A,6,H,4,A
359-U1466A-6H-4-A,43,145,47.93,48.95,,packstone,3,packstone,partially lithified,3,10YR 7/2 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,,Also present: otoliths (C).,,,,,,,,,,,,moderate sorting,,,,359,U1466,A,6,H,4,A
359-U1466A-6H-5-A,0,45,49.0,49.45,,packstone,3,packstone,unlithified,1,2.5y 7/2 (light gray),very fine sand,3,foraminifera (planktic),,echinoderm,Spines,,,,,,,,,,,,gradational,horizontal,"well sorted, medium - fine grains",,,,359,U1466,A,6,H,5,A
359-U1466A-6H-5-A,45,150,49.45,50.5,,grainstone,4,grainstone,unlithified,1,2.5y 7/1 (light gray),very fine sand,3,foraminifera (planktic),,Calcareous bioclast,,,,,black clasts (glauconitic) (C),,,,,,,,,,"well sorted, medium to coarse grains",,,,359,U1466,A,6,H,5,A
359-U1466A-6H-6-A,0,90,50.5,51.4,,grainstone,4,grainstone,unlithified,1,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),,,,,,,,,,,,,,,,,"medium grains, well sorted, some cemented clasts",,,,359,U1466,A,6,H,6,A
359-U1466A-6H-7-A,0,72,51.4,52.12,,packstone,3,packstone,partially lithified,3,10yr 7/2 (light gray),medium sand,5,foraminifera (planktic),,,,bryozoa,Also present: otoliths (C).,,,,,,,,,,,,moderate --> well sorted,,,,359,U1466,A,6,H,7,A
359-U1466A-6H-CC-A,0,9,52.12,52.21,,grainstone,4,grainstone,unlithified,1,2.5y 7/1 (light gray),medium sand,5,foraminifera (planktic),,echinoderm,Spines,coral (massive),fragment,,,,,,,,,,,,"medium to coarse grains, well sorted",,,,359,U1466,A,6,H,CC,A
359-U1466A-7H-1-A,0,150,52.5,54.0,,packstone,3,packstone,partially lithified,3,10YR 8/1 (white),coarse sand,6,foraminifera (planktic),,,,,,,"Black clasts, possible organic matter.",,,,,,,,,,"Moderately sorted. Medium to coarse grained, Top 18 cm with flow disturbance.",,,,359,U1466,A,7,H,1,A
359-U1466A-7H-2-A,0,150,54.0,55.5,,grainstone,4,grainstone,unlithified,1,10YR 7/1 (light gray),coarse sand,6,foraminifera (planktic),,,,,Also present: otoliths (C).,,"Black clasts, possible organic matter.",,,,,,,,,,"Moderately sorted. Medium to coarse grained,",,,,359,U1466,A,7,H,2,A
