Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Texture Rank [read only],MAJ Lith. prefix+name [read only],Lithification,Lithification rank [read only],MAJ Lith. color,MAJ Lith. ave. grain size ,Grain size rank [read only],Skeletal components MAJOR,Skeletal components MAJOR comment,Skeletal components INTERMEDIATE,Skeletal components INTERMEDIATE comment,Skeletal components MINOR,Skeletal components MINOR comment,Non-skeletal components,Non-skeletal components comment,Sedimentary structure,Diagenetic structure,Diagenetic structure comment,Layer or bedding thickness,Bioturbation intensity,Bioturbation intensity rank [read only],Bioturbation type,Bottom contact or boundary definition,Bottom contact or boundary attitude,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
359-U1466A-13H-2-A,0,19,102.0,102.19,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,"grainstone-packstone, medium- to coarse-grained, burrows are more lithfied and are filled with packstone",,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,19,26,102.19,102.26,,packstone,3,packstone,partially lithified,3,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,sharp,horizontal,packstone-grainstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,26,72,102.26,102.72,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,grainstone-packstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,72,78,102.72,102.78,,packstone,3,packstone,partially lithified,3,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,packstone-grainstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,78,88,102.78,102.88,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,grainstone-packstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,88,98,102.88,102.98,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,packstone-grainstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,98,104,102.98,103.04,,packstone,3,packstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,sharp,horizontal,,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,104,112,103.04,103.12,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,grainstone-packstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,112,118,103.12,103.18,,packstone,3,packstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,118,122,103.18,103.22,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,grainstone-packstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,122,128,103.22,103.28,,packstone,3,packstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,128,132,103.28,103.32,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,grainstone-packstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,132,135,103.32,103.35,,packstone,3,packstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,sharp,horizontal,,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,135,141,103.35,103.41,,grainstone,4,grainstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,sharp,horizontal,grainstone-packstone,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-2-A,141,150,103.41,103.5,,packstone,3,packstone,partially lithified,3,10yr 8/2 (very pale brown),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid spines (F),,,,,,,moderate,3,,gradational,horizontal,,,,,359,U1466,A,13,H,2,A
359-U1466A-13H-3-A,0,70,103.5,104.2,,grainstone,4,grainstone,unlithified,1,10yr 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,bryozoa,Also present: echinoid spines (F),,,,,,,slight,2,,gradational,horizontal,"poorly sorted, very fine- to coarse-grained, burrow filled with grainstone",,,,359,U1466,A,13,H,3,A
359-U1466A-13H-3-A,70,150,104.2,105.0,,packstone,3,packstone,partially lithified,3,10yr 6/2 (light brownish gray),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,,,,,,,,,,,,,,"wackstone-packstone, very fine to medium grains",,,,359,U1466,A,13,H,3,A
359-U1466A-13H-4-A,0,150,105.0,106.5,,wackestone,2,wackestone,partially lithified,3,10yr 7/2 (light gray),very fine sand,3,foraminifera (planktic),,red algae,,bivalve,,,,,,,,complete,6,,gradational,horizontal,"medium sorted wackestone-packstone, very fine- to medium-grained",,,,359,U1466,A,13,H,4,A
359-U1466A-13H-5-A,0,108,106.5,107.58,,packstone,3,packstone,partially lithified,3,10yr 7/2 (light gray),medium sand,5,foraminifera (benthic),,foraminifera (large benthic),Lepidocyclina,echinoderm,"spines, also present: bivalve fragments",,,,,,,complete,6,,gradational,horizontal,"poorly sorted wackestone-packstone, medium grained",,,,359,U1466,A,13,H,5,A
359-U1466A-13H-5-A,108,122,107.58,107.72,,grainstone,4,grainstone,partially lithified,3,10yr 7/2 (light gray),medium sand,5,,,,,,,,,,,,,common,4,,gradational,horizontal,Mixture of overlaying packstone and underlying grainstone-packstone,,,,359,U1466,A,13,H,5,A
359-U1466A-13H-5-A,122,124,107.72,107.74,,packstone,3,packstone,partially lithified,3,10yr 7/2 (light gray),medium sand,5,,,,,,,,,,,,,,,,gradational,horizontal,Packstone layer,,,,359,U1466,A,13,H,5,A
359-U1466A-13H-5-A,124,150,107.74,108.0,,grainstone,4,grainstone,partially lithified,3,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,common,4,,sharp,horizontal,poorly-sorted medium- to coarse-grained grainstone-packstone,,,,359,U1466,A,13,H,5,A
359-U1466A-13H-6-A,0,19,108.0,108.19,,grainstone,4,grainstone,unlithified,1,10yr 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,moderate,3,,sharp,horizontal,"medium- to coarse-grained, poorly sorted",,,,359,U1466,A,13,H,6,A
359-U1466A-13H-6-A,19,21,108.19,108.21,,packstone,3,packstone,unlithified,1,10yr 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,moderate,3,,gradational,horizontal,,,,,359,U1466,A,13,H,6,A
359-U1466A-13H-6-A,21,46,108.21,108.46,,grainstone,4,grainstone,unlithified,1,10yr 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,moderate,3,,,,"medium- to coarse-grained, poorly sorted",,,,359,U1466,A,13,H,6,A
359-U1466A-13H-6-A,46,100,108.46,109.0,,packstone,3,packstone,unlithified,1,10yr 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: Red algae,,,,,,,moderate,3,,,,"medium- to coarse-grained, poorly sorted",,,,359,U1466,A,13,H,6,A
359-U1466A-13H-7-A,0,25,109.0,109.25,,grainstone,4,grainstone,unlithified,1,10yr 8/1 (white),coarse sand,6,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,moderate,3,,gradational,horizontal,"medium- to coarse-grained, poorly sorted grainstone-packstone",,,,359,U1466,A,13,H,7,A
359-U1466A-13H-7-A,25,51,109.25,109.51,,packstone,3,packstone,unlithified,1,10yr 8/1 (white),very fine sand,3,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,moderate,3,,,,"fine- to medium-grained, poorly sorted",,,,359,U1466,A,13,H,7,A
359-U1466A-13H-CC-A,0,14,109.51,109.65,,packstone,3,packstone,unlithified,1,10YR 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,Also present: echinoid fragments,,,,,,,,,,,,fine- to medium-grained. poorly sorted packstone,,,,359,U1466,A,13,H,CC,A
359-U1466A-14H-1-A,0,22,110.0,110.22,,rudstone,6,rudstone,unlithified,1,,coarse sand,6,,,,,,,,,,,,,,,,,,Extensive cave-in,,,,359,U1466,A,14,H,1,A
359-U1466A-14H-1-A,22,150,110.22,111.5,,packstone,3,packstone,partially lithified,3,10yr 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,complete,6,,,,"poorly-sorted (mottled sorting), burrows are more lithified, unlithified to partly lithified",,,,359,U1466,A,14,H,1,A
359-U1466A-14H-2-A,0,16,111.5,111.66,,packstone,3,packstone,unlithified,1,10yr 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,complete,6,,,,"poorly sorted, medium grained",,,,359,U1466,A,14,H,2,A
359-U1466A-14H-2-A,16,150,111.66,113.0,,grainstone,4,grainstone,partially lithified,3,10yr 8/1 (white),medium sand,5,foraminifera (planktic),,foraminifera (benthic),,bivalve,,,,,,,,complete,6,,,,"grainstone-packstone, medium grained, poorly sorted",,,,359,U1466,A,14,H,2,A
359-U1466A-14H-3-A,0,58,113.0,113.58,,grainstone,4,grainstone,partially lithified,3,10yr 8/1 (white),medium sand,5,foraminifera (benthic),,foraminifera (planktic),,,,,,normal grading,,,,complete,6,,gradational,horizontal,"graded change from grainstone-packstone to fine-grained packstone, foraminifera (benthic) increase in abundance over foraminifera (planktic)",,,,359,U1466,A,14,H,3,A
359-U1466A-14H-3-A,58,150,113.58,114.5,,packstone,3,packstone,partially lithified,3,10YR 6/1 (gray),very fine sand,3,foraminifera (benthic),,foraminifera (planktic),,,,,,normal grading,,,,complete,6,,,,lithified burrows,,,,359,U1466,A,14,H,3,A
359-U1466A-14H-4-A,0,140,114.5,115.9,,Wackestone,2,Wackestone,partially lithified,3,10YR 6/1 (gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"poorly-sorted, wackestone-packstone, very fine- to medium-grained",,,,359,U1466,A,14,H,4,A
359-U1466A-14H-5-A,0,150,116.0,117.5,,packstone,3,packstone,partially lithified,3,10YR 6/1 (gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"poorly-sorted wackstone-packstone, very fine- to medium-grained",,,,359,U1466,A,14,H,5,A
359-U1466A-14H-6-A,0,100,117.5,118.5,,packstone,3,packstone,partially lithified,3,10YR 8/1 (white),medium sand,5,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"poorly-sorted packstone to grainstone, medium-grained",,,,359,U1466,A,14,H,6,A
359-U1466A-14H-7-A,0,73,118.5,119.23,,grainstone,4,grainstone,partially lithified,3,10YR 8/1 (white),coarse sand,6,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"poorly-sorted packstone-grainstone, medium- to coarse-grained",,,,359,U1466,A,14,H,7,A
359-U1466A-14H-CC-A,0,18,119.23,119.41,,packstone,3,packstone,unlithified,1,10YR 6/1 (gray),medium sand,5,foraminifera (benthic),,,,,,,,,,,,,,,,,medium-sorted fine- to medium- grained,,,,359,U1466,A,14,H,CC,A
359-U1466A-15H-1-A,0,40,119.5,119.9,,grainstone,4,grainstone,unlithified,1,,coarse sand,6,,,,,,,,,,,,,,,,,,Extensive cave-in,,,,359,U1466,A,15,H,1,A
359-U1466A-15H-1-A,40,150,119.9,121.0,,packstone,3,packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,bivalve,,,,,,,,,,moderate,3,,,,"well-sorted, medium- to coarse-grained",,,,359,U1466,A,15,H,1,A
359-U1466A-15H-2-A,0,79,121.0,121.79,,packstone,3,packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,absent,0,,,,poorly-sorted,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,79,86,121.79,121.86,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,moderate,3,,,,moderately-sorted,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,86,121,121.86,122.21,,packstone,3,packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,absent,0,,,,poorly-sorted,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,121,130,122.21,122.3,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,moderate,3,,,,well-sorted,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,130,134,122.3,122.34,,packstone,3,packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,absent,0,,,,,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,134,138,122.34,122.38,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,138,140,122.38,122.4,,packstone,3,packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,absent,0,,,,,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-2-A,140,150,122.4,122.5,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,15,H,2,A
359-U1466A-15H-3-A,0,15,122.5,122.65,,packstone,3,packstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,absent,0,,,,poorly-sorted,,,,359,U1466,A,15,H,3,A
359-U1466A-15H-3-A,15,37,122.65,122.87,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,,,,,,,,,,thinly bedded,slight,2,,,,"well-sorted, medium- to coarse-grained, cemented",,,,359,U1466,A,15,H,3,A
359-U1466A-15H-3-A,37,87,122.87,123.37,,packstone,3,packstone,unlithified,1,2.5y 8/1 (white),very fine sand,3,foraminifera (benthic),,Calcareous bioclast,,foraminifera (large benthic),,,,,,,,moderate,3,,,,"fine- to medium-grained, well-sorted",,,,359,U1466,A,15,H,3,A
359-U1466A-15H-3-A,87,117,123.37,123.67,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,,,,,,,,,,thinly bedded,slight,2,,,,"cemented layers, coarse grained, well-sorted",,,,359,U1466,A,15,H,3,A
359-U1466A-15H-3-A,117,139,123.67,123.89,,packstone,3,packstone,unlithified,1,2.5y 8/1 (white),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,,,,,,"well-sorted, fine- to medium-grained",,,,359,U1466,A,15,H,3,A
359-U1466A-15H-3-A,139,142,123.89,123.92,,grainstone,4,grainstone,unlithified,1,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,,,,,,,,,,,,,,,,,,,,359,U1466,A,15,H,3,A
359-U1466A-15H-3-A,142,150,123.92,124.0,,packstone,3,packstone,unlithified,1,2.5y 8/1 (white),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,,,,,,,,,,359,U1466,A,15,H,3,A
359-U1466A-15H-4-A,0,8,124.0,124.08,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),coarse sand,6,foraminifera (benthic),,,,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,15,H,4,A
359-U1466A-15H-4-A,8,140,124.08,125.4,,packstone,3,packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,,,,,,,,,,,slight,2,,,,poorly sorted,,,,359,U1466,A,15,H,4,A
359-U1466A-15H-5-A,0,122,125.5,126.72,,packstone,3,packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,moderate,3,,bioturbated,horizontal,"poorly sorted, burrowed horizons at 23, 43 and 68 cm",,,,359,U1466,A,15,H,5,A
359-U1466A-15H-5-A,122,126,126.72,126.76,,grainstone,4,grainstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,common,4,,gradational,,vertical burrow,,,,359,U1466,A,15,H,5,A
359-U1466A-15H-5-A,126,150,126.76,127.0,,packstone,3,packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,absent,0,,,,,,,,359,U1466,A,15,H,5,A
359-U1466A-15H-6-A,0,43,127.0,127.43,,grainstone,4,grainstone,partially lithified,3,2.5y 8/1 (white),medium sand,5,foraminifera (benthic),,Calcareous bioclast,,halimeda,,,,,,,,slight,2,,,,poorly-sorted medium-grained,,,,359,U1466,A,15,H,6,A
359-U1466A-15H-6-A,43,65,127.43,127.65,,packstone,3,packstone,unlithified,1,2.5y 8/1 (white),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"well-sorted, medium-grained",,,,359,U1466,A,15,H,6,A
359-U1466A-15H-6-A,65,89,127.65,127.89,,grainstone,4,grainstone,partially lithified,3,2.5y 8/1 (white),medium sand,5,foraminifera (benthic),,,,,,,,,,,,slight,2,,,,"poorly-sorted, medium- to coarse-grained",,,,359,U1466,A,15,H,6,A
359-U1466A-15H-6-A,89,101,127.89,128.01,,packstone,3,packstone,unlithified,1,2.5y 8/1 (white),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"well-sorted, fine- to medium-grained",,,,359,U1466,A,15,H,6,A
359-U1466A-15H-7-A,0,77,128.01,128.78,,packstone,3,packstone,partially lithified,3,2.5y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,,,,,,,,,,,slight,2,,,,,,,,359,U1466,A,15,H,7,A
359-U1466A-15H-CC-A,0,14,128.78,128.92,,packstone,3,packstone,partially lithified,3,2.5Y 8/2 (pale yellow),medium sand,5,foraminifera (benthic),,Shell fragments,recrystallized,,,,,,,,,absent,0,,,,,,,,359,U1466,A,15,H,CC,A
359-U1466A-16H-1-A,0,43,129.0,129.43,,grainstone,4,grainstone,,,,gravel,9,,,,,,,,,,,,,,,,sharp,horizontal,Cave-in,,,,359,U1466,A,16,H,1,A
359-U1466A-16H-1-A,43,87,129.43,129.87,,wackestone,2,wackestone,partially lithified,3,10yr 7/3 (very pale brown),very fine sand,3,foraminifera (benthic),,red algae,,,,,,,,,,absent,0,,gradational,horizontal,poorly sorted,,,,359,U1466,A,16,H,1,A
359-U1466A-16H-1-A,87,131,129.87,130.31,,wackestone,2,wackestone,partially lithified,3,10yr 7/3 (very pale brown),very fine sand,3,foraminifera (benthic),,red algae,,,,,,,,,,absent,0,,gradational,horizontal,poorly sorted,,,,359,U1466,A,16,H,1,A
359-U1466A-16H-1-A,131,150,130.31,130.5,,packstone,3,packstone,partially lithified,3,10yr 7/3 (very pale brown),medium sand,5,foraminifera (benthic),,red algae,,,,,,,,,,moderate,3,,,,,,,,359,U1466,A,16,H,1,A
359-U1466A-16H-2-A,0,150,130.5,132.0,,wackestone,2,wackestone,partially lithified,3,10YR 8/2 (very pale brown),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,poorly sorted,,,,359,U1466,A,16,H,2,A
359-U1466A-16H-3-A,0,150,132.0,133.5,,wackestone,2,wackestone,partially lithified,3,10YR 7/2 (light gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"well-sorted, very fine- to medium- grained, bioturbated (no layers), dolomite rhombs. Binocular observation: all recrystallized, grains partial dolomitized, partial calcite, HCl receptive",,,,359,U1466,A,16,H,3,A
359-U1466A-16H-4-A,0,150,133.5,135.0,,wackestone,2,wackestone,partially lithified,3,10YR 8/2 (very pale brown),very fine sand,3,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"poorly sorted, blacken marital (organic matter?)",,,,359,U1466,A,16,H,4,A
359-U1466A-16H-5-A,0,150,135.0,136.5,,wackestone,2,wackestone,partially lithified,3,10YR 8/2 (very pale brown),very fine sand,3,foraminifera (benthic),,Calcareous bioclast,,,,,,,,,,complete,6,,,,"calcite crystals, possible dolomite",,,,359,U1466,A,16,H,5,A
359-U1466A-16H-6-A,0,120,136.5,137.7,,wackestone,2,wackestone,partially lithified,3,10YR 7/1 (light gray),very fine sand,3,,,,,,,,,,,,,complete,6,,,,"poorly-sorted, poorly dolomitized, some biota visible but recrystallized, HCL reactive",,,,359,U1466,A,16,H,6,A
359-U1466A-16H-7-A,0,73,137.7,138.43,,wackestone,2,wackestone,partially lithified,3,10YR 7/1 (light gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"poorly-sorted, poorly dolomitized, some biota visible but recrystallized,",,,,359,U1466,A,16,H,7,A
359-U1466A-16H-CC-A,0,14,138.43,138.57,,wackestone,2,wackestone,partially lithified,3,10YR 7/1 (light gray),very fine sand,3,foraminifera (benthic),,,,,,,,,,,,complete,6,,,,"some biota visible but recrystallized,",,,,359,U1466,A,16,H,CC,A
359-U1466A-17H-CC-A,0,27,138.5,138.77,,grainstone,4,grainstone,,,,gravel,9,,,,,,,,,,,,,,,,sharp,horizontal,Extensive cave-in,,,,359,U1466,A,17,H,CC,A
359-U1466A-18X-1-A,0,10,138.8,138.9,,dolostone,,dolostone,lithified,5,2.5y 6/2 (light brownish gray),,,red algae,?,,,,,,,,,,,moderate,3,,sharp,horizontal,"dolomite, see thin section",,,,359,U1466,A,18,X,1,A
359-U1466A-18X-1-A,10,67,138.9,139.47,,wackestone,2,wackestone,partially lithified,3,10yr 7/2 (light gray),very fine sand,3,,,Calcareous bioclast,recrystallized,,,,,reverse grading,,,,complete,6,,,,,,,,359,U1466,A,18,X,1,A
359-U1466A-18X-CC-A,0,12,139.47,139.59,,wackestone,2,wackestone,unlithified,1,2.5y 8/1 (white),very fine sand,3,,,,,,,,,,,,,,,,,,recrystallized,,,,359,U1466,A,18,X,CC,A
359-U1466A-19F-1-A,0,29,145.6,145.89,,rudstone,6,rudstone,unlithified,1,,coarse sand,6,,,,,,,,,,,,,,,,,,Extensive cave-in,,,,359,U1466,A,19,F,1,A
359-U1466A-19F-1-A,29,150,145.89,147.1,,wackestone,2,wackestone,partially lithified,3,2.5y 7/1 (light gray),very fine sand,3,,,,,,,,,,,,,,,,,,"fine ""grained"" well ""sorted"", recrystallized, dolomitize?",,,,359,U1466,A,19,F,1,A
359-U1466A-19F-2-A,0,142,147.1,148.52,,wackestone,2,wackestone,partially lithified,3,2.5y 7/1 (light gray),very fine sand,3,,,,,,,,,,,,,,,,,,"poorly-sorted, recrystallized, dolomitize?",,,,359,U1466,A,19,F,2,A
359-U1466A-19F-3-A,0,133,148.6,149.93,,wackestone,2,wackestone,partially lithified,3,2.5y 7/1 (light gray),very fine sand,3,,,,,,,,,,,,,,,,,,recrystallized,,,,359,U1466,A,19,F,3,A
359-U1466A-19F-CC-A,0,5,149.93,149.98,,wackestone,2,wackestone,partially lithified,3,2.5y 7/1 (light gray),very fine sand,3,,,,,,,,,,,,,,,,,,,,,,359,U1466,A,19,F,CC,A
359-U1466A-20F-1-A,0,12,150.3,150.42,,rudstone,6,rudstone,unlithified,1,,coarse sand,6,,,,,,,,,,,,,,,,,,Extensive cave-in,,,,359,U1466,A,20,F,1,A
359-U1466A-20F-1-A,12,15,150.42,150.45,,wackestone,2,wackestone,lithified,5,2.5Y 7/2 (light gray),,,,,,,,,,,,,,,,,,,,Lithified layer,,,,359,U1466,A,20,F,1,A
359-U1466A-20F-1-A,15,150,150.45,151.8,,wackestone,2,wackestone,partially lithified,3,2.5y 7/2 (light gray),,,,,,,,,,,,,,,,,,,,"recrystallized, calcite and dolomite ?",,,,359,U1466,A,20,F,1,A
359-U1466A-20F-2-A,0,150,151.8,153.3,,wackestone,2,wackestone,partially lithified,3,2.5y 7/2 (light gray),very fine sand,3,foraminifera (benthic),,echinoderm,Spines,,,,,,,,,,,,,,"recrystallized, calcite and dolomite ?",,,,359,U1466,A,20,F,2,A
359-U1466A-20F-3-A,0,147,153.3,154.77,,wackestone,2,wackestone,partially lithified,3,2.5y 7/2 (light gray),,3,,,,,,,,,,,,,,,,,,"recrystallized, calcite and dolomite ?",,,,359,U1466,A,20,F,3,A
359-U1466A-20F-CC-A,0,14,154.77,154.91,,wackestone,2,wackestone,partially lithified,3,2.5y 7/2 (light gray),,3,,,,,,,,,,,,,,,,,,"recrystallized, calcite and dolomite ?",,,,359,U1466,A,20,F,CC,A
359-U1466A-21H-1-A,0,26,155.0,155.26,,packstone,3,packstone,partially lithified,3,10YR 8/2 (very pale brown),medium sand,5,foraminifera (benthic),recrystallized,shell fragment,,red algae,,,,,,,,,,,,,"dolomite, isolated grains > 2mm",,,,359,U1466,A,21,H,1,A
359-U1466A-21H-1-A,26,102,155.26,156.02,,wackestone,2,wackestone,unlithified,1,10yr 8/2 (very pale brown),very fine sand,3,Calcareous bioclast,recrystallized,shell fragment,,,,,,,,,,,,,,,,,,,359,U1466,A,21,H,1,A
359-U1466A-21H-2-A,0,84,156.02,156.86,,wackestone,2,wackestone,partially lithified,3,2.5y 7/2 (light gray),medium sand,5,,,,,,,,,normal grading,,,,,,,,,"no fossils observed, recrystallized, ""fining upwards"" medium to very coarse grained",,,,359,U1466,A,21,H,2,A
359-U1466A-21H-3-A,0,9,156.86,156.95,,wackestone,2,wackestone,unlithified,1,2.5y 7/2 (light gray),,,,,,,,,,,,,,,moderate,3,,gradational,horizontal,"no fossils observed, recrystallized, dolomite",,,,359,U1466,A,21,H,3,A
359-U1466A-21H-3-A,9,41,156.95,157.27,,wackestone,2,wackestone,partially lithified,3,10yr 7/2 (light gray),,,,,,,,,,,,,,,common,4,,gradational,horizontal,"no fossils observed, recrystallized, dolomite",,,,359,U1466,A,21,H,3,A
