Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,LITH 1 prefix+name [read only],LITH 1 prefix+name+suffix [read only],LITH 1 abundance [%],LITH 1 color,LITH 1 lithification,LITH 1 ave. grain size class,LITH 1 ave. grain size rank [read only],LITH 1 max. grain size class,LITH 1 max. grain size rank [read only],LITH 1 grain sorting,LITH 1 Ash abundance name,LITH 1 Ash abundance rank (read only),LITH 1 comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,LITH 2 prefix+name [read only],LITH 2 prefix+name+suffix [read only],LITH 2 abundance [%],Total LITH abundance [%],LITH 2 Ash abundance name,LITH 2 Ash abundance rank (read only),General interval comment,Bottom contact geometry,Bottom contact attitude,LITH 1 Layer or bedding thickness,LITH 1 Sedimentary structure,LITH 1 Bioturbation intensity,LITH 1 Bioturbation intensity rank [read only],LITH 1 Deformational structure,LITH 1 Deformational structure attitude,LITH 1 Diagenetic structure,LITH 1 Diagenetic constituent,LITH 1 Diagenetic constituent composition,LITH 1 Macrofossil,LITH 1 Macrofossil abundance name,LITH 2 Macrofossil,LITH 1 Clast abundance,LITH 1 Number of clasts (>2mm),LITH 1 Clast 1 igneous [%],LITH 1 Clast 1 igneous -  grain size,LITH 1 Clast 1 igneous -  roundness,LITH 1 Clast 1 igneous -  lithology,LITH 1 Clast 2 sediment [%],LITH 1 Clast 2 sediment - grain size,LITH 1 Clast 2 sediment - roundness,LITH 1 Clast 3 -other LITH [%],LITH 1 Clast 3 metamorphic - grain size,LITH 1 Clast 3 metamorphic - roundness,Total clasts calculated LITH 1 [%],LITH 1 Matrix 1 igneous - pumiceous [%],LITH 1 Matrix 2 igneous - scoriaceous [%],LITH 1 Matrix 3 igneous - massive [%],LITH 1 Matrix 4 igneous - vesicular [%],LITH 1 Matrix 5 volcaniclastic [%],LITH 1 Matrix 6 sediment [%],LITH 1 Matrix 7 -other LITH [%],LITH 1 Matrix biogenic carbonate [%],LITH 1 Matrix detritical carbonate [%],LITH 1 Matrix carbonate [%],Total matrix calculated LITH 1 [%],LITH 1 Matrix sorting,LITH 1 Matrix alteration intensity,LITH 1 Matrix alteration rank,LITH 1 Matrix comments,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
349-U1435A-27R-CC-A,0,19,258.11,258.3,clayey [Leg339],sandstone [Leg339],,clayey   sandstone ,clayey  sandstone ,,GLEY 1 4/5GY (dark greenish gray),lithified [B84],fine sand [W22_2],4.0,fine sand [W22_2],4.0,moderately well [BP01],,,,,,,,,,,,,,,,medium bed [B01],graded bedding,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,27,R,CC,A
349-U1435A-28R-1-A,0,37,259.1,259.47,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,50.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,50.0,100.0,,,,irregular,inclined,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,1,A
349-U1435A-28R-1-A,37,150,259.47,260.6,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,90.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,10.0,100.0,,,,,,,lamination,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,1,A
349-U1435A-28R-2-A,0,10,260.6,260.7,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,90.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,10.0,100.0,,,,irregular,sub-horizontal,,lamination,heavy [DB86],3.0,,,,,,,,shell fragment,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,10,17,260.7,260.77,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,sub-horizontal,thin bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,17,41,260.77,261.01,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,70.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,30.0,100.0,,,,gradational,sub-horizontal,medium bed [B01],lamination,heavy [DB86],3.0,,,,,,,,shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,18,19,260.78,260.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,41,47,261.01,261.07,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thin bed [B01],,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,47,59,261.07,261.19,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,70.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,30.0,100.0,,,,gradational,sub-horizontal,medium bed [B01],lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,59,108,261.19,261.68,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,horizontal,medium bed [B01],,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-2-A,108,147,261.68,262.07,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,70.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,30.0,100.0,,,,gradational,sub-horizontal,medium bed [B01],lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,C [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,2,A
349-U1435A-28R-3-A,0,26,262.07,262.33,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,60.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,40.0,100.0,,,,gradational,sub-horizontal,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,3,A
349-U1435A-28R-3-A,26,114,262.33,263.21,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,,,,lamination,heavy [DB86],3.0,,,,,,wood,r [A85],shell fragment,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,3,A
349-U1435A-28R-4-A,0,11,263.21,263.32,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,50.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,50.0,100.0,,,,irregular,horizontal,,lamination,moderate [DB86],2.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-4-A,11,105,263.32,264.26,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,sub-horizontal,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-4-A,35,38,263.56,263.59,,,,,,,,,,,,,,,,,,,,,,,,,,pyrite filled burrow,,,,,,,,,,mineral,pyrite,gastropod,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-4-A,63,64,263.84,263.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-4-A,105,143,264.26,264.64,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,80.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,20.0,100.0,,,,,sub-horizontal,,lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-4-A,106,107,264.27,264.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-4-A,125,126,264.46,264.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,4,A
349-U1435A-28R-5-A,0,36,264.66,265.02,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,70.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,30.0,100.0,,,,gradational,horizontal,,lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,5,A
349-U1435A-28R-5-A,36,102,265.02,265.68,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,5,A
349-U1435A-28R-5-A,102,130,265.68,265.96,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,70.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,30.0,100.0,,,,gradational,horizontal,,lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,5,A
349-U1435A-28R-6-A,0,54,265.96,266.5,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,90.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,10.0,100.0,,,,irregular,horizontal,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,6,A
349-U1435A-28R-6-A,54,63,266.5,266.59,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,80.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,20.0,100.0,,,,planar,horizontal,medium bed [B01],lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,6,A
349-U1435A-28R-6-A,63,95,266.59,266.91,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,irregular,horizontal,medium bed [B01],,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,6,A
349-U1435A-28R-6-A,84,87,266.8,266.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bivalve,c [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,6,A
349-U1435A-28R-6-A,95,117,266.91,267.13,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,50.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,50.0,100.0,,,,irregular,horizontal,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],shell fragment,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,6,A
349-U1435A-28R-7-A,0,59,267.13,267.72,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,horizontal,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,7,A
349-U1435A-28R-7-A,59,120,267.72,268.33,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,horizontal,,lamination,heavy [DB86],3.0,,,,,,wood,r [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,7,A
349-U1435A-28R-7-A,120,131,268.33,268.44,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,60.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderate [2014],,,,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,40.0,100.0,,,,,,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,7,A
349-U1435A-28R-CC-A,0,29,268.44,268.73,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],silt [W22_1],2.0,medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,,,,lamination,heavy [DB86],3.0,,,,,,wood,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,28,R,CC,A
349-U1435A-29R-1-A,0,43,268.8,269.23,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,90.0,GLEY 1 3/N (very dark gray),Lithified [B84],Silt [W22_1],2.0,Medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,10.0,100.0,,,,gradational,horizontal,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,43,58,269.23,269.38,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,50.0,GLEY 1 3/N (very dark gray),Lithified [B84],Silt [W22_1],2.0,Medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,50.0,100.0,,,,gradational,horizontal,medium bed [B01],lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,58,72,269.38,269.52,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,well [2014],,,,,,,,,,100.0,,,,planar,horizontal,medium bed [B01],,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,61,63,269.41,269.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,72,76,269.52,269.56,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,100.0,GLEY 1 2.5/N (black),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,well [2014],,,,,,,,,,100.0,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,76,84,269.56,269.64,,sandstone [Leg339],,sandstone ,sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,well [2014],,,,,,,,,,100.0,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,84,127,269.64,270.07,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,80.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,20.0,100.0,,,,planar,sub-horizontal,thick bed [B01],lamination,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,97,98,269.77,269.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,127,133,270.07,270.13,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 3/N (very dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,,,,,,,100.0,,,,planar,steeply dipping,thick bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,133,139,270.13,270.19,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],medium sand [W22_2],5.0,coarse sand [W22_2],6.0,well [2014],,,,,,,,,,100.0,,,,planar,horizontal,medium bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,139,143,270.19,270.23,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,100.0,GLEY 1 2.5/N (black),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,well [2014],,,,,,,,,,100.0,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-1-A,143,150,270.23,270.3,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,80.0,GLEY 1 3/N (very dark gray),Lithified [B84],Silt [W22_1],2.0,Medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,20.0,100.0,,,,,,,,heavy [DB86],3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,1,A
349-U1435A-29R-2-A,0,9,270.3,270.39,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,80.0,GLEY 1 3/N (very dark gray),Lithified [B84],Silt [W22_1],2.0,Medium sand [W22_2],5.0,moderate [2014],,,,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,20.0,100.0,,,,gradational,horizontal,,,heavy [DB86],3.0,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-2-A,9,17,270.39,270.47,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,100.0,GLEY 1 3/N (very dark gray),Lithified [B84],Silt [W22_1],2.0,Medium sand [W22_2],5.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,horizontal,thin bed [B01],,moderate [DB86],2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-2-A,17,25,270.47,270.55,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,80.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,20.0,100.0,,,,planar,horizontal,thin bed [B01],lamination,slight [DB86],1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-2-A,25,150,270.55,271.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,60.0,GLEY 1 4/N (dark gray),lithified [B84],fine sand [W22_2],4.0,coarse sand [W22_2],6.0,moderately well [BP01],,,,sandy [Leg339],siltstone [Leg339],,sandy   siltstone ,sandy  siltstone ,40.0,100.0,,,,,,very thick bed [B01],lamination,heavy [DB86],3.0,,,,,,shell fragment,tr [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-2-A,25,150,270.55,271.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-2-A,59,61,270.89,270.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-2-A,123,124,271.53,271.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mineral,pyrite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,2,A
349-U1435A-29R-3-A,0,15,271.8,271.95,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,sub-horizontal,medium bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,3,A
349-U1435A-29R-3-A,15,68,271.95,272.48,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,3,A
349-U1435A-29R-3-A,68,146,272.48,273.26,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,nodule,pyrolite,shell fragment,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,3,A
349-U1435A-29R-4-A,0,58,273.3,273.88,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,4,A
349-U1435A-29R-4-A,58,150,273.88,274.8,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 5/N (gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,100.0,,,,,,thick bed [B01],graded bedding,heavy [DB86],3.0,,,,nodule,pyrite,shell fragment,D [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,4,A
349-U1435A-29R-5-A,0,50,274.8,275.3,silty [Leg339],sandstone [Leg339],,silty   sandstone ,silty  sandstone ,100.0,GLEY 1 4/N (dark gray),lithified [B84],silt [W22_1],2.0,fine sand [W22_2],4.0,moderate [2014],,,,,,,,,,100.0,,,,gradational,sub-horizontal,thick bed [B01],grain orientation layering,heavy [DB86],3.0,,,,,,shell fragment,R [A85],wood,R [A85],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,U1435,A,29,R,5,A
