Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data
341-U1417D-4H-1-A,341,U1417,D,4,4-1,H,1,A,67.0,150.0,25.67,26.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-2-A,341,U1417,D,4,4-2,H,2,A,0.0,17.0,26.5,26.67,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,1,,,,,pebble [W22_2],subangular,,,,"argillite, 2 cm",,,,,
341-U1417D-4H-2-A,341,U1417,D,4,4-2,H,2,A,17.0,150.0,26.67,28.0,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,colou5r banded with N 4,,,,,
341-U1417D-4H-3-A,341,U1417,D,4,4-3,H,3,A,0.0,150.0,28.0,29.5,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,10Y 3/2 (very dark grayish green),,,,1,,,pebble [W22_2],angular,,,,,,"mottled, frozen sand clast 2 cm at 123, angular",,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,0.0,39.5,29.5,29.895,diatom rich,mud [Leg210],,diatom rich mud ,,,color banding,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,39.5,42.0,29.895,29.92,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,2.5Y 6/1 (gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,42.0,92.0,29.92,30.42,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,colour banding,,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,92.0,102.0,30.42,30.52,volcaniclastic rich,silt [Leg210],,volcaniclastic rich silt ,volcaniclastic-rich,3,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,colour banding,,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,102.0,118.5,30.52,30.685,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,118.5,142.0,30.685,30.92,,mud [Leg210],,mud ,,,,N 5 (gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-4-A,341,U1417,D,4,4-4,H,4,A,142.0,150.0,30.92,31.0,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-5-A,341,U1417,D,4,4-5,H,5,A,0.0,18.0,31.0,31.18,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,colour banding,,,,,
341-U1417D-4H-5-A,341,U1417,D,4,4-5,H,5,A,18.0,150.0,31.18,32.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-6-A,341,U1417,D,4,4-6,H,6,A,0.0,58.0,32.5,33.08,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-6-A,341,U1417,D,4,4-6,H,6,A,58.0,61.0,33.08,33.11,,diatom ooze [Leg339],,diatom ooze ,,,,5Y 3/2 (dark olive gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-6-A,341,U1417,D,4,4-6,H,6,A,61.0,150.0,33.11,34.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"1 clast 2 cm at 79 cm, rounded; 1 clast 1 cm at 95 cm, subrounded; 1 clast 1cm at 122, subrounded",,,,,
341-U1417D-4H-7-A,341,U1417,D,4,4-7,H,7,A,0.0,65.0,34.0,34.65,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,"clast 1.5 cm missing at 41 cm, present in WH, argillite",,,,,
341-U1417D-4H-CC-A,341,U1417,D,4,4-CC,H,CC,A,0.0,9.0,34.65,34.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-CC-A,341,U1417,D,4,4-CC,H,CC,A,9.0,10.5,34.74,34.755,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,2.5Y 6/1 (gray),,,,,,,,,,,,,,,,,,,
341-U1417D-4H-CC-A,341,U1417,D,4,4-CC,H,CC,A,10.5,18.0,34.755,34.83,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-5H-1-A,341,U1417,D,5,5-1,H,1,A,0.0,10.0,34.5,34.6,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,
341-U1417D-5H-1-A,341,U1417,D,5,5-1,H,1,A,10.0,144.5,34.6,35.945,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],7,,,,,,,,,,green/black color bands,,,,,
341-U1417D-5H-1-A,341,U1417,D,5,5-1,H,1,A,144.5,150.0,35.945,36.0,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,5Y 5/1 (gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417D-5H-2-A,341,U1417,D,5,5-2,H,2,A,0.0,3.0,36.0,36.03,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,2.5Y 4/1 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417D-5H-2-A,341,U1417,D,5,5-2,H,2,A,3.0,150.0,36.03,37.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,faint green/black color bands,,,,,
341-U1417D-5H-3-A,341,U1417,D,5,5-3,H,3,A,0.0,70.0,37.5,38.2,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,faint green/black color bands,,,,,
341-U1417D-5H-3-A,341,U1417,D,5,5-3,H,3,A,70.0,71.5,38.2,38.215,,silt [Leg210],,silt ,,,,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417D-5H-3-A,341,U1417,D,5,5-3,H,3,A,71.5,75.0,38.215,38.25,,,,,,,,,,,absent [A79],,,,,,,,,,,VOID,,,,,
341-U1417D-5H-3-A,341,U1417,D,5,5-3,H,3,A,75.0,83.0,38.25,38.33,,silt [Leg210],,silt ,,,patch or bleb,N 3 (very dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417D-5H-3-A,341,U1417,D,5,5-3,H,3,A,83.0,150.0,38.33,39.0,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],2,,,,,,,,,,faint black mottling,,,,,
341-U1417D-5H-4-A,341,U1417,D,5,5-4,H,4,A,0.0,109.0,39.0,40.09,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],5,,,,,,,,,,green/black color bands,,,,,
341-U1417D-5H-4-A,341,U1417,D,5,5-4,H,4,A,109.0,112.0,40.09,40.12,,mud [Leg210],,mud ,,,,5G 4/1 (dark greenish gray),slight [DB86],1,absent [A79],,,,,,,,,,,,,,,,
341-U1417D-5H-4-A,341,U1417,D,5,5-4,H,4,A,112.0,113.0,40.12,40.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,,,,,,
341-U1417D-5H-4-A,341,U1417,D,5,5-4,H,4,A,113.0,130.0,40.13,40.3,,diatom ooze [Leg339],,diatom ooze ,,,,2.5Y 5/1 (gray),slight [DB86],1,present [A79],1,,,,,,,,,,,gradational contact,,,,
341-U1417D-5H-4-A,341,U1417,D,5,5-4,H,4,A,130.0,150.0,40.3,40.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),slight [DB86],1,absent [A79],,,,,,,,,,,black mottling,,,,,
341-U1417D-5H-5-A,341,U1417,D,5,5-5,H,5,A,0.0,66.0,40.5,41.16,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],angular,,,,"1 clast 1.5 cm, angular, at 23 cm; 1 clast 1.5 cm, subrounded, at 37 cm",,,,,
341-U1417D-5H-5-A,341,U1417,D,5,5-5,H,5,A,66.0,81.0,41.16,41.31,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-5H-5-A,341,U1417,D,5,5-5,H,5,A,81.0,150.0,41.31,42.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,
341-U1417D-5H-6-A,341,U1417,D,5,5-6,H,6,A,0.0,150.0,42.0,43.5,,mud [Leg210],,mud ,,,color banding,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subrounded,,,,"1 clast 2 cm, subrounded, at 61 cm; 1 clast 0.5 cm, subrounded, at 96 cm; 1 clast 2 cm, angular, at 115 cm; argillites",,,,,
341-U1417D-5H-7-A,341,U1417,D,5,5-7,H,7,A,0.0,59.0,43.5,44.09,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,"imprint of clast present in WH, 1.5 cm, rounded, argillite",,,,,
341-U1417D-5H-CC-A,341,U1417,D,5,5-CC,H,CC,A,0.0,6.0,44.09,44.15,,mud [Leg210],,mud,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-5H-CC-A,341,U1417,D,5,5-CC,H,CC,A,0.0,11.0,44.09,44.2,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,
341-U1417D-6H-1-A,341,U1417,D,6,6-1,H,1,A,0.0,150.0,44.0,45.5,diatom bearing,mud [Leg210],,diatom bearing mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],10,,,,,,,,,,green/black bands; 2cm sandstone clast at 135cm,,,,,
341-U1417D-6H-2-A,341,U1417,D,6,6-2,H,2,A,0.0,87.0,45.5,46.37,diatom bearing,mud [Leg210],,diatom bearing mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],3,,,,,,,,,,black mottling; green/black bands; 2.5cm green siltstone at 23cm,gradational contact,,,,
341-U1417D-6H-2-A,341,U1417,D,6,6-2,H,2,A,87.0,150.0,46.37,47.0,diatom bearing,mud [Leg210],,diatom bearing mud,,,color banding,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,black bands; black mottling,,,,,
341-U1417D-6H-3-A,341,U1417,D,6,6-3,H,3,A,0.0,61.0,47.0,47.61,diatom bearing,mud [Leg210],,diatom bearing mud,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottling,,,,,
341-U1417D-6H-3-A,341,U1417,D,6,6-3,H,3,A,61.0,62.0,47.61,47.62,,mud [Leg210],,mud,,,,5G 3/1 (very dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,
341-U1417D-6H-3-A,341,U1417,D,6,6-3,H,3,A,62.0,96.0,47.62,47.96,diatom bearing,mud [Leg210],,diatom bearing mud,,,,5G 4/1 (dark greenish gray),slight [DB86],1,present [A79],1,,,,,,,,,,black mottling,,,,,
341-U1417D-6H-3-A,341,U1417,D,6,6-3,H,3,A,96.0,150.0,47.96,48.5,,mud [Leg210],,mud,,,color banding,N 4 (dark gray),slight [DB86],1,present [A79],1,,,,,,,,,,green/black bands; black mottling; fine silt patches (N 3) 97-100cm,,,,,
341-U1417D-6H-4-A,341,U1417,D,6,6-4,H,4,A,0.0,76.0,48.5,49.26,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],,,,,,,,,,,,,,,,
341-U1417D-6H-4-A,341,U1417,D,6,6-4,H,4,A,76.0,84.0,49.26,49.34,volcaniclastic rich,sand [Leg210],with diatoms [Leg339],volcaniclastic rich sand with diatoms [Leg339],volcaniclastic-rich,3,,5Y 3/1 (very dark gray),,,,,,,,,,,,,,,,,,,
341-U1417D-6H-4-A,341,U1417,D,6,6-4,H,4,A,84.0,150.0,49.34,50.0,,mud [Leg210],,mud,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subrounded,,,,"1 clast 1 cm, subrounded at 116 cm, argillite",,,,,
