Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data
339-U1385D-3H-2-A,339,U1385,D,3,3-2,H,2,A,0,151,17.9,19.41,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-3H-3-A,339,U1385,D,3,3-3,H,3,A,0,153,19.41,20.94,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-3H-4-A,339,U1385,D,3,3-4,H,4,A,0,151,20.94,22.45,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-3H-5-A,339,U1385,D,3,3-5,H,5,A,0,151,22.45,23.96,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Greenish bands (130-140 cm).,60,60,
339-U1385D-3H-6-A,339,U1385,D,3,3-6,H,6,A,0,151,23.96,25.47,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-3H-7-A,339,U1385,D,3,3-7,H,7,A,0,53,25.47,26.0,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Zoophycos-type burrows.,60,60,
339-U1385D-3H-CC-A,339,U1385,D,3,3-CC,H,CC,A,0,34,26.0,26.34,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-4H-1-A,339,U1385,D,4,4-1,H,1,A,0,151,25.9,27.41,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Minor lithology is lighter than major lithology although color index is the same. Chondrites-type burrows (74-81 cm).,60,60,
339-U1385D-4H-2-A,339,U1385,D,4,4-2,H,2,A,0,150,27.41,28.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,"Minor lithology is lighter than major lithology although color index is the same. Zoophycos-type burrows (65 cm), Chondrites-type burrows (100-110 cm).",60,60,
339-U1385D-4H-3-A,339,U1385,D,4,4-3,H,3,A,0,150,28.91,30.41,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Minor lithology is lighter than major lithology although color index is the same. ,60,60,
339-U1385D-4H-4-A,339,U1385,D,4,4-4,H,4,A,0,151,30.41,31.92,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,"Minor lithology is lighter than major lithology although color index is the same. Chondrites-type burrows (20-35 cm), Zoophycos-type burrows (35-46 cm). Pyritised burrows.",60,60,
339-U1385D-4H-5-A,339,U1385,D,4,4-5,H,5,A,0,151,31.92,33.43,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Minor lithology is lighter than major lithology although color index is the same. Patch filled with foram sand (45 cm). Pyritised burrow (57 cm).,60,60,
339-U1385D-4H-6-A,339,U1385,D,4,4-6,H,6,A,0,151,33.43,34.94,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Minor lithology is lighter than major lithology although color index is the same. Patch filled with foram sand (30 cm).,60,60,
339-U1385D-4H-7-A,339,U1385,D,4,4-7,H,7,A,0,59,34.94,35.53,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Minor lithology is lighter than major lithology although color index is the same. ,60,60,
339-U1385D-4H-CC-A,339,U1385,D,4,4-CC,H,CC,A,0,54,35.53,36.07,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Minor lithology is lighter than major lithology although color index is the same. Patch filled with foram sand. Zoophycos-type burrows (30 cm).,60,60,
339-U1385D-5H-1-A,339,U1385,D,5,5-1,H,1,A,62,113,36.02,36.53,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-5H-1-A,339,U1385,D,5,5-1,H,1,A,113,128,36.53,36.68,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,slight_339 ,3,,contorted strata ,Slump deposit?,100,100,
339-U1385D-5H-1-A,339,U1385,D,5,5-1,H,1,A,128,150,36.68,36.9,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,Minor lithology changes to lighter toward the end of the section.,60,60,
339-U1385D-5H-2-A,339,U1385,D,5,5-2,H,2,A,0,150,36.9,38.4,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 7/1 (ligth greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,Minor lithology changes from 10Y 6/1 (greenish gray) to 10Y 7/1 (light greenish gray) then 10Y 8/1 (light greenish gray) downwards. Chondrites-type burrows (110-120 cm).,60,60,
339-U1385D-5H-3-A,339,U1385,D,5,5-3,H,3,A,0,151,38.4,39.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,Zoophycos-type burrows (82-88 cm).,60,60,
339-U1385D-5H-4-A,339,U1385,D,5,5-4,H,4,A,0,61,39.91,40.52,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-5H-4-A,339,U1385,D,5,5-4,H,4,A,61,70,40.52,40.61,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,scoured/erosional contact,,,,,,slight_339 ,3,,contorted strata ,Slump deposit?,100,100,
339-U1385D-5H-4-A,339,U1385,D,5,5-4,H,4,A,70,151,40.61,41.42,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Zoophycos-type burrows (77-104 cm).,100,100,
339-U1385D-5H-5-A,339,U1385,D,5,5-5,H,5,A,0,96,41.42,42.38,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,"Chondrites-type burrows (28-31 cm, 39-49 cm, 68-72 cm).",60,60,
339-U1385D-5H-CC-A,339,U1385,D,5,5-CC,H,CC,A,0,35,42.38,42.73,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10GY 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-6H-1-A,339,U1385,D,6,6-1,H,1,A,0,151,41.9,43.41,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,Dark patch mottles.,100,100,
339-U1385D-6H-2-A,339,U1385,D,6,6-2,H,2,A,0,150,43.41,44.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10GY 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-6H-3-A,339,U1385,D,6,6-3,H,3,A,0,150,44.91,46.41,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-6H-4-A,339,U1385,D,6,6-4,H,4,A,0,137,46.41,47.78,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,"Minor lithology is darker than major lithology although color index is the same. Zoophycos-type burrows (86-94 cm, 118-121 cm). Pyrite speck.",60,60,
339-U1385D-6H-4-A,339,U1385,D,6,6-4,H,4,A,137,150,47.78,47.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,100,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-6H-5-A,339,U1385,D,6,6-5,H,5,A,0,150,47.91,49.41,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,Fragment of bivalve shell (143 cm).,70,70,
339-U1385D-6H-6-A,339,U1385,D,6,6-6,H,6,A,0,38,49.41,49.79,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,bioturbated boundary or contact,layering,medium bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-6H-6-A,339,U1385,D,6,6-6,H,6,A,38,150,49.79,50.91,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,60,10Y 5/1 (greenish gray),clay ,1,medium sand ,5,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,40.0,10Y 6/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,thick bed ,,,,slight_339 ,3,,,,60,60,
339-U1385D-6H-7-A,339,U1385,D,6,6-7,H,7,A,0,65,50.91,51.56,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,70,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,30.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,,70,70,
339-U1385D-6H-CC-A,339,U1385,D,6,6-CC,H,CC,A,0,38,51.56,51.94,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,,100,100,
339-U1385D-7H-1-A,339,U1385,D,7,7-1,H,1,A,0,150,51.4,52.9,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,100,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,slight_339 ,3,,,0-5 cm (0-50 cm?): drilling disturbance? slump?,100,100,
339-U1385D-7H-2-A,339,U1385,D,7,7-2,H,2,A,0,150,52.9,54.4,,nannofossil ooze ,with clay ,nannofossil ooze ,nannofossil ooze  with clay ,nannofossil ooze   with clay ,60,10Y 6/1 (greenish gray),clay ,1,medium sand ,5,muddy ,nannofossil ooze ,,muddy   nannofossil ooze ,muddy  nannofossil ooze ,nannofossil ooze ,40.0,10Y 5/1 (greenish gray),clay ,1.0,medium sand ,5.0,100,,layering,medium bed ,,,,slight_339 ,3,,,Greenish zone 5G 6/1 (17-20 cm).,60,60,
