Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
340-U1398B-19H-2-A,0,90,137.5,138.4,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite containing pebbly pumice clasts,15,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,10,0,20,0,70,0,0,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,2,A,
340-U1398B-19H-2-A,90,113,138.4,138.63,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,2,A,
340-U1398B-19H-2-A,113,116,138.63,138.66,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,fine volcanic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,75,0,0,5,5,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,2,A,
340-U1398B-19H-2-A,116,140,138.66,138.9,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,2,A,
340-U1398B-19H-2-A,140,150,138.9,139,moderate [drilling disturbance],4,,,,,,,,,,IWWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,19,H,2,A,
340-U1398B-19H-3-A,0,34,139,139.34,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,,absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,34,40,139.34,139.4,minimal [drilling disturbance],1,ash [F&S84],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,80,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,40,55,139.4,139.55,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,55,68,139.55,139.68,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,,absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,68,80,139.68,139.8,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,80,109,139.8,140.09,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,109,140,140.09,140.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,,absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-3-A,140,150,140.4,140.5,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,3,A,
340-U1398B-19H-4-A,0,3,140.5,140.53,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,3,7,140.53,140.57,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,fine grained ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,85,0,0,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,7,18,140.57,140.68,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,18,22,140.68,140.72,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,fine grained ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,22,46,140.72,140.96,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,46,54,140.96,141.04,slight [drilling disturbance],2,volcaniclastic-mud [BGS-S81],100,silt-fine mud [T07],2,,,,,100,fine grained ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,54,60,141.04,141.1,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,60,62,141.1,141.12,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcanic ash?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,10,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,62,92,141.12,141.42,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,92,99,141.42,141.49,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,normally graded volcanic sand ,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,75,0,0,0,15,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,99,133,141.49,141.83,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,normally graded volcaniclastic turbidite,10,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,0,0,10,0,75,0,0,0,15,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-4-A,133,146,141.83,141.96,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,massive volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,4,A,
340-U1398B-19H-5-A,0,80,141.96,142.76,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,45,0,45,0,0,0,10,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,5,A,
340-U1398B-19H-5-A,80,91,142.76,142.87,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic turbidite,10,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],,mud clast,rounded,0,0,20,0,58,0,0,2,20,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,5,A,
340-U1398B-19H-5-A,91,97,142.87,142.93,moderate [drilling disturbance],4,volcaniclastic-gravel [BGS-S81],100,granule [T07],9,,,,,100,volcaniclastic turbidite,70,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,40,0,25,0,30,0,0,0,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,5,A,
340-U1398B-19H-5-A,97,145,142.93,143.41,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,volcaniclastic turbidite,1,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],,mud clast,rounded,5,0,40,0,30,0,0,10,15,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,5,A,
340-U1398B-19H-6-A,0,149,143.41,144.9,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,6,A,
340-U1398B-19H-CC-A,0,5,144.9,144.95,,,,,,,,,,,,PAL SAMPLE,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,CC,A,
340-U1398B-19H-CC-A,5,12,144.95,145.02,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,20,0,70,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,19,H,CC,A,
340-U1398B-20H-1-A,0,19,145.5,145.69,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,1,A,
340-U1398B-20H-1-A,19,52,145.69,146.02,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,1,A,
340-U1398B-20H-1-A,52,78,146.02,146.28,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,50,0,0,10,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,1,A,
340-U1398B-20H-1-A,78,87,146.28,146.37,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,1,A,
340-U1398B-20H-1-A,87,88,146.37,146.38,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,100,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,1,A,
340-U1398B-20H-1-A,88,146,146.38,146.96,slight [drilling disturbance],2,carbonate ooze [Leg178],80,fine mud [T07],3,volcaniclastic-sand [BGS-S81],20,coarse sand [T07],7,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,1,A,
340-U1398B-20H-2-A,0,6,146.96,147.02,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,6,12,147.02,147.08,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,12,20,147.08,147.16,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,20,108,147.16,148.04,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,0,0,0,0,0,90,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,108,109,148.04,148.05,moderate [drilling disturbance],4,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,50,0,40,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,109,110,148.05,148.06,moderate [drilling disturbance],4,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,80,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,110,129,148.06,148.25,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,129,130,148.25,148.26,moderate [drilling disturbance],4,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,130,140,148.26,148.36,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,0,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-2-A,140,150,148.36,148.46,,,,,,,,,,,,WR,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,2,A,
340-U1398B-20H-3-A,0,10,148.46,148.56,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20,0,50,0,0,20,10,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,3,A,
340-U1398B-20H-3-A,10,34,148.56,148.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,3,A,
340-U1398B-20H-3-A,34,45,148.8,148.91,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,50,0,0,10,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,3,A,
340-U1398B-20H-3-A,45,93,148.91,149.39,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,3,A,
340-U1398B-20H-3-A,93,146,149.39,149.92,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,40,0,0,0,0,30,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,3,A,
340-U1398B-20H-4-A,0,16,149.92,150.08,,,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,base of volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,85,0,0,0,5,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,16,74,150.08,150.66,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,74,77,150.66,150.69,,,ash [F&S84],100,fine sand [T07],4,,,,,100,ashfall,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,90,0,0,0,0,0,,moderately well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,77,80,150.69,150.72,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,80,81,150.72,150.73,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,2,0,97,0,0,0,1,0,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,81,87,150.73,150.79,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,87,89,150.79,150.81,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,"volcaniclastic sand, lens
",0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,69,0,0,0,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,89,125,150.81,151.17,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,125,127,151.17,151.19,,,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,69,0,0,0,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,127,142,151.19,151.34,,,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-4-A,142,144,151.34,151.36,,,ash [F&S84],100,silt-fine mud [T07],2,,,,,100,"dark grey, ashfall",0,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,U1398,B,20,H,4,A,
340-U1398B-20H-5-A,0,28,151.42,151.7,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,graded volcaniclastic turbidite,2,0,,0,,100,granule [T07],0,,0,,0,,0,,,,rounded,0,0,30,0,65,0,0,0,5,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,5,A,
340-U1398B-20H-5-A,28,52,151.7,151.94,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,5,A,
340-U1398B-20H-5-A,52,136,151.94,152.78,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,volcaniclastic turbidite containing pebbly clast of hemipelagic sediment,15,0,,0,,0,,0,,0,,100,pebble [W22_2],0,,,,rounded,0,0,40,0,50,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,5,A,
340-U1398B-20H-5-A,136,147,152.78,152.89,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,silty hemipelagic sediment,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,10,10,80,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,5,A,
340-U1398B-20H-6-A,0,28,152.89,153.17,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,28,31,153.17,153.2,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,50,0,0,0,0,50,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,31,33,153.2,153.22,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,33,40,153.22,153.29,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,50,0,0,0,0,45,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,40,42,153.29,153.31,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,42,43,153.31,153.32,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,70,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,43,91,153.32,153.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,91,93,153.8,153.82,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,70,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,93,103,153.82,153.92,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,103,105,153.92,153.94,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,70,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,105,108,153.94,153.97,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,10,0,0,0,0,80,,well [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
340-U1398B-20H-6-A,108,110,153.97,153.99,slight [drilling disturbance],2,ash [F&S84],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,15,0,70,0,0,0,0,15,,moderate [BP01],absent [alteration],0,,,,,,,,,,340,U1398,B,20,H,6,A,
