Label ID,Exp,Site,Hole,Core,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Color(name),Prefix,Principal lithology,Suffix,Complete name,Lithology [%],"Dominant grain size(Wentworth, 1922)",Dominant grain size rank,Clastic grain roundness,Lithification,Lithology comments,File Data
330-U1372A-6R-1-A,330,U1372,A,6,R,1,A,0,149,23.5,24.99,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],5,subangular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids.",
330-U1372A-6R-2-A,330,U1372,A,6,R,2,A,0,126,24.99,26.25,multicolor,basalt,breccia [USGS],,basalt breccia,,cobble [U14W22],,subangular[330],lithified,"Inter-cobble/boulder spaces include: (1) very pale brown micrite (nannofossil foraminifer limestone); (2) bluish gray foraminifer lithic sandstone; (3) calcite cement; and (4), voids.",
330-U1372A-6R-2-A,330,U1372,A,6,R,2,A,0,127,24.99,26.26,,,,,,,,5,,,,
330-U1372A-6R-2-A,330,U1372,A,6,R,2,A,126,133,26.25,26.32,,,,,,,,4,rounded[330],,,
330-U1372A-6R-2-A,330,U1372,A,6,R,2,A,127,133,26.26,26.32,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,pebble [U14W22],,,cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-6R-3-A,330,U1372,A,6,R,3,A,0,88,26.32,27.2,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,pebble [U14W22],4,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-6R-3-A,330,U1372,A,6,R,3,A,88,126,27.2,27.58,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,pebble [U14W22],4,rounded[330],partially cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-6R-4-A,330,U1372,A,6,R,4,A,0,144,27.58,29.02,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,cobble [U14W22],5,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-7R-1-A,330,U1372,A,7,R,1,A,0,149,32.8,34.29,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,cobble [U14W22],5,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-7R-2-A,330,U1372,A,7,R,2,A,0,150,34.29,35.79,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,cobble [U14W22],5,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-7R-3-A,330,U1372,A,7,R,3,A,0,147,35.79,37.26,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,cobble [U14W22],5,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-7R-4-A,330,U1372,A,7,R,4,A,0,150,37.26,38.76,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,cobble [U14W22],5,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-7R-5-A,330,U1372,A,7,R,5,A,0,77,38.76,39.53,multicolor,basalt,conglomerate [USGS-F54],,basalt conglomerate,,cobble [U14W22],5,rounded[330],cemented,Increased abundance of bioclasts (but <10% mode).,
330-U1372A-7R-5-A,330,U1372,A,7,R,5,A,77,89,39.53,39.65,bluish gray,basalt,conglomerate [USGS-F54],with bioclasts,basalt conglomerate with bioclasts,,pebble [U14W22],4,rounded[330],lithified,Pale red micrite.,
330-U1372A-7R-5-A,330,U1372,A,7,R,5,A,89,141,39.65,40.17,bluish gray,basalt,conglomerate [USGS-F54],with bioclasts,basalt conglomerate with bioclasts,,boulder,6,well rounded (Default),lithified,Pale red micrite.,
330-U1372A-7R-6-A,330,U1372,A,7,R,6,A,0,20,40.17,40.37,bluish gray,basalt,conglomerate [USGS-F54],with bioclasts,basalt conglomerate with bioclasts,,boulder,6,well rounded (Default),lithified,Pale red micrite.,
330-U1372A-8R-1-A,330,U1372,A,8,R,1,A,0,136,42.1,43.46,bluish gray,basalt,conglomerate [USGS-F54],with bioclasts,basalt conglomerate with bioclasts,,boulder,6,well rounded (Default),lithified,Pale red micrite.,
330-U1372A-8R-2-A,330,U1372,A,8,R,2,A,0,149,43.46,44.95,bluish gray,basalt,conglomerate [USGS-F54],with bioclasts,basalt conglomerate with bioclasts,,boulder,6,well rounded (Default),lithified,Pale red micrite.,
330-U1372A-8R-3-A,330,U1372,A,8,R,3,A,0,63,44.95,45.58,bluish gray,basalt,conglomerate [USGS-F54],with bioclasts,basalt conglomerate with bioclasts,,boulder,6,well rounded (Default),lithified,Pale red micrite.,
