Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
,350,U1436,B,8,8-CC,H,CC,A,0.0,10.0,44.76,44.86,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-1,H,1,A,0.0,50.0,44.9,45.4,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli [2014],with mud [2014],"clast-supported, polymictic, evolved lapilli","clast-supported, polymictic, evolved lapilli with mud",lapilli with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-1,H,1,A,50.0,66.0,45.4,45.56,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash",lapilli-ash,,,,,,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,pumice [2014],,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-1,H,1,A,66.0,124.0,45.56,46.14,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,0.0,37.0,46.14,46.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,37.0,46.0,46.51,46.6,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,46.0,48.0,46.6,46.62,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,48.0,57.0,46.62,46.71,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,57.0,64.0,46.71,46.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,64.0,73.0,46.78,46.87,I,,,,evolved,ash [2014],with mud [2014],evolved ash,evolved ash with mud,ash with mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,73.0,106.0,46.87,47.2,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,106.0,113.0,47.2,47.27,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-2,H,2,A,113.0,150.0,47.27,47.64,I,,,,tuffaceous,mud [2014],with ash [2014],mud,mud with ash,mud with ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,0.0,14.0,47.64,47.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,14.0,17.0,47.78,47.81,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,17.0,40.0,47.81,48.04,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,40.0,47.0,48.04,48.11,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,47.0,58.0,48.11,48.22,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,58.0,68.0,48.22,48.32,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,68.0,92.0,48.32,48.56,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,92.0,101.0,48.56,48.65,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,101.0,102.0,48.65,48.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,102.0,106.0,48.66,48.7,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,106.0,116.0,48.7,48.8,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,116.0,118.0,48.8,48.82,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,118.0,123.0,48.82,48.87,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,123.0,133.0,48.87,48.97,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,133.0,136.0,48.97,49.0,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,9,9-3,H,3,A,136.0,144.0,49.0,49.08,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,10,10-1,H,1,A,0.0,54.0,49.1,49.64,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,10,10-2,H,2,A,0.0,26.0,49.64,49.9,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,10,10-2,H,2,A,26.0,38.0,49.9,50.02,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,10,10-2,H,2,A,38.0,42.0,50.02,50.06,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,10,10-2,H,2,A,42.0,65.0,50.06,50.29,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,0.0,21.0,50.3,50.51,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,21.0,27.0,50.51,50.57,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,27.0,35.0,50.57,50.65,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,11,11-1,H,1,A,35.0,38.0,50.65,50.68,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,sharp,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,11,11-1,H,1,A,38.0,42.0,50.68,50.72,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,11,11-1,H,1,A,42.0,46.0,50.72,50.76,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,11,11-1,H,1,A,46.0,49.5,50.76,50.795,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,gradational,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,11,11-1,H,1,A,49.5,53.0,50.795,50.83,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown-black,,fine sand [W22_2],4,,,,,sharp,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,11,11-1,H,1,A,53.0,59.0,50.83,50.89,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,59.0,61.0,50.89,50.91,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,61.0,96.0,50.91,51.26,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,96.0,102.0,51.26,51.32,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,102.0,116.0,51.32,51.46,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,116.0,117.0,51.46,51.47,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,117.0,125.0,51.47,51.55,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,125.0,130.0,51.55,51.6,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,130.0,141.0,51.6,51.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,11,11-1,H,1,A,141.0,143.0,51.71,51.73,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,0.0,5.0,51.8,51.85,I,,,,"clast-supported, polymictic, evolved [2014]",lapilli-ash [2014],,"clast-supported, polymictic, evolved lapilli-ash","clast-supported, polymictic, evolved lapilli-ash",lapilli-ash,,,,coarse sand [W22_2],6,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,5.0,23.0,51.85,52.03,I,,,,"matrix-supported, polymictic, evolved [2014]",lapilli-ash [2014],with mud [2014],"matrix-supported, polymictic, evolved lapilli-ash","matrix-supported, polymictic, evolved lapilli-ash with mud",lapilli-ash with mud,,,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,23.0,25.0,52.03,52.05,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,25.0,47.0,52.05,52.27,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,47.0,54.0,52.27,52.34,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,normally coarse-tail graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,54.0,98.0,52.34,52.78,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-1,H,1,A,98.0,103.0,52.78,52.83,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-2,H,2,A,0.0,16.0,52.83,52.99,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-2,H,2,A,16.0,102.0,52.99,53.85,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-3,H,3,A,0.0,85.0,53.85,54.7,I,,,,bimodal,ash [2014],,bimodal ash,bimodal ash,ash,,gray,,medium sand [W22_2],5,coarse sand [W22_2],6,mix of 80% mafic ash with 20% pumice. Density graded.,,,,,,density graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-4,H,4,A,0.0,83.0,54.7,55.53,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-4,H,4,A,83.0,88.0,55.53,55.58,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-4,H,4,A,88.0,106.0,55.58,55.76,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,medium sand [W22_2],5,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-5,H,5,A,0.0,101.0,55.76,56.77,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,dark gray,,fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-6,H,6,A,0.0,63.0,56.77,57.4,I,,,,mafic,ash [2014],with lapilli [2014],mafic ash,mafic ash with lapilli,ash with lapilli,,dark gray,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,12,12-CC,H,CC,A,0.0,14.0,57.4,57.54,I,,,,mafic,ash [2014],with lapilli [2014],mafic ash,mafic ash with lapilli,ash with lapilli,,dark gray,,medium sand [W22_2],5,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,13,13-1,H,1,A,0.0,50.0,57.6,58.1,I,,,,mafic,lapilli-ash [2014],,mafic lapilli-ash,mafic lapilli-ash,lapilli-ash,,black,,granule [W22_2],8,pebble [W22_2],9,,,gradational,,,poor [2014],normally graded,,,,,,,vitric [2014],,,,,,,,,scoria [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,50.0,61.0,58.1,58.21,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,13,13-1,H,1,A,61.0,68.0,58.21,58.28,I,,,,mafic,ash [2014],with mud [2014],mafic ash,mafic ash with mud,ash with mud,,gray,,fine sand [W22_2],4,coarse sand [W22_2],6,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,68.0,88.0,58.28,58.48,I,,,,mafic,lapilli-ash [2014],,mafic lapilli-ash,mafic lapilli-ash,lapilli-ash,,black,,coarse sand [W22_2],6,pebble [W22_2],9,,,gradational,,,moderate [2014],normally graded,,,,,,,vitric [2014],,,,,,,,,scoria [2014],,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,88.0,89.5,58.48,58.495,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,brown,,fine sand [W22_2],4,,,,,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,89.5,90.0,58.495,58.5,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,coarse sand [W22_2],6,,,"mayeb a coring dist, but does not look like it... very fine bed.",,gradational,,,moderate [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,90.0,94.0,58.5,58.54,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,13,13-1,H,1,A,94.0,96.0,58.54,58.56,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,coarse sand [W22_2],6,,,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,96.0,112.0,58.56,58.72,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,13,13-1,H,1,A,112.0,116.0,58.72,58.76,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,white,,silt [W22_1],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,13,13-1,H,1,A,116.0,119.0,58.76,58.79,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,black,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vitric matrix [2014],crystal matrix [2014],,,,,
,350,U1436,B,14,14-1,H,1,A,0.0,63.0,58.8,59.43,I,,,,"clast-supported, polymictic",lapilli [2014],,"clast-supported, polymictic lapilli","clast-supported, polymictic lapilli",lapilli,,,,granule [W22_2],8,,,,,,,,,,,,,,,,vitric [2014],,,,,,,,,scoria [2014],,pumice [2014],,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-1,H,1,A,63.0,86.0,59.43,59.66,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-1,H,1,A,86.0,110.0,59.66,59.9,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-1,H,1,A,110.0,118.0,59.9,59.98,I,,,,evolved,ash [2014],,evolved ash,evolved ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-1,H,1,A,118.0,128.0,59.98,60.08,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,medium sand [W22_2],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-1,H,1,A,128.0,150.0,60.08,60.3,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,0.0,19.0,60.3,60.49,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,19.0,30.0,60.49,60.6,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,30.0,51.0,60.6,60.81,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,51.0,53.0,60.81,60.83,I,,,,mafic,lapilli [2014],,mafic lapilli,mafic lapilli,lapilli,,,,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,53.0,75.0,60.83,61.05,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,75.0,76.0,61.05,61.06,I,,,,evolved,lapilli-ash [2014],,evolved lapilli-ash,evolved lapilli-ash,lapilli-ash,,,,fine sand [W22_2],4,granule [W22_2],8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,76.0,89.0,61.06,61.19,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,89.0,94.0,61.19,61.24,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,94.0,114.0,61.24,61.44,I,,,,mafic,ash [2014],,mafic ash,mafic ash,ash,,,,medium sand [W22_2],5,coarse sand [W22_2],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350,U1436,B,14,14-2,H,2,A,114.0,141.0,61.44,61.71,I,,,,tuffaceous,mud [2014],,tuffaceous mud,tuffaceous mud,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
