Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,0,3,1.5,1.53,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,3,10,1.53,1.6,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,10,22,1.6,1.72,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,45,0,5,0,45,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,22,67,1.72,2.17,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,5,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,20,0,0,0,50,0,0,0,0,30,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,67,75,2.17,2.25,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,75,82,2.25,2.32,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,82,90,2.32,2.4,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,90,98,2.4,2.48,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,98,102,2.48,2.52,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,102,103,2.52,2.53,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,103,113,2.53,2.63,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,113,116,2.63,2.66,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,0,80,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,116,130,2.66,2.8,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,130,134,2.8,2.84,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5,0,90,0,0,0,0,5,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,134,144,2.84,2.94,slight [drilling disturbance],2,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,15,0,0,0,0,85,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-2-A,340,1400,B,1,1-2,H,1,A,144,150,2.94,3,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,fine sand [T07],4,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,30,0,60,0,0,0,0,10,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-3-A,340,1400,B,1,1-3,H,3,A,0,150,3,4.5,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite ,1,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,10,0,10,0,70,0,10,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-4-A,340,1400,B,1,1-4,H,4,A,0,150,4.5,6,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Massive volcaniclastic turbidite with pumice,2,100,granule [T07],0,,0,,0,,0,,0,,0,,,,rounded,25,0,15,0,55,0,5,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-5-A,340,1400,B,1,1-5,H,5,A,0,65,6,6.65,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Massive volcaniclastic turbidite with pumice clasts,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,granule to pebble pumice,rounded,15,0,15,0,60,0,5,0,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-1H-CC-A,340,1400,B,1,1-CC,H,CC,A,0,12,6.65,6.77,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Massive volcaniclastic turbidite with mud clast,5,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],,mud clast,rounded,15,0,15,0,60,0,5,0,5,0,,poor [BP01],absent [alteration],0,others; oxidized lava?,,,,,,,,
340-U1400B-1H-CC-A,340,1400,B,1,1-CC,H,CC,A,12,17,6.77,6.82,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400B-2H-1-A,340,1400,B,2,2-1,H,1,A,0,102,6.8,7.82,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Volcaniclastic turbidite with abundant pumice clasts,12,100,cobble [T07],0,,0,,0,,0,,0,,0,,,granule to pebble pumice clasts with 1 cobble pumice clast,rounded,10,0,5,0,75,0,0,0,10,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-2H-2-A,340,1400,B,2,2-2,H,2,A,0,48,7.82,8.3,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,5,0,75,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-2H-2-A,340,1400,B,2,2-2,H,2,A,48,58,8.3,8.4,moderate to high [drilling disturbance],5,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,2,0,,0,,0,,0,,0,,0,,100,pebble [W22_2],,,rounded,2,0,3,0,5,0,0,10,5,75,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-2H-2-A,340,1400,B,2,2-2,H,2,A,58,61,8.4,8.43,moderate to high [drilling disturbance],5,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Top of volcaniclastic sand unit,0,0,,0,,0,,0,,0,,0,,0,,,,,10,0,5,0,75,0,0,0,10,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-2H-CC-A,340,1400,B,2,2-CC,H,CC,A,0,15,8.43,8.58,slight [drilling disturbance],2,carbonate ooze [Leg178],90,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],10,fine sand [T07],4,100,Hemipelagic sediment mixed with volcaniclastic sand,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,3,0,5,0,0,10,5,75,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-2H-CC-A,340,1400,B,2,2-CC,H,CC,A,15,20,8.58,8.63,,,,,,,,,,,,PAL sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400B-3H-1-A,340,1400,B,3,3-1,H,1,A,0,15,8.6,8.75,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,very coarse sand [T07],8,,,,,100,Drilling disturbance?,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,15,70,0,5,0,0,0,,poor [BP01],absent [alteration],0,others: oxidized lava,,,,,,,,
340-U1400B-3H-1-A,340,1400,B,3,3-1,H,1,A,15,71,8.75,9.31,moderate [drilling disturbance],4,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,10,15,70,0,5,0,0,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-1-A,340,1400,B,3,3-1,H,1,A,71,81,9.31,9.41,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,0,2,96,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-2-A,340,1400,B,3,3-2,H,2,A,0,6,9.41,9.47,slight to moderate [drilling disturbance],3,carbonate ooze [Leg178],100,fine mud [T07],3,,,,,100,Hemipelagic mud or mud clast,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,5,0,91,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-2-A,340,1400,B,3,3-2,H,2,A,6,30,9.47,9.71,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,2,0,5,0,91,0,0,0,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-2-A,340,1400,B,3,3-2,H,2,A,30,100,9.71,10.41,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,fine medium sand [T07],5,,,,,100,Volcaniclastic turbidite,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,2,0,0,0,2,96,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-3-A,340,1400,B,3,3-3,H,3,A,0,42,10.41,10.83,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Volcaniclastic turbidite with pumice and mud clasts,10,40,granule [T07],0,,0,,0,,0,,0,,60,pebble [W22_2],,other; mud clast,rounded,5,0,10,10,70,0,5,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-3-A,340,1400,B,3,3-3,H,3,A,42,58,10.83,10.99,,,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Pumiceous turbidite,30,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,,5,0,10,10,70,0,5,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-CC-A,340,1400,B,3,3-CC,H,CC,A,0,17,10.99,11.16,slight to moderate [drilling disturbance],3,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Pumiceous turbidite,25,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,5,0,10,10,70,0,5,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-3H-CC-A,340,1400,B,3,3-CC,H,CC,A,17,21,11.16,11.2,,,,,,,,,,,,PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1400B-4H-1-A,340,1400,B,4,4-1,H,1,A,0,6,11.2,11.26,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],80,pebble [W22_2],9,volcaniclastic-mud [BGS-S81],20,silt-fine mud [T07],2,100,,20,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,0,0,0,0,0,0,100,0,0,0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-4H-1-A,340,1400,B,4,4-1,H,1,A,6,91,11.26,12.11,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,Top 10 cm is pumice-granule rich,0,0,,0,,0,,0,,0,,0,,0,,,,,70,0,2,0,27,0,0,0,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-4H-2-A,340,1400,B,4,4-2,H,2,A,0,90,12.11,13.01,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,70,0,2,0,27,0,0,0,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-4H-3-A,340,1400,B,4,4-3,H,3,A,0,91,13.01,13.92,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,70,0,2,0,27,0,0,0,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-4H-4-A,340,1400,B,4,4-4,H,4,A,0,150,13.92,15.42,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,2,80,pebble [W22_2],0,,0,,0,,0,,20,fine mud [T07],0,,,,,57,0,2,0,40,0,0,0,1,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-4H-5-A,340,1400,B,4,4-5,H,5,A,0,130,15.42,16.72,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,5,0,,0,,0,,0,,0,,100,fine mud [T07],0,,,,,57,0,2,0,40,0,0,0,1,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-4H-6-A,340,1400,B,4,4-6,H,6,A,0,57,16.72,17.29,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,57,0,2,0,40,0,0,0,1,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-4H-CC-A,340,1400,B,4,4-CC,H,CC,A,0,15,17.29,17.44,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,57,0,2,0,40,0,0,0,1,0,,well [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-4H-CC-A,340,1400,B,4,4-CC,H,CC,A,15,20,17.44,17.49,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400B-5H-1-A,340,1400,B,4,5-1,H,1,A,0,81,17.4,18.21,severe [drilling disturbance],7,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,Some pumice concentration portions occur. They are probably due to drilling disturbance.,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,50,0,2,0,43,0,2,1,2,0,,moderate [BP01],absent [alteration],0,Others include woods(?),,,,,,,,
340-U1400B-5H-2-A,340,1400,B,5,5-2,H,2,A,0,139,18.21,19.6,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,15,90,pebble [W22_2],0,,0,,0,,0,,10,fine mud [T07],0,,,,angular,10,0,20,15,51,0,0,1,3,0,,moderate [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-5H-CC-A,340,1400,B,5,5-CC,H,CC,A,0,4.5,19.6,19.645,moderate [drilling disturbance],4,volcaniclastic-gravel [BGS-S81],100,pebble [W22_2],9,,,,,100,,90,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,angular,20,0,10,20,46,0,0,1,3,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-5H-CC-A,340,1400,B,5,5-CC,H,CC,A,4.5,7,19.645,19.67,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400B-6H-1-A,340,1400,B,6,6-1,H,1,A,0,52,19.6,20.12,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],70,granule [T07],9,volcaniclastic-gravel [BGS-S81],30,pebble [W22_2],9,100,,30,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,30,0,70,0,0,0,0,0,0,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-6H-1-A,340,1400,B,6,6-1,H,1,A,52,57,20.12,20.17,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,50,0,5,0,40,0,0,0,5,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-6H-1-A,340,1400,B,6,6-1,H,1,A,57,124,20.17,20.84,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,50,0,5,0,40,0,0,0,5,0,,moderate [BP01],absent [alteration],0,Pumice composes coser grains up to small pebble and lithic is finer.,,,,,,,,
340-U1400B-6H-2-A,340,1400,B,6,6-2,H,2,A,0,150,20.84,22.34,high [drilling disturbance],6,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,1,100,pebble [W22_2],0,,0,,0,,0,,0,,0,,,,rounded,50,0,5,0,43,0,0,1,1,0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1400B-6H-3-A,340,1400,B,6,6-3,H,3,A,0,133,22.34,23.67,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,8,90,pebble [W22_2],0,,0,,0,,0,,10,fine mud [T07],0,,,,angular,10,0,25,20,40,0,0,2,3,0,,moderately well [BP01],moderate [alteration],4,,,,,,,,,
340-U1400B-6H-3-A,340,1400,B,6,6-3,H,3,A,133,150,23.67,23.84,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,10,100,granule [T07],0,,0,,0,,0,,0,,0,,,,angular,40,0,10,10,30,0,0,2,3,5,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-6H-4-A,340,1400,B,6,6-4,H,4,A,0,148,23.84,25.32,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,5,95,granule [T07],0,,0,,0,,0,,5,fine mud [T07],0,,,,angular,5,0,30,10,40,0,0,1,4,10,,very poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-6H-CC-A,340,1400,B,6,6-CC,H,CC,A,0,14,25.32,25.46,slight [drilling disturbance],2,volcaniclastic-sand [BGS-S81],100,coarse sand [T07],7,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,3,0,20,17,55,0,0,2,3,0,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-6H-CC-A,340,1400,B,6,6-CC,H,CC,A,14,20,25.46,25.52,,,,,,,,,,,,PAL,0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
340-U1400B-7H-1-A,340,1400,B,7,7-1,H,1,A,0,22,25.5,25.72,minimal [drilling disturbance],1,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0,0,0,0,0,1,1,98,,poor [BP01],rare [alteration],2,,,,,,,,,
340-U1400B-7H-1-A,340,1400,B,7,7-1,H,1,A,22,40,25.72,25.9,minimal [drilling disturbance],1,volcaniclastic-sand [BGS-S81],100,medium sand [T07],6,,,,,100,,0,0,,0,,0,,0,,0,,0,,0,,,,,50,0,5,0,41,0,0,2,2,0,,well [BP01],absent [alteration],0,,,,,,,,,
