Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1446A-3H-4-A,43.0,150.0,18.73,19.8,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Some nodules along the interval. Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,3,H,4,A
353-U1446A-3H-5-A,0.0,150.0,19.8,21.3,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Some nodules along the section. Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,3,H,5,A
353-U1446A-3H-6-A,0.0,150.0,21.3,22.8,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Some nodules along the section. Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,3,H,6,A
353-U1446A-3H-7-A,0.0,53.0,22.8,23.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,3,H,7,A
353-U1446A-3H-CC-A,0.0,24.0,23.33,23.57,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,3,H,CC,A
353-U1446A-4H-1-A,0.0,150.0,23.3,24.8,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,,353,U1446,A,4,H,1,A
353-U1446A-4H-2-A,0.0,150.0,24.8,26.3,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Shell fragment at 73.5 cm. Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,4,H,2,A
353-U1446A-4H-3-A,0.0,150.0,26.3,27.8,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Some small nodules along the section. Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,4,H,3,A
353-U1446A-4H-4-A,0.0,150.0,27.8,29.3,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Some small nodules along the section. Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,4,H,4,A
353-U1446A-4H-5-A,0.0,150.0,29.3,30.8,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,green,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,,,,,,,,,353,U1446,A,4,H,5,A
353-U1446A-4H-6-A,0.0,51.0,30.8,31.31,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),gradational,,,,,,,,mottling,,,,Faint color variations from dark gray (5Y 4/1) to greenish gray (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,4,H,6,A
353-U1446A-4H-6-A,51.0,78.0,31.31,31.58,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,gray,5Y 5/2 (olive gray),,,,,,,,,,,,,"One nodule at 65-66 cm,",,,,353,U1446,A,4,H,6,A
353-U1446A-4H-CC-A,0.0,40.0,31.58,31.98,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,gray,5Y 5/2 (olive gray),,,,,,,,,,,,,,,,,353,U1446,A,4,H,CC,A
353-U1446A-5H-1-A,0.0,100.0,32.8,33.8,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 6/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,"Light gray pyrite, foraminifer and shell fragments rich sandy bleb between 59-61 cm.",,,,353,U1446,A,5,H,1,A
353-U1446A-5H-1-A,100.0,151.0,33.8,34.31,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,gray,5Y 5/2 (olive gray),,,,,,,,,mottling,,,,"Light gray pyrite, foraminifer and shell fragments rich sandy bleb between 114.5-116.5 cm.",,,,353,U1446,A,5,H,1,A
353-U1446A-5H-2-A,0.0,4.0,34.31,34.35,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,gray,5Y 5/2 (olive gray),gradational,,,,,,,,mottling,,,,,,,,353,U1446,A,5,H,2,A
353-U1446A-5H-2-A,4.0,142.0,34.35,35.73,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1446,A,5,H,2,A
353-U1446A-5H-3-A,0.0,147.0,35.73,37.2,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) with mottling.,,,,353,U1446,A,5,H,3,A
353-U1446A-5H-4-A,0.0,143.0,37.17,38.6,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) with mottling.,,,,353,U1446,A,5,H,4,A
353-U1446A-5H-5-A,0.0,150.0,38.6,40.1,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Black (sulphide ?) silty bleb at 67.5-68.5 cm. Faint color variations from dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) with mottling.,,,,353,U1446,A,5,H,5,A
353-U1446A-5H-6-A,0.0,147.0,40.1,41.57,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) with mottling.,,,,353,U1446,A,5,H,6,A
353-U1446A-5H-7-A,0.0,107.0,41.57,42.64,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) with mottling.,,,,353,U1446,A,5,H,7,A
353-U1446A-5H-CC-A,0.0,26.0,42.64,42.9,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) with mottling.,,,,353,U1446,A,5,H,CC,A
353-U1446A-6H-1-A,0.0,145.0,42.3,43.75,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/5GY (dark greenish gray),,,,,,,,,mottling,,,,Shell fragment between 115 and 117 cm. Faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,6,H,1,A
353-U1446A-6H-2-A,0.0,121.0,43.75,44.96,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,6,H,2,A
353-U1446A-6H-3-A,0.0,82.0,44.96,45.78,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,6,H,3,A
353-U1446A-6H-4-A,0.0,140.0,45.78,47.18,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,6,H,4,A
353-U1446A-6H-5-A,0.0,142.0,47.18,48.6,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,6,H,5,A
353-U1446A-6H-6-A,0.0,147.0,48.6,50.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,6,H,6,A
353-U1446A-6H-7-A,0.0,102.0,50.07,51.09,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1446,A,6,H,7,A
353-U1446A-6H-8-A,0.0,67.0,51.09,51.76,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1446,A,6,H,8,A
353-U1446A-6H-CC-A,0.0,19.0,51.76,51.95,,,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,gray,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1446,A,6,H,CC,A
353-U1446A-7H-1-A,0.0,7.5,51.8,51.875,,,clay,with biosilica,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),gradational,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,1,A
353-U1446A-7H-1-A,7.5,11.0,51.875,51.91,,clayey,silt,,clayey silt,clayey silt,silt,,gray,GLEY 1 4/10Y (dark greenish gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1446,A,7,H,1,A
353-U1446A-7H-1-A,11.0,146.0,51.91,53.26,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,1,A
353-U1446A-7H-2-A,0.0,131.0,53.26,54.57,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,2,A
353-U1446A-7H-3-A,0.0,76.0,54.57,55.33,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,3,A
353-U1446A-7H-4-A,0.0,140.0,55.33,56.73,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,4,A
353-U1446A-7H-5-A,0.0,140.0,56.73,58.13,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,5,A
353-U1446A-7H-6-A,0.0,141.0,58.13,59.54,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,6,A
353-U1446A-7H-7-A,0.0,94.0,59.54,60.48,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,7,A
353-U1446A-7H-8-A,0.0,59.0,60.48,61.07,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,8,A
353-U1446A-7H-CC-A,0.0,41.0,61.07,61.48,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,7,H,CC,A
353-U1446A-8H-1-A,0.0,110.0,61.3,62.4,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"Gradual color change from 0 to 78 cm, respectively from GLEY 1 4/10Y to to GLEY 1 3/10Y. A sharp color change is observed at 78 cm between GLEY 1 3/10Y to GLEY 1 4/10Y again.",,,,353,U1446,A,8,H,1,A
353-U1446A-8H-2-A,0.0,128.0,62.4,63.68,,foraminifer rich,clay,with silt,foraminifer rich clay,foraminifer rich clay with silt,clay with silt,,gray,2.5Y 6/1 (gray),,,,,,,,,mottling,,,,"Gradual color change to lighter (2.5Y 6/2) from the top of the section to near 60 cm, and to darker (GLEY 1 4/10Y) from near 60 cm to bottom of the section.",,,,353,U1446,A,8,H,2,A
353-U1446A-8H-3-A,0.0,10.0,63.68,63.78,,foraminifer rich,clay,with silt,foraminifer rich clay,foraminifer rich clay with silt,clay with silt,,gray,2.5Y 6/1 (gray),gradational,,,,,,,,mottling,,,,,,,,353,U1446,A,8,H,3,A
353-U1446A-8H-3-A,10.0,110.0,63.78,64.78,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,3,A
353-U1446A-8H-4-A,0.0,128.0,64.78,66.06,,,clay,with silt,clay,clay with silt,clay with silt,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Olive brown sandy blebs between 77-79 cm. Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,4,A
353-U1446A-8H-5-A,0.0,148.0,66.06,67.54,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,5,A
353-U1446A-8H-6-A,0.0,146.0,67.54,69.0,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,6,A
353-U1446A-8H-7-A,0.0,139.0,69.0,70.39,,,clay,with biosilica,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,7,A
353-U1446A-8H-8-A,0.0,108.0,70.39,71.47,,,clay,with biosilica,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,8,A
353-U1446A-8H-CC-A,0.0,43.0,71.47,71.9,,,clay,with biosilica,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Very faint color variations from dark greenish gray (GLEY 1 4/5GY) to more brownish (GLEY 1 4/10Y) with mottling.,,,,353,U1446,A,8,H,CC,A
353-U1446A-9H-1-A,0.0,149.0,70.8,72.29,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,1,A
353-U1446A-9H-2-A,0.0,146.0,72.29,73.75,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Wood fragment at ~5 cm,,,,353,U1446,A,9,H,2,A
353-U1446A-9H-3-A,0.0,74.0,73.75,74.49,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,3,A
353-U1446A-9H-4-A,0.0,95.0,74.49,75.44,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,4,A
353-U1446A-9H-5-A,0.0,77.0,75.44,76.21,,,clay,,clay,clay,clay,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,5,A
353-U1446A-9H-6-A,0.0,72.0,76.21,76.93,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,6,A
353-U1446A-9H-7-A,0.0,136.0,76.93,78.29,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,7,A
353-U1446A-9H-8-A,0.0,84.0,78.33,79.17,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,8,A
353-U1446A-9H-CC-A,0.0,47.0,79.17,79.64,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,9,H,CC,A
353-U1446A-10H-1-A,0.0,37.0,80.3,80.67,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,1,A
353-U1446A-10H-2-A,0.0,142.0,80.67,82.09,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,2,A
353-U1446A-10H-3-A,0.0,128.0,82.09,83.37,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1446,A,10,H,3,A
