Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name+suffix [read only],Lithology color (Munsell),Layer or bedding thickness,Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Sorting,Grading,Sedimentary structure,Diagenetic structure,Clasts (>2 mm) DOMINANT,DOMINANT Clasts % [%],DOMINANT Clasts ave. grain size class,DOMINANT Clasts ave. grain size rank [read only],DOMINANT Clasts max. grain size class,DOMINANT Clasts max. grain size rank [read only],DOMINANT clast roundness,Clasts (>2 mm) Subdominant,Subdominant Clasts % [%],Subdominant Clasts ave. grain size class,Subdominant Clasts ave. grain size rank [read only],Subdominant Clasts max. grain size class,Subdominant Clasts max. grain size rank [read only],Subdominant clast roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT",Matrix sorting,Matrix modifier,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
366-U1497B-2F-2-A,0,77,5.2,5.97,IIB,,,,,,,serpentinite,mud,with lithic clasts,serpentinite mud with lithic clasts,GLEY 2 7/5B (light bluish gray),massive,unconsolidated,clay,1.0,pebble,9.0,,,,,,ultramafic rock,3.0,granule,8.0,pebble,9.0,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1497,B,2,F,2,A
366-U1497B-2F-CC-A,0,6,5.97,6.03,IIB,,,,,,,sandy,mud,with lithic clasts,sandy mud with lithic clasts,GLEY 2 7/5B (light bluish gray),massive,unconsolidated,clay,1.0,pebble,9.0,,,,,,ultramafic rock,20.0,granule,8.0,pebble,9.0,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1497,B,2,F,CC,A
366-U1497B-3F-1-A,0,72,8.4,9.12,IIB,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/5B (bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,20.0,granule,8.0,pebble,9.0,,,,,,,,,clast (haz?) deformation (elongated and brecciated) by drilling disturbance - dark grey to black clast cross-cut by greenish serpentine veins,serpentine clay matrix,,,,,,,366,U1497,B,3,F,1,A
366-U1497B-3F-1-A,72,84,9.12,9.24,IIB,,,,,,,,,,,,,,,,,,VOID,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,3,F,1,A
366-U1497B-3F-1-A,84,150,9.24,9.9,IIB,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/5B (bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,15.0,granule,8.0,pebble,9.0,subangular,serpentine,5.0,granule,8.0,granule,8.0,subangular,dark grey to black clast (haz?) cross-cut by multiple greenish serpentine veins,,,,,,,,366,U1497,B,3,F,1,A
366-U1497B-3F-2-A,0,42,9.9,10.32,IIB,,,,planar,sharp,horizontal,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/5B (bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,10.0,granule,8.0,pebble,9.0,sub-rounded,serpentine,3.0,granule,8.0,pebble,9.0,subangular,dark grey to black clast (haz?) cross-cut by some greenish serpentine veins,,,,,,,,366,U1497,B,3,F,2,A
366-U1497B-3F-2-A,42,80,10.32,10.7,IIB,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/5B (bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,60.0,granule,8.0,pebble,9.0,subangular,serpentine,3.0,granule,8.0,granule,8.0,subangular,dark grey to black clasts (harzburgite),,,,,,,,366,U1497,B,3,F,2,A
366-U1497B-3F-2-A,80,150,10.7,11.4,,,,,,,,,,,,,,,,,,,"EICK, MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,3,F,2,A
366-U1497B-3F-3-A,0,67,11.4,12.07,IIB,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/5B (bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,15.0,granule,8.0,pebble,9.0,subangular,serpentine,5.0,granule,8.0,granule,8.0,subangular,dark grey to black clast s (harzburgite),,,,,,,,366,U1497,B,3,F,3,A
366-U1497B-3F-3-A,67,82,12.07,12.22,IIB,,,,,,,,,,,,,,,,,,MBIO,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,3,F,3,A
366-U1497B-3F-CC-A,0,42,12.22,12.64,IIB,,,,,,,serpentinite,pebbly mud,with lithic clasts,serpentinite pebbly mud with lithic clasts,GLEY 2 6/5B (bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,20.0,granule,8.0,pebble,9.0,subangular,serpentine,5.0,granule,8.0,granule,8.0,subangular,dark grey to black clast s (harzburgite),,,,,,,,366,U1497,B,3,F,CC,A
366-U1497B-4G-01,0,8,12.85,12.93,IIB,,,,,,,,metabasite,clast,metabasite clast,GLEY 2 4/10B (dark bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,4,G,01,
366-U1497B-4G-02,0,5,12.93,12.98,IIB,,,,,,,,metabasite,clast,metabasite clast,GLEY 2 5/5B (bluish gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,4,G,02,
366-U1497B-4G-03,0,9,12.98,13.07,IIB,,,,,,,serpentinite,pebbly mud,,serpentinite pebbly mud,GLEY 2 4/10B (dark bluish gray),massive,unconsolidated,clay,1.0,granule,8.0,,,,,,ultramafic rock,3.0,medium sand,5.0,granule,8.0,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1497,B,4,G,03,
366-U1497B-5F-1-A,0,58,13.1,13.68,IIB,,,,curviplanar,gradational,inclined,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 4/10B (dark bluish gray),massive,unconsolidated,medium sand,5.0,pebble,9.0,,,,,,ultramafic rock,,very coarse sand,7.0,pebble,9.0,subangular,"serpentine, limestone",1.0,fine sand,4.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1497,B,5,F,1,A
366-U1497B-5F-1-A,58,100,13.68,14.1,III,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 6/5BG (greenish gray),massive,unconsolidated,medium sand,5.0,pebble,9.0,,poor,,,,ultramafic rock,20.0,coarse sand,6.0,pebble,9.0,subangular,"gray claystone, claystone breccia, red cherty clay-siltstone",5.0,fine sand,4.0,granule,8.0,subangular,,serpentine clay matrix,,,,,,,366,U1497,B,5,F,1,A
366-U1497B-5F-1-A,100,150,14.1,14.6,III,,,,,,,,,,,,,,,,,,"ISHI, LLOY",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,5,F,1,A
366-U1497B-5F-2-A,0,85,14.6,15.45,III,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",10R 4/2 (weak red),massive,unconsolidated,silt,2.0,pebble,9.0,,poor,,,,red mud-siltstone,10.0,medium sand,5.0,pebble,9.0,subangular,ultramafic rock,10.0,medium sand,5.0,pebble,9.0,sub-rounded,,serpentine clay matrix,,with carbonates,"authigenic carbonate, white",,,,366,U1497,B,5,F,2,A
366-U1497B-5F-2-A,85,140,15.45,16.0,III,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,5,F,2,A
366-U1497B-5F-3-A,0,65,16.0,16.65,III,,,,curviplanar,gradational,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",10R 4/2 (weak red),massive,unconsolidated,very fine sand,3.0,pebble,9.0,,poor,,,,red mud-siltstone,13.0,coarse sand,6.0,pebble,9.0,subangular,ultramafic rock,12.0,coarse sand,6.0,pebble,9.0,sub-rounded,,serpentine clay matrix,,with carbonates,"authigenic carbonate, white",,,,366,U1497,B,5,F,3,A
366-U1497B-5F-3-A,65,85,16.65,16.85,III,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 5/10BG (greenish gray),massive,unconsolidated,very fine sand,3.0,pebble,9.0,,poor,,,,serpentinite,17.0,coarse sand,6.0,pebble,9.0,subangular,red mud-siltstone,5.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,with carbonates,,,,,366,U1497,B,5,F,3,A
366-U1497B-5F-3-A,85,117,16.85,17.17,III,,,,,,,,,,,,,,,,,,"BEKI, MENA",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,5,F,3,A
366-U1497B-5F-CC-A,0,26,17.17,17.43,III,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 5/10BG (greenish gray),massive,unconsolidated,very fine sand,3.0,pebble,9.0,,poor,,,,serpentinite,15.0,coarse sand,6.0,pebble,9.0,subangular,red-green mud-siltstone,2.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,with carbonates,,,,,366,U1497,B,5,F,CC,A
366-U1497B-6F-1-A,0,92,17.8,18.72,IVA,,,,irregular,gradational,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 5/5B (bluish gray),massive,unconsolidated,medium sand,5.0,pebble,9.0,,poor,normally graded,,,ultramafic rock,18.0,coarse sand,6.0,pebble,9.0,subangular,"red-green, mud-siltstone, gray fine-grained basalt, serpentine",5.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,,,,,,366,U1497,B,6,F,1,A
366-U1497B-6F-1-A,92,136,18.72,19.16,IVA,,,,,,,"matrix-supported, polymict",breccia-conglomerate,,"matrix-supported, polymict breccia-conglomerate",GLEY 2 6/5B (bluish gray),massive,unconsolidated,medium sand,5.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,coarse sand,6.0,pebble,9.0,subangular,"gray basalt, and gray basalt breccia with calcite veins; absence of red mudstone",10.0,coarse sand,6.0,pebble,9.0,subangular,,serpentine clay matrix,,with carbonates,,,,,366,U1497,B,6,F,1,A
366-U1497B-6F-1-A,136,151,19.16,19.31,,,,,,,,,,,,,,,,,,,ZHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,6,F,1,A
366-U1497B-6F-2-A,0,90,19.31,20.21,IVB,,,,irregular,scoured,horizontal,"matrix-supported, monomict",breccia,,"matrix-supported, monomict breccia",GLEY 2 4/10B (dark bluish gray),massive,unconsolidated,silt,2.0,pebble,9.0,,poor,,,,ultramafic rock,20.0,fine sand,4.0,pebble,9.0,subangular,,,,,,,,,serpentine clay matrix,,,,,,,366,U1497,B,6,F,2,A
366-U1497B-6F-2-A,90,150,20.21,20.81,IVB,,,,,,,,,,,,,,,,,,"MBIO, IW",,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,6,F,2,A
366-U1497B-6F-3-A,0,75,20.81,21.56,IVB,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 5/10BG (greenish gray),massive,unconsolidated,silt,2.0,pebble,9.0,,poor,,,,ultramafic rock,12.0,medium sand,5.0,pebble,9.0,subangular,"gray basalt, and gray basalt breccia with calcite veins; absence of red mudstone",3.0,granule,8.0,pebble,9.0,subangular,bi-mict breccia,serpentine clay matrix,,,,,,,366,U1497,B,6,F,3,A
366-U1497B-6F-CC-A,0,25,21.56,21.81,IVB,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 5/10BG (greenish gray),massive,unconsolidated,silt,2.0,pebble,9.0,,poor,,,,ultramafic rock,10.0,medium sand,5.0,pebble,9.0,subangular,"gray basalt, and gray basalt breccia with calcite veins; absence of red mudstone",5.0,granule,8.0,pebble,9.0,subangular,bi-mict breccia,serpentine clay matrix,,,,,,,366,U1497,B,6,F,CC,A
366-U1497B-7F-1-A,0,47,22.5,22.97,IVC,,,,irregular,sharp,inclined,polymictic,breccia,,polymictic breccia,GLEY 2 5/10BG (greenish gray),massive,unconsolidated,very coarse sand,7.0,pebble,9.0,,poor,normally graded,,,ultramafic rock,20.0,very coarse sand,7.0,pebble,9.0,subangular,"red, green mud-siltstone, shale (cherty) and mafic rock (basalt), also gray basalt clasts",20.0,very coarse sand,7.0,cobble,10.0,subangular,,serpentine clay matrix,,,,,,,366,U1497,B,7,F,1,A
366-U1497B-7F-1-A,47,78,22.97,23.28,IVC,,,,irregular,scoured,inclined,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",GLEY 2 6/5BG (greenish gray),massive,unconsolidated,silt,2.0,pebble,9.0,,poor,normally graded,,,"ed, gray, green mud-sandstone",12.0,medium sand,5.0,pebble,9.0,subangular,ultramafic rock,5.0,fine sand,4.0,granule,8.0,subangular,sandstone clasts with ultramafic components and mudstone matrix,serpentine clay matrix,,,,,,,366,U1497,B,7,F,1,A
366-U1497B-7F-1-A,78,118,23.28,23.68,IVC,,,,,,,"matrix-supported, polymict",breccia,,"matrix-supported, polymict breccia",10R 5/1 (reddish gray),massive,unconsolidated,very fine sand,3.0,pebble,9.0,,poor,normally graded,,,ultramafic rock,10.0,fine sand,4.0,granule,8.0,subangular,"red, green mud-siltstone, mafic rock (basalt",7.0,medium sand,5.0,pebble,9.0,subangular,,serpentine clay matrix,,with carbonates,,,,,366,U1497,B,7,F,1,A
366-U1497B-7F-CC-A,0,9,23.68,23.77,IVC,,,,,,,"(cherty) mud-siltstone, serpentinite",breccia,clast,"(cherty) mud-siltstone, serpentinite breccia clast",10R 4/3 (weak red),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,U1497,B,7,F,CC,A
