Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1445C-2H-5-A,24.0,48.0,10.64,10.88,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,48.0,49.0,10.88,10.89,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,49.0,75.0,10.89,11.15,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,75.0,77.0,11.15,11.17,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,77.0,85.0,11.17,11.25,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 4/1 (dark gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,85.0,86.0,11.25,11.26,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,sharp,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-5-A,86.0,101.0,11.26,11.41,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,5,A
353-U1445C-2H-6-A,0.0,61.0,11.41,12.02,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),erosive,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,6,A
353-U1445C-2H-6-A,61.0,64.0,12.02,12.05,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),planar,sharp,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,2,H,6,A
353-U1445C-2H-6-A,64.0,83.0,12.05,12.24,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,6,A
353-U1445C-2H-CC-A,0.0,15.0,12.24,12.39,,,clay,with nannofossils,clay,clay with nannofossils,clay with nannofossils,,gray,5Y 5/1 (gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,2,H,CC,A
353-U1445C-3H-1-A,0.0,150.0,12.4,13.9,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,1,A
353-U1445C-3H-2-A,0.0,150.0,13.9,15.4,,,clay,,clay,clay,clay,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,2,A
353-U1445C-3H-3-A,0.0,150.0,15.4,16.9,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,3,A
353-U1445C-3H-4-A,0.0,32.0,16.9,17.22,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),irregular,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,4,A
353-U1445C-3H-4-A,32.0,33.0,17.22,17.23,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,Coarse turbidite,,,,353,U1445,C,3,H,4,A
353-U1445C-3H-4-A,33.0,150.0,17.23,18.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,4,A
353-U1445C-3H-5-A,0.0,136.0,18.4,19.76,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,"63-113 cm contains heavily mottled, and high frequency of black blebs and bands (pyrite).",,,,353,U1445,C,3,H,5,A
353-U1445C-3H-5-A,136.0,137.0,19.76,19.77,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,3,H,5,A
353-U1445C-3H-5-A,137.0,148.0,19.77,19.88,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,5,A
353-U1445C-3H-5-A,148.0,150.0,19.88,19.9,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,,very thin bed,normally graded,,,,,Turbidite,,,Coarse turbidite,,,,353,U1445,C,3,H,5,A
353-U1445C-3H-6-A,0.0,112.0,19.9,21.02,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,dark green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,6,A
353-U1445C-3H-CC-A,0.0,15.0,21.02,21.17,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,3,H,CC,A
353-U1445C-4H-1-A,0.0,14.0,21.9,22.04,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,14.0,16.0,22.04,22.06,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 5/1 (gray),planar,,horizontal,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,16.0,112.0,22.06,23.02,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Sandy bleb between 86.5 and 88 cm. Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,112.0,113.0,23.02,23.03,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,113.0,126.0,23.03,23.16,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,126.0,127.0,23.16,23.17,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,127.0,134.5,23.17,23.245,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,134.5,136.5,23.245,23.265,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,136.5,142.5,23.265,23.325,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,142.5,145.0,23.325,23.35,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-1-A,145.0,150.0,23.35,23.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,1,A
353-U1445C-4H-2-A,0.0,44.0,23.4,23.84,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,"Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval. Some sandy blebs between 11 and 27 cm, and between 41 and 42 cm.",,,,353,U1445,C,4,H,2,A
353-U1445C-4H-2-A,44.0,49.0,23.84,23.89,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),irregular,,inclined,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,2,A
353-U1445C-4H-2-A,49.0,150.0,23.89,24.9,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval. Few sandy blebs (with foraminifers) along the interval.,,,,353,U1445,C,4,H,2,A
353-U1445C-4H-3-A,0.0,3.5,24.9,24.935,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,3.5,4.5,24.935,24.945,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 5/1 (gray),erosive,,horizontal,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,4.5,50.0,24.945,25.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,50.0,51.5,25.4,25.415,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,inclined,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,51.5,74.0,25.415,25.64,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,74.0,78.0,25.64,25.68,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,78.0,92.0,25.68,25.82,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Many gray clayey blebs along the interval. .Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,92.0,93.0,25.82,25.83,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,93.0,104.5,25.83,25.945,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Many gray clayey blebs along the interval. .Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,104.5,105.5,25.945,25.955,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,105.5,112.0,25.955,26.02,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,112.0,114.0,26.02,26.04,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,114.0,142.0,26.04,26.32,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,142.0,144.0,26.32,26.34,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-3-A,144.0,150.0,26.34,26.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Dark gray dots between 134-135 cm. Color variations from dark green (GLEY 1 4/5GY) to gray (5Y 6/1) along the interval.,,,,353,U1445,C,4,H,3,A
353-U1445C-4H-4-A,0.0,72.0,26.4,27.12,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,4,A
353-U1445C-4H-4-A,72.0,73.0,27.12,27.13,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,4,H,4,A
353-U1445C-4H-4-A,73.0,135.0,27.13,27.75,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,mottling,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,4,A
353-U1445C-4H-4-A,135.0,137.0,27.75,27.77,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,4,H,4,A
353-U1445C-4H-4-A,137.0,150.0,27.77,27.9,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,mottling,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,4,A
353-U1445C-4H-5-A,0.0,150.0,27.9,29.4,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,5,A
353-U1445C-4H-6-A,0.0,33.0,29.4,29.73,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,6,A
353-U1445C-4H-6-A,33.0,38.5,29.73,29.785,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,4,H,6,A
353-U1445C-4H-6-A,38.5,41.0,29.785,29.81,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,6,A
353-U1445C-4H-6-A,41.0,44.0,29.81,29.84,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),,,,thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,4,H,6,A
353-U1445C-4H-6-A,44.0,58.5,29.84,29.985,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,4,H,6,A
353-U1445C-4H-6-A,58.5,60.0,29.985,30.0,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,With many foraminifers.,,,,353,U1445,C,4,H,6,A
