Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Lithology Suffix,Minor Lithology Name,Extra Sample ID Data
363-U1490B-2H-3-A,0,150,10.5,12.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,3,A,,,,,
363-U1490B-2H-4-A,0,32,12.0,12.32,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,4,A,,,,,
363-U1490B-2H-4-A,32,48,12.32,12.48,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,4,A,,,,,
363-U1490B-2H-4-A,48,150,12.48,13.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,pumice (2 cm in diameter),,,,,,,,,,,,,363,U1490,B,2,H,4,A,,,,,
363-U1490B-2H-5-A,0,43,13.5,13.93,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,5,A,,,,,
363-U1490B-2H-5-A,43,45,13.93,13.95,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8.5 (white),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,2,H,5,A,,,,,
363-U1490B-2H-5-A,45,124,13.95,14.74,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,5,A,,,,,
363-U1490B-2H-5-A,124,126,14.74,14.76,,foraminiferal ooze [Leg339],foraminiferal ooze,,N 8.5 (white),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,2,H,5,A,,,,,
363-U1490B-2H-5-A,126,150,14.76,15.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,5,A,,,,,
363-U1490B-2H-6-A,0,40,15.0,15.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,6,A,,,,,
363-U1490B-2H-6-A,40,42,15.4,15.42,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,6,A,,,,,
363-U1490B-2H-6-A,42,150,15.42,16.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,6,A,,,,,
363-U1490B-2H-7-A,0,22,16.5,16.72,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,7,A,,,,,
363-U1490B-2H-7-A,22,35,16.72,16.85,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,7,A,,,,,
363-U1490B-2H-7-A,35,73,16.85,17.23,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,7,A,,,,,
363-U1490B-2H-CC-A,0,21,17.23,17.44,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers are common,,,,,,,,,,,,,363,U1490,B,2,H,CC,A,,,,,
363-U1490B-3H-1-A,0,150,17.0,18.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,1,A,,,,,
363-U1490B-3H-2-A,0,21,18.5,18.71,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,2,A,,,,,
363-U1490B-3H-2-A,21,43,18.71,18.93,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,2,A,,,,,
363-U1490B-3H-2-A,43,87,18.93,19.37,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,2,A,,,,,
363-U1490B-3H-2-A,87,97,19.37,19.47,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,2,A,,,,,
363-U1490B-3H-2-A,97,150,19.47,20.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,2,A,,,,,
363-U1490B-3H-3-A,0,41,20.0,20.41,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-3-A,41,63,20.41,20.63,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-3-A,63,97,20.63,20.97,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-3-A,97,103,20.97,21.03,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-3-A,103,140,21.03,21.4,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-3-A,140,148,21.4,21.48,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-3-A,148,150,21.48,21.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,3,A,,,,,
363-U1490B-3H-4-A,0,19,21.5,21.69,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-4-A,19,34,21.69,21.84,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-4-A,34,70,21.84,22.2,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-4-A,70,73,22.2,22.23,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-4-A,73,97,22.23,22.47,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-4-A,97,105,22.47,22.55,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-4-A,105,150,22.55,23.0,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,4,A,,,,,
363-U1490B-3H-5-A,0,81,23.0,23.81,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,5,A,,,,,
363-U1490B-3H-5-A,81,82,23.81,23.82,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,5,A,,,,,
363-U1490B-3H-5-A,82,108,23.82,24.08,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,5,A,,,,,
363-U1490B-3H-5-A,108,111,24.08,24.11,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,5,A,,,,,
363-U1490B-3H-5-A,111,150,24.11,24.5,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,5,A,,,,,
363-U1490B-3H-6-A,0,5,24.5,24.55,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,6,A,,,,,
363-U1490B-3H-6-A,5,7,24.55,24.57,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,6,A,,,,,
363-U1490B-3H-6-A,7,53,24.57,25.03,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,6,A,,,,,
363-U1490B-3H-6-A,53,73,25.03,25.23,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,6,A,,,,,
363-U1490B-3H-6-A,73,135,25.23,25.85,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,6,A,,,,,
363-U1490B-3H-CC-A,0,17,25.85,26.02,foraminifer-rich [X363],nannofossil ooze [Leg339],foraminifer-rich nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,3,H,CC,A,,,,,
363-U1490B-4H-1-A,0,18,26.5,26.68,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,1,A,,,,,
363-U1490B-4H-1-A,18,82,26.68,27.32,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,1,A,,,,,
363-U1490B-4H-1-A,82,90,27.32,27.4,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,1,A,,,,,
363-U1490B-4H-1-A,90,133,27.4,27.83,clay-bearing [X363],foraminifer-nannofossil ooze [X363],clay-bearing foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,1,A,,,,,
363-U1490B-4H-1-A,133,143,27.83,27.93,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,1,A,,,,,
363-U1490B-4H-1-A,143,150,27.93,28.0,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,1,A,,,,,
363-U1490B-4H-2-A,0,13,28.0,28.13,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,2,A,,,,,
363-U1490B-4H-2-A,13,36,28.13,28.36,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,2,A,,,,,
363-U1490B-4H-2-A,36,118,28.36,29.18,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,2,A,,,,,
363-U1490B-4H-2-A,118,120,29.18,29.2,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,2,A,,,,,
363-U1490B-4H-2-A,120,150,29.2,29.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,2,A,,,,,
363-U1490B-4H-3-A,0,33,29.5,29.83,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,3,A,,,,,
363-U1490B-4H-3-A,33,42,29.83,29.92,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,3,A,,,,,
363-U1490B-4H-3-A,42,62,29.92,30.12,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,3,A,,,,,
363-U1490B-4H-3-A,62,150,30.12,31.0,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,3,A,,,,,
363-U1490B-4H-4-A,0,34,31.0,31.34,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,4,A,,,,,
363-U1490B-4H-4-A,34,55,31.34,31.55,clay-bearing foraminifer-rich [X363],nannofossil ooze [Leg339],clay-bearing foraminifer-rich nannofossil ooze,,2.5Y 8/2 (pale yellow),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,4,A,,,,,
363-U1490B-4H-4-A,55,135,31.55,32.35,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,4,A,,,,,
363-U1490B-4H-4-A,135,139,32.35,32.39,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,4,A,,,,,
363-U1490B-4H-4-A,139,150,32.39,32.5,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,4,A,,,,,
363-U1490B-4H-5-A,0,32,32.5,32.82,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,5,A,,,,,
363-U1490B-4H-5-A,32,95,32.82,33.45,,foraminiferal ooze [Leg339],foraminiferal ooze,,10YR 8/2 (very pale brown),heavy [DB86],,,,,,,,,,,,,,,,,,,363,U1490,B,4,H,5,A,,,,,
363-U1490B-4H-5-A,95,128,33.45,33.78,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,5,A,,,,,
363-U1490B-4H-5-A,128,136,33.78,33.86,,nannofossil ooze [Leg339],nannofossil ooze,,N 8 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,5,A,,,,,
363-U1490B-4H-5-A,136,150,33.86,34.0,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,5,A,,,,,
363-U1490B-4H-6-A,0,14,34.0,34.14,,foraminifer-nannofossil ooze [X363],foraminifer-nannofossil ooze,,N 8.5 (white),heavy [DB86],,,,,,greenish layers and sulfide specks are common,,,,,,,,,,,,,363,U1490,B,4,H,6,A,,,,,
