Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Diagenetic constituent,Diagenetic constituent composition,Biogenic material,Lithologic accessories,Contact or boundary type,Contact geometry,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
374-U1524C-9R-2-A,9,122.0,328.28,329.41,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,burrows,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,pyrite,,lonestone,,,"Lonestone at 6, 7, 21, 78, 93, and 99-101 cm.",,,,374,U1524,C,9,R,2,A
374-U1524C-9R-CC-A,0,8.0,329.41,329.49,diatom rich,clast-poor muddy diamict [M89m],,diatom rich clast-poor muddy diamict,burrows,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,pyrite,,,,,,,,,374,U1524,C,9,R,CC,A
374-U1524C-10R-CC-A,0,6.0,336.3,336.36,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,10,R,CC,A
374-U1524C-12R-1-A,0,28.0,355.5,355.78,,mudstone,,mudstone,,GLEY 1 8/N (white),,,,,cement,carbonate,,,sharp boundary or contact,,Massive,,,,374,U1524,C,12,R,1,A
374-U1524C-12R-1-A,28,69.0,355.78,356.19,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,sharp boundary or contact,,,,,,374,U1524,C,12,R,1,A
374-U1524C-12R-1-A,69,81.0,356.19,356.31,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 4/5G (greenish gray),moderate [DB86],2.0,,,,,,,gradational boundary or contact,,condrites,,,,374,U1524,C,12,R,1,A
374-U1524C-12R-1-A,81,141.0,356.31,356.91,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,lamination,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,lonestone,,,lonestones at 130. 133,,,,374,U1524,C,12,R,1,A
374-U1524C-12R-1-A,81,141.0,356.31,356.91,,,,,burrows,,,,,,,,,,,,,,,,374,U1524,C,12,R,1,A
374-U1524C-12R-2-A,0,38.0,356.91,357.29,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,lamination,GLEY 1 3/10Y (very dark greenish gray),slight [DB86],1.0,,,,,,lonestone,sharp boundary or contact,,lonestones at 28-31,,,,374,U1524,C,12,R,2,A
374-U1524C-12R-2-A,0,38.0,356.91,357.29,,,,,burrows,,,,,,,,,,,,,,,,374,U1524,C,12,R,2,A
374-U1524C-12R-2-A,38,90.0,357.29,357.81,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 4/5G (greenish gray),moderate [DB86],2.0,,,,,,,gradational boundary or contact,,condrites,,,,374,U1524,C,12,R,2,A
374-U1524C-12R-2-A,90,119.0,357.81,358.1,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,lamination,GLEY 1 3/10Y (very dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,12,R,2,A
374-U1524C-12R-2-A,90,119.0,357.81,358.1,,,,,burrows,,,,,,,,,,,,,,,,374,U1524,C,12,R,2,A
374-U1524C-12R-3-A,0,10.0,358.1,358.2,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,lamination,GLEY 1 3/10Y (very dark greenish gray),slight [DB86],1.0,,,,,,,sharp boundary or contact,,,,,,374,U1524,C,12,R,3,A
374-U1524C-12R-3-A,0,10.0,358.1,358.2,,,,,burrows,,,,,,,,,,,,,,,,374,U1524,C,12,R,3,A
374-U1524C-12R-3-A,10,27.0,358.2,358.37,diatom rich,sandy mud(stone) to muddy sand(stone) [S54m],with dispersed clasts,diatom rich sandy mud(stone) to muddy sand(stone) with dispersed clasts,,GLEY 1 4/5G (greenish gray),moderate [DB86],2.0,,,,,,lonestone,gradational boundary or contact,,lonestones at 13,,,,374,U1524,C,12,R,3,A
374-U1524C-12R-3-A,27,74.0,358.37,358.84,diatom rich,mud,with dispersed clasts,diatom rich mud with dispersed clasts,lamination,GLEY 1 3/10Y (very dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,12,R,3,A
374-U1524C-12R-3-A,27,74.0,358.37,358.84,,,,,burrows,,,,,,,,,,,,,,,,374,U1524,C,12,R,3,A
374-U1524C-12R-CC-A,0,12.0,358.88,359.0,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,12,R,CC,A
374-U1524C-13R-CC-A,0,5.5,365.1,365.155,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,13,R,CC,A
374-U1524C-14R-CC-A,0,11.0,374.7,374.81,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,14,R,CC,A
374-U1524C-15R-CC-A,0,12.0,384.3,384.42,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,15,R,CC,A
374-U1524C-16R-1-A,0,10.0,393.9,394.0,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,16,R,1,A
374-U1524C-16R-1-A,10,49.0,394.0,394.39,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),none [DB86],0.0,,,,,,,,,,,,,374,U1524,C,16,R,1,A
374-U1524C-16R-1-A,38,46.0,394.28,394.36,,,,,lamination,,,,,,cement,carbonate,,,,,,,,,374,U1524,C,16,R,1,A
374-U1524C-16R-1-A,49,101.0,394.39,394.91,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,Microfault at 72,,,,374,U1524,C,16,R,1,A
374-U1524C-16R-2-A,0,35.0,394.91,395.26,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,0,147.0,394.91,396.38,,,,,lamination,,,,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,35,47.0,395.26,395.38,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,47,61.0,395.38,395.52,diatom rich,mud,,diatom rich mud,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,61,68.0,395.52,395.59,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,68,78.0,395.59,395.69,diatom rich,mud,,diatom rich mud,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,78,90.0,395.69,395.81,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,90,108.0,395.81,395.99,diatom rich,mud,,diatom rich mud,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,108,122.0,395.99,396.13,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,122,128.0,396.13,396.19,diatom rich,mud,,diatom rich mud,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-2-A,128,137.0,396.19,396.28,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,2,A
374-U1524C-16R-3-A,0,38.0,396.38,396.76,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,3,A
374-U1524C-16R-3-A,0,98.0,396.38,397.36,,,,,lamination,,,,,,,,,,,,,,,,374,U1524,C,16,R,3,A
374-U1524C-16R-3-A,0,98.0,396.38,397.36,,,,,lamination,,,,,,,,,,,,,,,,374,U1524,C,16,R,3,A
374-U1524C-16R-3-A,38,52.0,396.76,396.9,diatom rich,mud,,diatom rich mud,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,3,A
374-U1524C-16R-3-A,52,98.0,396.9,397.36,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,3,A
374-U1524C-16R-4-A,0,25.0,397.36,397.61,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,4,A
374-U1524C-16R-4-A,25,33.0,397.61,397.69,diatom rich,mud,,diatom rich mud,,GLEY 1 6/10GY (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,4,A
374-U1524C-16R-4-A,33,57.0,397.69,397.93,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,16,R,4,A
374-U1524C-16R-CC-A,0,13.0,397.93,398.06,diatom rich,mud,,diatom rich mud,,GLEY 1 4/10Y (dark greenish gray),moderate [DB86],2.0,,,,,,,,,,,,,374,U1524,C,16,R,CC,A
374-U1524C-17R-CC-A,0,9.0,403.5,403.59,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,17,R,CC,A
374-U1524C-18R-CC-A,0,5.0,413.1,413.15,,cobble gravel [USGS],,cobble gravel,,,,,,,,,,,,,,,,,374,U1524,C,18,R,CC,A
374-U1524C-20R-1-A,0,69.0,432.3,432.99,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-1-A,69,78.0,432.99,433.08,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/5G (greenish gray),slight [DB86],1.0,,,,,,lonestone,gradational boundary or contact,,Lonestone at 76-78,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-1-A,78,94.0,433.08,433.24,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,burrows,GLEY 1 6/5G (greenish gray),heavy [DB86],3.0,,,,,,,gradational boundary or contact,,,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-1-A,94,96.0,433.24,433.26,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 2.5/5G (greenish black),heavy [DB86],3.0,,,,,,,gradational boundary or contact,,,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-1-A,96,150.0,433.26,433.8,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-1-A,108,115.0,433.38,433.45,,,,,,,,,,,,pyrite,,,,,,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-1-A,142,143.0,433.72,433.73,,,,,burrows,,,,,,,,,,,,,,,,374,U1524,C,20,R,1,A
374-U1524C-20R-2-A,0,49.0,433.8,434.29,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,2,A
374-U1524C-20R-2-A,49,58.0,434.29,434.38,muddy,diatom ooze,,muddy diatom ooze,burrows,GLEY 1 5/5G (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,20,R,2,A
374-U1524C-20R-2-A,58,135.0,434.38,435.15,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,2,A
374-U1524C-20R-2-A,135,151.0,435.15,435.31,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/5G (greenish gray),heavy [DB86],3.0,,,,,,,sharp boundary or contact,,,,,,374,U1524,C,20,R,2,A
374-U1524C-20R-3-A,0,33.0,435.31,435.64,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,3,4.0,435.34,435.35,,,,,burrows,,,,,,,pyrite,,,,,,,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,33,57.0,435.64,435.88,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/5G (greenish gray),slight [DB86],1.0,,,,,,lonestone,,,"Lonestones at 36, 38 (chert), 46, 50-53",,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,57,60.0,435.88,435.91,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/5G (greenish gray),slight [DB86],1.0,,,,,,,sharp boundary or contact,,,,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,60,67.0,435.91,435.98,diatom rich,mud,,diatom rich mud,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,67,70.0,435.98,436.01,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/5G (greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,70,80.0,436.01,436.11,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 4/5GY (dark greenish gray),slight [DB86],1.0,,,,,,,,,,,,,374,U1524,C,20,R,3,A
374-U1524C-20R-3-A,80,99.0,436.11,436.3,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,burrows,GLEY 1 6/5G (greenish gray),slight [DB86],1.0,,,,pyrite,,lonestone,,,"Thin section large lonestone (cobble) from 90-97, thin section taken",,,,374,U1524,C,20,R,3,A
374-U1524C-20R-4-A,0,29.0,436.3,436.59,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,burrows,GLEY 1 6/5G (greenish gray),slight [DB86],1.0,,,,pyrite,,lonestone,sharp boundary or contact,,Lonestone at 20,,,,374,U1524,C,20,R,4,A
374-U1524C-20R-4-A,29,32.0,436.59,436.62,muddy,diatom ooze,,muddy diatom ooze,lamination,GLEY 1 5/5G (greenish gray),slight [DB86],1.0,,,,pyrite,,,sharp boundary or contact,,Faint laminations defined by color changes and pyrite mottling,,,,374,U1524,C,20,R,4,A
374-U1524C-20R-4-A,32,34.0,436.62,436.64,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/5G (greenish gray),slight [DB86],1.0,,,,pyrite,,,gradational boundary or contact,,,,,,374,U1524,C,20,R,4,A
374-U1524C-20R-4-A,34,37.0,436.64,436.67,muddy,diatom ooze,,muddy diatom ooze,,GLEY 1 5/5G (greenish gray),heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,20,R,4,A
374-U1524C-20R-4-A,37,55.0,436.67,436.85,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/5G (greenish gray),heavy [DB86],3.0,,,,pyrite,,lonestone,,,Lonestone at 40,,,,374,U1524,C,20,R,4,A
374-U1524C-20R-CC-A,0,13.0,436.85,436.98,muddy,diatom ooze,with dispersed clasts,muddy diatom ooze with dispersed clasts,,GLEY 1 6/5G (greenish gray),slight [DB86],1.0,,,,pyrite,,,,,,,,,374,U1524,C,20,R,CC,A
374-U1524C-20R-CC-A,11,13.0,436.96,436.98,,,,,lens or pod [BJ84],,heavy [DB86],3.0,,,,,,,,,,,,,374,U1524,C,20,R,CC,A
