Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,Clasts (>2 mm) 3ND ORDER,Lithic clasts (>2 mm) DOMINANT,DOMINANT lithic roundness,Lithic clasts (>2 mm) 2ND ORDER,2ND lithic roundness,Lithic clasts (>2 mm) 3RD ORDER,3RD lithic roundness,Vitric clasts (>2 mm) DOMINANT,DOMINANT vitric roundness,Vitric clasts (>2 mm) 2ND ORDER,2ND vitric roundness,Vitric clasts (>2 mm) 3RD ORDER,3RD vitric roundness,Crystals (>2 mm) DOMINANT,DOMINANT crystal roundness,Crystals (>2 mm) 2ND ORDER,2ND crystal roundness,Crystals (>2 mm) 3RD ORDER,3RD crystal roundness,Clast comments,"Matrix, fines (<2 mm) DOMINANT","Matrix, fines (<2 mm) 2ND ORDER","Matrix, fines (<2 mm) 3ND ORDER",Matrix sorting,Matrix comments,File Data,Shore File Links
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,25,42,705.03,705.2,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,25,46,705.03,705.24,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,46,64,705.24,705.42,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,60,64,705.38,705.42,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,64,79,705.42,705.57,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,64,101,705.42,705.79,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,72,101,705.5,705.79,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],very fine sand [W22_2],3,medium sand [W22_2],5,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,79,84,705.57,705.62,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,84,94,705.62,705.72,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,94,101,705.72,705.79,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,101,128,705.79,706.06,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-2-A,351,U1438,D,53,53-2,R,2,A,,109,122,705.87,706,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,0,25,706.06,706.31,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,0,74,706.06,706.8,,,,,,,,,,,,,5G 3/2 (very dark grayish green),,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,0,97,706.06,707.03,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,wavy,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,28,74,706.34,706.8,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,74,100,706.8,707.06,,,,,,,,,,,,,5YR 3/2 (dark reddish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,80,97,706.86,707.03,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,84,92,706.9,706.98,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,97,100,707.03,707.06,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,97,110,707.03,707.16,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,,consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,scoured,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,100,107,707.06,707.13,,,,,,,,,,,,,5G 3/2 (very dark grayish green),,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,103,110,707.09,707.16,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,107,143,707.13,707.49,,,,,,,,,,,,,5YR 3/2 (dark reddish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,110,131,707.16,707.37,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,129,136,707.35,707.42,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-3-A,351,U1438,D,53,53-3,R,3,A,,131,143,707.37,707.49,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,,consolidated [2014],very fine sand [W22_2],3,fine sand [W22_2],4,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,0,24,707.49,707.73,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,0,52,707.49,708.01,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,28,35,707.77,707.84,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,28,45,707.77,707.94,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,28,55,707.77,708.04,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,35,37,707.84,707.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,37,52,707.86,708.01,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,52,55,708.01,708.04,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,55,76,708.04,708.25,,,,,,,,,,,,,5YR 3/2 (dark reddish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,55,76,708.04,708.25,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,55,100,708.04,708.49,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,,consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,bioturbated,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,76,82,708.25,708.31,,,,,,,,,,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,76,88,708.25,708.37,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,82,96,708.31,708.45,,,,,,,,,,,,,5YR 3/2 (dark reddish brown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,82,96,708.31,708.45,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,96,100,708.45,708.49,,,,,,,,,,,,,5G 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,100,112,708.49,708.61,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,100,115,708.49,708.64,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,N 4 (dark gray),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,100,126,708.49,708.75,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,112,126,708.61,708.75,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-4-A,351,U1438,D,53,53-4,R,4,A,,115,126,708.64,708.75,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,,,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,0,15,708.75,708.9,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,well [2014],,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,0,17,708.75,708.92,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,0,31,708.75,709.06,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,15,17,708.9,708.92,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,planar,bioturbated,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,17,31,708.92,709.06,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,silt [W22_1],2,,planar,gradational,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,17,45,708.92,709.2,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,31,45,709.06,709.2,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,36,45,709.11,709.2,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,45,57,709.2,709.32,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,47,50,709.22,709.25,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,50,57,709.25,709.32,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,50,61,709.25,709.36,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,57,61,709.32,709.36,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],medium sand [W22_2],5,medium sand [W22_2],5,,planar,scoured,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,57,61,709.32,709.36,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,61,77,709.36,709.52,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,61,88,709.36,709.63,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,61,99,709.36,709.74,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,61,102,709.36,709.77,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,77,124,709.52,709.99,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,99,119,709.74,709.94,,,,,,,,,,,,,,,,,,,,,,,,,,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,102,124,709.77,709.99,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],medium sand [W22_2],5,coarse sand [W22_2],6,,planar,sharp,,,well [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,119,124,709.94,709.99,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,124,131,709.99,710.06,,,,,tuffaceous,conglomerate [2014b],,tuffaceous conglomerate,tuffaceous conglomerate,conglomerate,,,10R 3/4 (dusky red),consolidated [2014],granule [W22_2],8,pebble [W22_2],9,,planar,gradational,,,poor [2014],,,,,,,,,crystal [2014],,,,,,,,,,,,,,,,,,,,,1.2 cm anhydrite (CaSO4),,,,,1.2 cm anhydrite (CaSO4),,
351-U1438D-53R-5-A,351,U1438,D,53,53-5,R,5,A,,131,150,710.06,710.25,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],medium sand [W22_2],5,pebble [W22_2],9,,planar,,,,well [2014],,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-6-A,351,U1438,D,53,53-6,R,6,A,,0,6,710.25,710.31,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],very coarse sand [W22_2],7,pebble [W22_2],9,,,,,,moderate [2014],,,,,,,,,crystal [2014],,,,,,,,,,,,,,,,,,,,,1.2 cm anhydrite (CaSO4),,,,,1.2 cm anhydrite (CaSO4),,
351-U1438D-53R-6-A,351,U1438,D,53,53-6,R,6,A,,21,151,710.46,711.76,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,,,,,well [2014],,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-6-A,351,U1438,D,53,53-6,R,6,A,,38,46,710.63,710.71,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-6-A,351,U1438,D,53,53-6,R,6,A,,74,83,710.99,711.08,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-6-A,351,U1438,D,53,53-6,R,6,A,,95,121,711.2,711.46,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-6-A,351,U1438,D,53,53-6,R,6,A,,97,103,711.22,711.28,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,0,9,711.76,711.85,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,0,70,711.76,712.46,,,,,tuffaceous,siltstone [2014],,tuffaceous siltstone,tuffaceous siltstone,siltstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,fine sand [W22_2],4,,planar,gradational,horizontal,thin bed [B01],poor [2014],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,14,25,711.9,712.01,,,,,,,,,,,,,,,,,,,,,,,,,,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,27,39,712.03,712.15,,,,,,,,,,,,,,,,,,,,,,,,,,planar lamination,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,39,41,712.15,712.17,,,,,,,,,,,,,,,,,,,,,,,,,normally graded,,slight,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,54,57,712.3,712.33,,,,,,,,,,,,,,,,,,,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,70,82,712.46,712.58,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,wavy,horizontal,,,normally graded,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-7-A,351,U1438,D,53,53-7,R,7,A,,82,101,712.58,712.77,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,,,,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-8-A,351,U1438,D,53,53-8,R,8,A,,0,11,712.77,712.88,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,horizontal,,,,planar lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-8-A,351,U1438,D,53,53-8,R,8,A,,11,15,712.88,712.92,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,horizontal,,,normally graded,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-8-A,351,U1438,D,53,53-8,R,8,A,,15,27,712.92,713.04,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,gradational,horizontal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-8-A,351,U1438,D,53,53-8,R,8,A,,27,37,713.04,713.14,,,,,tuffaceous,sandstone [2014],,tuffaceous sandstone,tuffaceous sandstone,sandstone,,,5G 3/2 (very dark grayish green),consolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,,planar,sharp,horizontal,,,normally graded,cross-lamination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351-U1438D-53R-8-A,351,U1438,D,53,53-8,R,8,A,,37,45,713.14,713.22,,,,,tuffaceous,mudstone [2014],,tuffaceous mudstone,tuffaceous mudstone,mudstone,,,5YR 3/2 (dark reddish brown),consolidated [2014],silt [W22_1],2,very fine sand [W22_2],3,,planar,sharp,horizontal,,,,,moderate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
