Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Sample domain number (if >1 domain),Sample domain name (if >1 domain),Domain relative abundance [%],Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lith. prefix+name+suffix,Lithological Accessories 1,Lithological Accessories 2,Lithology color,Layer/Beddding, Lamination,Grading,Other sedimentary feature,Layer or bedding thickness,Lithology avg. grain size ,Lithology avg. grain size rank,Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Clasts abundance,Clasts [%],Clast -  grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,Lithology prefix + name,Lithology name+suffix,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Suffix,Minor Lithology Prefix,Minor Lithology Name,Extra Sample ID Data
371-U1508C-34R-3-A,0,89,668.71,669.6,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,34,R,3,A,,,,
371-U1508C-34R-CC-A,0,14,669.6,669.74,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 8/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,34,R,CC,A,,,,
371-U1508C-35R-1-A,0,43,675.6,676.03,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/5GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,color boundary or contact,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,1,A,,,,
371-U1508C-35R-1-A,43,74,676.03,676.34,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 6/10GY (greenish gray),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,color boundary or contact,,diffuse,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,1,A,,,,
371-U1508C-35R-1-A,74,132,676.34,676.92,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,1,A,,,,
371-U1508C-35R-2-A,0,147,676.92,678.39,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,2,A,,,,
371-U1508C-35R-3-A,0,108,678.39,679.47,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,3,A,,,,
371-U1508C-35R-4-A,0,70,679.47,680.17,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,4,A,,,,
371-U1508C-35R-CC-A,0,24,680.17,680.41,,,,,,nannofossil chalk [Leg339],with foraminifers [2014],nannofossil chalk with foraminifers,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,Color banding (Gley 1 6/10GY and Gley 1 7/5GY) varies at the decimeter scale.,,,,,,,,,,nannofossil chalk,nannofossil chalk with foraminifers,,,,371,U1508,C,35,R,CC,A,,,,
371-U1508C-36R-1-A,0,52,685.3,685.82,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,silt [W22_1],2,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,36,R,1,A,,,,
371-U1508C-37R-1-A,0,122,685.8,687.02,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,Color banding (Gley 1 8/5GY and Gley 1 7/10GY) varies at the decimeter scale.,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,37,R,1,A,,,,
371-U1508C-37R-2-A,0,131,687.02,688.33,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,Color banding (Gley 1 8/5GY and Gley 1 7/10GY) varies at the decimeter scale.,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,37,R,2,A,,,,
371-U1508C-37R-3-A,0,116,688.33,689.49,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,Color banding (Gley 1 8/5GY and Gley 1 7/10GY) varies at the decimeter scale.,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,37,R,3,A,,,,
371-U1508C-37R-4-A,0,84,689.49,690.33,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,Color banding (Gley 1 8/5GY and Gley 1 7/10GY) varies at the decimeter scale.,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,37,R,4,A,,,,
371-U1508C-37R-5-A,0,80,690.33,691.13,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/10GY (light greenish grey),color banding,,,,,clay [W22_1],1,,,moderate [B06],3,Color banding (Gley 1 8/5GY and Gley 1 7/10GY) varies at the decimeter scale.,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,37,R,5,A,,,,
371-U1508C-38R-1-A,0,93,694.9,695.83,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,1,A,,,,
371-U1508C-38R-1-A,93,115,695.83,696.05,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,1,A,,,,
371-U1508C-38R-1-A,115,128,696.05,696.18,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,1,A,,,,
371-U1508C-38R-2-A,0,27,696.18,696.45,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,2,A,,,,
371-U1508C-38R-2-A,27,45,696.45,696.63,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,,,,,,,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,2,A,,,,
371-U1508C-38R-2-A,45,96,696.63,697.14,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,2,A,,,,
371-U1508C-38R-2-A,96,104,697.14,697.22,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,2,A,,,,
371-U1508C-38R-2-A,104,117,697.22,697.35,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,2,A,,,,
371-U1508C-38R-2-A,117,142,697.35,697.6,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,2,A,,,,
371-U1508C-38R-3-A,0,2,697.6,697.62,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,2,33,697.62,697.93,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,33,50,697.93,698.1,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,50,64,698.1,698.24,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,64,72,698.24,698.32,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,72,88,698.32,698.48,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,88,120,698.48,698.8,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-3-A,120,150,698.8,699.1,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 7/5GY (light greenish grey),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,3,A,,,,
371-U1508C-38R-4-A,0,30,699.1,699.4,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,4,A,,,,
371-U1508C-38R-4-A,30,115,699.4,700.25,,,,,nannofossil-rich [2014b],limestone [USGS],,nannofossil-rich limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Interbedded alternating greenish grey to light greenish grey at decimeter scale.,bioturbated boundary or contact,,,,,,,,,nannofossil-rich limestone,limestone,,,,371,U1508,C,38,R,4,A,,,,
371-U1508C-38R-4-A,115,142,700.25,700.52,,,,,,limestone [USGS],,limestone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,,,,,,,,,,limestone,limestone,,,,371,U1508,C,38,R,4,A,,,,
371-U1508C-38R-5-A,0,25,700.52,700.77,,,,,,limestone [USGS],,limestone,,,GLEY 1 6/10GY (greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,,sharp boundary or contact,,,,,,,,,limestone,limestone,,,,371,U1508,C,38,R,5,A,,,,
371-U1508C-38R-5-A,25,130,700.77,701.82,,,,,,limestone [USGS],,limestone,,,GLEY 1 8/5GY (light greenish gray),,,,,,clay [W22_1],1,,,moderate [B06],3,Interbedded alternating greenish grey to light greenish grey at decimeter scale.,,,,,,,,,,limestone,limestone,,,,371,U1508,C,38,R,5,A,,,,
